Date,Team,Conference,Location,Opponent,Result,Points,OppponentPoints,PassCompletions,PassAttempts,PassYards,PassTDs,RushAttempts,RushYards,RushTDs,FirstDownPass,FirstDownRush,Penalties,PenaltyYards,Fumbles,Interceptions
2015-09-11,Utah State,MWC,A,Utah,L,14,24,22,35,256,2,32,117,0,12,8,6,61,1,2
2015-09-19,Utah State,MWC,A,Washington,L,17,31,17,33,171,0,30,83,1,8,4,5,25,0,2
2015-10-03,Utah State,MWC,H,Colorado State,W,33,18,12,21,137,1,45,298,2,6,11,12,125,0,0
2015-10-10,Utah State,MWC,A,Fresno State,W,56,14,19,27,281,1,43,201,7,11,9,7,59,1,0
2015-10-16,Utah State,MWC,H,Boise State,W,52,26,17,24,157,3,43,177,3,9,5,11,104,1,0
2015-10-23,Utah State,MWC,A,San Diego State,L,14,48,9,20,95,1,36,144,1,4,8,5,55,3,1
2015-10-30,Utah State,MWC,H,Wyoming,W,58,27,16,19,296,4,43,296,3,13,18,3,25,1,0
2015-11-07,Utah State,MWC,A,New Mexico,L,13,14,14,25,216,1,37,78,0,8,3,2,8,2,0
2015-11-14,Utah State,MWC,A,Air Force,L,28,35,25,47,364,4,23,75,0,14,5,2,21,0,1
2015-11-21,Utah State,MWC,H,Nevada,W,31,27,14,29,109,0,42,204,2,5,12,3,30,1,2
2015-11-28,Utah State,MWC,H,Brigham Young,L,28,51,20,45,243,1,43,202,3,10,12,8,70,2,0
2015-12-22,Utah State,MWC,N,Akron,L,21,23,28,45,237,3,29,131,0,13,7,8,60,2,1
2015-09-12,Missouri,SEC,A,Arkansas State,W,27,20,16,37,148,3,34,140,0,8,8,9,75,0,3
2015-09-19,Missouri,SEC,H,Connecticut,W,9,6,20,31,185,0,34,85,1,7,7,3,30,1,1
2015-09-26,Missouri,SEC,A,Kentucky,L,13,21,18,35,227,1,33,111,0,12,7,3,30,0,0
2015-10-03,Missouri,SEC,H,South Carolina,W,24,10,21,28,136,2,42,163,1,5,13,3,29,0,0
2015-10-10,Missouri,SEC,H,Florida,L,3,21,16,39,151,0,26,106,0,6,6,6,38,0,2
2015-10-17,Missouri,SEC,A,Georgia,L,6,9,11,26,143,0,22,21,0,5,0,4,27,1,0
2015-10-24,Missouri,SEC,A,Vanderbilt,L,3,10,14,34,108,0,19,80,0,5,3,6,37,1,0
2015-11-05,Missouri,SEC,H,Mississippi State,L,13,31,11,26,107,0,45,215,1,6,9,6,38,0,2
2015-11-14,Missouri,SEC,N,Brigham Young,W,20,16,19,28,244,1,55,190,1,12,9,8,91,1,1
2015-11-21,Missouri,SEC,H,Tennessee,L,8,19,13,30,135,0,29,88,1,5,4,7,50,1,1
2015-11-27,Missouri,SEC,A,Arkansas,L,3,28,9,27,83,0,25,88,0,3,5,2,18,0,1
2015-09-05,Wisconsin,Big Ten,N,Alabama,L,17,35,26,39,228,2,21,40,0,12,2,5,50,0,1
2015-09-12,Wisconsin,Big Ten,H,Miami (OH),W,58,0,23,36,263,4,45,188,3,14,11,8,65,0,1
2015-09-19,Wisconsin,Big Ten,H,Troy,W,28,3,13,18,202,1,35,199,3,6,11,6,63,0,0
2015-09-26,Wisconsin,Big Ten,H,Hawaii,W,28,0,15,25,186,1,54,326,3,11,18,6,52,0,0
2015-10-03,Wisconsin,Big Ten,H,Iowa,L,6,10,21,38,234,0,34,86,0,15,3,8,90,2,2
2015-10-10,Wisconsin,Big Ten,A,Nebraska,W,23,21,24,50,322,1,34,147,1,16,6,6,45,0,0
2015-10-17,Wisconsin,Big Ten,H,Purdue,W,24,7,30,39,322,0,37,96,3,17,6,7,65,0,1
2015-10-24,Wisconsin,Big Ten,A,Illinois,W,24,13,25,40,281,2,40,138,1,16,5,4,45,0,2
2015-10-31,Wisconsin,Big Ten,H,Rutgers,W,48,10,13,28,217,1,38,209,5,9,6,5,40,0,2
2015-11-07,Wisconsin,Big Ten,A,Maryland,W,31,24,15,24,188,1,40,117,2,10,5,7,54,0,1
2015-11-21,Wisconsin,Big Ten,H,Northwestern,L,7,13,20,36,229,0,26,-26,1,11,3,2,25,3,2
2015-11-28,Wisconsin,Big Ten,A,Minnesota,W,31,21,9,17,79,0,62,257,4,6,13,6,59,0,1
2015-12-30,Wisconsin,Big Ten,N,USC,W,23,21,18,29,217,1,46,177,1,14,6,5,36,0,0
2015-09-12,Nevada,MWC,H,Arizona,L,20,44,18,34,159,2,42,168,0,7,8,9,105,0,1
2015-09-19,Nevada,MWC,A,Texas A&M,L,27,44,16,29,206,2,45,153,1,10,6,3,29,0,1
2015-09-26,Nevada,MWC,A,Buffalo,W,24,21,12,21,90,0,39,289,3,4,10,9,95,0,0
2015-10-03,Nevada,MWC,H,Nevada-Las Vegas,L,17,23,20,44,202,1,35,141,1,13,8,6,53,0,1
2015-10-10,Nevada,MWC,H,New Mexico,W,35,17,16,19,166,2,54,351,3,10,18,1,5,2,0
2015-10-17,Nevada,MWC,A,Wyoming,L,21,28,25,41,287,2,30,118,1,15,10,5,41,0,0
2015-10-24,Nevada,MWC,H,Hawaii,W,30,20,12,23,128,1,56,244,2,6,13,4,35,0,1
2015-11-05,Nevada,MWC,A,Fresno State,W,30,16,12,17,206,1,50,292,1,7,11,10,78,0,1
2015-11-14,Nevada,MWC,H,San Jose State,W,37,34,16,26,174,3,49,235,2,10,12,2,5,0,0
2015-11-21,Nevada,MWC,A,Utah State,L,27,31,8,18,55,0,46,209,3,3,11,3,32,2,0
2015-11-28,Nevada,MWC,A,San Diego State,L,14,31,12,23,228,0,31,35,1,8,2,7,60,1,2
2015-12-29,Nevada,MWC,N,Colorado State,W,28,23,6,13,74,0,40,271,2,5,12,3,20,0,0
2015-09-05,North Carolina State,ACC,H,Troy,W,49,21,22,26,199,2,58,251,5,12,15,1,15,0,0
2015-09-19,North Carolina State,ACC,A,Old Dominion,W,38,14,18,27,179,1,52,256,4,10,16,2,26,0,0
2015-09-26,North Carolina State,ACC,A,South Alabama,W,63,13,21,27,256,2,41,330,7,11,15,4,44,0,0
2015-10-03,North Carolina State,ACC,H,Louisville,L,13,20,16,28,183,1,30,45,1,6,3,4,50,2,0
2015-10-09,North Carolina State,ACC,A,Virginia Tech,L,13,28,12,25,113,1,40,157,0,7,9,9,81,0,1
2015-10-24,North Carolina State,ACC,A,Wake Forest,W,35,17,20,34,227,2,30,248,2,8,9,6,46,0,0
2015-10-31,North Carolina State,ACC,H,Clemson,L,41,56,24,41,254,3,27,135,2,13,4,4,40,1,0
2015-11-07,North Carolina State,ACC,A,Boston College,W,24,8,14,27,212,1,33,139,2,6,5,5,50,1,1
2015-11-14,North Carolina State,ACC,A,Florida State,L,17,34,28,49,218,1,31,79,1,15,5,9,59,1,0
2015-11-21,North Carolina State,ACC,H,Syracuse,W,42,29,21,34,235,2,47,276,3,13,14,10,98,1,1
2015-11-28,North Carolina State,ACC,H,North Carolina,L,34,45,17,37,206,2,52,308,2,9,18,7,72,0,1
2015-12-30,North Carolina State,ACC,N,Mississippi State,L,28,51,12,28,214,1,51,210,3,8,10,4,50,0,2
2015-09-03,Hawaii,MWC,H,Colorado,W,28,20,19,38,202,3,34,100,0,8,4,9,50,0,2
2015-09-12,Hawaii,MWC,A,Ohio State,L,0,38,8,26,85,0,35,80,0,4,6,6,36,2,2
2015-09-26,Hawaii,MWC,A,Wisconsin,L,0,28,16,34,240,0,18,15,0,9,1,11,100,0,0
2015-10-03,Hawaii,MWC,A,Boise State,L,0,55,11,38,88,0,30,82,0,5,4,7,61,1,3
2015-10-10,Hawaii,MWC,H,San Diego State,L,14,28,19,39,198,0,28,53,2,6,4,4,30,1,2
2015-10-17,Hawaii,MWC,A,New Mexico,L,27,28,13,25,195,1,50,220,2,12,10,11,94,0,2
2015-10-24,Hawaii,MWC,A,Nevada,L,20,30,27,40,291,2,24,34,0,16,2,10,79,1,3
2015-10-31,Hawaii,MWC,H,Air Force,L,7,58,15,35,180,0,12,-2,0,7,0,9,86,2,2
2015-11-07,Hawaii,MWC,A,Nevada-Las Vegas,L,21,41,16,33,187,0,31,191,3,8,6,5,52,2,1
2015-11-14,Hawaii,MWC,H,Fresno State,L,14,42,20,49,245,1,39,192,1,13,11,11,132,1,3
2015-11-21,Hawaii,MWC,H,San Jose State,L,23,42,13,25,202,2,38,213,1,7,10,9,61,1,1
2015-11-28,Hawaii,MWC,H,Louisiana-Monroe,W,28,26,8,16,116,1,54,240,3,5,14,8,74,1,0
2015-09-12,Rutgers,Big Ten,H,Washington State,L,34,37,23,29,204,1,37,198,1,12,12,11,100,2,1
2015-09-19,Rutgers,Big Ten,A,Penn State,L,3,28,27,42,251,0,32,43,0,14,5,8,29,1,2
2015-09-26,Rutgers,Big Ten,H,Kansas,W,27,14,18,25,201,2,58,312,2,13,15,10,80,1,2
2015-10-10,Rutgers,Big Ten,H,Michigan State,L,24,31,15,26,208,3,32,141,0,7,8,3,20,0,0
2015-10-17,Rutgers,Big Ten,A,Indiana,W,55,52,28,43,386,3,40,210,4,15,10,1,10,0,1
2015-10-24,Rutgers,Big Ten,H,Ohio State,L,7,49,13,27,189,1,29,104,0,6,6,7,55,0,1
2015-10-31,Rutgers,Big Ten,A,Wisconsin,L,10,48,6,20,82,0,38,83,0,3,5,6,40,1,1
2015-11-07,Rutgers,Big Ten,A,Michigan,L,16,49,11,27,97,0,32,128,0,6,7,7,80,0,1
2015-11-14,Rutgers,Big Ten,H,Nebraska,L,14,31,14,28,170,1,39,89,1,8,7,4,23,0,2
2015-11-21,Rutgers,Big Ten,A,Army,W,31,21,13,21,105,0,39,254,4,6,11,4,35,0,0
2015-11-28,Rutgers,Big Ten,H,Maryland,L,41,46,21,33,344,4,47,186,1,14,8,9,92,0,1
2015-09-03,Central Michigan,MAC,H,Oklahoma State,L,13,24,29,42,265,0,28,78,1,12,5,6,30,0,1
2015-09-19,Central Michigan,MAC,A,Syracuse,L,27,30,37,51,430,2,40,90,1,19,9,5,44,1,1
2015-09-26,Central Michigan,MAC,A,Michigan State,L,10,30,26,39,285,1,26,55,0,12,2,9,70,1,0
2015-10-03,Central Michigan,MAC,H,Northern Illinois,W,29,19,16,32,182,2,34,93,1,10,4,1,5,0,1
2015-10-10,Central Michigan,MAC,A,Western Michigan,L,39,41,23,32,321,4,31,161,1,14,9,8,75,1,1
2015-10-17,Central Michigan,MAC,H,Buffalo,W,51,14,23,30,313,4,45,150,3,16,7,9,87,0,1
2015-10-24,Central Michigan,MAC,A,Ball State,W,23,21,30,39,316,2,31,118,0,13,5,10,55,1,1
2015-10-31,Central Michigan,MAC,A,Akron,W,14,6,23,37,226,2,24,39,0,11,3,5,44,0,1
2015-11-10,Central Michigan,MAC,H,Toledo,L,23,28,33,53,354,2,20,59,0,14,5,5,63,0,1
2015-11-18,Central Michigan,MAC,A,Kent State,W,27,14,20,34,337,1,44,105,2,15,6,2,20,0,0
2015-11-27,Central Michigan,MAC,H,Eastern Michigan,W,35,28,26,40,408,2,35,175,3,17,10,11,105,1,1
2015-12-28,Central Michigan,MAC,N,Minnesota,L,14,21,15,30,145,0,28,104,2,7,10,3,25,0,1
2015-09-03,Michigan,Big Ten,A,Utah,L,17,24,27,43,279,2,29,76,0,15,3,3,25,0,3
2015-09-12,Michigan,Big Ten,H,Oregon State,W,35,7,18,26,180,0,48,225,4,9,12,10,105,1,1
2015-09-19,Michigan,Big Ten,H,Nevada-Las Vegas,W,28,7,14,25,123,1,39,254,3,6,11,3,34,0,1
2015-09-26,Michigan,Big Ten,H,Brigham Young,W,31,0,14,25,194,1,51,254,3,11,8,5,53,0,0
2015-10-03,Michigan,Big Ten,A,Maryland,W,28,0,16,33,180,1,40,198,2,7,7,7,65,2,1
2015-10-10,Michigan,Big Ten,H,Northwestern,W,38,0,17,23,179,0,46,201,3,10,11,3,28,0,0
2015-10-17,Michigan,Big Ten,H,Michigan State,L,23,27,15,25,168,0,33,62,2,6,3,8,70,1,0
2015-10-31,Michigan,Big Ten,A,Minnesota,W,29,26,16,27,169,2,34,127,2,9,8,5,47,1,1
2015-11-07,Michigan,Big Ten,H,Rutgers,W,49,16,18,26,337,2,42,150,4,14,8,6,60,0,0
2015-11-14,Michigan,Big Ten,A,Indiana,W,48,41,33,46,440,6,28,141,0,20,6,13,72,0,1
2015-11-21,Michigan,Big Ten,A,Penn State,W,28,16,25,38,256,2,30,87,2,12,5,13,117,1,1
2015-11-28,Michigan,Big Ten,H,Ohio State,L,13,42,25,47,307,1,25,57,0,16,3,7,72,0,1
2016-01-01,Michigan,Big Ten,N,Florida,W,41,7,20,31,278,3,46,225,2,14,11,4,30,0,0
2015-09-12,New Mexico,MWC,H,Tulsa,L,21,40,11,21,166,1,47,224,2,0,0,14,154,1,1
2015-09-18,New Mexico,MWC,A,Arizona State,L,10,34,12,29,111,0,47,184,1,5,9,5,35,0,1
2015-09-26,New Mexico,MWC,A,Wyoming,W,38,28,5,8,107,1,47,302,4,3,12,6,69,0,0
2015-10-03,New Mexico,MWC,H,New Mexico State,W,38,29,5,17,45,0,61,401,4,2,18,4,27,1,1
2015-10-10,New Mexico,MWC,A,Nevada,L,17,35,19,24,138,0,37,135,1,5,9,5,60,1,1
2015-10-17,New Mexico,MWC,H,Hawaii,W,28,27,15,26,195,2,53,197,1,8,16,9,64,2,0
2015-10-24,New Mexico,MWC,A,San Jose State,L,21,31,8,20,130,0,32,205,3,4,9,3,34,1,1
2015-11-07,New Mexico,MWC,H,Utah State,W,14,13,4,12,104,1,48,132,1,2,8,7,67,0,1
2015-11-14,New Mexico,MWC,A,Boise State,W,31,24,9,13,218,0,39,195,4,4,6,16,135,1,1
2015-11-21,New Mexico,MWC,H,Colorado State,L,21,28,4,10,58,0,50,268,3,3,16,3,15,0,3
2015-11-28,New Mexico,MWC,H,Air Force,W,47,35,4,9,135,0,56,377,6,4,13,3,25,0,1
2015-12-19,New Mexico,MWC,N,Arizona,L,37,45,10,22,189,1,69,319,4,6,19,8,103,0,3
2015-09-05,Notre Dame,Ind,H,Texas,W,38,3,19,23,313,3,52,214,2,14,14,6,39,0,0
2015-09-12,Notre Dame,Ind,A,Virginia,W,34,27,15,30,207,3,34,253,1,7,12,4,40,0,0
2015-09-19,Notre Dame,Ind,H,Georgia Tech,W,30,22,21,30,242,1,32,215,3,9,8,8,55,1,1
2015-09-26,Notre Dame,Ind,H,Massachusetts,W,62,27,18,28,224,2,51,457,6,13,17,8,75,0,1
2015-10-03,Notre Dame,Ind,A,Clemson,L,22,24,19,35,321,2,33,116,1,12,6,6,45,3,1
2015-10-10,Notre Dame,Ind,H,Navy,W,41,24,22,31,281,1,40,178,4,13,12,4,35,0,1
2015-10-17,Notre Dame,Ind,H,USC,W,41,31,16,25,262,2,35,214,2,7,12,4,40,1,0
2015-10-31,Notre Dame,Ind,A,Temple,W,24,20,23,36,299,1,31,168,2,9,7,8,81,0,2
2015-11-07,Notre Dame,Ind,A,Pitt,W,42,30,19,26,262,5,42,175,1,11,11,2,20,1,0
2015-11-14,Notre Dame,Ind,H,Wake Forest,W,28,7,13,19,111,0,30,171,3,8,5,4,45,0,0
2015-11-21,Notre Dame,Ind,N,Boston College,W,19,16,20,38,320,2,34,127,0,15,4,4,31,2,3
2015-11-28,Notre Dame,Ind,A,Stanford,L,36,38,13,25,234,1,35,299,2,10,14,6,65,1,0
2016-01-01,Notre Dame,Ind,N,Ohio State,L,28,44,22,38,284,2,32,121,2,15,7,3,20,1,1
2015-09-12,East Carolina,American,A,Florida,L,24,31,37,58,346,3,22,-13,0,16,1,9,65,2,1
2015-09-19,East Carolina,American,A,Navy,L,21,45,36,49,325,3,21,80,0,17,7,6,47,1,1
2015-09-26,East Carolina,American,H,Virginia Tech,W,35,28,14,20,228,2,43,182,3,10,6,7,97,1,1
2015-10-03,East Carolina,American,A,SMU,W,49,23,19,26,249,3,54,306,4,11,14,5,45,0,2
2015-10-10,East Carolina,American,A,Brigham Young,L,38,45,30,42,385,2,32,133,2,17,8,7,64,2,1
2015-10-17,East Carolina,American,H,Tulsa,W,30,17,20,29,239,1,43,143,1,11,7,9,78,0,1
2015-10-22,East Carolina,American,H,Temple,L,14,24,33,53,283,1,35,95,1,16,6,9,99,1,1
2015-10-30,East Carolina,American,A,Connecticut,L,13,31,19,33,137,0,36,203,1,7,9,7,64,0,4
2015-11-07,East Carolina,American,H,South Florida,L,17,22,14,23,158,0,34,62,2,5,2,5,40,0,0
2015-11-19,East Carolina,American,A,UCF,W,44,7,36,52,473,4,33,149,1,17,12,11,93,0,0
2015-11-28,East Carolina,American,H,Cincinnati,L,16,19,34,51,317,2,18,68,0,20,3,6,64,0,0
2015-09-12,Pitt,ACC,A,Akron,W,24,7,18,25,180,1,46,127,2,10,7,5,30,0,0
2015-09-19,Pitt,ACC,A,Iowa,L,24,27,21,31,227,2,27,55,0,12,3,3,35,0,2
2015-10-03,Pitt,ACC,A,Virginia Tech,W,17,13,9,15,110,1,46,166,1,6,8,8,60,1,0
2015-10-10,Pitt,ACC,H,Virginia,W,26,19,17,24,222,2,35,141,1,9,7,5,40,2,0
2015-10-17,Pitt,ACC,A,Georgia Tech,W,31,28,15,23,191,3,43,200,1,8,12,4,30,0,0
2015-10-24,Pitt,ACC,A,Syracuse,W,23,20,21,28,239,0,46,188,2,11,13,6,60,0,0
2015-10-29,Pitt,ACC,H,North Carolina,L,19,26,27,42,262,1,37,153,1,13,10,6,55,1,0
2015-11-07,Pitt,ACC,H,Notre Dame,L,30,42,12,32,223,1,31,175,2,8,9,3,25,0,1
2015-11-14,Pitt,ACC,A,Duke,W,31,13,13,23,180,3,58,268,1,9,15,5,40,1,0
2015-11-21,Pitt,ACC,H,Louisville,W,45,34,22,34,232,4,45,244,1,11,14,5,54,0,0
2015-11-27,Pitt,ACC,H,Miami (FL),L,24,29,13,27,142,1,31,189,2,7,6,10,73,1,1
2015-12-28,Pitt,ACC,N,Navy,L,28,44,13,21,137,1,21,198,1,9,8,1,5,0,3
2015-09-05,Akron,MAC,A,Oklahoma,L,3,41,6,26,88,0,44,138,0,5,4,9,62,1,0
2015-09-12,Akron,MAC,H,Pitt,L,7,24,7,22,63,0,24,47,1,3,4,9,85,1,0
2015-09-26,Akron,MAC,A,Louisiana,W,35,14,13,29,238,2,42,220,3,7,11,11,92,0,1
2015-10-03,Akron,MAC,H,Ohio,L,12,14,18,38,231,0,35,88,0,13,5,10,79,0,1
2015-10-10,Akron,MAC,A,Eastern Michigan,W,47,21,14,22,222,4,53,278,2,10,15,8,54,0,0
2015-10-17,Akron,MAC,A,Bowling Green State,L,10,59,15,30,104,1,42,167,0,6,9,9,85,2,2
2015-10-31,Akron,MAC,H,Central Michigan,L,6,14,22,36,252,1,25,25,0,11,3,5,34,0,1
2015-11-07,Akron,MAC,A,Massachusetts,W,17,13,15,27,174,1,41,155,1,9,8,6,65,1,2
2015-11-14,Akron,MAC,A,Miami (OH),W,37,28,13,28,221,1,45,193,4,9,10,9,80,0,2
2015-11-21,Akron,MAC,H,Buffalo,W,42,21,17,30,258,4,45,217,2,10,13,7,73,0,0
2015-11-27,Akron,MAC,H,Kent State,W,20,0,11,19,140,1,51,229,1,11,11,7,60,1,0
2015-12-22,Akron,MAC,N,Utah State,W,23,21,15,30,182,1,42,100,1,9,6,5,34,0,1
2015-09-04,Charlotte,CUSA,A,Georgia State,W,23,20,19,32,244,1,54,164,0,12,11,4,31,2,2
2015-09-19,Charlotte,CUSA,A,Middle Tennessee State,L,14,73,13,33,102,0,38,117,1,5,5,8,75,3,4
2015-09-26,Charlotte,CUSA,H,Florida Atlantic,L,7,17,11,34,89,0,49,117,0,3,11,5,56,1,6
2015-10-02,Charlotte,CUSA,H,Temple,L,3,37,13,27,131,0,44,223,0,6,10,4,47,0,1
2015-10-17,Charlotte,CUSA,A,Old Dominion,L,34,37,24,36,227,0,70,309,4,12,18,5,50,2,1
2015-10-24,Charlotte,CUSA,H,Southern Mississippi,L,10,44,12,30,120,0,36,137,1,6,7,5,60,0,3
2015-10-31,Charlotte,CUSA,H,Marshall,L,10,34,19,36,141,0,43,166,1,6,13,4,39,1,1
2015-11-07,Charlotte,CUSA,A,Florida International,L,31,48,25,38,264,3,48,131,1,11,14,7,77,0,1
2015-11-14,Charlotte,CUSA,H,UTSA,L,27,30,15,29,243,3,54,134,0,12,9,9,110,0,2
2015-11-21,Charlotte,CUSA,A,Kentucky,L,10,58,11,25,87,1,48,146,0,5,7,2,15,1,2
2015-11-28,Charlotte,CUSA,A,Rice,L,7,27,14,26,158,1,32,127,0,7,6,5,42,0,0
2015-09-12,Wyoming,MWC,H,Eastern Michigan,L,29,48,6,17,32,0,58,430,4,3,22,4,30,1,0
2015-09-19,Wyoming,MWC,A,Washington State,L,14,31,25,36,296,2,40,113,0,10,11,8,57,1,1
2015-09-26,Wyoming,MWC,H,New Mexico,L,28,38,30,42,366,4,30,42,0,16,5,10,98,0,2
2015-10-03,Wyoming,MWC,A,Appalachian State,L,13,31,14,19,155,1,51,218,1,7,11,7,65,2,1
2015-10-10,Wyoming,MWC,A,Air Force,L,17,31,15,29,192,2,35,115,0,8,9,1,10,2,2
2015-10-17,Wyoming,MWC,H,Nevada,W,28,21,18,20,213,3,51,272,1,9,15,7,71,0,0
2015-10-24,Wyoming,MWC,A,Boise State,L,14,34,12,21,123,1,33,110,1,6,6,5,35,0,1
2015-10-30,Wyoming,MWC,A,Utah State,L,27,58,10,18,83,2,49,270,2,7,14,4,33,0,0
2015-11-07,Wyoming,MWC,H,Colorado State,L,7,26,10,21,109,0,34,130,1,6,8,9,66,3,1
2015-11-14,Wyoming,MWC,A,San Diego State,L,3,38,9,21,129,0,32,62,0,5,5,7,63,1,2
2015-11-28,Wyoming,MWC,H,Nevada-Las Vegas,W,35,28,14,25,248,3,46,290,2,8,14,5,57,0,1
2015-09-12,Georgia Tech,ACC,H,Tulane,W,65,10,8,10,132,3,56,439,6,7,21,2,24,1,0
2015-09-19,Georgia Tech,ACC,A,Notre Dame,L,22,30,8,24,121,2,47,216,1,6,12,4,30,1,0
2015-09-26,Georgia Tech,ACC,A,Duke,L,20,34,6,22,143,1,60,173,1,5,11,1,5,1,1
2015-10-03,Georgia Tech,ACC,H,North Carolina,L,31,38,12,21,162,1,59,255,3,8,17,4,39,1,1
2015-10-10,Georgia Tech,ACC,A,Clemson,L,24,43,6,14,159,2,42,71,0,5,6,5,50,0,1
2015-10-17,Georgia Tech,ACC,H,Pitt,L,28,31,6,15,106,1,40,376,3,3,15,5,54,1,1
2015-10-24,Georgia Tech,ACC,H,Florida State,W,22,16,4,10,67,0,49,261,1,2,12,5,41,0,2
2015-10-31,Georgia Tech,ACC,A,Virginia,L,21,27,13,31,251,2,33,144,1,12,6,6,42,2,0
2015-11-12,Georgia Tech,ACC,H,Virginia Tech,L,21,23,4,13,97,0,47,161,2,4,6,3,26,3,0
2015-11-21,Georgia Tech,ACC,A,Miami (FL),L,21,38,4,9,59,0,57,314,3,3,16,1,5,2,2
2015-11-28,Georgia Tech,ACC,H,Georgia,L,7,13,6,18,82,1,41,194,0,4,11,2,13,1,2
2015-09-12,Wake Forest,ACC,A,Syracuse,L,17,30,30,45,373,1,32,46,1,17,5,6,52,0,3
2015-09-19,Wake Forest,ACC,A,Army,W,17,14,18,33,175,0,35,171,2,7,9,6,47,0,3
2015-09-26,Wake Forest,ACC,H,Indiana,L,24,31,20,48,264,1,32,99,2,15,5,7,48,0,1
2015-10-03,Wake Forest,ACC,H,Florida State,L,16,24,27,43,215,1,36,142,0,12,10,5,32,1,1
2015-10-10,Wake Forest,ACC,A,Boston College,W,3,0,11,25,109,0,28,33,0,4,1,9,102,1,1
2015-10-17,Wake Forest,ACC,A,North Carolina,L,14,50,20,30,197,2,43,113,0,9,6,3,24,1,0
2015-10-24,Wake Forest,ACC,H,North Carolina State,L,17,35,14,30,122,0,38,149,2,7,6,3,35,0,1
2015-10-30,Wake Forest,ACC,H,Louisville,L,19,20,9,30,226,2,32,40,0,7,2,3,29,1,4
2015-11-14,Wake Forest,ACC,A,Notre Dame,L,7,28,19,30,219,0,44,121,1,9,11,5,58,0,1
2015-11-21,Wake Forest,ACC,A,Clemson,L,13,33,16,28,113,1,32,39,1,5,4,6,55,1,1
2015-11-28,Wake Forest,ACC,H,Duke,L,21,27,23,35,338,2,23,112,1,12,7,5,51,1,2
2015-09-05,Arkansas State,Sun Belt,A,USC,L,6,55,17,37,193,0,50,208,1,8,11,8,88,2,2
2015-09-12,Arkansas State,Sun Belt,H,Missouri,L,20,27,14,30,124,2,45,93,0,6,10,7,80,0,3
2015-09-26,Arkansas State,Sun Belt,A,Toledo,L,7,37,18,35,223,0,24,-14,0,10,0,8,90,2,3
2015-10-03,Arkansas State,Sun Belt,H,Idaho,W,49,35,16,25,188,1,53,333,6,11,16,15,169,1,1
2015-10-13,Arkansas State,Sun Belt,A,South Alabama,W,49,31,10,18,119,2,53,226,2,6,1,8,80,1,0
2015-10-20,Arkansas State,Sun Belt,H,Louisiana,W,37,27,9,20,129,2,52,306,2,6,14,3,20,0,1
2015-10-31,Arkansas State,Sun Belt,H,Georgia State,W,48,34,21,29,224,3,52,296,4,10,14,9,64,1,2
2015-11-05,Arkansas State,Sun Belt,A,Appalachian State,W,40,27,14,25,208,1,52,309,2,7,17,2,5,0,0
2015-11-14,Arkansas State,Sun Belt,A,Louisiana-Monroe,W,59,21,15,32,300,5,50,148,2,8,9,11,105,1,0
2015-11-28,Arkansas State,Sun Belt,A,New Mexico State,W,52,28,23,43,367,2,46,238,3,15,13,11,118,0,1
2015-12-05,Arkansas State,Sun Belt,H,Texas State,W,55,17,12,16,192,2,46,353,5,9,13,9,67,1,0
2015-12-19,Arkansas State,Sun Belt,N,Louisiana Tech,L,28,47,15,29,146,0,39,177,2,6,11,11,109,1,2
2015-09-05,Mississippi State,SEC,A,Southern Mississippi,W,34,16,22,38,237,2,28,205,1,9,8,6,60,2,0
2015-09-12,Mississippi State,SEC,H,LSU,L,19,21,34,54,335,1,26,43,1,0,0,5,45,0,0
2015-09-26,Mississippi State,SEC,A,Auburn,W,17,9,29,41,270,2,21,56,0,14,4,4,30,1,0
2015-10-03,Mississippi State,SEC,A,Texas A&M,L,17,30,20,34,210,0,34,196,2,9,10,3,30,2,0
2015-10-10,Mississippi State,SEC,H,Troy,W,45,17,10,15,211,3,33,125,1,4,8,3,28,0,0
2015-10-17,Mississippi State,SEC,H,Louisiana Tech,W,45,20,30,43,347,3,30,93,2,16,10,4,38,0,0
2015-10-24,Mississippi State,SEC,H,Kentucky,W,42,16,26,36,382,3,36,204,3,19,11,6,62,0,1
2015-11-05,Mississippi State,SEC,A,Missouri,W,31,13,27,41,303,4,36,127,0,12,11,2,18,2,0
2015-11-14,Mississippi State,SEC,H,Alabama,L,6,31,23,45,304,0,42,89,0,11,8,4,40,1,1
2015-11-21,Mississippi State,SEC,A,Arkansas,W,51,50,38,51,508,5,35,123,2,21,10,3,30,2,1
2015-11-28,Mississippi State,SEC,H,Ole Miss,L,27,38,31,42,254,2,34,148,1,12,9,6,50,1,1
2015-12-30,Mississippi State,SEC,N,North Carolina State,W,51,28,25,42,380,4,35,189,3,15,9,5,55,0,1
2015-09-05,Nevada-Las Vegas,MWC,A,Northern Illinois,L,30,38,22,40,329,2,47,164,1,15,10,3,30,0,1
2015-09-12,Nevada-Las Vegas,MWC,H,UCLA,L,3,37,6,23,56,0,43,181,0,2,7,8,85,1,1
2015-09-19,Nevada-Las Vegas,MWC,A,Michigan,L,7,28,14,26,143,1,36,92,0,8,6,2,10,0,2
2015-10-03,Nevada-Las Vegas,MWC,A,Nevada,W,23,17,13,19,134,0,44,167,2,8,8,8,76,0,1
2015-10-10,Nevada-Las Vegas,MWC,H,San Jose State,L,27,33,15,30,217,2,48,186,1,8,14,4,40,0,2
