2010-11-12,Milwaukee,Horizon,A,Portland,L,60,80,22,64,6,22,10,18,11,29,12,12,1,12,19,27,56,10,21,16,18,7,39,20,6,6,15,15
2010-11-13,Milwaukee,Horizon,N,Florida Atlantic,L,76,85,26,59,9,26,15,34,13,39,10,3,3,13,28,24,59,4,12,33,46,15,40,9,6,4,11,26
2010-11-14,Milwaukee,Horizon,N,UC-Davis,W,73,62,25,50,5,15,18,33,6,31,9,6,3,14,24,22,56,5,18,13,17,6,30,15,6,2,14,28
2010-11-17,Milwaukee,Horizon,A,Niagara,W,90,73,33,68,8,19,16,26,12,35,19,4,2,12,22,25,61,7,20,16,21,10,30,13,7,1,15,25
2010-11-20,Milwaukee,Horizon,H,Northern Iowa,W,65,63,23,53,3,11,16,21,8,37,12,4,4,13,21,21,51,6,20,15,22,6,27,11,7,2,11,22
2010-11-23,Milwaukee,Horizon,H,Western Michigan,L,55,67,18,62,6,29,13,23,13,40,12,9,2,16,24,24,55,3,13,16,27,8,41,11,9,3,15,19
2010-11-27,Milwaukee,Horizon,H,Marquette,L,72,75,30,59,8,18,4,6,9,31,14,3,4,15,18,27,52,8,19,13,16,2,21,15,10,5,13,15
2010-12-02,Milwaukee,Horizon,H,Youngstown State,W,76,67,27,55,4,10,18,32,13,44,14,4,4,13,18,24,68,8,24,11,17,11,29,10,5,7,7,24
2010-12-04,Milwaukee,Horizon,H,Cleveland State,L,59,82,16,54,5,20,22,32,14,25,8,3,0,12,10,30,47,14,22,8,13,5,28,16,8,7,13,30
2010-12-08,Milwaukee,Horizon,A,Wisconsin,L,40,61,12,39,3,7,13,21,4,17,4,2,2,15,15,23,50,5,15,10,12,11,36,11,3,5,13,17
2010-12-11,Milwaukee,Horizon,A,South Dakota State,W,82,70,27,43,14,23,14,18,4,27,17,3,1,16,16,28,62,5,17,9,12,12,28,14,7,2,6,19
2010-12-14,Milwaukee,Horizon,A,DePaul,L,47,61,18,46,3,14,8,15,7,21,12,4,2,20,15,23,52,2,6,13,15,11,35,12,9,4,13,16
2010-12-18,Milwaukee,Horizon,H,Bowling Green State,W,72,69,21,44,10,25,20,28,7,25,18,1,1,12,12,30,61,3,9,6,15,14,33,18,5,3,8,20
2010-12-30,Milwaukee,Horizon,A,Wright State,L,44,68,18,52,6,27,2,5,11,27,9,4,1,16,11,26,46,11,18,5,7,5,27,11,5,1,15,13
2011-01-01,Milwaukee,Horizon,A,Detroit,W,84,81,28,67,16,37,12,19,11,30,13,9,1,18,22,28,53,5,9,20,29,9,33,11,11,8,22,20
2011-01-03,Milwaukee,Horizon,H,Butler,W,76,52,26,47,11,23,13,20,9,35,15,4,2,12,13,21,54,5,15,5,10,10,22,7,6,0,11,18
2011-01-08,Milwaukee,Horizon,A,Green Bay,L,64,69,20,57,9,26,15,20,8,32,11,4,0,9,18,23,55,6,15,17,23,10,39,14,6,5,8,17
2011-01-13,Milwaukee,Horizon,H,UIC,W,87,75,26,48,12,19,23,34,8,27,15,8,2,10,15,29,59,8,17,9,12,12,29,10,5,0,12,20
2011-01-15,Milwaukee,Horizon,H,Loyola (IL),L,65,71,25,63,10,28,5,11,11,24,16,5,1,10,13,27,49,5,14,12,14,5,29,12,4,1,14,18
2011-01-21,Milwaukee,Horizon,A,Valparaiso,L,43,60,13,46,2,21,15,21,9,27,5,2,1,16,16,26,56,4,14,4,10,10,35,17,9,1,13,18
2011-01-23,Milwaukee,Horizon,A,Butler,W,86,80,31,57,5,15,19,29,5,33,10,0,4,11,22,28,71,6,24,18,25,14,40,9,1,2,9,24
2011-01-28,Milwaukee,Horizon,H,Detroit,W,72,67,22,55,7,22,21,24,12,29,18,7,3,19,17,24,52,7,19,12,18,9,25,13,12,10,21,26
2011-01-30,Milwaukee,Horizon,H,Wright State,W,54,53,15,43,4,22,20,28,15,33,10,4,1,10,18,17,40,7,16,12,15,5,22,6,3,1,10,28
2011-02-05,Milwaukee,Horizon,H,Green Bay,W,88,75,23,51,11,24,31,41,10,35,15,6,7,18,24,23,58,6,17,23,29,8,25,10,11,4,11,27
2011-02-10,Milwaukee,Horizon,A,Loyola (IL),W,66,57,24,52,7,20,11,16,9,33,12,9,2,15,17,17,51,3,14,20,25,11,30,7,5,2,15,18
2011-02-12,Milwaukee,Horizon,A,UIC,W,70,59,26,61,5,16,13,22,8,33,19,6,2,7,19,21,55,7,23,10,14,8,37,9,4,3,16,22
2011-02-16,Milwaukee,Horizon,H,Valparaiso,W,79,76,28,54,10,21,13,24,7,24,14,6,1,11,16,29,55,9,24,9,15,8,30,15,8,2,15,19
2011-02-19,Milwaukee,Horizon,A,Buffalo,L,65,80,23,57,7,24,12,19,11,26,14,3,1,14,18,29,49,8,14,14,23,9,30,18,10,5,13,17
2011-02-24,Milwaukee,Horizon,A,Cleveland State,W,87,83,27,47,8,21,25,36,8,34,12,3,4,15,19,31,69,4,21,17,24,10,26,10,7,0,7,28
2011-02-26,Milwaukee,Horizon,A,Youngstown State,W,94,87,28,63,13,32,25,34,9,35,17,5,1,12,21,31,67,9,25,16,24,9,36,20,6,3,13,26
2011-03-05,Milwaukee,Horizon,H,Valparaiso,W,70,63,19,46,8,23,24,36,7,30,13,8,3,12,13,26,64,6,29,5,9,11,34,8,7,1,13,26
2011-03-08,Milwaukee,Horizon,H,Butler,L,44,59,12,40,4,18,16,22,5,27,7,5,1,16,13,21,50,8,22,9,11,5,27,11,10,2,8,19
2011-03-16,Milwaukee,Horizon,A,Northwestern,L,61,70,23,51,11,33,4,5,6,25,16,8,5,16,14,22,58,12,34,14,16,16,35,17,9,2,10,9
2010-11-12,NC State,ACC,H,Tennessee Tech,W,82,69,23,56,5,18,31,41,8,33,15,7,13,8,19,24,68,5,16,16,22,19,45,9,5,4,19,25
2010-11-18,NC State,ACC,N,East Carolina,W,85,65,32,61,1,10,20,29,10,35,20,9,7,13,27,21,53,5,16,18,30,12,30,7,5,3,20,21
2010-11-19,NC State,ACC,N,George Mason,W,78,65,31,56,8,19,8,13,10,35,18,9,1,16,19,23,58,4,14,15,18,9,27,9,7,5,14,12
2010-11-21,NC State,ACC,N,Georgetown,L,67,82,25,63,4,17,13,20,13,33,8,6,4,10,15,32,71,8,22,10,14,17,42,21,3,8,9,16
2010-11-27,NC State,ACC,H,Fairleigh Dickinson,W,77,67,23,59,7,18,24,34,13,34,17,9,10,11,12,27,68,3,12,10,13,16,41,12,10,2,17,25
2010-12-01,NC State,ACC,A,Wisconsin,L,48,87,18,57,4,13,8,13,10,26,9,5,1,13,21,28,56,11,20,20,26,13,40,17,5,4,6,11
2010-12-04,NC State,ACC,A,Syracuse,L,59,65,23,51,8,23,5,11,10,34,18,2,4,17,20,23,60,2,16,17,26,11,29,12,12,3,5,12
2010-12-11,NC State,ACC,H,USC Upstate,W,79,60,33,62,5,9,8,11,10,31,20,8,4,7,7,23,60,8,22,6,8,12,29,9,5,3,12,11
2010-12-16,NC State,ACC,H,Youngstown State,W,67,50,18,50,4,12,27,40,17,49,10,6,7,13,12,21,62,4,20,4,12,11,32,12,7,4,11,25
2010-12-19,NC State,ACC,H,Arizona,L,62,72,21,66,5,14,15,21,18,36,13,7,5,14,23,22,49,4,16,24,30,7,28,13,9,4,10,18
2010-12-22,NC State,ACC,H,Delaware State,W,72,70,25,51,1,12,21,27,10,32,14,4,3,13,15,23,54,9,22,15,19,8,23,14,6,4,10,18
2010-12-28,NC State,ACC,H,Alabama A&M,W,82,51,29,51,6,9,18,22,7,36,18,8,7,14,16,21,66,0,15,9,17,15,30,6,9,3,13,19
2011-01-01,NC State,ACC,H,San Diego,W,76,54,32,58,3,11,9,13,11,44,17,6,4,17,15,20,59,5,17,9,15,7,22,10,7,1,12,13
