2013-11-08,Milwaukee,Horizon,A,Loyola (IL),L,72,76,24,51,8,22,16,17,6,27,15,6,4,18,24,24,48,7,14,21,33,6,25,10,9,1,11,21
2013-11-11,Milwaukee,Horizon,A,Davidson,W,81,77,23,53,3,17,32,40,8,32,10,7,3,14,19,29,66,8,21,11,15,9,30,13,7,2,14,26
2013-11-15,Milwaukee,Horizon,N,San Jose State,W,64,61,19,51,7,21,19,30,8,29,9,6,1,11,15,21,54,8,21,11,17,11,34,9,2,4,18,23
2013-11-16,Milwaukee,Horizon,N,James Madison,W,77,66,25,55,11,24,16,27,10,29,15,4,0,8,14,26,54,4,17,10,17,8,33,8,2,1,11,23
2013-11-17,Milwaukee,Horizon,A,Northern Illinois,W,82,69,26,57,11,31,19,26,6,27,15,7,5,8,19,24,55,4,13,17,28,10,35,8,3,2,17,25
2013-11-19,Milwaukee,Horizon,H,DePaul,L,71,80,22,54,7,25,20,23,5,25,13,3,6,9,14,30,61,9,18,11,15,9,31,13,6,4,7,18
2013-11-23,Milwaukee,Horizon,A,Tennessee Tech,W,70,63,21,50,5,16,23,30,12,33,13,7,3,17,23,19,61,2,17,23,29,19,40,7,6,7,16,24
2013-11-30,Milwaukee,Horizon,A,UMKC,W,84,79,26,40,8,15,24,34,4,23,15,6,1,19,23,31,55,1,10,16,27,7,20,9,12,1,13,30
2013-12-03,Milwaukee,Horizon,H,Northern Iowa,W,83,72,27,60,10,27,19,25,8,35,11,5,0,10,16,26,64,5,24,15,20,9,32,12,8,5,8,22
2013-12-07,Milwaukee,Horizon,H,Bradley,W,73,67,23,47,9,25,18,24,5,25,14,2,2,10,19,23,60,2,19,19,23,15,34,5,6,0,9,22
2013-12-11,Milwaukee,Horizon,A,Wisconsin,L,52,78,20,47,6,17,6,9,2,23,8,2,1,18,13,31,61,10,26,6,9,7,33,16,12,3,8,16
2013-12-21,Milwaukee,Horizon,N,Northeastern,L,59,62,25,58,5,20,4,6,6,24,19,6,2,16,17,24,54,5,21,9,13,9,36,18,7,5,19,12
2013-12-22,Milwaukee,Horizon,N,Alabama State,W,67,54,22,54,7,21,16,20,10,36,18,3,1,13,15,20,57,5,17,9,13,7,27,13,5,4,12,19
