Date,Team,Conference,Location,Opponent,Result,Points,OpponentPoints,PassCompletions,PassAttempts,PassYards,PassTDs,RushAttempts,RushYards,RushTDs,FirstDownPass,FirstDownRush,Penalties,PenaltyYards,Fumbles,Interceptions
2012-12-31,Vanderbilt,SEC,H,North Carolina State,W,38,24,16,27,108,2,41,117,3,4,9,2,10,0,0
2012-09-02,Kentucky,SEC,A,Louisville,L,14,32,35,51,280,2,19,93,0,16,6,3,17,2,0
2012-09-08,Kentucky,SEC,H,Kent State,W,47,14,30,39,354,4,30,185,2,17,6,4,50,0,0
2012-09-15,Kentucky,SEC,H,Western Kentucky,L,31,32,37,61,332,2,19,41,2,20,4,5,35,0,4
2012-09-22,Kentucky,SEC,A,Florida,L,0,38,8,27,60,0,32,159,0,4,7,7,45,0,3
2012-09-29,Kentucky,SEC,H,South Carolina,L,17,38,13,24,123,0,39,120,2,6,8,4,38,0,2
2012-10-06,Kentucky,SEC,H,Mississippi State,L,14,27,15,27,144,1,34,84,1,6,6,3,40,0,0
2012-10-13,Kentucky,SEC,A,Arkansas,L,7,49,4,15,104,1,25,66,0,3,3,5,35,0,0
2012-10-20,Kentucky,SEC,H,Georgia,L,24,29,11,20,123,1,43,206,2,5,13,3,16,0,0
2012-10-27,Kentucky,SEC,A,Missouri,L,10,33,10,22,78,0,34,101,1,2,7,5,40,3,0
2012-11-03,Kentucky,SEC,H,Vanderbilt,L,0,40,13,35,159,0,31,101,0,6,7,7,100,0,0
2012-11-24,Kentucky,SEC,A,Tennessee,L,17,37,30,47,245,1,37,167,1,13,6,3,25,0,0
2012-09-01,Florida,SEC,H,Bowling Green State,W,27,14,13,21,145,1,42,220,2,5,9,14,106,1,0
2012-09-08,Florida,SEC,A,Texas A&M,W,20,17,14,17,165,0,48,142,2,9,9,3,21,0,0
2012-09-15,Florida,SEC,A,Tennessee,W,37,20,14,20,219,2,43,336,2,7,12,8,78,0,0
2012-09-22,Florida,SEC,H,Kentucky,W,38,0,18,27,203,1,45,200,3,9,11,7,51,0,1
2012-10-06,Florida,SEC,H,LSU,W,14,6,8,12,61,0,58,176,2,3,16,6,52,2,0
2012-10-13,Florida,SEC,A,Vanderbilt,W,31,17,11,20,77,0,35,326,3,3,11,10,80,0,0
2012-10-20,Florida,SEC,H,South Carolina,W,44,11,12,17,94,4,48,89,2,5,7,7,74,0,0
2012-10-27,Florida,SEC,N,Georgia,L,9,17,16,29,191,0,40,75,0,9,5,10,95,4,2
2012-11-03,Florida,SEC,H,Missouri,W,14,7,12,23,106,1,33,170,1,3,8,4,25,1,0
2012-11-10,Florida,SEC,H,Louisiana,W,27,20,19,26,162,2,34,149,0,6,8,10,79,0,0
2012-11-24,Florida,SEC,A,Florida State,W,37,26,16,25,150,1,47,249,3,7,14,12,101,1,0
2013-01-02,Florida,SEC,N,Louisville,L,23,33,16,29,175,1,30,111,1,8,9,9,98,1,2
2012-09-01,Troy,Sun Belt,A,UAB,W,39,29,13,22,191,2,45,262,3,5,14,11,107,2,0
2012-09-08,Troy,Sun Belt,H,Louisiana,L,24,37,50,75,528,2,27,60,1,25,4,12,84,2,1
2012-09-15,Troy,Sun Belt,H,Mississippi State,L,24,30,34,47,349,0,40,223,3,14,16,7,63,2,2
2012-09-22,Troy,Sun Belt,A,North Texas,W,14,7,29,44,274,2,30,108,0,13,5,6,52,0,1
2012-09-29,Troy,Sun Belt,A,South Alabama,W,31,10,18,27,281,1,51,214,3,13,9,10,86,2,3
2012-10-11,Troy,Sun Belt,H,Western Kentucky,L,26,31,16,28,254,3,40,120,0,10,9,9,100,1,0
2012-10-20,Troy,Sun Belt,H,Florida International,W,38,37,29,45,245,3,41,187,2,14,10,6,43,1,1
2012-10-27,Troy,Sun Belt,A,Florida Atlantic,L,27,34,17,35,217,1,36,164,2,9,8,7,57,0,1
2012-11-03,Troy,Sun Belt,A,Tennessee,L,48,55,38,60,496,3,39,225,3,21,9,8,76,0,0
2012-11-10,Troy,Sun Belt,H,Navy,W,41,31,34,40,415,2,36,182,3,17,13,4,34,1,1
2012-11-17,Troy,Sun Belt,H,Arkansas State,L,34,41,28,38,447,1,33,71,1,17,5,11,96,1,0
2012-11-24,Troy,Sun Belt,A,Middle Tennessee State,L,21,24,31,48,281,2,39,191,1,12,10,1,5,3,2
2012-09-01,Texas State,WAC,A,Houston,W,30,13,19,25,196,1,52,248,2,12,11,4,20,1,0
2012-09-08,Texas State,WAC,H,Texas Tech,L,10,58,13,31,141,1,30,129,0,8,7,8,94,0,2
2012-09-29,Texas State,WAC,H,Nevada,L,21,34,18,34,186,2,29,68,1,9,5,6,50,1,0
2012-10-06,Texas State,WAC,A,New Mexico,L,14,35,21,35,216,2,20,32,0,9,3,6,40,1,3
2012-10-13,Texas State,WAC,H,Idaho,W,38,7,14,19,182,1,47,337,4,10,12,11,105,0,0
2012-10-27,Texas State,WAC,A,San Jose State,L,20,31,14,26,130,0,26,173,2,5,5,7,65,0,2
2012-11-03,Texas State,WAC,A,Utah State,L,7,38,10,23,76,0,31,82,1,2,7,7,66,0,1
2012-11-10,Texas State,WAC,H,Louisiana Tech,L,55,62,22,38,281,3,39,296,5,12,14,13,125,0,0
2012-11-17,Texas State,WAC,A,Navy,L,10,21,25,42,290,1,32,115,0,11,5,3,25,1,0
2012-11-24,Texas State,WAC,A,UTSA,L,31,38,31,43,324,2,32,68,2,16,5,3,30,2,0
2012-12-01,Texas State,WAC,H,New Mexico State,W,66,28,9,19,82,1,40,446,5,5,17,10,90,0,0
2012-08-30,Connecticut,Big East,H,Massachusetts,W,37,0,16,27,225,0,43,147,2,13,3,4,30,1,2
2012-09-08,Connecticut,Big East,H,North Carolina State,L,7,10,15,27,204,0,32,35,1,7,2,5,26,1,3
2012-09-15,Connecticut,Big East,A,Maryland,W,24,21,11,17,70,0,40,153,2,4,6,4,47,1,0
2012-09-22,Connecticut,Big East,A,Western Michigan,L,24,30,28,44,333,3,34,92,0,18,3,7,53,1,1
2012-09-29,Connecticut,Big East,H,Buffalo,W,24,17,15,22,227,1,42,133,2,11,5,3,14,0,0
2012-10-06,Connecticut,Big East,A,Rutgers,L,3,19,14,33,191,0,28,53,0,10,4,3,20,1,4
2012-10-13,Connecticut,Big East,H,Temple,L,14,17,22,39,293,2,41,88,0,14,5,2,15,1,0
2012-10-19,Connecticut,Big East,A,Syracuse,L,10,40,23,41,296,1,18,-6,0,15,1,6,51,1,1
2012-11-03,Connecticut,Big East,A,South Florida,L,6,13,24,38,284,0,31,43,0,17,3,5,60,1,2
2012-11-09,Connecticut,Big East,H,Pitt,W,24,17,19,25,213,1,42,132,1,11,8,4,40,0,1
2012-11-24,Connecticut,Big East,A,Louisville,W,23,20,9,28,92,1,39,149,1,5,6,4,31,0,1
2012-12-01,Connecticut,Big East,H,Cincinnati,L,17,34,23,47,337,1,29,36,1,15,2,9,79,0,3
2012-09-01,UAB,CUSA,H,Troy,L,29,39,19,34,325,2,44,134,2,11,10,9,47,3,1
2012-09-15,UAB,CUSA,A,South Carolina,L,6,49,20,37,240,0,42,27,0,12,4,6,63,1,0
2012-09-22,UAB,CUSA,A,Ohio State,L,15,29,28,46,259,0,34,144,0,11,7,9,99,1,1
2012-09-29,UAB,CUSA,H,Tulsa,L,42,49,20,30,337,3,35,1,3,9,6,12,115,2,1
2012-10-13,UAB,CUSA,A,Houston,L,17,39,23,49,339,1,27,35,1,13,7,11,90,1,1
2012-10-20,UAB,CUSA,H,East Carolina,L,35,42,22,37,319,3,25,82,2,9,7,7,55,0,0
2012-10-27,UAB,CUSA,A,Tulane,L,45,55,26,53,409,3,28,213,3,17,10,6,46,1,3
2012-11-03,UAB,CUSA,A,Southern Mississippi,W,27,19,17,29,228,1,46,207,2,8,14,6,61,2,1
2012-11-10,UAB,CUSA,H,Marshall,W,38,31,20,34,197,2,42,209,2,12,11,5,30,1,3
2012-11-17,UAB,CUSA,H,Memphis,L,9,46,23,42,187,1,28,26,0,11,3,6,54,1,1
2012-11-24,UAB,CUSA,A,UCF,L,24,49,37,56,510,2,27,89,1,20,6,3,31,1,1
2012-09-02,Baylor,Big 12,H,SMU,W,59,24,24,35,393,5,32,220,2,15,9,10,85,0,0
2012-09-21,Baylor,Big 12,A,Louisiana-Monroe,W,47,42,28,41,380,4,47,169,2,18,14,6,60,0,2
2012-09-29,Baylor,Big 12,A,West Virginia,L,63,70,29,47,581,5,45,119,4,19,12,6,56,0,1
2012-10-13,Baylor,Big 12,H,Texas Christian,L,21,49,15,23,326,2,32,106,1,12,8,1,10,2,4
2012-10-20,Baylor,Big 12,A,Texas,L,50,56,30,41,352,2,44,255,4,12,12,5,55,1,1
2012-10-27,Baylor,Big 12,A,Iowa State,L,21,35,31,51,426,2,30,115,1,21,3,7,33,3,1
2012-11-03,Baylor,Big 12,H,Kansas,W,41,14,26,42,367,3,49,299,2,15,16,13,120,0,0
2012-11-10,Baylor,Big 12,A,Oklahoma,L,34,42,12,33,172,0,51,252,4,8,15,7,55,0,0
2012-11-17,Baylor,Big 12,H,Kansas State,W,52,24,20,32,238,2,49,342,5,10,18,5,65,0,2
2012-11-24,Baylor,Big 12,N,Texas Tech,W,52,45,22,37,396,3,57,278,3,16,14,6,71,0,0
2012-12-01,Baylor,Big 12,H,Oklahoma State,W,41,34,23,39,296,1,55,319,3,14,17,9,64,1,0
2012-12-27,Baylor,Big 12,N,UCLA,W,49,26,10,13,188,2,67,306,5,6,15,1,5,3,0
2012-09-02,SMU,CUSA,A,Baylor,L,24,59,37,63,362,3,29,145,0,22,5,5,37,1,2
2012-09-15,SMU,CUSA,H,Texas A&M,L,3,48,23,49,203,0,25,106,0,8,7,4,30,0,1
2012-09-29,SMU,CUSA,H,Texas Christian,L,16,24,15,40,190,1,22,30,1,7,2,10,92,1,5
2012-10-06,SMU,CUSA,A,UTEP,W,17,0,22,44,234,1,36,138,0,14,7,3,25,0,1
2012-10-13,SMU,CUSA,A,Tulane,L,26,27,25,51,275,2,38,196,0,13,13,6,34,0,1
2012-10-18,SMU,CUSA,H,Houston,W,72,42,23,38,265,4,26,119,2,12,8,2,30,0,2
2012-10-27,SMU,CUSA,H,Memphis,W,44,13,25,35,353,1,34,134,4,17,6,0,0,1,0
2012-11-03,SMU,CUSA,A,UCF,L,17,42,16,29,133,0,31,126,2,6,9,7,53,1,0
2012-11-10,SMU,CUSA,H,Southern Mississippi,W,34,6,27,44,249,1,30,186,3,11,8,6,33,0,0
2012-11-17,SMU,CUSA,A,Rice,L,20,36,15,27,214,0,28,103,2,9,5,4,38,2,0
2012-11-24,SMU,CUSA,H,Tulsa,W,35,27,10,27,113,1,35,192,4,5,7,7,45,0,0
2012-12-24,SMU,CUSA,N,Fresno State,W,43,10,14,28,212,1,37,169,2,6,9,3,15,0,2
2012-09-08,Virginia,ACC,H,Penn State,W,17,16,23,36,263,2,25,32,0,11,2,10,70,3,1
2012-09-15,Virginia,ACC,A,Georgia Tech,L,20,56,21,33,199,3,28,98,0,9,5,6,50,0,2
2012-09-22,Virginia,ACC,A,Texas Christian,L,7,27,18,40,189,1,31,164,0,9,7,4,55,2,2
2012-09-29,Virginia,ACC,H,Louisiana Tech,L,38,44,25,41,480,5,39,145,0,17,4,16,145,0,3
2012-10-06,Virginia,ACC,A,Duke,L,17,42,23,47,275,0,35,186,2,11,12,5,60,0,2
2012-10-13,Virginia,ACC,H,Maryland,L,20,27,18,39,218,2,42,168,0,8,12,7,70,1,1
2012-10-20,Virginia,ACC,H,Wake Forest,L,10,16,22,39,253,1,32,48,0,10,4,5,40,2,1
2012-11-03,Virginia,ACC,A,North Carolina State,W,33,6,20,35,198,2,48,248,2,7,16,10,72,1,0
2012-11-10,Virginia,ACC,H,Miami (FL),W,41,40,40,52,388,4,33,94,2,16,9,6,35,0,1
2012-11-15,Virginia,ACC,H,North Carolina,L,13,37,19,33,205,1,42,145,0,6,10,6,60,1,1
2012-11-24,Virginia,ACC,A,Virginia Tech,L,14,17,17,36,187,1,20,30,0,6,1,4,23,1,1
2012-09-03,Virginia Tech,ACC,H,Georgia Tech,W,20,17,21,38,230,2,35,96,0,10,8,3,15,0,0
2012-09-15,Virginia Tech,ACC,A,Pitt,L,17,35,14,31,265,1,26,59,0,10,3,4,39,1,3
2012-09-22,Virginia Tech,ACC,H,Bowling Green State,W,37,0,12,29,150,2,43,246,3,8,12,9,60,0,1
2012-09-29,Virginia Tech,ACC,N,Cincinnati,L,24,27,17,30,242,1,34,160,2,8,8,7,82,1,2
2012-10-06,Virginia Tech,ACC,A,North Carolina,L,34,48,26,49,354,2,25,40,1,14,5,8,60,1,1
2012-10-13,Virginia Tech,ACC,H,Duke,W,41,20,14,23,256,2,39,269,3,8,11,8,86,0,1
2012-10-20,Virginia Tech,ACC,A,Clemson,L,17,38,15,29,207,1,49,199,1,9,13,3,21,1,3
2012-11-01,Virginia Tech,ACC,A,Miami (FL),L,12,30,19,37,199,0,45,222,1,11,11,2,20,1,2
2012-11-08,Virginia Tech,ACC,H,Florida State,L,22,28,19,34,298,1,36,87,1,13,2,6,62,1,2
2012-11-17,Virginia Tech,ACC,A,Boston College,W,30,23,16,33,247,2,48,154,1,9,9,8,67,0,0
2012-11-24,Virginia Tech,ACC,H,Virginia,W,17,14,18,38,129,1,57,174,1,7,15,1,5,1,0
2012-12-28,Virginia Tech,ACC,N,Rutgers,W,13,10,15,40,193,1,32,3,0,10,1,14,95,1,2
2012-09-01,Clemson,ACC,N,Auburn,W,26,19,24,35,208,1,52,320,1,10,17,6,30,0,1
2012-09-08,Clemson,ACC,H,Ball State,W,52,27,33,44,372,4,40,154,3,20,8,7,63,0,0
2012-09-22,Clemson,ACC,A,Florida State,L,37,49,22,39,290,4,38,136,1,11,10,3,30,0,1
2012-09-29,Clemson,ACC,A,Boston College,W,45,31,28,38,367,3,46,209,3,17,10,8,54,1,1
2012-10-06,Clemson,ACC,H,Georgia Tech,W,47,31,26,42,397,2,51,204,3,15,14,2,15,0,2
2012-10-20,Clemson,ACC,H,Virginia Tech,W,38,17,12,21,160,1,45,135,3,8,7,4,39,0,1
2012-10-25,Clemson,ACC,A,Wake Forest,W,42,13,29,40,433,5,45,101,1,15,10,9,79,0,0
2012-11-03,Clemson,ACC,A,Duke,W,56,20,21,29,384,6,52,334,2,14,17,6,65,1,3
2012-11-10,Clemson,ACC,H,Maryland,W,45,10,23,34,301,4,42,135,1,16,8,1,5,3,0
2012-11-17,Clemson,ACC,H,North Carolina State,W,62,48,30,44,426,5,58,328,3,14,20,5,40,0,2
2012-11-24,Clemson,ACC,H,South Carolina,L,17,27,11,24,183,1,35,145,1,5,11,7,59,0,2
2012-12-31,Clemson,ACC,N,LSU,W,25,24,36,50,346,2,50,99,1,20,6,6,47,2,0
2012-08-30,South Carolina,SEC,A,Vanderbilt,W,17,13,7,15,67,0,47,205,2,4,12,6,30,1,1
2012-09-08,South Carolina,SEC,H,East Carolina,W,48,10,23,40,397,5,34,131,1,17,8,2,20,1,0
2012-09-15,South Carolina,SEC,H,UAB,W,49,6,15,27,322,3,31,179,3,10,8,6,69,1,1
2012-09-22,South Carolina,SEC,H,Missouri,W,31,10,21,23,252,2,39,144,2,13,5,4,24,2,0
2012-09-29,South Carolina,SEC,A,Kentucky,W,38,17,15,19,148,2,48,200,3,5,15,4,31,1,0
2012-10-06,South Carolina,SEC,H,Georgia,W,35,7,6,10,162,2,51,230,2,6,12,5,41,0,0
2012-10-13,South Carolina,SEC,A,LSU,L,21,23,19,35,177,2,25,34,1,9,3,4,25,0,2
2012-10-20,South Carolina,SEC,A,Florida,L,11,44,17,40,155,0,26,36,0,9,5,3,26,3,1
2012-10-27,South Carolina,SEC,H,Tennessee,W,38,35,23,33,363,3,46,147,2,15,9,4,30,0,1
2012-11-10,South Carolina,SEC,H,Arkansas,W,38,20,15,25,279,2,41,104,2,12,5,5,61,0,1
2012-11-24,South Carolina,SEC,A,Clemson,W,27,17,23,41,310,3,45,134,0,15,8,12,110,0,1
2013-01-01,South Carolina,SEC,N,Michigan,W,33,28,25,36,341,4,17,85,0,11,4,5,44,1,0
2012-08-30,Ball State,MAC,H,Eastern Michigan,W,37,26,26,41,267,0,55,329,4,16,18,6,69,1,0
2012-09-08,Ball State,MAC,A,Clemson,L,27,52,16,29,128,0,40,252,3,5,12,4,14,0,2
2012-09-15,Ball State,MAC,A,Indiana,W,41,39,27,45,234,4,44,206,1,15,11,6,73,0,0
2012-09-22,Ball State,MAC,H,South Florida,W,31,27,24,36,244,2,35,169,2,15,10,5,65,0,0
2012-09-29,Ball State,MAC,A,Kent State,L,43,45,32,43,445,5,38,112,0,22,5,3,28,1,0
2012-10-06,Ball State,MAC,H,Northern Illinois,L,23,35,42,71,434,1,29,129,1,20,7,7,70,1,2
2012-10-13,Ball State,MAC,H,Western Michigan,W,30,24,27,43,265,1,45,168,3,11,17,8,74,2,1
2012-10-20,Ball State,MAC,A,Central Michigan,W,41,30,23,30,231,3,51,233,2,12,13,5,52,1,1
2012-10-27,Ball State,MAC,A,Army,W,30,22,18,27,189,2,52,224,1,12,15,3,30,0,1
2012-11-06,Ball State,MAC,A,Toledo,W,34,27,29,42,280,3,33,166,1,18,9,3,35,0,3
2012-11-14,Ball State,MAC,H,Ohio,W,52,27,22,28,231,4,39,357,3,12,16,1,10,0,0
2012-11-23,Ball State,MAC,A,Miami (OH),W,31,24,11,22,137,1,58,226,3,7,15,4,41,0,0
2012-12-21,Ball State,MAC,N,UCF,L,17,38,22,35,217,2,24,71,0,16,3,6,53,1,0
2012-08-30,Massachusetts,MAC,A,Connecticut,L,0,37,9,23,56,0,24,3,0,2,1,5,29,0,1
2012-09-08,Massachusetts,MAC,H,Indiana,L,6,45,21,34,186,0,36,78,1,7,6,9,85,0,0
2012-09-15,Massachusetts,MAC,A,Michigan,L,13,63,15,30,147,0,36,112,0,9,6,10,69,1,0
2012-09-22,Massachusetts,MAC,A,Miami (OH),L,16,27,19,40,213,0,50,258,2,14,11,8,88,0,3
2012-09-29,Massachusetts,MAC,H,Ohio,L,34,37,27,51,373,4,33,138,0,19,7,8,73,1,0
2012-10-06,Massachusetts,MAC,A,Western Michigan,L,14,52,17,29,135,0,33,83,2,9,7,8,40,2,1
2012-10-20,Massachusetts,MAC,H,Bowling Green State,L,0,24,13,34,33,0,26,85,0,1,3,6,63,0,4
2012-10-27,Massachusetts,MAC,A,Vanderbilt,L,7,49,23,41,210,1,32,54,0,9,6,11,94,1,2
2012-11-03,Massachusetts,MAC,A,Northern Illinois,L,0,63,20,37,153,0,46,114,0,9,11,2,20,3,1
2012-11-10,Massachusetts,MAC,A,Akron,W,22,14,23,39,266,1,33,61,1,14,4,5,35,1,1
2012-11-17,Massachusetts,MAC,H,Buffalo,L,19,29,20,40,215,1,35,49,1,14,2,2,20,0,2
2012-11-23,Massachusetts,MAC,H,Central Michigan,L,21,42,30,46,253,2,26,64,1,12,5,7,63,0,4
2012-08-31,San Jose State,WAC,A,Stanford,L,17,20,24,35,217,1,27,70,1,13,2,7,66,1,1
2012-09-15,San Jose State,WAC,H,Colorado State,W,40,20,29,36,429,4,41,139,1,17,11,4,40,1,0
2012-09-22,San Jose State,WAC,A,San Diego State,W,38,34,22,32,290,4,23,77,0,15,4,9,86,1,1
2012-09-29,San Jose State,WAC,A,Navy,W,12,0,30,36,280,0,42,108,0,16,8,4,40,0,1
2012-10-13,San Jose State,WAC,H,Utah State,L,27,49,38,51,467,3,41,4,0,21,4,5,40,1,0
2012-10-20,San Jose State,WAC,A,UTSA,W,52,24,18,27,283,3,32,91,2,10,6,4,25,3,0
2012-10-27,San Jose State,WAC,H,Texas State,W,31,20,26,38,376,2,38,195,2,19,7,2,17,1,2
2012-11-03,San Jose State,WAC,A,Idaho,W,42,13,27,39,328,4,29,85,1,16,3,1,5,3,1
2012-11-10,San Jose State,WAC,A,New Mexico State,W,47,7,15,26,301,4,35,203,1,10,8,8,79,0,1
2012-11-17,San Jose State,WAC,H,Brigham Young,W,20,14,25,34,305,3,32,59,0,15,2,5,52,0,1
2012-11-24,San Jose State,WAC,H,Louisiana Tech,W,52,43,25,37,367,3,41,243,4,17,10,8,78,1,1
2012-12-27,San Jose State,WAC,N,Bowling Green State,W,29,20,33,43,395,2,23,-15,1,17,1,4,30,1,0
2012-09-01,Bowling Green State,MAC,A,Florida,L,14,27,25,52,226,0,27,101,2,12,8,3,25,1,1
2012-09-08,Bowling Green State,MAC,H,Idaho,W,21,13,24,35,283,1,27,90,2,10,7,12,89,1,1
2012-09-15,Bowling Green State,MAC,A,Toledo,L,15,27,24,36,216,0,29,135,2,11,7,4,35,0,1
2012-09-22,Bowling Green State,MAC,A,Virginia Tech,L,0,37,14,42,133,0,26,133,0,5,5,9,74,1,1
2012-10-06,Bowling Green State,MAC,A,Akron,W,24,10,14,33,180,2,44,292,1,7,17,8,57,0,1
2012-10-13,Bowling Green State,MAC,H,Miami (OH),W,37,12,20,27,235,2,44,251,2,13,13,9,85,0,1
2012-10-20,Bowling Green State,MAC,A,Massachusetts,W,24,0,21,36,188,2,37,94,0,8,4,15,130,0,1
2012-10-27,Bowling Green State,MAC,H,Eastern Michigan,W,24,3,10,21,131,1,41,225,1,3,12,7,61,0,0
2012-11-07,Bowling Green State,MAC,A,Ohio,W,26,14,7,17,91,1,36,197,2,3,10,8,71,0,0
2012-11-17,Bowling Green State,MAC,H,Kent State,L,24,31,22,44,355,3,31,83,0,12,7,3,18,0,3
2012-11-23,Bowling Green State,MAC,H,Buffalo,W,21,7,18,30,228,1,42,82,2,10,6,4,35,0,3
2012-12-27,Bowling Green State,MAC,N,San Jose State,L,20,29,16,35,159,0,30,105,2,6,6,5,55,1,0
2012-09-01,USC,Pac-12,H,Hawaii,W,49,10,26,41,394,4,23,81,1,14,2,8,74,1,0
2012-09-08,USC,Pac-12,A,Syracuse,W,42,29,23,30,187,6,33,258,0,9,8,12,82,0,1
2012-09-15,USC,Pac-12,A,Stanford,L,14,21,20,41,254,0,27,26,2,11,2,8,79,1,2
2012-09-22,USC,Pac-12,H,California,W,27,9,22,34,192,2,40,296,1,12,14,7,65,1,2
2012-10-04,USC,Pac-12,A,Utah,W,38,28,23,30,303,3,32,129,1,10,8,14,100,2,0
2012-10-13,USC,Pac-12,A,Washington,W,24,14,10,20,167,1,40,204,1,7,7,10,70,0,1
2012-10-20,USC,Pac-12,H,Colorado,W,50,6,23,25,340,7,23,118,0,12,7,9,90,2,0
2012-10-27,USC,Pac-12,A,Arizona,L,36,39,31,49,493,3,26,125,2,20,6,13,117,3,2
2012-11-03,USC,Pac-12,H,Oregon,L,51,62,35,54,484,5,26,131,2,18,8,3,25,1,2
2012-11-10,USC,Pac-12,H,Arizona State,W,38,17,20,33,222,3,43,225,2,7,13,4,30,2,3
2012-11-17,USC,Pac-12,A,UCLA,L,28,38,23,43,341,3,30,172,0,17,8,6,51,1,2
2012-11-24,USC,Pac-12,H,Notre Dame,L,13,22,14,24,186,1,27,95,0,9,6,3,15,0,2
2012-12-31,USC,Pac-12,N,Georgia Tech,L,7,21,14,37,107,1,22,98,0,4,3,2,10,0,3
2012-09-01,San Diego State,MWC,A,Washington,L,12,21,10,19,128,1,40,199,1,3,12,4,40,2,1
2012-09-08,San Diego State,MWC,H,Army,W,42,7,14,21,215,1,42,228,4,8,12,6,45,0,0
2012-09-22,San Diego State,MWC,H,San Jose State,L,34,38,17,29,213,2,55,271,2,12,13,5,40,2,0
2012-09-29,San Diego State,MWC,A,Fresno State,L,40,52,13,23,160,2,40,179,2,6,7,8,68,2,3
2012-10-06,San Diego State,MWC,H,Hawaii,W,52,14,17,33,218,2,51,194,5,11,13,6,60,0,0
2012-10-13,San Diego State,MWC,H,Colorado State,W,38,14,16,22,181,2,38,218,3,9,12,0,0,1,0
2012-10-20,San Diego State,MWC,A,Nevada,W,39,38,17,28,197,3,45,152,1,11,10,5,47,0,0
2012-10-27,San Diego State,MWC,H,Nevada-Las Vegas,W,24,13,13,26,231,2,54,275,1,7,16,7,67,2,1
2012-11-03,San Diego State,MWC,A,Boise State,W,21,19,12,18,105,0,43,164,2,5,7,10,61,0,1
2012-11-10,San Diego State,MWC,H,Air Force,W,28,9,11,18,90,1,41,178,2,5,10,1,15,1,1
2012-11-24,San Diego State,MWC,A,Wyoming,W,42,28,19,24,164,2,48,400,4,10,18,8,65,2,1
2012-12-20,San Diego State,MWC,H,Brigham Young,L,6,23,12,29,144,0,39,119,0,7,5,5,45,2,3
2012-08-30,Eastern Michigan,MAC,A,Ball State,L,26,37,15,34,186,3,33,180,1,9,9,6,48,1,0
2012-09-15,Eastern Michigan,MAC,A,Purdue,L,16,54,14,29,144,0,38,174,1,5,9,3,33,0,3
2012-09-22,Eastern Michigan,MAC,A,Michigan State,L,7,23,13,26,137,1,29,46,0,6,1,4,40,1,0
2012-10-06,Eastern Michigan,MAC,H,Kent State,L,14,41,9,17,93,1,21,107,1,5,2,8,84,0,2
2012-10-13,Eastern Michigan,MAC,H,Toledo,L,47,52,18,29,301,2,41,323,4,12,11,8,76,0,1
2012-10-20,Eastern Michigan,MAC,H,Army,W,48,38,19,31,369,5,47,208,1,13,12,7,58,0,1
2012-10-27,Eastern Michigan,MAC,A,Bowling Green State,L,3,24,11,24,114,0,27,64,0,4,6,4,35,2,1
2012-11-01,Eastern Michigan,MAC,A,Ohio,L,14,45,9,21,138,1,52,167,1,5,10,8,85,0,1
2012-11-10,Eastern Michigan,MAC,H,Central Michigan,L,31,34,14,26,125,2,42,309,2,6,15,7,52,0,2
2012-11-17,Eastern Michigan,MAC,A,Western Michigan,W,29,23,14,22,174,2,49,195,1,8,11,4,34,0,0
2012-11-23,Eastern Michigan,MAC,H,Northern Illinois,L,7,49,12,24,133,1,37,94,0,7,8,3,30,0,1
2012-09-01,Florida International,Sun Belt,A,Duke,L,26,46,27,46,348,2,45,165,2,15,11,4,23,2,0
2012-09-08,Florida International,Sun Belt,H,Akron,W,41,38,19,30,209,1,50,232,3,9,12,9,82,2,0
2012-09-15,Florida International,Sun Belt,A,UCF,L,20,33,13,29,154,1,34,152,2,5,8,2,14,1,0
2012-09-22,Florida International,Sun Belt,H,Louisville,L,21,28,19,26,198,1,34,128,2,9,7,11,86,1,0
2012-09-29,Florida International,Sun Belt,A,Louisiana,L,20,48,16,28,204,0,34,55,3,6,3,12,142,0,2
2012-10-04,Florida International,Sun Belt,H,Arkansas State,L,20,34,19,31,153,1,48,188,1,6,10,11,89,0,2
2012-10-13,Florida International,Sun Belt,H,Middle Tennessee State,L,30,34,24,40,380,2,41,142,2,16,9,6,55,1,0
2012-10-20,Florida International,Sun Belt,A,Troy,L,37,38,18,29,316,3,38,112,1,10,9,12,104,2,1
2012-10-27,Florida International,Sun Belt,H,Western Kentucky,L,6,14,16,32,256,0,35,86,0,9,7,10,64,3,1
2012-11-03,Florida International,Sun Belt,A,South Alabama,W,28,20,9,19,153,2,46,181,2,7,11,4,33,1,0
2012-11-16,Florida International,Sun Belt,A,Florida Atlantic,W,34,24,17,28,264,2,39,167,2,13,7,8,57,1,0
2012-11-24,Florida International,Sun Belt,H,Louisiana-Monroe,L,17,23,22,31,226,2,45,136,0,6,10,2,20,2,0
2012-09-08,Temple,Big East,H,Maryland,L,27,36,7,18,178,2,39,52,1,6,1,7,72,2,1
2012-09-22,Temple,Big East,A,Penn State,L,13,24,13,26,124,1,28,113,0,6,5,6,36,0,0
2012-10-06,Temple,Big East,H,South Florida,W,37,28,16,20,167,1,51,216,4,9,12,7,85,0,0
2012-10-13,Temple,Big East,A,Connecticut,W,17,14,13,26,132,1,49,202,1,7,10,8,78,1,1
2012-10-20,Temple,Big East,H,Rutgers,L,10,35,8,17,72,1,42,119,0,4,5,6,39,2,1
