Date,Team,Conference,Location,Opponent,Result,Points,OpponentPoints,PassCompletions,PassAttempts,PassYards,PassTDs,RushAttempts,RushYards,RushTDs,FirstDownPass,FirstDownRush,Penalties,PenaltyYards,Fumbles,Interceptions
2012-10-27,Purdue,Big Ten,A,Minnesota,L,28,44,21,43,198,4,34,183,0,10,10,8,64,0,1
2012-11-03,Purdue,Big Ten,H,Penn State,L,9,34,33,62,288,1,26,87,0,13,5,8,88,1,0
2012-11-10,Purdue,Big Ten,A,Iowa,W,27,24,26,35,279,2,44,211,1,13,11,10,100,3,0
2012-11-17,Purdue,Big Ten,A,Illinois,W,20,17,19,28,191,1,37,207,1,8,10,8,80,0,0
2012-11-24,Purdue,Big Ten,H,Indiana,W,56,35,21,32,373,5,38,185,3,15,8,4,40,0,1
2013-01-01,Purdue,Big Ten,N,Oklahoma State,L,14,58,21,34,212,2,38,155,0,6,10,4,45,3,2
2012-09-01,Nebraska,Big Ten,H,Southern Mississippi,W,49,20,26,34,354,5,45,278,2,17,15,2,30,0,0
2012-09-08,Nebraska,Big Ten,A,UCLA,L,30,36,17,31,179,0,36,260,3,8,10,7,60,1,1
2012-09-15,Nebraska,Big Ten,H,Arkansas State,W,42,13,13,14,180,2,59,347,4,9,16,4,34,4,0
2012-09-29,Nebraska,Big Ten,H,Wisconsin,W,30,27,17,29,181,2,46,259,1,10,13,6,70,2,0
2012-10-06,Nebraska,Big Ten,A,Ohio State,L,38,63,15,25,214,1,46,223,4,7,10,9,75,1,3
2012-10-20,Nebraska,Big Ten,A,Northwestern,W,29,28,27,39,342,3,44,201,1,12,12,8,62,3,0
2012-10-27,Nebraska,Big Ten,H,Michigan,W,23,9,14,24,166,1,41,160,1,8,10,8,104,1,1
2012-11-03,Nebraska,Big Ten,A,Michigan State,W,28,24,16,36,160,2,40,313,2,7,12,9,72,0,3
2012-11-10,Nebraska,Big Ten,H,Penn State,W,32,23,12,20,171,1,57,267,2,5,15,7,55,2,0
2012-11-17,Nebraska,Big Ten,H,Minnesota,W,38,14,22,33,311,2,47,133,2,15,7,5,47,2,0
2012-11-23,Nebraska,Big Ten,A,Iowa,W,13,7,8,14,63,0,53,200,1,3,13,2,25,2,0
2012-12-01,Nebraska,Big Ten,N,Wisconsin,L,31,70,18,34,195,0,44,282,4,9,11,4,40,1,2
2013-01-01,Nebraska,Big Ten,N,Georgia,L,31,45,16,27,204,2,52,239,1,8,15,8,69,1,2
2012-09-01,West Virginia,Big 12,H,Marshall,W,69,34,34,39,324,5,35,331,4,16,13,5,39,0,1
2012-09-22,West Virginia,Big 12,H,Maryland,W,31,21,30,43,338,3,25,25,0,16,2,6,59,0,0
2012-09-29,West Virginia,Big 12,H,Baylor,W,70,63,45,51,656,8,37,151,2,22,10,6,78,0,0
2012-10-06,West Virginia,Big 12,A,Texas,W,48,45,25,35,268,4,42,192,2,15,10,5,47,2,0
2012-10-13,West Virginia,Big 12,A,Texas Tech,L,14,49,30,56,278,1,35,130,1,14,10,2,10,0,0
2012-10-20,West Virginia,Big 12,H,Kansas State,L,14,55,23,35,155,1,27,88,0,9,6,4,29,0,2
2012-11-03,West Virginia,Big 12,H,Texas Christian,L,38,39,32,55,260,3,35,78,1,11,8,4,45,1,1
2012-11-10,West Virginia,Big 12,A,Oklahoma State,L,34,55,37,56,401,3,35,78,1,19,5,7,46,2,0
2012-11-17,West Virginia,Big 12,H,Oklahoma,L,49,50,20,35,320,4,47,458,3,14,14,5,34,0,2
2012-11-23,West Virginia,Big 12,A,Iowa State,W,31,24,22,31,236,2,41,239,1,10,14,11,107,0,0
2012-12-01,West Virginia,Big 12,H,Kansas,W,59,10,23,25,407,3,46,240,5,17,12,3,30,0,1
2012-12-29,West Virginia,Big 12,N,Syracuse,L,14,38,19,28,201,2,30,103,0,5,7,11,116,1,0
2012-09-08,Oklahoma State,Big 12,A,Arizona,L,38,59,37,60,436,4,32,200,1,17,12,15,167,1,3
2012-09-15,Oklahoma State,Big 12,H,Louisiana,W,65,24,26,37,412,4,59,330,4,17,20,5,45,0,1
2012-09-29,Oklahoma State,Big 12,H,Texas,L,36,41,18,27,301,2,40,275,2,11,13,7,65,0,1
2012-10-13,Oklahoma State,Big 12,A,Kansas,W,20,14,18,29,255,1,44,116,1,9,6,3,45,0,1
2012-10-20,Oklahoma State,Big 12,H,Iowa State,W,31,10,32,47,415,1,42,210,3,14,12,5,36,2,0
2012-10-27,Oklahoma State,Big 12,H,Texas Christian,W,36,14,18,33,324,1,40,147,2,12,6,5,40,1,1
2012-11-03,Oklahoma State,Big 12,A,Kansas State,L,30,44,27,47,417,2,24,87,0,19,6,5,44,1,4
2012-11-10,Oklahoma State,Big 12,H,West Virginia,W,55,34,22,31,292,4,35,151,2,12,8,11,108,0,1
2012-11-17,Oklahoma State,Big 12,H,Texas Tech,W,59,21,12,22,231,4,42,256,3,8,14,5,35,0,0
2012-11-24,Oklahoma State,Big 12,A,Oklahoma,L,48,51,20,38,289,1,41,201,5,11,11,6,55,0,1
2012-12-01,Oklahoma State,Big 12,A,Baylor,L,34,41,31,53,342,2,37,218,2,20,10,5,35,0,2
2013-01-01,Oklahoma State,Big 12,N,Purdue,W,58,14,25,34,311,5,41,213,1,14,11,7,62,0,0
2012-09-01,Colorado,Pac-12,N,Colorado State,L,17,22,22,41,187,2,29,58,0,10,4,7,60,2,0
2012-09-15,Colorado,Pac-12,A,Fresno State,L,14,69,11,31,173,1,40,110,1,5,5,11,94,0,4
2012-09-22,Colorado,Pac-12,A,Washington State,W,35,34,29,42,345,2,38,186,3,16,8,7,63,2,1
2012-09-29,Colorado,Pac-12,H,UCLA,L,14,42,23,35,226,2,30,83,0,9,4,5,56,1,1
2012-10-11,Colorado,Pac-12,H,Arizona State,L,17,51,20,42,180,1,32,75,1,8,7,4,40,0,1
2012-10-20,Colorado,Pac-12,A,USC,L,6,50,23,43,248,0,42,103,0,13,8,4,46,3,3
2012-10-27,Colorado,Pac-12,A,Oregon,L,14,70,13,27,96,0,33,150,2,4,7,5,60,1,1
2012-11-03,Colorado,Pac-12,H,Stanford,L,0,48,12,23,97,0,21,-21,0,3,1,5,40,2,1
2012-11-10,Colorado,Pac-12,A,Arizona,L,31,56,16,20,213,1,56,224,3,11,10,11,89,0,1
2012-11-17,Colorado,Pac-12,H,Washington,L,3,38,10,23,51,0,31,90,0,5,4,5,60,3,2
2012-11-23,Colorado,Pac-12,H,Utah,L,35,42,30,52,306,1,35,112,3,16,6,4,35,1,4
2012-08-30,Rice,CUSA,H,UCLA,L,24,49,18,30,184,2,48,174,1,8,10,3,30,1,1
2012-09-08,Rice,CUSA,A,Kansas,W,25,24,23,35,236,0,41,167,2,15,9,6,49,2,1
2012-09-15,Rice,CUSA,A,Louisiana Tech,L,37,56,20,34,205,2,55,272,3,14,15,8,89,2,0
2012-09-22,Rice,CUSA,H,Marshall,L,51,54,23,43,346,3,50,301,3,19,14,4,25,0,0
2012-09-29,Rice,CUSA,N,Houston,L,14,35,18,36,274,2,34,69,0,9,6,6,55,1,0
2012-10-06,Rice,CUSA,A,Memphis,L,10,14,16,30,117,0,28,104,0,4,6,8,64,1,0
2012-10-13,Rice,CUSA,H,UTSA,W,34,14,13,23,182,1,58,301,3,9,16,7,62,0,1
2012-10-20,Rice,CUSA,A,Tulsa,L,24,28,15,35,147,1,52,246,1,6,15,5,50,1,1
2012-10-27,Rice,CUSA,H,Southern Mississippi,W,44,17,11,18,172,3,45,198,2,7,12,6,50,3,0
2012-11-03,Rice,CUSA,A,Tulane,W,49,47,13,21,271,0,65,211,6,10,14,9,100,1,1
2012-11-17,Rice,CUSA,H,SMU,W,36,20,24,37,297,2,40,126,1,14,8,4,36,0,0
2012-11-24,Rice,CUSA,A,UTEP,W,33,24,21,30,207,0,55,246,3,12,13,1,15,2,0
2012-12-29,Rice,CUSA,N,Air Force,W,33,14,21,29,295,3,54,208,1,13,9,5,35,3,0
2012-09-08,Texas A&M,SEC,H,Florida,L,17,20,24,31,200,0,38,134,2,11,8,9,78,0,0
2012-09-15,Texas A&M,SEC,A,SMU,W,48,3,28,45,380,4,42,225,3,18,9,9,85,0,0
2012-09-29,Texas A&M,SEC,N,Arkansas,W,58,10,34,47,498,3,32,218,3,22,9,3,30,0,0
2012-10-06,Texas A&M,SEC,A,Ole Miss,W,30,27,17,26,191,1,44,290,2,9,12,5,55,4,2
2012-10-13,Texas A&M,SEC,A,Louisiana Tech,W,59,57,24,40,395,3,46,283,4,13,11,19,165,1,1
2012-10-20,Texas A&M,SEC,H,LSU,L,19,24,29,56,276,0,38,134,2,13,8,6,65,2,3
2012-10-27,Texas A&M,SEC,A,Auburn,W,63,21,24,33,319,3,48,352,6,12,21,3,27,0,0
2012-11-03,Texas A&M,SEC,A,Mississippi State,W,38,13,32,39,332,0,58,361,5,16,19,4,42,1,0
2012-11-10,Texas A&M,SEC,A,Alabama,W,29,24,24,31,253,2,46,165,2,15,5,4,26,0,0
2012-11-24,Texas A&M,SEC,H,Missouri,W,59,29,35,50,410,3,42,237,5,21,9,4,31,0,1
2013-01-04,Texas A&M,SEC,N,Oklahoma,W,41,13,23,35,307,2,31,326,4,14,14,7,60,0,1
2012-09-08,New Mexico State,WAC,A,Ohio,L,24,51,13,27,135,1,30,71,1,7,5,4,37,0,1
2012-09-15,New Mexico State,WAC,A,UTEP,L,28,41,20,47,290,3,35,112,1,15,7,10,55,0,1
2012-09-22,New Mexico State,WAC,H,New Mexico,L,14,27,22,34,256,1,20,78,1,13,5,8,60,2,0
2012-09-29,New Mexico State,WAC,H,UTSA,L,14,35,22,41,296,2,32,54,0,14,4,2,10,2,2
2012-10-06,New Mexico State,WAC,A,Idaho,L,18,26,28,46,309,1,28,98,1,16,5,8,60,2,2
2012-10-20,New Mexico State,WAC,A,Utah State,L,7,41,20,38,189,1,34,132,0,7,10,1,15,1,1
2012-10-27,New Mexico State,WAC,H,Louisiana Tech,L,14,28,18,34,283,2,31,122,0,14,5,5,45,2,1
2012-11-03,New Mexico State,WAC,A,Auburn,L,7,42,17,31,222,0,32,83,1,8,4,2,15,2,0
2012-11-10,New Mexico State,WAC,H,San Jose State,L,7,47,12,29,100,1,38,120,0,3,9,3,24,2,2
2012-11-24,New Mexico State,WAC,H,Brigham Young,L,14,50,13,24,158,2,27,29,0,5,4,6,45,0,0
2012-12-01,New Mexico State,WAC,A,Texas State,L,28,66,16,29,248,2,42,171,2,12,8,5,45,3,1
2012-09-08,Louisiana Tech,WAC,A,Houston,W,56,49,34,52,353,3,42,245,5,19,12,11,88,0,0
2012-09-15,Louisiana Tech,WAC,H,Rice,W,56,37,19,24,276,4,48,333,4,11,17,16,156,1,0
2012-09-22,Louisiana Tech,WAC,A,Illinois,W,52,24,15,22,284,4,37,119,2,10,5,5,39,3,0
2012-09-29,Louisiana Tech,WAC,A,Virginia,W,44,38,24,37,227,1,39,158,3,11,8,10,109,0,0
2012-10-06,Louisiana Tech,WAC,H,Nevada-Las Vegas,W,58,31,31,46,316,1,51,306,6,14,19,6,71,0,0
2012-10-13,Louisiana Tech,WAC,H,Texas A&M,L,57,59,44,59,450,5,42,165,2,21,9,8,95,0,0
2012-10-20,Louisiana Tech,WAC,H,Idaho,W,70,28,32,42,431,2,53,408,8,20,17,4,30,3,0
2012-10-27,Louisiana Tech,WAC,A,New Mexico State,W,28,14,29,44,292,1,46,238,3,15,10,4,35,0,0
2012-11-03,Louisiana Tech,WAC,H,UTSA,W,51,27,31,40,357,4,39,180,3,18,10,15,157,0,0
2012-11-10,Louisiana Tech,WAC,A,Texas State,W,62,55,32,46,344,3,55,283,6,18,15,5,61,0,0
2012-11-17,Louisiana Tech,WAC,H,Utah State,L,41,48,35,61,396,1,47,233,3,19,14,9,56,1,2
2012-11-24,Louisiana Tech,WAC,A,San Jose State,L,43,52,39,60,483,4,22,58,2,23,3,5,60,0,3
2012-08-30,Minnesota,Big Ten,A,Nevada-Las Vegas,W,30,27,17,30,269,2,46,209,1,9,10,11,86,1,1
2012-09-15,Minnesota,Big Ten,H,Western Michigan,W,28,23,13,24,217,4,43,180,0,9,9,9,56,1,1
2012-09-22,Minnesota,Big Ten,H,Syracuse,W,17,10,16,30,231,0,41,106,2,11,6,8,63,0,0
2012-09-29,Minnesota,Big Ten,A,Iowa,L,13,31,20,33,197,2,32,102,0,9,5,4,29,1,3
2012-10-13,Minnesota,Big Ten,H,Northwestern,L,13,21,16,30,169,0,42,158,1,10,9,9,82,2,1
2012-10-20,Minnesota,Big Ten,A,Wisconsin,L,13,38,13,24,149,2,30,96,0,9,3,3,30,0,2
2012-10-27,Minnesota,Big Ten,H,Purdue,W,44,28,15,22,246,3,41,212,1,7,12,8,51,0,0
2012-11-03,Minnesota,Big Ten,H,Michigan,L,13,35,14,31,147,1,38,128,0,9,8,9,68,1,0
2012-11-10,Minnesota,Big Ten,A,Illinois,W,17,3,9,15,78,0,50,231,2,4,14,5,24,0,0
2012-11-17,Minnesota,Big Ten,A,Nebraska,L,14,38,10,28,90,0,29,87,2,5,3,4,37,0,2
2012-11-24,Minnesota,Big Ten,H,Michigan State,L,10,26,13,30,92,0,19,4,0,6,0,1,10,0,4
2012-12-28,Minnesota,Big Ten,N,Texas Tech,L,31,34,8,19,146,2,54,222,2,5,16,7,84,0,1
2012-09-08,Middle Tennessee State,Sun Belt,H,Florida Atlantic,W,31,17,10,14,178,2,55,302,2,8,15,7,61,2,0
2012-09-15,Middle Tennessee State,Sun Belt,A,Memphis,W,48,30,23,31,260,2,45,179,3,11,13,5,50,1,0
2012-09-29,Middle Tennessee State,Sun Belt,A,Georgia Tech,W,49,28,17,23,246,2,44,264,5,9,13,7,43,1,1
2012-10-06,Middle Tennessee State,Sun Belt,H,Louisiana-Monroe,L,17,31,23,34,238,0,19,69,2,9,5,10,70,2,1
2012-10-13,Middle Tennessee State,Sun Belt,A,Florida International,W,34,30,17,30,267,1,53,256,3,10,17,7,57,0,0
2012-10-20,Middle Tennessee State,Sun Belt,A,Mississippi State,L,3,45,20,32,174,0,41,131,0,7,10,8,62,1,2
2012-10-27,Middle Tennessee State,Sun Belt,H,North Texas,W,38,21,20,30,349,3,37,139,2,11,7,2,20,0,0
2012-11-01,Middle Tennessee State,Sun Belt,A,Western Kentucky,W,34,29,11,17,118,2,50,224,1,7,11,2,15,0,0
2012-11-17,Middle Tennessee State,Sun Belt,A,South Alabama,W,20,12,16,29,233,2,41,212,0,10,10,7,54,0,0
2012-11-24,Middle Tennessee State,Sun Belt,H,Troy,W,24,21,18,37,176,0,27,152,1,7,3,3,37,1,1
2012-12-01,Middle Tennessee State,Sun Belt,A,Arkansas State,L,0,45,15,26,114,0,29,89,0,5,7,4,30,0,2
2012-09-01,Northern Illinois,MAC,H,Iowa,L,17,18,6,16,54,0,36,147,2,3,7,5,21,1,0
2012-09-15,Northern Illinois,MAC,A,Army,W,41,40,18,27,342,4,26,173,2,12,6,4,49,2,1
2012-09-22,Northern Illinois,MAC,H,Kansas,W,30,23,23,35,235,2,46,220,2,10,12,6,50,0,1
2012-09-29,Northern Illinois,MAC,H,Central Michigan,W,55,24,14,33,215,1,55,407,6,11,20,5,49,0,0
2012-10-06,Northern Illinois,MAC,A,Ball State,W,35,23,16,23,195,1,52,314,4,6,17,9,81,2,0
2012-10-13,Northern Illinois,MAC,H,Buffalo,W,45,3,15,25,241,2,41,219,4,10,10,7,81,1,0
2012-10-20,Northern Illinois,MAC,A,Akron,W,37,7,20,33,223,2,50,305,2,12,14,8,70,1,0
2012-10-27,Northern Illinois,MAC,A,Western Michigan,W,48,34,18,28,274,4,40,179,2,11,9,5,55,0,0
2012-11-03,Northern Illinois,MAC,H,Massachusetts,W,63,0,20,26,278,3,49,332,6,12,15,10,88,1,0
2012-11-14,Northern Illinois,MAC,H,Toledo,W,31,24,25,36,407,3,42,189,1,18,9,5,56,2,1
2012-11-23,Northern Illinois,MAC,A,Eastern Michigan,W,49,7,17,27,173,1,39,242,5,8,14,3,25,0,0
2012-11-30,Northern Illinois,MAC,N,Kent State,W,44,37,19,34,212,1,56,312,4,11,14,8,62,2,1
2013-01-01,Northern Illinois,MAC,N,Florida State,L,10,31,15,41,176,1,32,83,0,7,5,5,40,1,1
2012-09-01,Ohio State,Big Ten,H,Miami (OH),W,56,10,19,33,244,2,53,294,5,11,15,3,20,0,0
2012-09-08,Ohio State,Big Ten,H,UCF,W,31,16,18,24,155,1,51,256,3,7,17,10,79,2,1
2012-09-15,Ohio State,Big Ten,H,California,W,35,28,16,30,249,4,33,163,1,7,7,11,101,0,1
2012-09-22,Ohio State,Big Ten,H,UAB,W,29,15,12,20,143,0,37,204,4,9,11,7,60,0,0
2012-09-29,Ohio State,Big Ten,A,Michigan State,W,17,16,16,23,179,1,44,204,1,6,14,6,65,2,1
2012-10-06,Ohio State,Big Ten,H,Nebraska,W,63,38,7,14,127,1,48,371,6,5,13,9,76,1,0
2012-10-13,Ohio State,Big Ten,A,Indiana,W,52,49,14,25,225,3,54,353,3,9,16,10,91,0,1
2012-10-20,Ohio State,Big Ten,H,Purdue,W,29,22,15,32,190,1,36,152,3,6,7,4,29,2,2
2012-10-27,Ohio State,Big Ten,A,Penn State,W,35,23,7,19,143,1,53,234,3,5,10,7,75,0,1
2012-11-03,Ohio State,Big Ten,H,Illinois,W,52,22,13,22,237,2,57,330,5,7,24,6,79,2,0
2012-11-17,Ohio State,Big Ten,A,Wisconsin,W,21,14,10,18,97,0,41,139,2,5,9,2,25,0,0
2012-11-24,Ohio State,Big Ten,H,Michigan,W,26,21,14,18,189,1,52,207,1,9,13,9,74,2,0
2012-09-01,Ohio,MAC,A,Penn State,W,24,14,31,41,324,2,47,175,1,15,9,5,35,0,0
2012-09-08,Ohio,MAC,H,New Mexico State,W,51,24,18,29,291,2,51,293,3,11,13,10,85,1,0
2012-09-15,Ohio,MAC,A,Marshall,W,27,24,20,35,200,3,52,199,0,13,11,4,33,1,0
2012-09-29,Ohio,MAC,A,Massachusetts,W,37,34,15,27,229,2,52,274,2,10,13,5,47,0,0
2012-10-06,Ohio,MAC,H,Buffalo,W,38,31,15,27,184,1,36,149,3,10,4,8,89,0,1
2012-10-13,Ohio,MAC,H,Akron,W,34,28,14,28,189,3,53,252,1,8,17,4,40,0,0
2012-10-27,Ohio,MAC,A,Miami (OH),L,20,23,23,39,302,0,43,162,2,15,9,5,58,0,0
2012-11-01,Ohio,MAC,H,Eastern Michigan,W,45,14,19,28,255,3,42,304,3,11,13,4,33,1,1
2012-11-07,Ohio,MAC,H,Bowling Green State,L,14,26,21,34,145,1,44,99,1,8,10,2,10,0,0
2012-11-14,Ohio,MAC,A,Ball State,L,27,52,24,34,252,0,40,231,3,12,8,5,50,0,1
2012-11-23,Ohio,MAC,A,Kent State,L,6,28,21,37,232,0,50,107,0,12,10,3,32,1,1
2012-12-28,Ohio,MAC,N,Louisiana-Monroe,W,45,14,15,23,337,2,38,219,4,9,10,7,78,1,1
2012-09-08,North Carolina,ACC,A,Wake Forest,L,27,28,23,40,271,1,42,157,2,13,8,8,87,1,1
2012-09-15,North Carolina,ACC,A,Louisville,L,34,39,26,41,363,5,17,47,0,14,4,6,38,1,1
2012-09-22,North Carolina,ACC,H,East Carolina,W,27,6,27,43,321,2,29,129,1,14,9,9,91,0,0
2012-09-29,North Carolina,ACC,H,Idaho,W,66,0,17,26,288,4,53,287,5,12,12,5,40,1,1
2012-10-06,North Carolina,ACC,H,Virginia Tech,W,48,34,17,30,194,1,45,339,4,10,14,15,126,1,0
2012-10-13,North Carolina,ACC,A,Miami (FL),W,18,14,25,40,214,0,44,272,2,15,13,15,140,0,1
2012-10-20,North Carolina,ACC,A,Duke,L,30,33,20,33,237,2,38,177,1,7,12,2,20,2,0
2012-10-27,North Carolina,ACC,H,North Carolina State,W,43,35,30,47,358,1,39,212,3,15,8,5,44,1,1
2012-11-10,North Carolina,ACC,H,Georgia Tech,L,50,68,24,35,350,2,34,147,4,15,7,4,28,1,1
2012-11-15,North Carolina,ACC,A,Virginia,W,37,13,30,38,319,3,33,127,1,18,6,7,52,1,0
2012-11-24,North Carolina,ACC,H,Maryland,W,45,38,28,40,305,5,37,189,1,16,10,11,86,1,0
2012-09-01,Miami (OH),MAC,A,Ohio State,L,10,56,32,54,313,1,20,-1,0,10,1,6,33,1,2
2012-09-15,Miami (OH),MAC,A,Boise State,L,12,39,21,28,178,1,23,49,0,7,2,1,5,0,0
2012-09-22,Miami (OH),MAC,H,Massachusetts,W,27,16,12,22,192,3,42,216,1,7,14,7,55,0,1
2012-09-29,Miami (OH),MAC,A,Akron,W,56,49,34,49,516,6,39,189,1,25,12,3,20,0,0
2012-10-06,Miami (OH),MAC,A,Cincinnati,L,14,52,27,53,320,2,19,59,0,15,4,8,57,1,3
2012-10-13,Miami (OH),MAC,A,Bowling Green State,L,12,37,21,39,253,1,20,3,0,11,2,5,35,1,2
2012-10-27,Miami (OH),MAC,H,Ohio,W,23,20,21,36,311,1,33,113,1,12,6,1,5,0,1
2012-11-03,Miami (OH),MAC,A,Buffalo,L,24,27,25,44,242,3,33,98,0,13,6,8,77,1,0
2012-11-10,Miami (OH),MAC,H,Kent State,L,32,48,37,50,455,4,16,26,0,20,2,6,51,0,2
2012-11-17,Miami (OH),MAC,A,Central Michigan,L,16,30,27,44,360,1,36,74,1,14,6,5,53,1,1
2012-11-23,Miami (OH),MAC,H,Ball State,L,24,31,26,40,218,2,25,103,1,11,7,2,17,1,0
2012-09-01,UTSA,WAC,A,South Alabama,W,33,31,18,30,215,3,31,183,0,7,7,11,114,0,1
2012-09-29,UTSA,WAC,A,New Mexico State,W,35,14,19,32,269,3,32,129,2,12,8,2,30,0,0
2012-10-13,UTSA,WAC,A,Rice,L,14,34,13,29,144,1,26,95,0,7,4,4,35,0,0
2012-10-20,UTSA,WAC,H,San Jose State,L,24,52,20,32,302,2,38,110,0,8,7,7,65,5,1
2012-10-27,UTSA,WAC,H,Utah State,L,17,48,21,36,248,1,28,51,1,11,1,8,59,0,2
2012-11-03,UTSA,WAC,A,Louisiana Tech,L,27,51,23,41,314,4,33,124,0,13,9,14,142,0,0
2012-11-17,UTSA,WAC,A,Idaho,W,34,27,23,36,232,0,37,192,4,9,10,5,50,1,0
2012-11-24,UTSA,WAC,H,Texas State,W,38,31,15,31,200,3,40,299,1,9,16,13,142,0,3
2012-09-07,Utah,Pac-12,A,Utah State,L,20,27,19,39,229,2,42,96,0,9,7,10,87,1,0
2012-09-15,Utah,Pac-12,H,Brigham Young,W,24,21,18,27,196,2,35,49,0,10,3,10,112,0,0
2012-09-22,Utah,Pac-12,A,Arizona State,L,7,37,11,16,117,1,38,92,0,4,5,6,53,2,1
2012-10-04,Utah,Pac-12,H,USC,L,28,38,23,38,209,2,22,95,1,9,5,13,122,1,1
2012-10-13,Utah,Pac-12,A,UCLA,L,14,21,25,35,244,1,27,75,0,10,5,4,30,0,1
2012-10-20,Utah,Pac-12,A,Oregon State,L,7,21,15,28,172,1,45,135,0,7,9,7,69,2,2
2012-10-27,Utah,Pac-12,H,California,W,49,27,16,24,156,0,45,188,4,7,13,8,80,0,1
2012-11-03,Utah,Pac-12,H,Washington State,W,49,6,22,26,248,2,43,205,3,12,10,8,61,0,1
2012-11-10,Utah,Pac-12,A,Washington,L,15,34,8,23,55,0,30,133,2,3,5,6,36,1,1
2012-11-17,Utah,Pac-12,H,Arizona,L,24,34,29,41,313,2,36,136,1,11,10,3,27,1,0
2012-11-23,Utah,Pac-12,A,Colorado,W,42,35,13,25,128,1,36,208,3,7,11,5,43,1,0
2012-09-01,Arizona,Pac-12,H,Toledo,W,24,17,30,47,387,2,41,237,1,16,13,7,56,2,1
2012-09-08,Arizona,Pac-12,H,Oklahoma State,W,59,38,28,41,320,2,49,181,4,15,11,4,27,0,0
2012-09-22,Arizona,Pac-12,A,Oregon,L,0,49,27,52,243,0,32,89,0,8,8,5,51,1,4
2012-09-29,Arizona,Pac-12,H,Oregon State,L,35,38,31,53,403,3,23,142,2,16,9,6,59,0,2
2012-10-06,Arizona,Pac-12,A,Stanford,L,48,54,45,69,491,3,34,126,3,25,12,8,53,0,1
2012-10-20,Arizona,Pac-12,H,Washington,W,52,17,14,22,256,4,49,277,2,11,12,8,75,1,1
2012-10-27,Arizona,Pac-12,H,USC,W,39,36,27,51,369,3,43,219,2,13,13,14,129,0,1
2012-11-03,Arizona,Pac-12,A,UCLA,L,10,66,17,30,136,0,40,121,1,5,7,15,124,3,0
2012-11-10,Arizona,Pac-12,H,Colorado,W,56,31,12,14,136,2,38,438,6,5,16,4,40,1,0
2012-11-17,Arizona,Pac-12,A,Utah,W,34,24,12,27,160,1,46,320,3,10,15,3,30,2,0
2012-11-23,Arizona,Pac-12,H,Arizona State,L,34,41,19,39,230,3,57,292,1,10,20,1,15,1,3
2012-12-15,Arizona,Pac-12,N,Nevada,W,49,48,28,47,382,3,36,196,4,19,10,4,23,1,2
2012-09-08,Western Kentucky,Sun Belt,A,Alabama,L,0,35,20,31,178,0,28,46,0,12,2,5,33,3,1
2012-09-15,Western Kentucky,Sun Belt,A,Kentucky,W,32,31,16,22,160,1,51,163,3,8,10,7,82,1,1
2012-09-22,Western Kentucky,Sun Belt,H,Southern Mississippi,W,42,17,15,23,191,3,48,369,3,9,15,8,95,0,1
2012-09-29,Western Kentucky,Sun Belt,A,Arkansas State,W,26,13,11,19,122,2,41,243,1,6,11,5,40,0,0
2012-10-11,Western Kentucky,Sun Belt,A,Troy,W,31,26,21,31,255,3,35,112,1,13,7,6,48,2,0
2012-10-20,Western Kentucky,Sun Belt,H,Louisiana-Monroe,L,42,43,25,32,308,4,45,141,2,14,9,9,75,1,1
2012-10-27,Western Kentucky,Sun Belt,A,Florida International,W,14,6,14,21,128,0,39,161,2,7,7,7,74,0,1
2012-11-01,Western Kentucky,Sun Belt,H,Middle Tennessee State,L,29,34,19,31,283,3,32,155,0,14,10,4,30,1,1
2012-11-10,Western Kentucky,Sun Belt,H,Florida Atlantic,L,28,37,14,26,169,2,34,119,1,8,5,4,34,1,3
2012-11-17,Western Kentucky,Sun Belt,A,Louisiana,L,27,31,10,19,149,0,51,266,3,9,16,5,50,0,1
2012-11-24,Western Kentucky,Sun Belt,H,North Texas,W,25,24,14,29,173,1,31,215,1,7,8,5,55,2,1
2012-12-26,Western Kentucky,Sun Belt,N,Central Michigan,L,21,24,14,24,199,1,32,128,2,8,5,7,60,0,0
2012-08-30,Vanderbilt,SEC,H,South Carolina,L,13,17,13,23,214,1,36,62,0,5,6,5,35,0,1
2012-09-08,Vanderbilt,SEC,A,Northwestern,L,13,23,17,33,217,1,34,101,0,11,6,4,40,2,0
2012-09-22,Vanderbilt,SEC,A,Georgia,L,3,48,14,25,231,0,36,106,0,8,6,11,68,1,0
2012-10-06,Vanderbilt,SEC,A,Missouri,W,19,15,15,26,206,0,43,89,2,8,6,5,40,0,1
2012-10-13,Vanderbilt,SEC,H,Florida,L,17,31,17,31,237,1,47,126,1,11,9,4,33,1,0
2012-10-20,Vanderbilt,SEC,H,Auburn,W,17,13,15,26,173,0,45,209,2,7,10,5,35,3,0
2012-10-27,Vanderbilt,SEC,H,Massachusetts,W,49,7,17,22,217,2,37,226,3,10,10,11,80,2,0
2012-11-03,Vanderbilt,SEC,A,Kentucky,W,40,0,18,30,220,2,50,227,3,11,13,5,28,1,1
2012-11-10,Vanderbilt,SEC,A,Ole Miss,W,27,26,21,36,279,2,35,92,1,10,7,3,20,1,0
2012-11-17,Vanderbilt,SEC,H,Tennessee,W,41,18,14,28,248,3,40,194,2,5,9,12,90,0,1
2012-11-24,Vanderbilt,SEC,A,Wake Forest,W,55,21,17,23,229,2,34,203,3,10,8,6,60,2,1
