Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1955-09-24,North Carolina,ACC,George Barclay,H,Oklahoma,Big 7,Bud Wilkinson,L,6,13
1955-10-01,North Carolina,ACC,George Barclay,A,North Carolina State,ACC,Earle Edwards,W,25,18
1955-10-08,North Carolina,ACC,George Barclay,A,Georgia,SEC,Wallace Butts,L,7,28
1955-10-15,North Carolina,ACC,George Barclay,H,Maryland,ACC,Jim Tatum,L,7,25
1955-10-22,North Carolina,ACC,George Barclay,A,Wake Forest,ACC,Tom Rogers,L,0,25
1955-10-29,North Carolina,ACC,George Barclay,H,Tennessee,SEC,Bowden Wyatt,L,7,48
1955-11-05,North Carolina,ACC,George Barclay,H,South Carolina,ACC,Rex Enright,W,32,14
1955-11-12,North Carolina,ACC,George Barclay,H,Notre Dame,Ind,Terry Brennan,L,7,27
1955-11-19,North Carolina,ACC,George Barclay,H,Virginia,ACC,Ned McDonald,W,26,14
1955-12-03,North Carolina,ACC,George Barclay,A,Duke,ACC,Bill Murray,L,0,6
1955-09-24,Indiana,Big Ten,Bernie Crimmins,H,Michigan State,Big Ten,Duffy Daugherty,L,13,20
1955-10-01,Indiana,Big Ten,Bernie Crimmins,A,Notre Dame,Ind,Terry Brennan,L,0,19
1955-10-08,Indiana,Big Ten,Bernie Crimmins,A,Iowa,Big Ten,Forest Evashevski,L,6,20
1955-10-15,Indiana,Big Ten,Bernie Crimmins,H,Villanova,Ind,Francis Reagan,W,14,7
1955-10-22,Indiana,Big Ten,Bernie Crimmins,A,Northwestern,Big Ten,Lou Saban,W,20,14
1955-11-05,Indiana,Big Ten,Bernie Crimmins,A,Ohio State,Big Ten,Woody Hayes,L,13,20
1955-11-12,Indiana,Big Ten,Bernie Crimmins,A,Michigan,Big Ten,Bennie Oosterbaan,L,0,30
1955-11-19,Indiana,Big Ten,Bernie Crimmins,H,Purdue,Big Ten,Stuart Holcomb,L,4,6
1955-09-17,Florida State,Ind,Thomas Nugent,H,North Carolina State,ACC,Earle Edwards,W,7,0
1955-09-30,Florida State,Ind,Thomas Nugent,A,Miami (FL),Ind,Andy Gustafson,L,0,34
1955-10-08,Florida State,Ind,Thomas Nugent,H,Virginia Tech,Southern,Frank Moseley,L,20,24
1955-10-15,Florida State,Ind,Thomas Nugent,H,Georgia,SEC,Wallace Butts,L,14,47
1955-10-22,Florida State,Ind,Thomas Nugent,A,Georgia Tech,SEC,Bobby Dodd,L,0,34
1955-11-05,Florida State,Ind,Thomas Nugent,H,Villanova,Ind,Francis Reagan,W,16,13
1955-11-11,Florida State,Ind,Thomas Nugent,A,Furman,Southern,Homer Hobbs,W,19,6
1955-11-19,Florida State,Ind,Thomas Nugent,H,Citadel,Southern,John Sauer,W,39,0
1955-09-17,Iowa State,Big 7,Vince Di Francesca,H,Denver,Skyline,John Roning,L,7,19
1955-10-01,Iowa State,Big 7,Vince Di Francesca,A,Illinois,Big Ten,Ray Eliot,L,0,40
1955-10-08,Iowa State,Big 7,Vince Di Francesca,A,Kansas,Big 7,Chuck Mather,T,7,7
