Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1895-10-02,Brown,Ind,Wallace Moyle,A,Yale,Ind,John Hartwell,L,0,4
1895-10-12,Brown,Ind,Wallace Moyle,H,Tufts,Ind, Newell,W,28,0
1895-10-19,Brown,Ind,Wallace Moyle,A,Harvard,Ind,Robert Emmons,L,6,26
1895-10-23,Brown,Ind,Wallace Moyle,A,MIT,Ind,,W,14,0
1895-10-26,Brown,Ind,Wallace Moyle,H,Lehigh,Ind,Laurie Bliss,W,22,4
1895-10-30,Brown,Ind,Wallace Moyle,A,Pennsylvania,Ind,George Woodruff,L,0,12
1895-11-02,Brown,Ind,Wallace Moyle,H,Wesleyan (CT),Ind,,W,10,5
1895-11-09,Brown,Ind,Wallace Moyle,H,Yale,Ind,John Hartwell,T,6,6
1895-11-13,Brown,Ind,Wallace Moyle,H,MIT,Ind,,W,28,0
1895-11-16,Brown,Ind,Wallace Moyle,A,Cornell,Ind,Marshall Newell,L,4,6
1895-11-23,Brown,Ind,Wallace Moyle,N,Army,Ind,Harmon Graves,L,0,26
1895-11-28,Brown,Ind,Wallace Moyle,H,Dartmouth,Ind,,W,10,4
1895-09-28,Trinity (CT),Ind,,H,Yale,Ind,John Hartwell,L,0,8
1895-10-05,Trinity (CT),Ind,,A,Army,Ind,Harmon Graves,L,0,50
1895-10-12,Trinity (CT),Ind,,A,Massachusetts,Ind,,W,22,0
1895-10-30,Trinity (CT),Ind,,A,Tufts,Ind, Newell,L,0,4
1895-11-16,Trinity (CT),Ind,,H,Wesleyan (CT),Ind,,L,6,14
1895-09-28,Yale,Ind,John Hartwell,A,Trinity (CT),Ind,,W,8,0
1895-10-02,Yale,Ind,John Hartwell,H,Brown,Ind,Wallace Moyle,W,4,0
1895-10-05,Yale,Ind,John Hartwell,A,Union (NY),Ind,E.M. Church,W,26,0
1895-10-09,Yale,Ind,John Hartwell,H,Amherst,Ind,,W,36,0
1895-10-16,Yale,Ind,John Hartwell,H,Dartmouth,Ind,,W,26,0
1895-10-23,Yale,Ind,John Hartwell,H,Williams,Ind,,W,54,0
1895-10-30,Yale,Ind,John Hartwell,H,Dartmouth,Ind,,W,32,0
1895-11-02,Yale,Ind,John Hartwell,A,Army,Ind,Harmon Graves,W,28,8
1895-11-09,Yale,Ind,John Hartwell,A,Brown,Ind,Wallace Moyle,T,6,6
1895-11-23,Yale,Ind,John Hartwell,N,Princeton,Ind,,W,20,10
1895-09-26,Iowa State,Ind,,A,Purdue,Ind,D.M. Balliet,L,0,6
1895-09-28,Iowa State,Ind,,A,Northwestern,Ind,Alvin Culver,W,36,0
1895-09-30,Iowa State,Ind,,A,Wisconsin,Ind,H.O. Stickney,L,6,28
1895-10-19,Iowa State,Ind,,A,Minnesota,Ind,Pudge Heffelfinger,L,0,24
1895-10-14,Lehigh,Ind,Laurie Bliss,A,Pennsylvania,Ind,George Woodruff,L,0,54
1895-10-23,Lehigh,Ind,Laurie Bliss,H,Princeton,Ind,,L,0,16
1895-10-26,Lehigh,Ind,Laurie Bliss,A,Brown,Ind,Wallace Moyle,L,4,22
1895-11-09,Lehigh,Ind,Laurie Bliss,H,Lafayette,Ind,Parke Davis,L,12,22
1895-11-23,Lehigh,Ind,Laurie Bliss,A,Lafayette,Ind,Parke Davis,L,6,14
1895-09-26,Purdue,Ind,D.M. Balliet,H,Iowa State,Ind,,W,6,0
1895-10-29,Purdue,Ind,D.M. Balliet,H,Minnesota,Ind,Pudge Heffelfinger,W,16,4
1895-11-02,Purdue,Ind,D.M. Balliet,H,Northwestern,Ind,Alvin Culver,L,6,24
1895-11-16,Purdue,Ind,D.M. Balliet,A,Michigan,Ind,William McCauley,L,10,12
1895-11-28,Purdue,Ind,D.M. Balliet,H,Illinois,Ind,George Huff,W,6,2
1895-10-02,Harvard,Ind,Robert Emmons,H,Dartmouth,Ind,,W,4,0
1895-10-05,Harvard,Ind,Robert Emmons,H,Amherst,Ind,,W,24,0
1895-10-12,Harvard,Ind,Robert Emmons,A,Army,Ind,Harmon Graves,W,4,0
1895-10-16,Harvard,Ind,Robert Emmons,H,Williams,Ind,,W,32,0
