Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints,PassCompletions,PassAttempts,PassYards,PassTDs,RushAttempts,RushYards,RushTDs,FirstDownPass,FirstDownRush,Penalties,PenaltyYards,Fumbles,Interceptions
2006-10-28,Indiana,Big Ten,Terry Hoeppner,H,Michigan State,Big Ten,John Smith,W,46,21,15,26,261,5,51,185,1,14,9,4,45,2,1
2006-11-04,Indiana,Big Ten,Terry Hoeppner,A,Minnesota,Big Ten,Glen Mason,L,26,63,27,47,335,3,37,165,1,14,10,4,35,0,3
2006-11-11,Indiana,Big Ten,Terry Hoeppner,H,Michigan,Big Ten,Lloyd Carr,L,3,34,16,33,105,0,20,26,0,6,4,2,15,0,1
2006-11-18,Indiana,Big Ten,Terry Hoeppner,A,Purdue,Big Ten,Joe Tiller,L,19,28,26,42,290,1,31,215,1,12,8,6,46,4,0
2006-09-04,Florida State,ACC,Bobby Bowden,A,Miami (FL),ACC,Larry Coker,W,13,10,16,32,175,0,25,1,1,7,0,6,38,0,1
2006-09-09,Florida State,ACC,Bobby Bowden,H,Troy,Sun Belt,Larry Blakeney,W,24,17,30,43,336,2,28,45,1,15,6,6,51,3,1
2006-09-16,Florida State,ACC,Bobby Bowden,H,Clemson,ACC,Tommy Bowden,L,20,27,11,20,102,0,38,102,1,4,6,5,38,2,0
2006-09-23,Florida State,ACC,Bobby Bowden,H,Rice,CUSA,Todd Graham,W,55,7,13,23,213,2,38,287,5,9,12,8,58,1,0
2006-10-05,Florida State,ACC,Bobby Bowden,A,North Carolina State,ACC,Chuck Amato,L,20,24,16,29,249,2,32,96,0,12,3,10,81,0,1
2006-10-14,Florida State,ACC,Bobby Bowden,A,Duke,ACC,Ted Roof,W,51,24,23,40,321,5,21,157,1,16,4,11,101,1,3
2006-10-21,Florida State,ACC,Bobby Bowden,H,Boston College,ACC,Frank Spaziani,L,19,24,32,48,326,1,21,28,1,17,2,5,35,1,2
2006-10-28,Florida State,ACC,Bobby Bowden,A,Maryland,ACC,Ralph Friedgen,L,24,27,22,36,286,2,34,172,1,12,9,13,100,1,0
2006-11-04,Florida State,ACC,Bobby Bowden,H,Virginia,ACC,Al Groh,W,33,0,14,31,226,1,27,117,2,9,4,4,35,0,0
2006-11-11,Florida State,ACC,Bobby Bowden,H,Wake Forest,ACC,Jim Grobe,L,0,30,9,28,113,0,23,26,0,6,2,9,69,0,4
2006-11-18,Florida State,ACC,Bobby Bowden,H,Western Michigan,MAC,Bill Cubit,W,28,20,14,23,178,2,28,73,1,7,4,3,20,2,0
2006-11-25,Florida State,ACC,Bobby Bowden,H,Florida,SEC,Urban Meyer,L,14,21,18,43,189,1,18,46,1,7,3,4,27,0,3
2006-12-27,Florida State,ACC,Bobby Bowden,N,UCLA,Pac-10,Karl Dorrell,W,44,27,21,43,325,1,30,105,2,13,6,5,44,0,1
2006-08-31,Iowa State,Big 12,Dan McCarney,H,Toledo,MAC,Tom Amstutz,W,45,43,17,26,234,2,41,159,4,10,12,3,18,1,0
2006-09-09,Iowa State,Big 12,Dan McCarney,H,Nevada-Las Vegas,MWC,Mike Sanford,W,16,10,14,21,203,0,37,137,2,8,9,6,55,0,1
2006-09-16,Iowa State,Big 12,Dan McCarney,A,Iowa,Big Ten,Kirk Ferentz,L,17,27,15,31,152,1,36,171,1,7,10,5,35,0,0
2006-09-23,Iowa State,Big 12,Dan McCarney,A,Texas,Big 12,Mack Brown,L,14,37,25,45,302,2,27,21,0,13,5,7,50,0,2
2006-10-07,Iowa State,Big 12,Dan McCarney,H,Nebraska,Big 12,Bill Callahan,L,14,28,18,39,262,1,24,53,1,13,2,6,45,0,1
2006-10-14,Iowa State,Big 12,Dan McCarney,A,Oklahoma,Big 12,Bob Stoops,L,9,34,14,25,149,1,29,89,0,6,6,4,30,0,2
2006-10-21,Iowa State,Big 12,Dan McCarney,H,Texas Tech,Big 12,Mike Leach,L,26,42,14,34,146,1,36,75,2,8,5,4,35,0,2
2006-10-28,Iowa State,Big 12,Dan McCarney,A,Kansas State,Big 12,Ron Prince,L,10,31,23,41,280,0,35,104,1,11,8,2,15,2,1
2006-11-04,Iowa State,Big 12,Dan McCarney,H,Kansas,Big 12,Mark Mangino,L,10,41,16,31,180,0,30,33,1,8,3,4,30,3,1
2006-11-11,Iowa State,Big 12,Dan McCarney,A,Colorado,Big 12,Dan Hawkins,L,16,33,18,29,209,1,30,102,1,11,6,7,46,0,0
2006-11-18,Iowa State,Big 12,Dan McCarney,H,Missouri,Big 12,Gary Pinkel,W,21,16,15,27,153,1,48,196,2,8,14,5,40,0,1
2006-09-08,Cincinnati,Big East,Brian Kelly,H,Pitt,Big East,Dave Wannstedt,L,15,33,25,40,221,1,30,35,1,12,3,6,38,1,2
2006-09-16,Cincinnati,Big East,Brian Kelly,A,Ohio State,Big Ten,Jim Tressel,L,7,37,20,25,216,1,22,-4,0,10,1,6,28,0,3
2006-09-23,Cincinnati,Big East,Brian Kelly,A,Virginia Tech,ACC,Frank Beamer,L,13,29,14,20,159,0,38,121,1,5,6,9,75,1,2
2006-09-30,Cincinnati,Big East,Brian Kelly,H,Miami (OH),MAC,Shane Montgomery,W,24,10,5,11,43,1,42,253,2,2,10,6,41,2,1
2006-10-07,Cincinnati,Big East,Brian Kelly,H,Akron,MAC,J.D. Brookhart,W,20,14,16,24,230,1,53,194,1,11,11,7,75,2,1
2006-10-14,Cincinnati,Big East,Brian Kelly,A,Louisville,Big East,Bobby Petrino,L,17,23,10,28,129,2,52,212,0,8,10,7,65,1,0
2006-10-22,Cincinnati,Big East,Brian Kelly,H,South Florida,Big East,Jim Leavitt,W,23,6,11,18,105,0,46,191,2,6,11,5,55,0,0
2006-10-28,Cincinnati,Big East,Brian Kelly,H,Syracuse,Big East,Greg Robinson,W,17,3,13,18,205,1,42,147,1,8,8,4,36,0,2
2006-11-11,Cincinnati,Big East,Brian Kelly,A,West Virginia,Big East,Rich Rodriguez,L,24,42,23,41,310,3,31,57,0,13,5,11,75,1,3
2006-11-18,Cincinnati,Big East,Brian Kelly,H,Rutgers,Big East,Greg Schiano,W,30,11,11,15,277,1,46,125,1,9,6,7,70,3,0
2006-11-25,Cincinnati,Big East,Brian Kelly,A,Connecticut,Big East,Randy Edsall,W,26,23,20,34,291,2,41,151,0,10,8,8,71,0,1
2007-01-06,Cincinnati,Big East,Brian Kelly,N,Western Michigan,MAC,Bill Cubit,W,27,24,20,37,221,2,34,126,0,15,6,2,20,1,2
2006-09-09,Arizona State,Pac-10,Dirk Koetter,H,Nevada,WAC,Chris Ault,W,52,21,19,30,337,5,31,149,1,15,6,5,29,1,1
2006-09-16,Arizona State,Pac-10,Dirk Koetter,A,Colorado,Big 12,Dan Hawkins,W,21,3,21,37,248,2,37,182,1,14,8,11,73,2,2
2006-09-23,Arizona State,Pac-10,Dirk Koetter,A,California,Pac-10,Jeff Tedford,L,21,49,16,36,177,2,46,237,1,6,18,9,70,1,4
2006-09-30,Arizona State,Pac-10,Dirk Koetter,H,Oregon,Pac-10,Mike Bellotti,L,13,48,6,19,33,0,34,142,0,0,8,6,44,1,1
2006-10-14,Arizona State,Pac-10,Dirk Koetter,A,USC,Pac-10,Pete Carroll,L,21,28,12,21,124,1,33,121,1,7,5,12,97,1,0
2006-10-21,Arizona State,Pac-10,Dirk Koetter,H,Stanford,Pac-10,Walt Harris,W,38,3,17,19,175,1,47,206,4,9,11,10,95,0,0
2006-10-28,Arizona State,Pac-10,Dirk Koetter,A,Washington,Pac-10,Tyrone Willingham,W,26,23,16,23,170,2,34,190,2,10,5,16,127,0,0
2006-11-04,Arizona State,Pac-10,Dirk Koetter,A,Oregon State,Pac-10,Mike Riley,L,10,44,9,29,124,0,34,99,1,6,6,6,45,0,2
2006-11-11,Arizona State,Pac-10,Dirk Koetter,H,Washington State,Pac-10,Bill Doba,W,47,14,16,29,366,3,49,196,2,14,11,4,44,1,1
2006-11-18,Arizona State,Pac-10,Dirk Koetter,H,UCLA,Pac-10,Karl Dorrell,L,12,24,11,30,149,0,37,115,0,6,7,4,33,0,1
2006-11-25,Arizona State,Pac-10,Dirk Koetter,A,Arizona,Pac-10,Mike Stoops,W,28,14,17,26,214,3,45,215,1,10,12,8,76,1,1
2006-12-24,Arizona State,Pac-10,Dirk Koetter,A,Hawaii,WAC,June Jones,L,24,41,13,26,191,2,36,200,1,8,9,5,32,2,0
2006-09-02,Utah,MWC,Kyle Whittingham,A,UCLA,Pac-10,Karl Dorrell,L,10,31,14,34,175,1,23,112,0,7,7,7,70,1,2
2006-09-16,Utah,MWC,Kyle Whittingham,A,Utah State,WAC,Brent Guy,W,48,0,20,30,240,4,37,161,0,10,9,7,71,1,0
2006-09-23,Utah,MWC,Kyle Whittingham,A,San Diego State,MWC,Chuck Long,W,38,7,13,28,167,1,41,192,2,10,13,4,40,1,1
2006-09-30,Utah,MWC,Kyle Whittingham,H,Boise State,WAC,Chris Petersen,L,3,36,8,27,51,0,29,127,0,3,5,5,34,0,4
2006-10-05,Utah,MWC,Kyle Whittingham,H,Texas Christian,MWC,Gary Patterson,W,20,7,19,32,223,2,36,131,0,6,6,8,89,0,1
2006-10-14,Utah,MWC,Kyle Whittingham,A,Wyoming,MWC,Joe Glenn,L,15,31,16,31,111,1,29,33,0,4,4,3,19,2,2
2006-10-19,Utah,MWC,Kyle Whittingham,A,New Mexico,MWC,Rocky Long,L,31,34,18,31,234,2,41,160,2,11,8,4,24,0,0
2006-10-28,Utah,MWC,Kyle Whittingham,H,Nevada-Las Vegas,MWC,Mike Sanford,W,45,23,20,24,290,4,34,110,1,10,6,5,50,2,0
2006-11-11,Utah,MWC,Kyle Whittingham,H,Colorado State,MWC,Sonny Lubick,W,35,22,21,34,321,2,42,205,3,14,12,10,105,0,1
2006-11-18,Utah,MWC,Kyle Whittingham,A,Air Force,MWC,Fisher DeBerry,W,17,14,24,38,236,0,35,119,2,9,12,7,60,0,0
2006-11-25,Utah,MWC,Kyle Whittingham,H,BYU,MWC,Bronco Mendenhall,L,31,33,25,41,376,4,33,98,0,17,7,6,56,0,0
2006-12-23,Utah,MWC,Kyle Whittingham,N,Tulsa,CUSA,Steve Kragthorpe,W,25,13,23,34,240,1,33,165,1,11,10,6,41,1,1
2006-09-02,Syracuse,Big East,Greg Robinson,A,Wake Forest,ACC,Jim Grobe,L,10,20,6,19,45,1,30,91,0,4,6,1,5,1,0
2006-09-09,Syracuse,Big East,Greg Robinson,H,Iowa,Big Ten,Kirk Ferentz,L,13,20,21,38,210,1,44,70,0,11,5,7,58,0,0
2006-09-16,Syracuse,Big East,Greg Robinson,A,Illinois,Big Ten,Ron Zook,W,31,21,9,18,167,2,44,202,1,8,8,7,61,0,1
2006-09-23,Syracuse,Big East,Greg Robinson,H,Miami (OH),MAC,Shane Montgomery,W,34,14,14,20,163,2,34,152,1,6,8,7,68,0,0
2006-09-30,Syracuse,Big East,Greg Robinson,H,Wyoming,MWC,Joe Glenn,W,40,34,11,25,121,1,32,154,4,5,10,7,60,2,1
2006-10-07,Syracuse,Big East,Greg Robinson,H,Pitt,Big East,Dave Wannstedt,L,11,21,20,29,225,1,33,92,0,11,7,8,60,3,0
2006-10-14,Syracuse,Big East,Greg Robinson,A,West Virginia,Big East,Rich Rodriguez,L,17,41,9,22,146,1,35,81,1,5,7,8,45,1,0
2006-10-21,Syracuse,Big East,Greg Robinson,H,Louisville,Big East,Bobby Petrino,L,13,28,24,41,303,1,28,19,0,15,3,9,65,1,1
2006-10-28,Syracuse,Big East,Greg Robinson,A,Cincinnati,Big East,Brian Kelly,L,3,17,13,29,119,0,31,61,0,6,5,5,41,0,0
2006-11-11,Syracuse,Big East,Greg Robinson,A,South Florida,Big East,Jim Leavitt,L,10,27,15,32,174,1,39,76,0,11,4,3,15,2,1
2006-11-18,Syracuse,Big East,Greg Robinson,H,Connecticut,Big East,Randy Edsall,W,20,14,9,19,143,1,39,163,1,7,7,4,35,1,0
2006-11-25,Syracuse,Big East,Greg Robinson,A,Rutgers,Big East,Greg Schiano,L,7,38,10,19,69,1,31,122,0,2,8,5,49,1,1
2006-09-02,Arizona,Pac-10,Mike Stoops,H,BYU,MWC,Bronco Mendenhall,W,16,13,19,39,186,1,24,67,0,11,2,8,61,0,1
2006-09-09,Arizona,Pac-10,Mike Stoops,A,LSU,SEC,Les Miles,L,3,45,16,36,117,0,21,35,0,7,5,3,14,1,3
2006-09-23,Arizona,Pac-10,Mike Stoops,H,USC,Pac-10,Pete Carroll,L,3,20,14,25,170,0,19,-16,0,6,2,4,30,1,1
2006-09-30,Arizona,Pac-10,Mike Stoops,H,Washington,Pac-10,Tyrone Willingham,L,10,21,24,41,308,1,24,-7,0,14,2,8,78,0,1
2006-10-07,Arizona,Pac-10,Mike Stoops,A,UCLA,Pac-10,Karl Dorrell,L,7,27,21,42,235,1,26,-13,0,12,1,7,65,0,1
2006-10-14,Arizona,Pac-10,Mike Stoops,A,Stanford,Pac-10,Walt Harris,W,20,7,10,13,74,0,51,220,2,4,11,6,45,0,1
2006-10-21,Arizona,Pac-10,Mike Stoops,H,Oregon State,Pac-10,Mike Riley,L,10,17,17,30,161,0,28,22,0,8,5,3,30,1,2
2006-11-04,Arizona,Pac-10,Mike Stoops,A,Washington State,Pac-10,Bill Doba,W,27,17,10,17,159,1,44,116,2,5,6,5,30,1,1
2006-11-11,Arizona,Pac-10,Mike Stoops,H,California,Pac-10,Jeff Tedford,W,24,20,17,34,202,0,33,60,2,8,3,6,54,0,0
2006-11-18,Arizona,Pac-10,Mike Stoops,A,Oregon,Pac-10,Mike Bellotti,W,37,10,9,14,133,2,45,230,2,6,9,9,85,0,0
2006-11-25,Arizona,Pac-10,Mike Stoops,H,Arizona State,Pac-10,Dirk Koetter,L,14,28,17,40,135,2,23,33,0,7,4,5,52,0,2
2006-09-02,Penn State,Big Ten,Joe Paterno,H,Akron,MAC,J.D. Brookhart,W,34,16,16,32,206,3,27,76,1,8,4,5,33,2,0
2006-09-09,Penn State,Big Ten,Joe Paterno,A,Notre Dame,Ind,Charlie Weis,L,17,41,24,41,225,1,33,158,1,12,10,4,25,2,1
2006-09-23,Penn State,Big Ten,Joe Paterno,A,Ohio State,Big Ten,Jim Tressel,L,6,28,16,25,106,0,40,142,0,7,6,3,20,0,3
2006-09-30,Penn State,Big Ten,Joe Paterno,H,Northwestern,Big Ten,Pat Fitzgerald,W,33,7,20,35,295,0,48,233,3,10,15,6,52,1,1
2006-10-07,Penn State,Big Ten,Joe Paterno,A,Minnesota,Big Ten,Glen Mason,W,28,27,20,35,281,2,40,150,2,13,7,4,20,0,1
2006-10-14,Penn State,Big Ten,Joe Paterno,H,Michigan,Big Ten,Lloyd Carr,L,10,17,17,31,200,1,25,-14,0,8,1,1,8,1,0
2006-10-21,Penn State,Big Ten,Joe Paterno,H,Illinois,Big Ten,Ron Zook,W,26,12,18,34,144,1,24,40,0,6,3,3,15,1,1
2006-10-28,Penn State,Big Ten,Joe Paterno,A,Purdue,Big Ten,Joe Tiller,W,12,0,14,31,182,0,50,240,1,9,14,9,80,1,0
2006-11-04,Penn State,Big Ten,Joe Paterno,A,Wisconsin,Big Ten,Bret Bielema,L,3,13,19,36,165,0,19,36,0,9,3,6,44,2,1
2006-11-11,Penn State,Big Ten,Joe Paterno,H,Temple,Ind,Al Golden,W,47,0,17,30,199,1,33,212,4,8,10,3,30,0,1
2006-11-18,Penn State,Big Ten,Joe Paterno,H,Michigan State,Big Ten,John Smith,W,17,13,17,37,220,2,39,105,0,12,8,3,25,4,0
2007-01-01,Penn State,Big Ten,Joe Paterno,N,Tennessee,SEC,Phillip Fulmer,W,20,10,14,25,197,1,40,183,0,9,9,6,45,0,0
2006-09-02,Vanderbilt,SEC,Bobby Johnson,A,Michigan,Big Ten,Lloyd Carr,L,7,27,12,26,129,1,26,42,0,6,1,2,20,2,0
2006-09-09,Vanderbilt,SEC,Bobby Johnson,A,Alabama,SEC,Joe Kines,L,10,13,16,24,155,1,23,80,0,7,4,2,30,1,3
2006-09-16,Vanderbilt,SEC,Bobby Johnson,H,Arkansas,SEC,Houston Nutt,L,19,21,12,26,124,1,37,240,2,6,9,7,56,0,0
2006-09-30,Vanderbilt,SEC,Bobby Johnson,H,Temple,Ind,Al Golden,W,43,14,11,23,169,2,31,279,4,4,15,9,89,1,0
2006-10-07,Vanderbilt,SEC,Bobby Johnson,A,Ole Miss,SEC,Ed Orgeron,L,10,17,21,33,271,1,41,129,0,12,10,2,20,4,1
2006-10-14,Vanderbilt,SEC,Bobby Johnson,A,Georgia,SEC,Mark Richt,W,24,22,15,29,190,2,29,101,1,12,5,3,15,0,2
2006-10-21,Vanderbilt,SEC,Bobby Johnson,H,South Carolina,SEC,Steve Spurrier,L,13,31,11,25,120,0,36,133,1,5,8,7,41,1,2
2006-10-28,Vanderbilt,SEC,Bobby Johnson,A,Duke,ACC,Ted Roof,W,45,28,16,29,277,2,38,235,4,9,12,7,56,2,0
2006-11-04,Vanderbilt,SEC,Bobby Johnson,H,Florida,SEC,Urban Meyer,L,19,25,27,44,298,2,23,93,1,12,5,3,33,0,1
2006-11-11,Vanderbilt,SEC,Bobby Johnson,A,Kentucky,SEC,Rich Brooks,L,26,38,23,37,446,1,30,175,3,18,7,1,5,2,2
2006-11-18,Vanderbilt,SEC,Bobby Johnson,H,Tennessee,SEC,Phillip Fulmer,L,10,39,11,24,109,1,34,109,0,4,7,4,29,0,2
2006-09-03,Kentucky,SEC,Rich Brooks,A,Louisville,Big East,Bobby Petrino,L,28,59,10,26,238,3,19,22,0,5,1,5,35,1,0
2006-09-16,Kentucky,SEC,Rich Brooks,H,Ole Miss,SEC,Ed Orgeron,W,31,14,22,34,293,3,33,87,1,11,9,5,45,1,0
2006-09-23,Kentucky,SEC,Rich Brooks,A,Florida,SEC,Urban Meyer,L,7,26,26,38,210,1,22,39,0,9,6,10,66,0,0
2006-09-30,Kentucky,SEC,Rich Brooks,H,Central Michigan,MAC,Jeff Quinn,W,45,36,20,32,266,4,31,107,2,11,6,2,15,1,1
2006-10-07,Kentucky,SEC,Rich Brooks,H,South Carolina,SEC,Steve Spurrier,L,17,24,18,32,289,1,27,62,1,9,6,7,50,0,1
2006-10-14,Kentucky,SEC,Rich Brooks,A,LSU,SEC,Les Miles,L,0,49,16,41,166,0,23,61,0,9,4,9,84,0,1
2006-10-28,Kentucky,SEC,Rich Brooks,A,Mississippi State,SEC,Sylvester Croom,W,34,31,19,29,284,3,38,106,1,12,8,8,51,1,1
2006-11-04,Kentucky,SEC,Rich Brooks,H,Georgia,SEC,Mark Richt,W,24,20,23,32,204,2,42,147,1,8,12,3,25,1,2
2006-11-11,Kentucky,SEC,Rich Brooks,H,Vanderbilt,SEC,Bobby Johnson,W,38,26,29,43,450,4,37,147,1,17,8,6,58,1,0
2006-11-18,Kentucky,SEC,Rich Brooks,H,Louisiana-Monroe,Sun Belt,Charlie Weatherbie,W,42,40,25,35,359,3,29,98,1,14,9,5,45,1,0
2006-11-25,Kentucky,SEC,Rich Brooks,A,Tennessee,SEC,Phillip Fulmer,L,12,17,26,39,282,1,30,128,0,14,8,3,28,0,0
2006-12-29,Kentucky,SEC,Rich Brooks,N,Clemson,ACC,Tommy Bowden,W,28,20,21,29,309,3,40,100,1,12,7,8,84,2,0
2006-09-02,California,Pac-10,Jeff Tedford,A,Tennessee,SEC,Phillip Fulmer,L,18,35,20,42,272,1,23,64,1,9,4,6,40,0,2
2006-09-09,California,Pac-10,Jeff Tedford,H,Minnesota,Big Ten,Glen Mason,W,42,17,22,31,300,4,48,231,2,13,15,6,61,1,0
2006-09-23,California,Pac-10,Jeff Tedford,H,Arizona State,Pac-10,Dirk Koetter,W,49,21,18,26,270,4,27,139,0,11,5,5,70,1,1
2006-09-30,California,Pac-10,Jeff Tedford,A,Oregon State,Pac-10,Mike Riley,W,41,13,22,31,341,4,33,142,1,15,8,4,25,0,1
2006-10-07,California,Pac-10,Jeff Tedford,H,Oregon,Pac-10,Mike Bellotti,W,45,24,14,26,189,3,42,235,2,9,10,7,63,0,1
2006-10-14,California,Pac-10,Jeff Tedford,A,Washington State,Pac-10,Bill Doba,W,21,3,17,31,176,0,40,177,3,8,9,6,36,1,2
2006-10-21,California,Pac-10,Jeff Tedford,H,Washington,Pac-10,Tyrone Willingham,W,31,24,21,36,291,0,35,195,3,14,8,6,50,0,0
2006-11-04,California,Pac-10,Jeff Tedford,H,UCLA,Pac-10,Karl Dorrell,W,38,24,20,24,266,3,34,167,1,12,11,5,37,1,0
2006-11-11,California,Pac-10,Jeff Tedford,A,Arizona,Pac-10,Mike Stoops,L,20,24,17,36,250,1,23,106,0,10,4,7,57,0,3
2006-11-18,California,Pac-10,Jeff Tedford,A,USC,Pac-10,Pete Carroll,L,9,23,17,38,176,1,26,99,0,8,5,3,22,1,2
2006-12-02,California,Pac-10,Jeff Tedford,H,Stanford,Pac-10,Walt Harris,W,26,17,14,31,217,1,33,127,0,10,7,3,21,1,0
2006-12-28,California,Pac-10,Jeff Tedford,N,Texas A&M,Big 12,Dennis Franchione,W,45,10,19,24,235,1,32,241,5,11,11,4,35,0,1
2006-09-02,Florida,SEC,Urban Meyer,H,Southern Mississippi,CUSA,Jeff Bower,W,34,7,21,30,248,3,29,143,2,11,8,7,44,0,1
2006-09-09,Florida,SEC,Urban Meyer,H,UCF,CUSA,George O'Leary,W,42,0,25,38,433,4,36,204,2,19,8,10,71,2,2
2006-09-16,Florida,SEC,Urban Meyer,A,Tennessee,SEC,Phillip Fulmer,W,21,20,15,25,199,3,41,121,0,10,11,9,65,0,1
2006-09-23,Florida,SEC,Urban Meyer,H,Kentucky,SEC,Rich Brooks,W,26,7,16,28,279,2,38,235,2,12,11,10,71,1,1
2006-09-30,Florida,SEC,Urban Meyer,H,Alabama,SEC,Joe Kines,W,28,13,15,21,197,2,33,133,1,11,5,9,53,2,0
2006-10-07,Florida,SEC,Urban Meyer,H,LSU,SEC,Les Miles,W,23,10,19,28,191,2,32,97,1,9,5,14,102,1,1
2006-10-14,Florida,SEC,Urban Meyer,A,Auburn,SEC,Tommy Tuberville,L,17,27,9,17,108,1,28,171,1,6,9,5,33,2,1
2006-10-28,Florida,SEC,Urban Meyer,N,Georgia,SEC,Mark Richt,W,21,14,14,28,163,1,35,156,1,7,6,10,75,1,1
2006-11-04,Florida,SEC,Urban Meyer,A,Vanderbilt,SEC,Bobby Johnson,W,25,19,19,28,242,1,33,88,2,12,5,6,53,0,3
2006-11-11,Florida,SEC,Urban Meyer,H,South Carolina,SEC,Steve Spurrier,W,17,16,19,29,254,1,32,147,1,14,11,4,49,0,1
2006-11-25,Florida,SEC,Urban Meyer,A,Florida State,ACC,Bobby Bowden,W,21,14,21,35,283,2,32,105,1,9,6,7,65,1,0
