Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1893-10-04,Brown,Ind,William Odlin,A,Yale,Ind,William Rhodes,L,0,18
1893-10-07,Brown,Ind,William Odlin,A,WPI,Ind,,W,30,0
1893-10-18,Brown,Ind,William Odlin,H,Trinity (CT),Ind,,W,34,0
1893-10-25,Brown,Ind,William Odlin,A,Harvard,Ind,George Stewart,L,0,58
1893-11-04,Brown,Ind,William Odlin,H,MIT,Ind,,W,36,0
1893-11-11,Brown,Ind,William Odlin,A,MIT,Ind,,W,28,6
1893-11-18,Brown,Ind,William Odlin,H,Tufts,Ind, Haskell,W,30,6
1893-09-30,Trinity (CT),Ind,,H,Amherst,Ind,,T,14,14
1893-10-04,Trinity (CT),Ind,,H,Dartmouth,Ind,Wallace Moyle,L,6,16
1893-10-07,Trinity (CT),Ind,,A,Wesleyan (CT),Ind,,L,0,18
1893-10-14,Trinity (CT),Ind,,H,WPI,Ind,,T,16,16
1893-10-18,Trinity (CT),Ind,,A,Brown,Ind,William Odlin,L,0,34
1893-10-28,Trinity (CT),Ind,,A,Amherst,Ind,,L,0,18
1893-11-01,Trinity (CT),Ind,,A,MIT,Ind,,L,12,18
1893-11-04,Trinity (CT),Ind,,A,WPI,Ind,,L,0,10
1893-11-08,Trinity (CT),Ind,,H,Wesleyan (CT),Ind,,L,6,14
1893-11-11,Trinity (CT),Ind,,A,Army,Ind,Laurie Bliss,L,11,18
1893-11-15,Trinity (CT),Ind,,H,MIT,Ind,,L,12,18
1893-10-04,Yale,Ind,William Rhodes,H,Brown,Ind,William Odlin,W,18,0
1893-10-14,Yale,Ind,William Rhodes,H,Dartmouth,Ind,Wallace Moyle,W,28,0
1893-10-18,Yale,Ind,William Rhodes,H,Amherst,Ind,,W,46,0
1893-10-25,Yale,Ind,William Rhodes,H,Williams,Ind,,W,82,0
1893-10-28,Yale,Ind,William Rhodes,A,Army,Ind,Laurie Bliss,W,28,0
1893-11-11,Yale,Ind,William Rhodes,N,Pennsylvania,Ind,George Woodruff,W,14,6
1893-11-25,Yale,Ind,William Rhodes,N,Harvard,Ind,George Stewart,W,6,0
1893-11-30,Yale,Ind,William Rhodes,N,Princeton,Ind,,L,0,6
1893-10-07,Lehigh,Ind,Harmon Graves,H,Princeton,Ind,,L,0,12
1893-10-14,Lehigh,Ind,Harmon Graves,A,Army,Ind,Laurie Bliss,W,18,0
1893-10-18,Lehigh,Ind,Harmon Graves,H,Pennsylvania,Ind,George Woodruff,L,6,32
1893-10-25,Lehigh,Ind,Harmon Graves,A,Princeton,Ind,,L,6,28
1893-11-08,Lehigh,Ind,Harmon Graves,H,Lafayette,Ind,P.G. Haskell,W,22,6
1893-11-11,Lehigh,Ind,Harmon Graves,A,Cornell,Ind,,W,14,0
1893-11-18,Lehigh,Ind,Harmon Graves,A,Lafayette,Ind,P.G. Haskell,W,10,0
1893-10-25,Purdue,Ind,D.M. Balliet,H,Chicago,Ind,Amos Alonzo Stagg,W,20,10
1893-11-11,Purdue,Ind,D.M. Balliet,H,Michigan,Ind,Frank Barbour,L,8,46
1893-11-18,Purdue,Ind,D.M. Balliet,A,Wisconsin,Ind,Parke Davis,L,30,36
1893-11-25,Purdue,Ind,D.M. Balliet,H,Illinois,Ind,E.K. Hall,T,26,26
1893-10-04,WPI,Ind,,H,Massachusetts,Ind,,W,16,0
1893-10-07,WPI,Ind,,H,Brown,Ind,William Odlin,L,0,30
1893-10-14,WPI,Ind,,A,Trinity (CT),Ind,,T,16,16
1893-11-01,WPI,Ind,,H,Amherst,Ind,,L,4,34
1893-11-04,WPI,Ind,,H,Trinity (CT),Ind,,W,10,0
1893-11-08,WPI,Ind,,A,Williams,Ind,,L,0,66
