Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1963-09-21,North Carolina,ACC,James Hickey,H,Virginia,ACC,William Elias,W,11,7
1963-09-28,North Carolina,ACC,James Hickey,A,Michigan State,Big Ten,Duffy Daugherty,L,0,31
1963-10-05,North Carolina,ACC,James Hickey,A,Wake Forest,ACC,Billy Hildebrand,W,21,0
1963-10-12,North Carolina,ACC,James Hickey,A,Maryland,ACC,Thomas Nugent,W,14,7
1963-10-19,North Carolina,ACC,James Hickey,H,North Carolina State,ACC,Earle Edwards,W,31,10
1963-10-26,North Carolina,ACC,James Hickey,A,South Carolina,ACC,Marvin Bass,W,7,0
1963-11-02,North Carolina,ACC,James Hickey,H,Georgia,SEC,Johnny Griffith,W,28,7
1963-11-09,North Carolina,ACC,James Hickey,H,Clemson,ACC,Frank Howard,L,7,11
1963-11-16,North Carolina,ACC,James Hickey,H,Miami (FL),Ind,Andy Gustafson,W,27,16
1963-11-28,North Carolina,ACC,James Hickey,A,Duke,ACC,Bill Murray,W,16,14
1963-12-28,North Carolina,ACC,James Hickey,N,Air Force,Ind,Ben Martin,W,35,0
1963-09-21,Miami (OH),MAC,Bo Schembechler,H,Xavier,Ind,Edward Biles,L,12,21
1963-09-28,Miami (OH),MAC,Bo Schembechler,H,Marshall,MAC,Charlie Snyder,T,14,14
1963-10-05,Miami (OH),MAC,Bo Schembechler,A,Western Michigan,MAC,Merle Schlosser,W,27,19
1963-10-12,Miami (OH),MAC,Bo Schembechler,A,Kent State,MAC,Trevor Rees,W,30,8
1963-10-19,Miami (OH),MAC,Bo Schembechler,A,Northwestern,Big Ten,Ara Parseghian,L,6,37
1963-10-26,Miami (OH),MAC,Bo Schembechler,H,Ohio,MAC,Bill Hess,L,10,13
1963-11-02,Miami (OH),MAC,Bo Schembechler,A,Bowling Green State,MAC,Doyt Perry,W,21,12
1963-11-09,Miami (OH),MAC,Bo Schembechler,H,Toledo,MAC,Frank Lauterbur,W,40,8
1963-11-16,Miami (OH),MAC,Bo Schembechler,A,Dayton,Ind,William Ankney,T,27,27
1963-11-28,Miami (OH),MAC,Bo Schembechler,A,Cincinnati,MVC,Charles Studley,W,21,19
1963-09-28,Indiana,Big Ten,Phil Dickens,A,Northwestern,Big Ten,Ara Parseghian,L,21,34
1963-10-05,Indiana,Big Ten,Phil Dickens,H,Ohio State,Big Ten,Woody Hayes,L,0,21
1963-10-12,Indiana,Big Ten,Phil Dickens,A,Iowa,Big Ten,Jerry Burns,L,26,37
1963-10-19,Indiana,Big Ten,Phil Dickens,A,Michigan State,Big Ten,Duffy Daugherty,L,3,20
1963-10-26,Indiana,Big Ten,Phil Dickens,H,Cincinnati,MVC,Charles Studley,W,20,6
1963-11-02,Indiana,Big Ten,Phil Dickens,A,Minnesota,Big Ten,Murray Warmath,W,24,6
