Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1973-09-15,North Carolina,ACC,Bill Dooley,H,William & Mary,Southern,James Root,W,34,27
1973-09-22,North Carolina,ACC,Bill Dooley,H,Maryland,ACC,Jerry Claiborne,L,3,23
1973-09-29,North Carolina,ACC,Bill Dooley,H,Missouri,Big 8,Al Onofrio,L,14,27
1973-10-06,North Carolina,ACC,Bill Dooley,A,North Carolina State,ACC,Lou Holtz,L,26,28
1973-10-13,North Carolina,ACC,Bill Dooley,A,Kentucky,SEC,Fran Curci,W,16,10
1973-10-20,North Carolina,ACC,Bill Dooley,A,Tulane,Ind,Bennie Ellender,L,0,16
1973-10-27,North Carolina,ACC,Bill Dooley,H,East Carolina,Southern,Sonny Randle,W,28,27
1973-11-03,North Carolina,ACC,Bill Dooley,A,Virginia,ACC,Don Lawrence,L,40,44
1973-11-10,North Carolina,ACC,Bill Dooley,H,Clemson,ACC,Red Parker,L,29,37
1973-11-17,North Carolina,ACC,Bill Dooley,H,Wake Forest,ACC,Chuck Mills,W,42,0
1973-11-24,North Carolina,ACC,Bill Dooley,A,Duke,ACC,Mike McGee,L,10,27
1973-09-15,Miami (OH),MAC,Bill Mallory,A,Dayton,Ind,Ron Marciniak,W,32,0
1973-09-22,Miami (OH),MAC,Bill Mallory,A,Purdue,Big Ten,Alex Agase,W,24,19
1973-09-29,Miami (OH),MAC,Bill Mallory,A,South Carolina,Ind,Paul Dietzel,W,13,11
1973-10-06,Miami (OH),MAC,Bill Mallory,H,Marshall,Ind,Jack Lengyel,W,31,6
1973-10-13,Miami (OH),MAC,Bill Mallory,H,Ohio,MAC,Bill Hess,W,10,6
1973-10-20,Miami (OH),MAC,Bill Mallory,A,Bowling Green State,MAC,Don Nehlen,W,31,8
1973-10-27,Miami (OH),MAC,Bill Mallory,H,Toledo,MAC,Jack Murphy,W,16,0
1973-11-03,Miami (OH),MAC,Bill Mallory,A,Western Michigan,MAC,Bill Doolittle,W,24,9
1973-11-10,Miami (OH),MAC,Bill Mallory,A,Kent State,MAC,Don James,W,20,10
1973-11-17,Miami (OH),MAC,Bill Mallory,H,Cincinnati,Ind,Tony Mason,W,6,0
1973-12-22,Miami (OH),MAC,Bill Mallory,A,Florida,SEC,Doug Dickey,W,16,7
1973-09-15,Indiana,Big Ten,Lee Corso,H,Illinois,Big Ten,Bob Blackman,L,14,28
1973-09-22,Indiana,Big Ten,Lee Corso,A,Arizona,WAC,Jim Young,L,10,26
1973-09-29,Indiana,Big Ten,Lee Corso,H,Kentucky,SEC,Fran Curci,W,17,3
1973-10-06,Indiana,Big Ten,Lee Corso,A,West Virginia,Ind,Bobby Bowden,W,28,14
1973-10-13,Indiana,Big Ten,Lee Corso,A,Minnesota,Big Ten,Cal Stoll,L,3,24
1973-10-20,Indiana,Big Ten,Lee Corso,H,Ohio State,Big Ten,Woody Hayes,L,7,37
1973-10-27,Indiana,Big Ten,Lee Corso,A,Wisconsin,Big Ten,John Jardine,L,7,31
1973-11-03,Indiana,Big Ten,Lee Corso,A,Michigan,Big Ten,Bo Schembechler,L,13,49
1973-11-10,Indiana,Big Ten,Lee Corso,H,Northwestern,Big Ten,John Pont,L,20,21
1973-11-17,Indiana,Big Ten,Lee Corso,A,Michigan State,Big Ten,Dennis Stolz,L,9,10
1973-11-24,Indiana,Big Ten,Lee Corso,H,Purdue,Big Ten,Alex Agase,L,23,28
1973-09-15,Florida State,Ind,Larry Jones,A,Wake Forest,ACC,Chuck Mills,L,7,9
1973-09-22,Florida State,Ind,Larry Jones,H,Kansas,Big 8,Don Fambrough,L,0,28
1973-09-29,Florida State,Ind,Larry Jones,H,Miami (FL),Ind,Pete Elliott,L,10,14
1973-10-06,Florida State,Ind,Larry Jones,A,Baylor,SWC,Grant Teaff,L,14,21
1973-10-13,Florida State,Ind,Larry Jones,H,Mississippi State,SEC,Bob Tyler,L,12,37
1973-10-20,Florida State,Ind,Larry Jones,H,Memphis,Ind,Fred Pancoast,L,10,13
1973-10-27,Florida State,Ind,Larry Jones,A,San Diego State,PCAA,Claude Gilbert,L,17,38
1973-11-03,Florida State,Ind,Larry Jones,A,Houston,Ind,Bill Yeoman,L,3,34
1973-11-10,Florida State,Ind,Larry Jones,A,Virginia Tech,Ind,Charles Coffey,L,13,36
1973-11-17,Florida State,Ind,Larry Jones,H,South Carolina,Ind,Paul Dietzel,L,12,52
