Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1952-09-27,North Carolina,Southern,Carl Snavely,H,Texas,SWC,Edwin Price,L,7,28
1952-10-18,North Carolina,Southern,Carl Snavely,H,Wake Forest,Southern,Tom Rogers,L,7,9
1952-10-25,North Carolina,Southern,Carl Snavely,A,Notre Dame,Ind,Frank Leahy,L,14,34
1952-11-01,North Carolina,Southern,Carl Snavely,A,Tennessee,SEC,Bob Neyland,L,14,41
1952-11-08,North Carolina,Southern,Carl Snavely,H,Virginia,Ind,Arthur Guepe,L,7,34
1952-11-15,North Carolina,Southern,Carl Snavely,A,South Carolina,Southern,Rex Enright,W,27,19
1952-11-22,North Carolina,Southern,Carl Snavely,H,Duke,Southern,Bill Murray,L,0,34
1952-11-28,North Carolina,Southern,Carl Snavely,A,Miami (FL),Ind,Andy Gustafson,W,34,7
1952-09-27,Indiana,Western,Bernie Crimmins,A,Ohio State,Western,Woody Hayes,L,13,33
1952-10-04,Indiana,Western,Bernie Crimmins,H,Iowa,Western,Forest Evashevski,W,20,13
1952-10-11,Indiana,Western,Bernie Crimmins,A,Michigan,Western,Bennie Oosterbaan,L,13,28
1952-10-18,Indiana,Western,Bernie Crimmins,H,Temple,Ind,Al Kawal,W,33,0
1952-10-25,Indiana,Western,Bernie Crimmins,A,Northwestern,Western,Robert Voigts,L,13,23
1952-11-01,Indiana,Western,Bernie Crimmins,A,Pitt,Ind,Red Dawson,L,7,28
1952-11-08,Indiana,Western,Bernie Crimmins,H,Michigan State,Ind,Biggie Munn,L,14,41
1952-11-15,Indiana,Western,Bernie Crimmins,H,Wisconsin,Western,Ivy Williamson,L,14,37
1952-11-22,Indiana,Western,Bernie Crimmins,A,Purdue,Western,Stuart Holcomb,L,16,21
1952-09-27,Iowa State,Big 7,Abe Stuber,A,Illinois,Western,Ray Eliot,L,7,33
1952-10-04,Iowa State,Big 7,Abe Stuber,A,Nebraska,Big 7,William Glassford,L,0,16
1952-10-11,Iowa State,Big 7,Abe Stuber,H,Kansas,Big 7,Jules Sikes,L,0,43
1952-10-18,Iowa State,Big 7,Abe Stuber,H,Colorado,Big 7,Dallas Ward,L,12,21
1952-10-25,Iowa State,Big 7,Abe Stuber,A,Missouri,Big 7,Don Faurot,L,0,19
1952-11-01,Iowa State,Big 7,Abe Stuber,H,Oklahoma,Big 7,Bud Wilkinson,L,0,41
1952-11-08,Iowa State,Big 7,Abe Stuber,H,Drake,Ind,Warren Gaer,W,55,7
1952-11-22,Iowa State,Big 7,Abe Stuber,A,Kansas State,Big 7,Bill Meek,W,27,0
1952-10-04,Fordham,Ind,Edward Danowski,A,Holy Cross,Ind,Edward Anderson,L,7,12
1952-10-24,Fordham,Ind,Edward Danowski,A,Boston College,Ind,Mike Holovak,L,13,14
1952-11-01,Fordham,Ind,Edward Danowski,H,Detroit Mercy,MVC,Dutch Clark,L,20,28
1952-11-08,Fordham,Ind,Edward Danowski,H,Clemson,Ind,Frank Howard,T,12,12
1952-11-15,Fordham,Ind,Edward Danowski,A,Temple,Ind,Al Kawal,W,33,6
1952-11-22,Fordham,Ind,Edward Danowski,H,Syracuse,Ind,Ben Schwartzwalder,L,13,26
1952-11-29,Fordham,Ind,Edward Danowski,N,New York University,Ind,Hugh Devore,W,45,0
1952-09-20,Arizona State,BIAA,Clyde Smith,A,Hardin-Simmons,BIAA,Murray Evans,W,26,7
1952-09-27,Arizona State,BIAA,Clyde Smith,H,Colorado State,Skyline,Robert Davis,W,40,14
1952-10-04,Arizona State,BIAA,Clyde Smith,H,San Jose State,Ind,Robert Bronzan,L,14,21
1952-10-18,Arizona State,BIAA,Clyde Smith,H,West Texas A&M,BIAA,Frank Kimbrough,W,48,14
1952-10-25,Arizona State,BIAA,Clyde Smith,H,Houston,MVC,Clyde Lee,L,0,6
1952-11-08,Arizona State,BIAA,Clyde Smith,A,Arizona,BIAA,Warren Woodson,W,20,18
1952-11-22,Arizona State,BIAA,Clyde Smith,H,UTEP,BIAA,Mike Brumbelow,W,39,0
1952-11-29,Arizona State,BIAA,Clyde Smith,H,Brigham Young,Skyline,Charles Atkinson,W,47,6
