Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1990-09-01,North Carolina,ACC,Mack Brown,H,Miami (OH),MAC,Randy Walker,W,34,0
1990-09-08,North Carolina,ACC,Mack Brown,A,South Carolina,Ind,Sparky Woods,L,5,27
1990-09-22,North Carolina,ACC,Mack Brown,H,Kentucky,SEC,Bill Curry,W,16,13
1990-09-29,North Carolina,ACC,Mack Brown,H,North Carolina State,ACC,Dick Sheridan,L,9,12
1990-10-06,North Carolina,ACC,Mack Brown,A,Wake Forest,ACC,Bill Dooley,W,31,24
1990-10-20,North Carolina,ACC,Mack Brown,H,Georgia Tech,ACC,Bobby Ross,T,13,13
1990-10-27,North Carolina,ACC,Mack Brown,H,Maryland,ACC,Joe Krivak,W,34,10
1990-11-03,North Carolina,ACC,Mack Brown,A,Clemson,ACC,Ken Hatfield,L,3,20
1990-11-10,North Carolina,ACC,Mack Brown,H,Virginia,ACC,George Welsh,L,10,24
1990-11-17,North Carolina,ACC,Mack Brown,A,Duke,ACC,Barry Wilson,W,24,22
1990-09-01,Miami (OH),MAC,Randy Walker,A,North Carolina,ACC,Mack Brown,L,0,34
1990-09-08,Miami (OH),MAC,Randy Walker,H,Toledo,MAC,Nick Saban,L,14,20
1990-09-15,Miami (OH),MAC,Randy Walker,A,LSU,SEC,Mike Archer,L,7,35
1990-09-22,Miami (OH),MAC,Randy Walker,A,Cincinnati,Ind,Tim Murphy,W,16,12
1990-09-29,Miami (OH),MAC,Randy Walker,A,Central Michigan,MAC,Herb Deromedi,L,7,31
1990-10-06,Miami (OH),MAC,Randy Walker,H,Ball State,MAC,Paul Schudel,W,24,10
1990-10-13,Miami (OH),MAC,Randy Walker,A,Ohio,MAC,Tom Lichtenberg,W,40,18
1990-10-27,Miami (OH),MAC,Randy Walker,A,Bowling Green State,MAC,Moe Ankney,T,10,10
1990-11-03,Miami (OH),MAC,Randy Walker,H,Eastern Michigan,MAC,Jim Harkema,W,34,14
1990-11-10,Miami (OH),MAC,Randy Walker,H,Kent State,MAC,Dick Crum,W,31,10
1990-11-17,Miami (OH),MAC,Randy Walker,A,Western Michigan,MAC,Al Molde,L,17,31
1990-09-15,Indiana,Big Ten,Bill Mallory,A,Kentucky,SEC,Bill Curry,W,45,24
1990-09-22,Indiana,Big Ten,Bill Mallory,H,Missouri,Big 8,Bob Stull,W,58,7
1990-09-29,Indiana,Big Ten,Bill Mallory,H,Eastern Michigan,MAC,Jim Harkema,W,37,6
1990-10-06,Indiana,Big Ten,Bill Mallory,A,Northwestern,Big Ten,Francis Peay,W,42,0
1990-10-13,Indiana,Big Ten,Bill Mallory,H,Ohio State,Big Ten,John Cooper,T,27,27
1990-10-20,Indiana,Big Ten,Bill Mallory,A,Minnesota,Big Ten,John Gutekunst,L,0,12
1990-10-27,Indiana,Big Ten,Bill Mallory,H,Michigan,Big Ten,Gary Moeller,L,19,45
1990-11-03,Indiana,Big Ten,Bill Mallory,A,Michigan State,Big Ten,George Perles,L,20,45
1990-11-10,Indiana,Big Ten,Bill Mallory,H,Wisconsin,Big Ten,Barry Alvarez,W,20,7
1990-11-17,Indiana,Big Ten,Bill Mallory,H,Illinois,Big Ten,John Mackovic,L,10,24
1990-11-24,Indiana,Big Ten,Bill Mallory,A,Purdue,Big Ten,Fred Akers,W,28,14
1990-12-29,Indiana,Big Ten,Bill Mallory,N,Auburn,SEC,Pat Dye,L,23,27
1990-09-08,Florida State,Ind,Bobby Bowden,H,East Carolina,Ind,Bill Lewis,W,45,24
1990-09-22,Florida State,Ind,Bobby Bowden,A,Tulane,Ind,Greg Davis,W,31,13
1990-09-29,Florida State,Ind,Bobby Bowden,H,Virginia Tech,Ind,Frank Beamer,W,39,28
1990-10-06,Florida State,Ind,Bobby Bowden,A,Miami (FL),Ind,Dennis Erickson,L,22,31
1990-10-20,Florida State,Ind,Bobby Bowden,A,Auburn,SEC,Pat Dye,L,17,20
1990-10-27,Florida State,Ind,Bobby Bowden,H,LSU,SEC,Mike Archer,W,42,3
1990-11-03,Florida State,Ind,Bobby Bowden,A,South Carolina,Ind,Sparky Woods,W,41,10
1990-11-10,Florida State,Ind,Bobby Bowden,H,Cincinnati,Ind,Tim Murphy,W,70,21
1990-11-17,Florida State,Ind,Bobby Bowden,H,Memphis,Ind,Chuck Stobart,W,35,3
1990-12-01,Florida State,Ind,Bobby Bowden,H,Florida,SEC,Steve Spurrier,W,45,30
1990-12-28,Florida State,Ind,Bobby Bowden,N,Penn State,Ind,Joe Paterno,W,24,17
1990-09-15,Iowa State,Big 8,Jim Walden,A,Minnesota,Big Ten,John Gutekunst,L,16,20
1990-09-22,Iowa State,Big 8,Jim Walden,A,Iowa,Big Ten,Hayden Fry,L,35,45
1990-09-29,Iowa State,Big 8,Jim Walden,H,Western Michigan,MAC,Al Molde,W,34,20
1990-10-06,Iowa State,Big 8,Jim Walden,H,Kansas,Big 8,Glen Mason,T,34,34
1990-10-13,Iowa State,Big 8,Jim Walden,A,Colorado,Big 8,Bill McCartney,L,12,28
1990-10-20,Iowa State,Big 8,Jim Walden,A,Oklahoma,Big 8,Gary Gibbs,W,33,31
1990-10-27,Iowa State,Big 8,Jim Walden,H,Nebraska,Big 8,Tom Osborne,L,13,45
1990-11-03,Iowa State,Big 8,Jim Walden,A,Kansas State,Big 8,Bill Snyder,L,14,28
1990-11-10,Iowa State,Big 8,Jim Walden,H,Missouri,Big 8,Bob Stull,W,27,25
