Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1928-09-29,North Carolina,Southern,Chuck Collins,H,Wake Forest,Ind,Stanley Cofall,W,65,0
1928-10-06,North Carolina,Southern,Chuck Collins,A,Maryland,Southern,Curley Byrd,W,26,19
1928-10-13,North Carolina,Southern,Chuck Collins,A,Harvard,Ind,,L,0,20
1928-10-20,North Carolina,Southern,Chuck Collins,H,Virginia Tech,Southern,Andy Gustafson,L,14,16
1928-10-27,North Carolina,Southern,Chuck Collins,H,Georgia Tech,Southern,William Alexander,L,7,20
1928-11-03,North Carolina,Southern,Chuck Collins,A,North Carolina State,Southern,Gus Tebell,T,6,6
1928-11-10,North Carolina,Southern,Chuck Collins,H,South Carolina,Southern,Billy Laval,T,0,0
1928-11-17,North Carolina,Southern,Chuck Collins,A,Davidson,Ind,Monk Younger,W,30,7
1928-11-29,North Carolina,Southern,Chuck Collins,A,Virginia,Southern,Greasy Neale,W,24,20
1928-12-08,North Carolina,Southern,Chuck Collins,H,Duke,Southern,Jimmy DeHart,W,14,7
1928-10-06,Indiana,Western,Pat Page,H,Oklahoma,Big 6,Adrian Lindsey,W,10,7
1928-10-13,Indiana,Western,Pat Page,A,Michigan,Western,Tad Wieman,W,6,0
1928-10-20,Indiana,Western,Pat Page,A,Illinois,Western,Robert Zuppke,L,7,13
1928-10-27,Indiana,Western,Pat Page,H,Ohio State,Western,John Wilce,L,0,13
1928-11-10,Indiana,Western,Pat Page,A,Minnesota,Western,Clarence Spears,L,12,21
1928-11-17,Indiana,Western,Pat Page,H,Northwestern,Western,Dick Hanley,W,6,0
1928-11-24,Indiana,Western,Pat Page,A,Purdue,Western,James Phelan,L,0,14
1928-10-06,Iowa State,Big 6,C. Noel Workman,H,Nebraska,Big 6,Ernest Bearg,L,0,12
1928-10-13,Iowa State,Big 6,C. Noel Workman,A,Grinnell,MVC,Lester Watt,L,0,3
1928-10-20,Iowa State,Big 6,C. Noel Workman,A,Missouri,Big 6,Gwinn Henry,L,19,28
1928-10-27,Iowa State,Big 6,C. Noel Workman,A,Kansas,Big 6,Bill Hargiss,T,0,0
1928-11-03,Iowa State,Big 6,C. Noel Workman,H,Oklahoma,Big 6,Adrian Lindsey,W,13,0
1928-11-17,Iowa State,Big 6,C. Noel Workman,H,Kansas State,Big 6,Bo McMillin,W,7,0
1928-11-24,Iowa State,Big 6,C. Noel Workman,A,Drake,MVC,Ossie Solem,L,0,18
1928-11-29,Iowa State,Big 6,C. Noel Workman,A,Marquette,Ind,Frank Murray,L,0,6
1928-10-13,Fordham,Ind,Frank Cavanaugh,N,New York University,Ind,,L,7,34
1928-10-27,Fordham,Ind,Frank Cavanaugh,H,Washington & Jefferson,Ind,Andrew Kerr,W,34,0
1928-11-06,Fordham,Ind,Frank Cavanaugh,H,West Virginia,Ind,Rat Rogers,L,0,18
1928-11-17,Fordham,Ind,Frank Cavanaugh,H,Detroit Mercy,Ind,Gus Dorais,L,0,19
1928-11-24,Fordham,Ind,Frank Cavanaugh,H,Georgetown,Ind,Lou Little,L,7,27
1928-09-29,Furman,Ind,,H,Duke,Southern,Jimmy DeHart,W,6,0
1928-10-20,Furman,Ind,,A,Georgia,Southern,Harry Mehre,L,0,7
1928-11-03,Furman,Ind,,N,Wake Forest,Ind,Stanley Cofall,W,18,0
1928-11-17,Furman,Ind,,A,South Carolina,Southern,Billy Laval,L,0,6
1928-11-29,Furman,Ind,,H,Clemson,Southern,Josh Cody,L,12,27
1928-10-20,Utah,RMC,Ike Armstrong,H,Colorado State,RMC,Harry Hughes,W,6,0
1928-10-27,Utah,RMC,Ike Armstrong,A,Colorado,RMC,Myron Witham,W,25,6
1928-11-03,Utah,RMC,Ike Armstrong,H,Colorado College,RMC,W.T. VandeGraaff,W,27,21
1928-11-10,Utah,RMC,Ike Armstrong,A,Creighton,MVC,,T,7,7
1928-11-17,Utah,RMC,Ike Armstrong,H,Brigham Young,RMC,Ott Romney,T,0,0
1928-11-29,Utah,RMC,Ike Armstrong,H,Utah State,RMC,,W,20,0
1928-10-06,Northern Colorado,RMC,William Saunders,A,Colorado State,RMC,Harry Hughes,L,6,26
1928-10-13,Northern Colorado,RMC,William Saunders,H,Colorado,RMC,Myron Witham,L,6,21
1928-10-20,Northern Colorado,RMC,William Saunders,A,Montana State,RMC,Schubert Dyche,L,2,6
1928-10-27,Northern Colorado,RMC,William Saunders,A,Wyoming,RMC,George McLaren,W,28,0
1928-11-03,Northern Colorado,RMC,William Saunders,A,Colorado Mines,RMC,George Allen,W,34,13
1928-11-10,Northern Colorado,RMC,William Saunders,H,Denver,RMC,Fred Dawson,L,11,20
1928-11-17,Northern Colorado,RMC,William Saunders,A,Western State,RMC,Stewart Clark,W,54,0
1928-10-06,Washington & Lee,Southern,Pat Herron,H,North Carolina State,Southern,Gus Tebell,W,38,6
1928-10-13,Washington & Lee,Southern,Pat Herron,A,Kentucky,Southern,Harry Gamage,L,0,6
1928-10-20,Washington & Lee,Southern,Pat Herron,N,West Virginia,Ind,Rat Rogers,L,0,22
1928-10-27,Washington & Lee,Southern,Pat Herron,A,Tennessee,Southern,Bob Neyland,L,7,26
1928-11-03,Washington & Lee,Southern,Pat Herron,A,Virginia,Southern,Greasy Neale,L,13,20
1928-11-10,Washington & Lee,Southern,Pat Herron,A,Princeton,Ind,,L,12,25
1928-11-17,Washington & Lee,Southern,Pat Herron,H,Virginia Tech,Southern,Andy Gustafson,L,7,13
1928-11-24,Washington & Lee,Southern,Pat Herron,H,Maryland,Southern,Curley Byrd,L,0,6
1928-11-29,Washington & Lee,Southern,Pat Herron,A,Florida,Southern,Charlie Bachman,L,6,60
1928-10-20,Syracuse,Ind,Lew Andreas,A,Nebraska,Big 6,Ernest Bearg,L,6,7
1928-10-26,Syracuse,Ind,Lew Andreas,A,Penn State,Ind,Hugo Bezdek,T,6,6
1928-11-03,Syracuse,Ind,Lew Andreas,A,Pitt,Ind,Jock Sutherland,L,0,18
1928-11-17,Syracuse,Ind,Lew Andreas,H,Colgate,Ind,Earl Abell,L,6,30
1928-11-29,Syracuse,Ind,Lew Andreas,A,Columbia,Ind,Charles Crowley,W,14,6
1928-10-27,Georgetown,Ind,Lou Little,H,Duke,Southern,Jimmy DeHart,W,35,0
1928-11-03,Georgetown,Ind,Lou Little,A,New York University,Ind,,W,7,2
1928-11-10,Georgetown,Ind,Lou Little,H,Carnegie Mellon,Ind,Walter Steffen,L,7,13
1928-11-17,Georgetown,Ind,Lou Little,H,West Virginia,Ind,Rat Rogers,W,12,0
1928-11-24,Georgetown,Ind,Lou Little,A,Fordham,Ind,Frank Cavanaugh,W,27,7
1928-11-29,Georgetown,Ind,Lou Little,A,Detroit Mercy,Ind,Gus Dorais,L,13,33
1928-10-06,Montana,PCC,Frank Millburn,H,Washington State,PCC,O.E. Hollingbery,L,6,26
1928-10-13,Montana,PCC,Frank Millburn,A,Washington,PCC,Enoch Bagshaw,L,0,25
1928-10-27,Montana,PCC,Frank Millburn,H,Montana State,RMC,Schubert Dyche,T,0,0
1928-11-03,Montana,PCC,Frank Millburn,A,Oregon State,PCC,Paul Schissler,L,0,44
1928-11-17,Montana,PCC,Frank Millburn,H,Idaho,PCC,Charlie Erb,L,7,21
1928-11-24,Montana,PCC,Frank Millburn,A,Oregon,PCC,John McEwan,L,6,31
1928-10-20,Penn State,Ind,Hugo Bezdek,A,Pennsylvania,Ind,Lou Young,L,0,14
1928-10-26,Penn State,Ind,Hugo Bezdek,H,Syracuse,Ind,Lew Andreas,T,6,6
1928-11-03,Penn State,Ind,Hugo Bezdek,H,Notre Dame,Ind,Knute Rockne,L,0,9
1928-11-29,Penn State,Ind,Hugo Bezdek,A,Pitt,Ind,Jock Sutherland,L,0,26
1928-10-13,Princeton,Ind,,H,Virginia,Southern,Greasy Neale,T,0,0
1928-10-27,Princeton,Ind,,H,Cornell,Ind,Gilmour Dobie,W,3,0
1928-11-03,Princeton,Ind,,A,Ohio State,Western,John Wilce,T,6,6
1928-11-10,Princeton,Ind,,H,Washington & Lee,Southern,Pat Herron,W,25,12
1928-11-17,Princeton,Ind,,H,Yale,Ind,Mal Stevens,W,12,2
1928-11-24,Princeton,Ind,,N,Navy,Ind,William Ingram,L,0,9
1928-10-06,Vanderbilt,Southern,Dan McGugin,H,Colgate,Ind,Earl Abell,W,12,7
1928-10-13,Vanderbilt,Southern,Dan McGugin,A,Texas,SWC,Clyde Littlefield,W,13,12
1928-10-20,Vanderbilt,Southern,Dan McGugin,A,Tulane,Southern,Bernie Bierman,W,13,6
1928-10-27,Vanderbilt,Southern,Dan McGugin,H,Virginia,Southern,Greasy Neale,W,34,0
1928-11-03,Vanderbilt,Southern,Dan McGugin,H,Kentucky,Southern,Harry Gamage,W,14,7
1928-11-10,Vanderbilt,Southern,Dan McGugin,A,Georgia Tech,Southern,William Alexander,L,7,19
1928-11-17,Vanderbilt,Southern,Dan McGugin,H,Tennessee,Southern,Bob Neyland,L,0,6
1928-12-01,Vanderbilt,Southern,Dan McGugin,H,Sewanee,Southern,W.H. Kirkpatrick,W,13,0
1928-10-06,Colorado College,RMC,W.T. VandeGraaff,H,Montana State,RMC,Schubert Dyche,W,32,14
1928-10-13,Colorado College,RMC,W.T. VandeGraaff,H,Western State,RMC,Stewart Clark,W,24,6
1928-10-20,Colorado College,RMC,W.T. VandeGraaff,A,Denver,RMC,Fred Dawson,W,18,13
1928-11-03,Colorado College,RMC,W.T. VandeGraaff,A,Utah,RMC,Ike Armstrong,L,21,27
1928-11-10,Colorado College,RMC,W.T. VandeGraaff,A,Colorado Mines,RMC,George Allen,W,28,6
1928-11-17,Colorado College,RMC,W.T. VandeGraaff,H,Colorado,RMC,Myron Witham,L,19,24
1928-11-24,Colorado College,RMC,W.T. VandeGraaff,H,Wyoming,RMC,George McLaren,W,48,25
1928-12-01,Colorado College,RMC,W.T. VandeGraaff,A,Colorado State,RMC,Harry Hughes,L,13,35
1928-10-13,Kentucky,Southern,Harry Gamage,H,Washington & Lee,Southern,Pat Herron,W,6,0
1928-10-20,Kentucky,Southern,Harry Gamage,A,Northwestern,Western,Dick Hanley,L,0,7
1928-11-03,Kentucky,Southern,Harry Gamage,A,Vanderbilt,Southern,Dan McGugin,L,7,14
1928-11-10,Kentucky,Southern,Harry Gamage,A,Alabama,Southern,Wallace Wade,L,0,14
1928-11-17,Kentucky,Southern,Harry Gamage,H,Virginia Military Institute,Southern,,W,18,6
1928-11-29,Kentucky,Southern,Harry Gamage,A,Tennessee,Southern,Bob Neyland,T,0,0
1928-10-13,California,PCC,Nibs Price,H,Washington State,PCC,O.E. Hollingbery,W,13,3
1928-10-20,California,PCC,Nibs Price,H,USC,PCC,Howard Jones,T,0,0
1928-11-03,California,PCC,Nibs Price,H,Oregon,PCC,John McEwan,W,13,0
1928-11-10,California,PCC,Nibs Price,A,Washington,PCC,Enoch Bagshaw,W,6,0
1928-11-24,California,PCC,Nibs Price,H,Stanford,PCC,Pop Warner,T,13,13
1929-01-01,California,PCC,Nibs Price,N,Georgia Tech,Southern,William Alexander,L,7,8
1928-10-13,Florida,Southern,Charlie Bachman,H,Auburn,Southern,George Bohler,W,27,0
1928-10-27,Florida,Southern,Charlie Bachman,H,North Carolina State,Southern,Gus Tebell,W,14,7
1928-11-03,Florida,Southern,Charlie Bachman,H,Sewanee,Southern,W.H. Kirkpatrick,W,71,6
1928-11-10,Florida,Southern,Charlie Bachman,A,Georgia,Southern,Harry Mehre,W,26,6
1928-11-17,Florida,Southern,Charlie Bachman,H,Clemson,Southern,Josh Cody,W,27,6
1928-11-29,Florida,Southern,Charlie Bachman,H,Washington & Lee,Southern,Pat Herron,W,60,6
1928-12-08,Florida,Southern,Charlie Bachman,A,Tennessee,Southern,Bob Neyland,L,12,13
1928-10-06,Stanford,PCC,Pop Warner,A,Oregon,PCC,John McEwan,W,26,12
1928-10-13,Stanford,PCC,Pop Warner,H,UCLA,PCC,William Spaulding,W,45,7
1928-10-20,Stanford,PCC,Pop Warner,H,Idaho,PCC,Charlie Erb,W,47,0
1928-11-03,Stanford,PCC,Pop Warner,A,USC,PCC,Howard Jones,L,0,10
1928-11-17,Stanford,PCC,Pop Warner,H,Washington,PCC,Enoch Bagshaw,W,12,0
1928-11-24,Stanford,PCC,Pop Warner,A,California,PCC,Nibs Price,T,13,13
1928-12-01,Stanford,PCC,Pop Warner,A,Army,Ind,Biff Jones,W,26,0
1928-10-06,Creighton,MVC,,A,Minnesota,Western,Clarence Spears,L,0,49
1928-10-13,Creighton,MVC,,H,Oklahoma State,MVC,John Maulbetsch,W,37,0
1928-10-20,Creighton,MVC,,H,Oklahoma,Big 6,Adrian Lindsey,L,0,7
1928-11-10,Creighton,MVC,,H,Utah,RMC,Ike Armstrong,T,7,7
1928-11-17,Creighton,MVC,,A,Marquette,Ind,Frank Murray,W,9,6
1928-11-24,Creighton,MVC,,A,Grinnell,MVC,Lester Watt,W,20,19
1928-11-29,Creighton,MVC,,H,Drake,MVC,Ossie Solem,L,0,6
1928-10-06,Washington State,PCC,O.E. Hollingbery,A,Montana,PCC,Frank Millburn,W,26,6
1928-10-13,Washington State,PCC,O.E. Hollingbery,A,California,PCC,Nibs Price,L,3,13
1928-10-20,Washington State,PCC,O.E. Hollingbery,H,Oregon State,PCC,Paul Schissler,W,9,7
1928-11-03,Washington State,PCC,O.E. Hollingbery,A,Idaho,PCC,Charlie Erb,W,26,0
1928-11-10,Washington State,PCC,O.E. Hollingbery,N,UCLA,PCC,William Spaulding,W,38,0
1928-11-17,Washington State,PCC,O.E. Hollingbery,A,USC,PCC,Howard Jones,L,13,27
1928-11-29,Washington State,PCC,O.E. Hollingbery,A,Washington,PCC,Enoch Bagshaw,L,0,6
1928-09-29,Western State,RMC,Stewart Clark,A,Denver,RMC,Fred Dawson,L,6,37
1928-10-13,Western State,RMC,Stewart Clark,A,Colorado College,RMC,W.T. VandeGraaff,L,6,24
1928-10-20,Western State,RMC,Stewart Clark,H,Brigham Young,RMC,Ott Romney,L,0,46
1928-10-27,Western State,RMC,Stewart Clark,A,Colorado Mines,RMC,George Allen,L,19,26
1928-11-10,Western State,RMC,Stewart Clark,A,Utah State,RMC,,L,0,54
1928-11-17,Western State,RMC,Stewart Clark,H,Northern Colorado,RMC,William Saunders,L,0,54
