Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints,FieldGoals,FieldGoalAttempts,ThreePointers,ThreePointerAttempts,FreeThrows,FreeThrowAttempts,OffensiveRebounds,TeamRebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls,OpponentFieldGoals,OpponentFieldGoalAttempts,OpponentThreePointers,OpponentThreePointerAttempts,OpponentFreeThrows,OpponentFreeThrowAttempts,OpponentOffensiveRebounds,OpponentTeamRebounds,OpponentAssists,OpponentSteals,OpponentBlocks,OpponentTurnovers,OpponentPersonalFouls
2019-03-20,Loyola Marymount,WCC,Mike Dunlap,A,California Baptist,WAC,Rick Croy,W,56,55,23,62,3,13,7,8,8,31,13,8,0,5,16,15,47,7,22,18,19,8,34,6,2,3,15,13
2019-03-25,Loyola Marymount,WCC,Mike Dunlap,H,Brown,Ivy,Mike Martin,W,81,63,30,61,9,22,12,13,10,28,19,12,3,10,13,21,46,9,25,12,14,4,19,15,5,4,20,15
2019-03-28,Loyola Marymount,WCC,Mike Dunlap,A,South Florida,AAC,Brian Gregory,L,47,56,20,50,5,15,2,6,5,26,15,6,6,13,17,19,47,3,17,15,23,7,33,10,8,4,11,13
2018-11-06,Elon,CAA,Matt Matheny,A,Manhattan,MAAC,Steve Masiello,W,62,56,21,45,8,22,12,18,6,28,13,2,2,16,14,21,65,9,29,5,9,11,28,10,9,0,11,23
2018-11-09,Elon,CAA,Matt Matheny,H,UNC,ACC,Roy Williams,L,67,116,21,59,7,29,18,28,7,27,12,2,3,19,25,45,87,7,24,19,27,21,55,18,12,5,11,22
2018-11-22,Elon,CAA,Matt Matheny,N,Abilene Christian,Southland,Joe Golding,L,56,72,18,40,7,20,13,19,5,24,15,3,2,11,15,29,56,11,18,3,6,8,27,19,4,1,6,21
2018-11-23,Elon,CAA,Matt Matheny,N,UC-Riverside,Big West,David Patrick,L,64,77,25,58,5,18,9,13,5,25,9,5,0,11,21,24,47,10,23,19,25,6,35,12,5,0,8,18
2018-11-24,Elon,CAA,Matt Matheny,A,Pacific,WCC,Damon Stoudamire,L,57,65,18,50,8,31,13,16,7,36,9,6,3,22,20,22,54,8,20,13,19,4,29,8,11,3,16,17
2018-12-01,Elon,CAA,Matt Matheny,H,Boston University,Patriot,Joe Jones,L,58,65,18,55,10,29,12,18,2,29,11,4,2,7,15,24,59,4,23,13,18,9,44,10,3,2,13,19
2018-12-04,Elon,CAA,Matt Matheny,H,Furman,Southern,Bob Richey,L,77,98,29,65,14,35,5,8,8,27,22,5,6,14,13,38,67,15,32,7,9,7,34,24,9,2,11,13
2018-12-07,Elon,CAA,Matt Matheny,H,UNC Greensboro,Southern,Wes Miller,L,74,75,27,59,9,33,11,20,13,36,15,6,1,16,13,27,57,9,25,12,14,5,28,14,8,0,14,21
2018-12-16,Elon,CAA,Matt Matheny,H,Canisius,MAAC,Reggie Witherspoon,L,91,92,30,57,15,30,16,25,8,30,14,4,1,11,22,31,61,12,30,18,28,8,29,18,7,4,8,19
2018-12-18,Elon,CAA,Matt Matheny,A,Kennesaw State,A-Sun,Al Skinner,W,76,67,30,65,11,33,5,6,7,32,17,3,1,9,13,27,61,5,19,8,14,9,34,14,3,3,11,13
2018-12-22,Elon,CAA,Matt Matheny,A,UMKC,WAC,Kareem Richardson,L,59,95,21,48,7,23,10,18,4,24,8,2,1,19,16,33,62,16,26,13,20,9,35,20,11,4,11,18
2018-12-28,Elon,CAA,Matt Matheny,H,Towson,CAA,Pat Skerry,L,60,77,23,51,8,20,6,8,2,21,11,4,1,12,18,27,59,10,17,13,14,9,36,14,4,3,6,15
2018-12-30,Elon,CAA,Matt Matheny,H,James Madison,CAA,Louis Rowe,W,68,65,24,49,8,19,12,16,5,23,11,3,3,11,16,23,56,8,24,11,13,12,35,15,4,0,13,24
2019-01-03,Elon,CAA,Matt Matheny,A,Drexel,CAA,Zach Spiker,L,65,79,22,53,9,26,12,14,5,28,14,2,1,15,19,29,61,9,25,12,16,9,33,15,6,2,8,15
2019-01-05,Elon,CAA,Matt Matheny,A,Delaware,CAA,Martin Ingelsby,L,65,77,26,60,8,28,5,5,7,27,17,3,2,7,18,23,47,11,22,20,28,7,33,15,4,0,10,12
2019-01-10,Elon,CAA,Matt Matheny,H,Northeastern,CAA,Bill Coen,L,70,81,24,61,7,25,15,18,3,32,13,4,0,16,21,28,70,7,28,18,22,11,42,12,13,3,10,19
2019-01-12,Elon,CAA,Matt Matheny,H,Hofstra,CAA,Joe Mihalich,L,71,74,24,57,10,35,13,16,10,31,15,3,3,10,21,24,53,6,19,20,23,6,29,12,7,1,9,16
2019-01-19,Elon,CAA,Matt Matheny,A,William & Mary,CAA,Tony Shaver,W,76,71,28,63,10,26,10,15,7,33,8,3,7,10,18,25,60,8,29,13,20,6,32,16,8,6,8,16
2019-01-24,Elon,CAA,Matt Matheny,A,College of Charleston,CAA,Earl Grant,L,53,72,19,48,9,24,6,12,5,26,14,4,1,16,17,26,54,7,22,13,17,8,33,12,9,1,12,14
2019-01-26,Elon,CAA,Matt Matheny,A,UNC Wilmington,CAA,C.B. McGrath,W,89,82,31,63,13,36,14,17,8,35,14,2,0,11,18,28,68,10,39,16,23,12,38,17,6,0,10,17
2019-01-31,Elon,CAA,Matt Matheny,H,Delaware,CAA,Martin Ingelsby,W,57,56,21,52,8,28,7,8,7,36,12,3,1,13,12,23,60,5,20,5,8,6,29,6,7,2,6,12
2019-02-02,Elon,CAA,Matt Matheny,H,Drexel,CAA,Zach Spiker,L,63,67,23,51,8,24,9,16,4,24,7,6,2,8,16,24,54,10,22,9,12,8,32,13,3,0,13,15
2019-02-07,Elon,CAA,Matt Matheny,A,Hofstra,CAA,Joe Mihalich,L,61,102,24,64,10,34,3,4,8,33,18,1,3,12,13,37,65,17,35,11,14,2,33,25,8,3,1,7
2019-02-09,Elon,CAA,Matt Matheny,A,Northeastern,CAA,Bill Coen,L,60,72,25,71,7,31,3,10,5,35,16,11,0,7,17,25,59,10,29,12,14,5,44,11,3,3,16,14
2019-02-16,Elon,CAA,Matt Matheny,H,William & Mary,CAA,Tony Shaver,L,74,84,28,67,11,35,7,8,9,34,17,3,5,16,18,29,64,8,17,18,24,10,38,17,10,8,9,9
2019-02-21,Elon,CAA,Matt Matheny,H,UNC Wilmington,CAA,C.B. McGrath,W,84,77,26,61,17,38,15,24,8,31,18,5,1,11,17,26,65,10,26,15,19,10,40,16,4,1,12,22
2019-02-23,Elon,CAA,Matt Matheny,H,College of Charleston,CAA,Earl Grant,L,74,84,27,60,13,39,7,7,4,21,17,4,1,4,17,29,51,10,22,16,23,9,33,17,3,0,11,11
2019-02-28,Elon,CAA,Matt Matheny,A,James Madison,CAA,Louis Rowe,W,73,58,27,56,12,29,7,9,6,32,18,6,0,10,10,22,51,8,21,6,12,4,25,12,6,1,11,11
2019-03-02,Elon,CAA,Matt Matheny,A,Towson,CAA,Pat Skerry,W,86,66,33,58,18,34,2,4,5,29,21,4,2,9,16,25,64,4,15,12,15,13,33,7,6,0,7,12
2019-03-09,Elon,CAA,Matt Matheny,N,UNC Wilmington,CAA,C.B. McGrath,L,86,93,32,72,10,25,12,17,14,34,14,6,3,11,20,33,62,9,22,18,23,10,36,16,7,5,11,17
2018-11-09,Utah Valley,WAC,Mark Pope,A,BYU,WCC,Dave Rose,L,65,75,25,75,6,23,9,15,15,44,14,4,2,11,22,26,60,6,22,17,25,8,42,18,8,6,12,18
2018-11-11,Utah Valley,WAC,Mark Pope,A,Saint Mary's,WCC,Randy Bennett,L,63,92,24,54,9,22,6,11,5,24,12,5,4,15,21,33,56,8,16,18,25,9,35,11,9,0,8,13
2018-11-16,Utah Valley,WAC,Mark Pope,A,Utah State,MWC,Craig Smith,L,46,65,17,55,3,13,9,16,6,30,6,6,6,17,19,25,69,4,22,11,15,13,43,17,11,7,12,19
2018-11-19,Utah Valley,WAC,Mark Pope,N,Hartford,AEC,John Gallagher,W,72,65,28,49,8,19,8,16,4,32,13,6,1,20,14,22,62,9,32,12,15,7,28,12,8,0,14,18
2018-11-21,Utah Valley,WAC,Mark Pope,N,Long Beach State,Big West,Dan Monson,W,87,72,29,50,11,21,18,24,9,32,16,7,1,21,18,26,61,9,22,11,15,6,19,7,6,2,12,21
2018-11-24,Utah Valley,WAC,Mark Pope,H,North Dakota,Summit,Brian Jones,W,74,68,28,55,10,22,8,12,3,32,17,5,3,12,15,28,63,6,19,6,8,5,29,17,4,4,7,16
2018-12-01,Utah Valley,WAC,Mark Pope,H,Denver,Summit,Rodney Billups,W,98,75,31,58,13,29,23,35,7,34,16,4,0,10,17,26,60,9,25,14,18,5,27,13,7,1,12,21
2018-12-06,Utah Valley,WAC,Mark Pope,A,Arizona,Pac-12,Sean Miller,L,69,80,23,54,6,26,17,24,7,25,9,5,5,13,17,27,54,12,22,14,16,6,32,16,3,2,16,24
2018-12-08,Utah Valley,WAC,Mark Pope,A,Northern Arizona,Big Sky,Jack Murphy,W,98,78,36,61,15,24,11,13,3,31,15,7,3,7,16,25,57,13,26,15,21,3,23,9,6,4,10,13
2018-12-15,Utah Valley,WAC,Mark Pope,A,Weber State,Big Sky,Randy Rahe,W,75,63,31,66,6,18,7,15,9,43,13,5,2,7,19,22,60,4,16,15,23,7,36,6,4,5,6,15
2018-12-19,Utah Valley,WAC,Mark Pope,H,Idaho State,Big Sky,Bill Evans,W,88,77,30,54,3,19,25,27,8,31,18,8,2,11,18,27,54,12,28,11,17,6,22,19,7,1,13,23
2018-12-22,Utah Valley,WAC,Mark Pope,H,Sam Houston State,Southland,Jason Hooten,W,85,79,23,42,7,14,32,40,4,27,16,8,4,16,20,31,68,9,21,8,13,10,30,23,8,3,10,29
2018-12-29,Utah Valley,WAC,Mark Pope,A,Fresno State,MWC,Justin Hutson,W,64,60,24,52,3,17,13,17,2,28,9,9,0,13,24,18,53,6,22,18,28,11,34,10,5,5,15,18
2019-01-03,Utah Valley,WAC,Mark Pope,A,Grand Canyon,WAC,Dan Majerle,L,60,71,21,56,3,15,15,16,7,34,3,3,3,16,21,24,64,4,24,19,24,10,36,17,9,3,8,17
2019-01-05,Utah Valley,WAC,Mark Pope,A,Cal State Bakersfield,WAC,Rod Barnes,L,71,73,22,42,11,23,16,19,3,24,15,5,0,16,14,28,63,10,23,7,9,15,30,11,8,1,9,18
2019-01-12,Utah Valley,WAC,Mark Pope,H,Seattle,WAC,Jim Hayford,W,88,78,24,46,6,14,34,43,8,28,8,10,2,14,22,23,59,8,19,24,30,15,30,12,8,3,17,30
2019-01-17,Utah Valley,WAC,Mark Pope,H,Texas-Rio Grande Valley,WAC,Lew Hill,W,82,61,25,44,10,19,22,30,4,33,15,9,6,19,23,20,58,2,12,19,27,9,28,7,10,1,15,23
2019-01-19,Utah Valley,WAC,Mark Pope,H,New Mexico State,WAC,Chris Jans,L,78,83,26,43,8,16,18,25,2,21,11,3,1,15,27,23,49,8,21,29,35,9,28,11,7,2,11,20
2019-01-24,Utah Valley,WAC,Mark Pope,A,UMKC,WAC,Kareem Richardson,W,75,67,27,52,4,18,17,26,7,30,14,8,3,15,10,26,51,9,19,6,10,1,21,8,5,1,15,25
2019-01-26,Utah Valley,WAC,Mark Pope,A,Chicago State,WAC,Lance Irvin,W,74,60,25,55,6,21,18,24,14,39,14,3,2,13,18,24,49,2,15,10,15,4,23,15,6,1,13,22
2019-01-30,Utah Valley,WAC,Mark Pope,H,California Baptist,WAC,Rick Croy,W,79,62,26,55,9,22,18,24,5,31,12,10,1,9,16,23,55,8,20,8,15,6,28,16,7,3,15,20
2019-02-14,Utah Valley,WAC,Mark Pope,A,New Mexico State,WAC,Chris Jans,L,77,84,27,59,11,29,12,15,5,31,13,5,3,11,22,29,62,11,28,15,22,6,35,16,4,2,9,16
2019-02-16,Utah Valley,WAC,Mark Pope,A,Texas-Rio Grande Valley,WAC,Lew Hill,W,76,64,24,56,6,19,22,26,6,31,12,5,2,12,15,24,55,3,16,13,21,5,25,13,9,4,13,20
2019-02-21,Utah Valley,WAC,Mark Pope,H,Chicago State,WAC,Lance Irvin,W,103,71,37,63,16,27,13,22,14,36,25,9,0,13,12,29,59,6,12,7,12,7,19,19,12,3,15,23
2019-02-23,Utah Valley,WAC,Mark Pope,H,UMKC,WAC,Kareem Richardson,W,79,67,29,58,9,19,12,20,13,41,18,3,2,14,12,26,60,8,23,7,9,5,25,15,11,5,9,18
2019-02-26,Utah Valley,WAC,Mark Pope,A,Seattle,WAC,Jim Hayford,W,77,68,25,51,6,12,21,28,5,35,13,4,3,9,21,25,65,8,26,10,14,10,35,16,1,3,9,24
2019-03-02,Utah Valley,WAC,Mark Pope,A,California Baptist,WAC,Rick Croy,W,64,63,22,62,6,21,14,18,15,38,6,5,2,13,13,25,63,8,25,5,7,11,32,9,4,5,11,20
2019-03-07,Utah Valley,WAC,Mark Pope,H,Grand Canyon,WAC,Dan Majerle,W,82,70,28,54,12,24,14,19,6,33,19,8,2,21,16,26,61,6,19,12,15,7,30,12,10,1,15,17
2019-03-09,Utah Valley,WAC,Mark Pope,H,Cal State Bakersfield,WAC,Rod Barnes,W,76,61,25,52,10,26,16,22,8,31,22,2,8,9,20,22,56,3,8,14,21,12,31,6,7,3,6,17
2019-03-14,Utah Valley,WAC,Mark Pope,N,UMKC,WAC,Kareem Richardson,W,71,64,23,51,7,26,18,26,11,32,5,3,1,11,12,24,59,8,29,8,11,7,24,5,4,4,8,20
2019-03-15,Utah Valley,WAC,Mark Pope,N,Grand Canyon,WAC,Dan Majerle,L,74,78,28,55,9,27,9,10,5,30,13,5,3,14,15,29,66,10,23,10,14,10,29,10,4,1,11,14
2019-03-19,Utah Valley,WAC,Mark Pope,H,Cal State Northridge,Big West,Mark Gottfried,W,92,84,27,60,9,24,29,37,15,47,15,3,3,19,20,32,78,7,28,13,20,14,32,21,16,3,7,25
2019-03-25,Utah Valley,WAC,Mark Pope,A,South Florida,AAC,Brian Gregory,L,57,66,24,57,6,19,3,7,10,32,14,6,3,20,12,25,61,10,25,6,6,9,31,17,15,4,10,10
2018-11-07,Western Carolina,Southern,Mark Prosser,A,Wright State,Horizon,Scott Nagy,L,73,96,27,63,8,24,11,20,9,32,9,9,0,16,21,32,58,12,26,20,28,5,32,19,9,1,14,20
2018-11-10,Western Carolina,Southern,Mark Prosser,H,College of Charleston,CAA,Earl Grant,L,74,77,29,57,9,24,7,13,8,30,15,7,0,13,19,29,54,7,21,12,19,8,29,7,11,7,11,16
2018-11-14,Western Carolina,Southern,Mark Prosser,A,SMU,AAC,Tim Jankovich,L,65,98,21,51,13,31,10,14,5,21,12,3,2,21,19,37,66,10,21,14,23,14,40,15,11,7,12,17
2018-11-20,Western Carolina,Southern,Mark Prosser,N,Jacksonville State,OVC,Ray Harper,L,53,84,21,56,9,29,2,4,17,42,9,4,1,34,19,32,62,4,17,16,24,5,23,16,19,5,13,15
2018-11-21,Western Carolina,Southern,Mark Prosser,N,Southern Miss,CUSA,Doc Sadler,L,63,68,21,49,7,26,14,23,7,36,9,3,0,19,25,22,51,4,14,20,28,3,25,8,11,0,8,20
2018-11-24,Western Carolina,Southern,Mark Prosser,H,Jacksonville,A-Sun,Tony Jasick,W,77,65,29,55,9,19,10,19,7,32,15,7,3,17,20,22,59,3,17,18,26,6,25,9,7,4,14,18
2018-11-27,Western Carolina,Southern,Mark Prosser,A,Wake Forest,ACC,Danny Manning,L,64,71,19,47,10,28,16,32,7,34,12,3,0,18,29,21,51,2,10,27,38,6,31,6,7,2,11,25
2018-12-01,Western Carolina,Southern,Mark Prosser,A,Furman,Southern,Bob Richey,L,88,90,33,80,10,37,12,23,14,43,14,9,3,8,21,34,73,7,28,15,24,14,50,15,6,8,15,17
2018-12-05,Western Carolina,Southern,Mark Prosser,A,NC State,ACC,Kevin Keatts,L,67,100,21,47,6,19,19,30,8,33,9,5,2,33,22,37,69,11,23,15,24,6,27,20,13,3,13,22
2018-12-08,Western Carolina,Southern,Mark Prosser,A,UNC Asheville,Big South,Mike Morell,W,71,59,24,49,9,22,14,20,7,32,19,6,1,12,19,21,55,6,26,11,14,7,24,12,5,9,8,20
2018-12-15,Western Carolina,Southern,Mark Prosser,A,High Point,Big South,Tubby Smith,L,59,86,24,53,9,27,2,8,8,19,13,4,0,17,10,36,54,9,18,5,9,6,28,20,9,6,10,14
2018-12-18,Western Carolina,Southern,Mark Prosser,A,Iowa,Big Ten,Fran McCaffery,L,60,78,21,43,7,16,11,18,6,27,11,4,0,23,24,23,49,5,18,27,37,6,23,15,10,8,10,13
2018-12-21,Western Carolina,Southern,Mark Prosser,A,Bowling Green State,MAC,Michael Huger,L,52,73,21,56,8,29,2,8,7,31,11,5,3,12,25,25,50,6,18,17,27,3,34,14,6,5,8,13
2018-12-29,Western Carolina,Southern,Mark Prosser,H,Wofford,Southern,Mike Young,L,54,74,17,43,6,23,14,21,4,24,10,3,2,17,18,29,63,5,19,11,15,11,36,13,8,3,7,23
2019-01-03,Western Carolina,Southern,Mark Prosser,H,Chattanooga,Southern,Lamont Paris,L,62,73,20,51,4,13,18,27,12,32,11,4,1,14,22,24,47,11,22,14,21,3,23,11,3,5,9,20
2019-01-05,Western Carolina,Southern,Mark Prosser,H,Samford,Southern,Scott Padgett,W,76,69,26,49,13,31,11,13,6,29,13,5,1,12,19,24,53,5,17,16,20,4,17,12,9,1,10,17
2019-01-10,Western Carolina,Southern,Mark Prosser,A,Mercer,Southern,Bob Hoffman,L,80,84,27,55,12,29,14,23,14,35,17,3,3,17,20,31,55,9,20,13,19,4,22,11,10,3,8,20
2019-01-12,Western Carolina,Southern,Mark Prosser,A,Citadel,Southern,Duggar Baucom,W,94,82,31,58,12,29,20,24,8,49,20,4,3,27,26,28,79,6,43,20,27,10,30,8,15,5,11,21
2019-01-17,Western Carolina,Southern,Mark Prosser,H,UNC Greensboro,Southern,Wes Miller,L,60,69,24,51,3,13,9,17,10,34,6,2,2,18,21,25,62,4,18,15,21,16,36,9,5,3,10,20
2019-01-19,Western Carolina,Southern,Mark Prosser,A,VMI,Southern,Dan Earl,L,83,91,29,52,11,25,14,17,8,35,11,3,4,17,22,32,57,11,25,16,26,4,19,18,9,2,6,18
2019-01-26,Western Carolina,Southern,Mark Prosser,H,ETSU,Southern,Steve Forbes,L,69,91,23,48,8,19,15,20,6,26,7,2,4,20,14,36,65,12,25,7,14,8,27,18,12,2,10,19
2019-01-31,Western Carolina,Southern,Mark Prosser,A,Chattanooga,Southern,Lamont Paris,W,105,96,33,58,14,25,25,32,8,32,16,4,1,10,23,33,67,10,28,20,26,9,25,17,4,1,5,26
2019-02-02,Western Carolina,Southern,Mark Prosser,A,Samford,Southern,Scott Padgett,L,81,92,29,64,11,24,12,16,12,32,13,4,3,15,19,35,58,10,20,12,18,5,28,20,8,6,12,18
2019-02-07,Western Carolina,Southern,Mark Prosser,H,Furman,Southern,Bob Richey,L,45,64,16,51,5,19,8,11,9,35,5,5,2,20,19,23,57,7,32,11,19,9,32,12,9,7,13,16
2019-02-09,Western Carolina,Southern,Mark Prosser,A,Wofford,Southern,Mike Young,L,56,83,18,54,10,27,10,12,4,22,11,4,0,15,16,30,57,10,23,13,20,8,33,13,11,6,10,16
2019-02-14,Western Carolina,Southern,Mark Prosser,H,Mercer,Southern,Bob Hoffman,L,65,74,22,49,7,30,14,23,8,28,7,3,0,19,18,29,57,3,18,13,17,8,29,13,8,2,11,24
2019-02-16,Western Carolina,Southern,Mark Prosser,H,Citadel,Southern,Duggar Baucom,W,103,82,30,52,19,30,24,29,3,34,21,2,2,16,19,28,67,10,34,16,20,8,29,11,10,3,10,25
2019-02-21,Western Carolina,Southern,Mark Prosser,A,UNC Greensboro,Southern,Wes Miller,L,76,79,27,63,8,27,14,19,4,32,12,4,1,15,24,26,61,6,25,21,33,10,41,12,10,5,13,21
2019-02-23,Western Carolina,Southern,Mark Prosser,H,VMI,Southern,Dan Earl,L,78,83,28,67,10,33,12,17,11,42,14,4,3,14,22,29,65,10,29,15,25,10,36,10,10,2,9,18
2019-03-02,Western Carolina,Southern,Mark Prosser,A,ETSU,Southern,Steve Forbes,L,74,81,25,55,11,23,13,15,8,31,12,7,1,18,24,28,46,9,17,16,32,3,23,17,6,6,14,17
2019-03-08,Western Carolina,Southern,Mark Prosser,N,VMI,Southern,Dan Earl,L,83,96,29,67,7,24,18,22,10,33,11,1,3,6,25,28,58,15,29,25,30,3,28,15,3,5,6,16
2018-11-06,Washington,Pac-12,Mike Hopkins,H,Western Kentucky,CUSA,Rick Stansbury,W,73,55,26,65,5,25,16,20,9,33,11,6,9,8,22,20,53,5,13,10,16,4,29,15,3,5,15,22
2018-11-09,Washington,Pac-12,Mike Hopkins,A,Auburn,SEC,Bruce Pearl,L,66,88,25,45,6,14,10,17,3,21,10,8,5,18,18,29,70,12,31,18,23,17,39,16,8,4,11,20
2018-11-12,Washington,Pac-12,Mike Hopkins,H,San Diego,WCC,Sam Scholl,W,66,63,23,56,5,19,15,17,9,29,10,10,5,8,15,25,53,6,16,7,11,8,29,16,2,5,17,15
2018-11-18,Washington,Pac-12,Mike Hopkins,N,Santa Clara,WCC,Herb Sendek,W,82,68,24,50,8,20,26,34,5,29,12,8,7,14,19,26,58,4,19,12,21,7,24,11,8,1,15,24
2018-11-20,Washington,Pac-12,Mike Hopkins,N,Texas A&M,SEC,Billy Kennedy,W,71,67,20,61,6,20,25,36,21,39,12,7,6,11,20,23,57,5,17,16,25,15,38,9,5,3,13,26
2018-11-21,Washington,Pac-12,Mike Hopkins,N,Minnesota,Big Ten,Richard Pitino,L,66,68,23,46,3,14,17,24,7,29,7,4,8,16,24,21,55,4,12,22,33,13,30,8,6,1,14,21
2018-11-27,Washington,Pac-12,Mike Hopkins,H,Eastern Washington,Big Sky,Shantay Legans,W,83,59,28,54,12,28,15,27,11,41,14,7,11,17,14,19,66,12,34,9,14,14,34,12,7,1,15,23
2018-12-02,Washington,Pac-12,Mike Hopkins,H,UCSB,Big West,Joe Pasternack,W,67,63,21,50,5,21,20,28,6,30,13,10,5,14,20,22,53,8,20,11,21,10,34,12,8,1,16,23
2018-12-05,Washington,Pac-12,Mike Hopkins,A,Gonzaga,WCC,Mark Few,L,79,81,28,59,9,27,14,15,5,24,15,5,3,9,20,27,63,8,20,19,19,13,37,21,4,1,9,16
2018-12-09,Washington,Pac-12,Mike Hopkins,H,Seattle,WAC,Jim Hayford,W,70,62,26,55,6,17,12,17,8,36,9,8,6,16,15,21,60,6,16,14,19,9,27,16,7,2,11,17
2018-12-15,Washington,Pac-12,Mike Hopkins,N,Virginia Tech,ACC,Buzz Williams,L,61,73,22,60,10,30,7,14,14,32,15,9,4,15,20,24,56,8,22,17,21,8,30,14,7,1,11,17
2018-12-21,Washington,Pac-12,Mike Hopkins,H,Sacramento State,Big Sky,Brian Katz,W,57,41,21,48,3,19,12,17,7,29,8,11,10,15,22,12,46,3,14,14,19,8,29,8,5,3,20,19
2019-01-01,Washington,Pac-12,Mike Hopkins,H,Cal State Fullerton,Big West,Dedrique Taylor,W,84,76,31,66,6,21,16,20,10,32,12,10,3,10,18,26,62,5,18,19,23,12,36,14,5,1,15,19
2019-01-05,Washington,Pac-12,Mike Hopkins,H,Washington State,Pac-12,Ernie Kent,W,85,67,30,53,11,20,14,18,5,27,17,11,5,11,17,23,49,11,27,10,11,5,24,15,3,2,16,16
2019-01-10,Washington,Pac-12,Mike Hopkins,A,Utah,Pac-12,Larry Krystkowiak,W,69,53,27,65,9,22,6,8,13,36,16,9,9,8,16,20,60,6,30,7,12,16,43,16,4,3,15,13
2019-01-12,Washington,Pac-12,Mike Hopkins,A,Colorado,Pac-12,Tad Boyle,W,77,70,27,49,9,20,14,21,4,25,9,8,6,15,22,24,54,6,15,16,23,7,24,13,8,0,12,21
2019-01-17,Washington,Pac-12,Mike Hopkins,H,Stanford,Pac-12,Jerod Haase,W,80,64,30,58,6,14,14,21,8,24,8,8,7,6,21,24,50,3,15,13,20,7,27,8,2,3,18,21
2019-01-19,Washington,Pac-12,Mike Hopkins,H,California,Pac-12,Wyking Jones,W,71,52,21,47,10,27,19,28,6,36,12,7,11,18,20,18,59,1,15,15,23,10,30,8,12,1,12,25
2019-01-24,Washington,Pac-12,Mike Hopkins,A,Oregon,Pac-12,Dana Altman,W,61,56,22,40,8,20,9,11,3,18,18,10,2,19,14,21,45,6,16,8,12,5,20,11,10,1,19,14
2019-01-26,Washington,Pac-12,Mike Hopkins,A,Oregon State,Pac-12,Wayne Tinkle,W,79,69,28,48,7,19,16,25,6,24,15,10,4,12,25,22,50,7,19,18,26,11,30,13,5,2,15,20
2019-01-30,Washington,Pac-12,Mike Hopkins,H,USC,Pac-12,Andy Enfield,W,75,62,26,58,7,21,16,21,15,38,13,14,4,18,16,22,54,5,16,13,16,9,27,13,6,1,18,20
2019-02-02,Washington,Pac-12,Mike Hopkins,H,UCLA,Pac-12,Steve Alford,W,69,55,23,54,11,24,12,17,5,29,11,14,7,15,16,23,54,4,15,5,9,7,31,13,9,2,22,15
2019-02-07,Washington,Pac-12,Mike Hopkins,A,Arizona,Pac-12,Sean Miller,W,67,60,25,49,7,20,10,14,7,24,12,9,6,17,18,20,53,4,18,16,23,12,28,12,2,3,20,15
2019-02-09,Washington,Pac-12,Mike Hopkins,A,Arizona State,Pac-12,Bobby Hurley,L,63,75,21,57,10,32,11,20,6,20,10,12,2,17,22,29,47,6,17,11,19,7,37,18,6,4,24,19
2019-02-16,Washington,Pac-12,Mike Hopkins,A,Washington State,Pac-12,Ernie Kent,W,72,70,29,61,8,20,6,8,12,24,12,8,1,10,16,24,49,9,21,13,14,11,32,17,4,4,19,17
2019-02-20,Washington,Pac-12,Mike Hopkins,H,Utah,Pac-12,Larry Krystkowiak,W,62,45,23,57,4,20,12,14,9,36,7,8,6,9,17,14,50,8,24,9,16,11,32,7,5,0,16,13
2019-02-23,Washington,Pac-12,Mike Hopkins,H,Colorado,Pac-12,Tad Boyle,W,64,55,24,57,8,20,8,14,13,25,11,12,9,11,14,22,53,4,13,7,11,10,34,15,8,3,19,17
2019-02-28,Washington,Pac-12,Mike Hopkins,A,California,Pac-12,Wyking Jones,L,73,76,27,55,11,27,8,13,4,22,17,5,5,10,13,30,54,8,15,8,12,7,28,22,8,3,10,13
2019-03-03,Washington,Pac-12,Mike Hopkins,A,Stanford,Pac-12,Jerod Haase,W,62,61,23,57,6,17,10,16,6,25,7,9,5,13,21,20,50,6,17,15,25,9,36,10,7,6,19,16
2019-03-06,Washington,Pac-12,Mike Hopkins,H,Oregon State,Pac-12,Wayne Tinkle,W,81,76,27,50,10,21,17,26,8,28,11,10,8,11,17,26,56,8,18,16,21,13,29,16,5,2,14,19
2019-03-09,Washington,Pac-12,Mike Hopkins,H,Oregon,Pac-12,Dana Altman,L,47,55,16,48,3,20,12,17,4,24,4,8,4,15,18,21,49,4,22,9,17,9,36,9,8,2,16,19
2019-03-14,Washington,Pac-12,Mike Hopkins,N,USC,Pac-12,Andy Enfield,W,78,75,29,60,13,28,7,15,8,29,19,10,5,13,15,27,60,11,27,10,12,10,36,17,10,6,17,15
2019-03-15,Washington,Pac-12,Mike Hopkins,N,Colorado,Pac-12,Tad Boyle,W,66,61,21,53,7,24,17,27,4,24,11,13,4,10,22,17,53,6,24,21,26,14,39,10,4,3,16,21
2019-03-16,Washington,Pac-12,Mike Hopkins,N,Oregon,Pac-12,Dana Altman,L,48,68,18,54,5,23,7,8,8,20,9,8,3,13,18,21,40,6,14,20,22,6,32,11,8,4,13,15
2019-03-22,Washington,Pac-12,Mike Hopkins,N,Utah State,MWC,Craig Smith,W,78,61,25,51,10,17,18,21,7,29,14,10,6,14,18,19,54,7,20,16,20,11,29,13,3,4,21,18
