Date,Team,Conference,Location,Opponent,Result,Points,OpponentPoints,PassCompletions,PassAttempts,PassYards,PassTDs,RushAttempts,RushYards,RushTDs,FirstDownPass,FirstDownRush,Penalties,PenaltyYards,Fumbles,Interceptions
2005-10-01,Minnesota,Big Ten,A,Penn State,L,14,44,16,28,174,1,32,113,1,6,7,4,54,1,1
2005-10-08,Minnesota,Big Ten,A,Michigan,W,23,20,11,23,139,1,57,264,1,6,13,9,95,1,0
2005-10-15,Minnesota,Big Ten,H,Wisconsin,L,34,38,7,17,99,1,63,411,3,3,19,6,65,1,1
2005-10-29,Minnesota,Big Ten,H,Ohio State,L,31,45,26,36,396,1,42,182,3,14,9,6,50,1,0
2005-11-05,Minnesota,Big Ten,A,Indiana,W,42,21,16,26,225,1,49,347,5,11,14,4,50,0,0
2005-11-12,Minnesota,Big Ten,H,Michigan State,W,41,18,8,13,123,2,63,327,4,5,19,4,35,0,0
2005-11-19,Minnesota,Big Ten,A,Iowa,L,28,52,26,46,315,1,34,129,2,15,9,4,31,0,2
2005-12-30,Minnesota,Big Ten,N,Virginia,L,31,34,18,28,263,4,51,198,0,11,13,6,52,0,1
2005-09-03,Middle Tennessee State,Sun Belt,A,Alabama,L,7,26,13,20,123,1,25,34,0,6,3,8,70,1,0
2005-09-10,Middle Tennessee State,Sun Belt,H,North Texas,L,7,14,21,27,195,0,48,188,1,8,13,6,53,2,3
2005-09-17,Middle Tennessee State,Sun Belt,H,Akron,L,7,17,23,40,157,1,23,54,0,6,3,10,100,1,0
2005-10-01,Middle Tennessee State,Sun Belt,A,Vanderbilt,W,17,15,14,22,147,0,31,62,2,6,5,5,40,0,0
2005-10-15,Middle Tennessee State,Sun Belt,A,Florida Atlantic,W,35,14,12,19,115,0,64,263,5,7,15,11,90,0,1
2005-10-22,Middle Tennessee State,Sun Belt,H,Louisiana,L,10,13,19,25,218,0,37,45,1,11,3,11,112,1,0
2005-11-05,Middle Tennessee State,Sun Belt,H,Arkansas State,W,45,7,18,28,266,3,43,146,3,13,8,5,27,0,1
2005-11-12,Middle Tennessee State,Sun Belt,H,Louisiana-Monroe,L,31,34,20,33,272,1,36,126,3,10,8,7,55,0,1
2005-11-19,Middle Tennessee State,Sun Belt,A,North Carolina State,L,3,24,23,37,228,0,39,50,0,14,1,10,74,0,1
2005-11-26,Middle Tennessee State,Sun Belt,A,Troy,W,17,7,18,27,146,0,45,125,2,6,8,8,85,0,0
2005-12-03,Middle Tennessee State,Sun Belt,A,Florida International,L,31,35,27,38,316,3,38,107,1,16,6,8,100,0,0
2005-09-03,Northern Illinois,MAC,A,Michigan,L,17,33,17,25,200,0,32,211,2,8,10,5,37,4,1
2005-09-10,Northern Illinois,MAC,A,Northwestern,L,37,38,24,37,283,1,41,256,4,11,15,7,76,1,1
2005-09-24,Northern Illinois,MAC,A,Akron,L,42,48,39,52,486,6,27,50,0,21,5,3,30,1,1
2005-10-05,Northern Illinois,MAC,H,Miami (OH),W,38,27,19,22,296,2,42,220,3,8,12,7,70,1,1
2005-10-15,Northern Illinois,MAC,H,Eastern Michigan,W,24,8,15,23,119,1,53,315,2,5,11,9,101,1,2
2005-10-22,Northern Illinois,MAC,A,Kent State,W,34,3,12,20,156,2,48,252,3,9,10,5,40,1,0
2005-10-29,Northern Illinois,MAC,H,Ball State,L,17,31,21,31,163,1,28,66,1,9,4,2,17,2,1
2005-11-05,Northern Illinois,MAC,A,Central Michigan,W,31,28,31,43,435,3,22,6,1,14,3,10,75,0,1
2005-11-16,Northern Illinois,MAC,A,Toledo,W,35,17,21,30,176,2,43,162,3,11,8,8,79,0,1
2005-11-23,Northern Illinois,MAC,H,Western Michigan,W,42,7,8,13,160,1,50,366,5,6,17,2,30,1,0
2005-12-01,Northern Illinois,MAC,N,Akron,L,30,31,7,17,110,1,52,250,2,5,12,3,10,0,0
2005-09-03,Ohio State,Big Ten,H,Miami (OH),W,34,14,22,30,222,2,36,160,1,12,11,2,26,1,1
2005-09-10,Ohio State,Big Ten,H,Texas,L,22,25,14,26,144,1,36,111,0,8,5,8,78,1,0
2005-09-17,Ohio State,Big Ten,H,San Diego State,W,27,6,23,36,196,0,46,179,3,11,10,5,45,1,1
2005-09-24,Ohio State,Big Ten,H,Iowa,W,31,6,14,21,216,2,60,314,2,9,17,8,79,2,0
2005-10-08,Ohio State,Big Ten,A,Penn State,L,10,17,13,25,139,0,40,91,1,8,7,4,25,1,1
2005-10-15,Ohio State,Big Ten,H,Michigan State,W,35,24,10,15,249,3,26,137,1,7,6,3,18,4,0
2005-10-22,Ohio State,Big Ten,A,Indiana,W,41,10,15,24,238,1,48,240,2,10,11,8,95,1,1
2005-10-29,Ohio State,Big Ten,A,Minnesota,W,45,31,14,20,233,3,43,216,2,13,9,4,30,0,0
2005-11-05,Ohio State,Big Ten,H,Illinois,W,40,2,16,25,324,3,46,202,2,11,12,4,24,1,0
2005-11-12,Ohio State,Big Ten,H,Northwestern,W,48,7,9,15,105,0,54,317,5,6,17,7,55,0,1
2005-11-19,Ohio State,Big Ten,A,Michigan,W,25,21,27,37,300,1,35,118,2,15,10,5,50,2,0
2006-01-02,Ohio State,Big Ten,N,Notre Dame,W,34,20,19,28,342,2,36,275,2,14,12,7,53,2,0
2005-09-03,Ohio,MAC,A,Northwestern,L,14,38,12,28,177,0,23,62,1,8,4,8,74,2,1
2005-09-09,Ohio,MAC,H,Pitt,W,16,10,14,24,114,0,35,94,0,2,5,5,42,0,0
2005-09-17,Ohio,MAC,A,Virginia Tech,L,0,45,10,23,102,0,32,87,0,4,6,2,20,1,2
2005-09-24,Ohio,MAC,H,Kent State,W,35,32,13,20,145,1,57,373,4,7,15,4,42,0,2
2005-10-08,Ohio,MAC,A,Bowling Green State,L,14,38,13,27,171,0,33,68,1,6,3,8,73,0,2
2005-10-15,Ohio,MAC,A,Central Michigan,L,10,37,12,36,101,1,48,196,0,3,14,4,25,2,1
2005-10-22,Ohio,MAC,H,Ball State,W,38,21,6,23,51,0,52,414,4,3,16,11,80,0,0
2005-10-29,Ohio,MAC,A,Buffalo,W,34,20,12,19,167,3,45,307,2,5,13,17,161,0,0
2005-11-04,Ohio,MAC,H,Toledo,L,21,30,13,23,148,0,38,146,3,8,5,9,66,0,2
2005-11-15,Ohio,MAC,A,Akron,L,3,27,10,19,99,0,27,11,0,3,4,9,59,0,1
2005-11-21,Ohio,MAC,H,Miami (OH),L,7,38,5,22,28,0,37,157,1,2,7,6,45,1,1
2005-09-10,North Carolina,ACC,A,Georgia Tech,L,21,27,18,39,280,2,26,61,1,9,4,8,67,0,3
2005-09-17,North Carolina,ACC,H,Wisconsin,L,5,14,16,37,281,0,25,57,0,12,1,12,115,0,1
2005-09-24,North Carolina,ACC,A,North Carolina State,W,31,24,13,23,177,2,49,144,1,8,12,9,70,1,1
2005-10-01,North Carolina,ACC,H,Utah,W,31,17,16,31,267,2,39,85,1,13,4,6,65,0,2
2005-10-08,North Carolina,ACC,A,Louisville,L,14,69,19,30,224,0,38,108,2,10,8,8,70,3,1
2005-10-22,North Carolina,ACC,H,Virginia,W,7,5,13,24,98,1,46,172,0,4,11,7,57,0,1
2005-10-29,North Carolina,ACC,A,Miami (FL),L,16,34,13,25,86,0,44,102,2,4,8,7,40,2,1
2005-11-05,North Carolina,ACC,H,Boston College,W,16,14,20,32,211,0,40,99,0,13,5,7,60,0,1
2005-11-12,North Carolina,ACC,H,Maryland,L,30,33,25,40,335,1,28,89,1,13,5,8,55,1,0
2005-11-19,North Carolina,ACC,H,Duke,W,24,21,15,34,238,1,46,163,2,9,14,8,68,2,0
2005-11-26,North Carolina,ACC,A,Virginia Tech,L,3,30,15,41,160,0,22,36,0,5,5,8,69,0,1
2005-09-03,Miami (OH),MAC,A,Ohio State,L,14,34,24,44,250,1,30,48,1,16,4,4,26,1,1
2005-09-10,Miami (OH),MAC,H,Central Michigan,L,37,38,28,47,397,3,33,127,1,17,8,3,15,0,0
2005-09-17,Miami (OH),MAC,A,Kent State,W,27,10,22,37,251,2,51,176,1,9,15,10,96,2,1
2005-09-28,Miami (OH),MAC,H,Cincinnati,W,44,16,23,37,365,3,40,174,2,18,7,11,125,0,1
2005-10-05,Miami (OH),MAC,A,Northern Illinois,L,27,38,17,32,133,2,31,168,1,7,10,3,13,0,1
2005-10-15,Miami (OH),MAC,H,Akron,W,51,23,23,38,332,3,37,248,4,13,11,9,95,1,1
2005-10-22,Miami (OH),MAC,A,Eastern Michigan,W,24,23,23,43,252,2,40,197,1,13,11,3,25,0,2
2005-10-29,Miami (OH),MAC,A,Temple,W,41,14,29,41,379,3,37,127,2,16,6,9,64,2,0
2005-11-05,Miami (OH),MAC,H,Buffalo,W,54,13,26,45,298,4,45,149,0,13,10,10,120,0,1
2005-11-15,Miami (OH),MAC,H,Bowling Green State,L,14,42,17,37,254,2,27,-64,0,9,3,4,34,2,5
2005-11-21,Miami (OH),MAC,A,Ohio,W,38,7,22,44,297,2,41,124,2,17,6,3,15,0,1
2005-09-02,Utah,MWC,H,Arizona,W,27,24,19,31,220,1,38,226,1,9,9,7,64,1,0
2005-09-10,Utah,MWC,H,Utah State,W,31,7,18,22,268,2,49,242,2,12,13,5,45,2,0
2005-09-15,Utah,MWC,A,Texas Christian,L,20,23,15,31,208,0,50,109,2,7,6,6,40,1,1
2005-09-22,Utah,MWC,H,Air Force,W,38,35,21,30,305,2,43,152,3,14,8,5,45,1,1
2005-10-01,Utah,MWC,A,North Carolina,L,17,31,22,34,211,1,38,167,1,12,9,12,101,4,1
2005-10-08,Utah,MWC,A,Colorado State,L,17,21,15,27,255,1,45,170,1,10,8,9,48,0,2
2005-10-15,Utah,MWC,H,San Diego State,L,19,28,31,48,417,0,43,175,2,20,10,6,34,1,1
2005-10-22,Utah,MWC,A,Nevada-Las Vegas,W,42,32,20,29,264,3,36,242,3,11,10,10,93,1,0
2005-11-05,Utah,MWC,H,Wyoming,W,43,13,32,45,384,4,41,179,1,14,10,5,45,0,0
2005-11-12,Utah,MWC,H,New Mexico,L,27,31,18,41,381,4,32,60,0,11,7,8,97,3,2
2005-11-19,Utah,MWC,A,Brigham Young,W,41,34,17,35,240,4,44,251,1,9,13,12,86,0,0
2005-12-29,Utah,MWC,N,Georgia Tech,W,38,10,30,42,381,4,35,169,1,21,9,7,64,0,2
2005-09-02,Arizona,Pac-10,A,Utah,L,24,27,24,42,287,2,33,104,1,15,7,7,50,2,2
2005-09-17,Arizona,Pac-10,H,Purdue,L,24,31,23,40,283,3,24,13,0,12,2,12,75,1,1
2005-10-01,Arizona,Pac-10,A,California,L,0,28,19,36,169,0,28,37,0,6,5,11,60,0,3
2005-10-08,Arizona,Pac-10,A,USC,L,21,42,16,25,181,3,23,64,0,6,4,2,15,0,1
2005-10-15,Arizona,Pac-10,H,Stanford,L,16,20,21,39,161,0,40,110,2,9,6,6,69,3,2
2005-10-22,Arizona,Pac-10,H,Oregon,L,21,28,22,41,199,2,37,212,1,10,7,9,61,2,2
2005-10-29,Arizona,Pac-10,A,Oregon State,W,29,27,13,22,335,2,30,49,1,8,2,1,15,1,0
2005-11-05,Arizona,Pac-10,H,UCLA,W,52,14,14,24,204,2,43,315,3,9,16,7,68,0,0
2005-11-12,Arizona,Pac-10,H,Washington,L,14,38,22,41,235,2,30,87,0,13,4,5,55,2,3
2005-11-25,Arizona,Pac-10,A,Arizona State,L,20,23,18,27,213,1,50,164,1,9,12,5,28,0,1
2005-09-01,Vanderbilt,SEC,A,Wake Forest,W,24,20,25,36,276,1,30,146,2,13,10,2,5,0,1
2005-09-10,Vanderbilt,SEC,A,Arkansas,W,28,24,23,45,278,2,33,130,1,14,4,2,9,0,1
2005-09-17,Vanderbilt,SEC,H,Ole Miss,W,31,23,24,41,314,0,49,209,4,16,14,7,50,1,0
2005-10-01,Vanderbilt,SEC,H,Middle Tennessee State,L,15,17,26,45,245,1,33,102,0,12,8,4,32,0,1
2005-10-08,Vanderbilt,SEC,H,LSU,L,6,34,11,33,113,0,26,25,0,5,1,5,36,1,2
2005-10-15,Vanderbilt,SEC,H,Georgia,L,17,34,15,28,174,1,39,150,1,10,10,4,40,0,1
2005-10-22,Vanderbilt,SEC,A,South Carolina,L,28,35,27,49,339,1,34,41,2,16,6,3,15,0,1
2005-11-05,Vanderbilt,SEC,A,Florida,L,42,49,28,42,361,4,25,58,2,15,4,5,37,2,2
2005-11-12,Vanderbilt,SEC,H,Kentucky,L,43,48,39,67,395,5,27,119,1,18,9,2,20,3,0
2005-11-19,Vanderbilt,SEC,A,Tennessee,W,28,24,27,39,315,3,28,49,1,13,5,6,46,0,0
2005-09-04,Kentucky,SEC,H,Louisville,L,24,31,17,27,278,2,27,47,1,10,5,3,34,3,0
2005-09-17,Kentucky,SEC,A,Indiana,L,14,38,11,20,140,1,25,77,1,4,4,5,30,1,0
2005-09-24,Kentucky,SEC,H,Florida,L,28,49,15,33,162,0,33,133,4,8,9,1,5,1,3
2005-10-08,Kentucky,SEC,A,South Carolina,L,16,44,12,18,95,0,53,213,2,5,15,4,50,4,1
2005-10-22,Kentucky,SEC,A,Ole Miss,L,7,13,12,22,107,0,38,149,1,6,8,9,62,3,0
2005-10-29,Kentucky,SEC,H,Mississippi State,W,13,7,13,27,141,0,47,183,1,8,10,7,60,1,0
2005-11-05,Kentucky,SEC,H,Auburn,L,27,49,26,43,335,1,27,115,2,12,7,7,72,0,1
2005-11-12,Kentucky,SEC,A,Vanderbilt,W,48,43,12,20,155,0,43,210,5,6,10,5,36,1,1
2005-11-19,Kentucky,SEC,A,Georgia,L,13,45,18,33,100,0,31,99,1,5,6,5,54,1,0
2005-11-26,Kentucky,SEC,H,Tennessee,L,8,27,27,41,177,0,33,46,0,9,5,2,9,1,3
2005-09-03,Florida,SEC,H,Wyoming,W,32,14,26,34,320,3,36,91,1,10,11,4,30,0,0
2005-09-10,Florida,SEC,H,Louisiana Tech,W,41,3,14,24,224,2,49,251,4,7,12,9,85,1,0
2005-09-17,Florida,SEC,H,Tennessee,W,16,7,17,26,179,0,37,68,1,8,5,10,63,0,0
2005-09-24,Florida,SEC,A,Kentucky,W,49,28,27,36,350,4,42,187,3,18,9,8,75,1,0
2005-10-01,Florida,SEC,A,Alabama,L,3,31,16,37,187,0,31,139,0,8,7,9,85,0,2
2005-10-08,Florida,SEC,H,Mississippi State,W,35,9,21,38,289,1,37,191,2,13,11,8,70,1,3
2005-10-15,Florida,SEC,A,LSU,L,17,21,11,30,107,0,32,99,2,4,5,10,62,0,0
2005-10-29,Florida,SEC,N,Georgia,W,14,10,15,20,108,1,37,153,1,7,8,10,65,1,0
2005-11-05,Florida,SEC,H,Vanderbilt,W,49,42,32,41,257,3,42,191,4,13,15,11,78,0,0
2005-11-12,Florida,SEC,A,South Carolina,L,22,30,18,31,210,2,37,149,0,12,8,11,86,0,1
2005-11-26,Florida,SEC,H,Florida State,W,34,7,19,28,211,2,33,73,1,8,7,7,54,1,1
2006-01-02,Florida,SEC,N,Iowa,W,31,24,25,40,278,2,42,169,0,16,7,5,30,1,0
2005-09-10,Troy,Sun Belt,H,UAB,L,7,27,12,26,164,0,20,26,0,6,3,2,20,0,4
2005-09-17,Troy,Sun Belt,A,Missouri,L,21,52,22,42,260,2,30,74,1,11,6,8,58,1,0
2005-09-24,Troy,Sun Belt,A,South Carolina,L,20,45,12,30,99,1,40,137,0,3,9,5,54,4,1
2005-10-04,Troy,Sun Belt,A,North Texas,W,13,10,5,12,40,1,64,283,0,3,19,5,45,1,1
2005-10-15,Troy,Sun Belt,A,Louisiana-Monroe,L,3,27,15,29,174,0,43,154,0,7,12,12,109,2,2
2005-10-20,Troy,Sun Belt,H,Florida International,W,18,13,12,19,150,1,45,123,0,8,6,5,50,2,1
2005-10-29,Troy,Sun Belt,A,Louisiana,L,28,31,11,27,137,2,46,183,2,6,13,7,44,0,1
2005-11-05,Troy,Sun Belt,H,Florida Atlantic,W,28,14,17,27,271,3,38,112,1,12,5,8,65,0,0
2005-11-12,Troy,Sun Belt,A,Arkansas State,L,3,9,12,23,98,0,32,69,0,5,3,10,87,0,1
2005-11-26,Troy,Sun Belt,H,Middle Tennessee State,L,7,17,18,32,230,1,29,74,0,10,6,3,30,0,2
2005-09-01,Connecticut,Big East,H,Buffalo,W,38,0,14,21,132,3,55,290,2,6,16,6,39,0,1
2005-09-17,Connecticut,Big East,A,Georgia Tech,L,13,28,7,25,67,0,33,129,1,3,2,8,57,1,3
2005-10-01,Connecticut,Big East,A,Army,W,47,13,18,27,180,2,44,167,2,8,10,6,62,0,0
2005-10-07,Connecticut,Big East,H,Syracuse,W,26,7,6,15,45,0,58,297,3,2,14,5,45,0,0
2005-10-15,Connecticut,Big East,A,Cincinnati,L,17,28,19,43,191,2,47,165,0,9,11,8,51,3,1
2005-10-22,Connecticut,Big East,H,Rutgers,L,24,26,18,35,196,2,33,97,1,10,5,12,80,0,1
2005-11-02,Connecticut,Big East,A,West Virginia,L,13,45,11,21,117,0,38,12,1,4,3,4,30,1,1
2005-11-12,Connecticut,Big East,A,Pitt,L,0,24,18,35,156,0,37,143,0,6,10,6,53,0,3
2005-11-26,Connecticut,Big East,H,South Florida,W,15,10,8,26,81,0,41,160,1,4,7,7,48,2,0
2005-12-03,Connecticut,Big East,H,Louisville,L,20,30,18,32,255,3,38,87,0,11,6,4,44,4,0
2005-09-03,UAB,CUSA,A,Tennessee,L,10,17,27,38,282,1,23,53,0,14,4,9,50,1,1
2005-09-10,UAB,CUSA,A,Troy,W,27,7,25,38,296,2,39,164,0,15,9,9,75,0,0
2005-10-01,UAB,CUSA,H,Rice,W,45,26,27,36,372,3,31,134,3,16,8,8,78,0,0
2005-10-08,UAB,CUSA,H,SMU,L,27,28,22,35,344,2,23,73,1,12,6,4,45,1,2
2005-10-15,UAB,CUSA,A,Marshall,L,19,20,20,35,245,1,37,187,1,11,9,15,112,0,1
2005-10-21,UAB,CUSA,H,Southern Mississippi,L,28,37,29,42,407,3,28,80,1,17,5,10,89,0,1
2005-11-01,UAB,CUSA,A,Memphis,W,37,20,25,42,334,4,37,217,0,19,10,4,30,0,1
2005-11-12,UAB,CUSA,H,UCF,L,21,27,20,39,240,1,30,190,2,10,9,4,40,2,2
2005-11-19,UAB,CUSA,A,UTEP,W,35,23,11,17,184,4,45,189,1,8,11,5,50,1,1
2005-11-26,UAB,CUSA,A,East Carolina,L,23,31,23,43,278,0,31,130,2,12,8,3,30,0,3
2005-09-03,Baylor,Big 12,A,SMU,W,28,23,23,40,198,0,45,215,3,10,13,10,76,1,2
2005-09-17,Baylor,Big 12,A,Army,W,20,10,20,30,205,1,37,146,1,9,10,8,73,1,2
2005-10-01,Baylor,Big 12,A,Texas A&M,L,13,16,25,45,222,1,45,125,0,11,11,2,19,2,0
2005-10-08,Baylor,Big 12,A,Iowa State,W,23,13,18,26,160,1,34,116,1,8,6,8,57,1,0
2005-10-15,Baylor,Big 12,H,Nebraska,L,14,23,17,31,202,1,23,51,1,10,4,11,82,1,2
2005-10-22,Baylor,Big 12,A,Oklahoma,L,30,37,20,44,228,3,21,63,0,10,2,9,79,3,0
2005-10-29,Baylor,Big 12,H,Texas Tech,L,0,28,21,38,204,0,40,121,0,10,9,9,75,1,3
2005-11-05,Baylor,Big 12,H,Texas,L,0,62,10,23,89,0,30,112,0,7,5,10,77,0,2
2005-11-12,Baylor,Big 12,A,Missouri,L,16,31,27,50,270,2,33,77,0,13,4,9,85,0,1
2005-11-19,Baylor,Big 12,H,Oklahoma State,W,44,34,22,35,272,1,40,46,3,9,5,3,39,1,0
2005-09-03,SMU,CUSA,H,Baylor,L,23,28,9,26,106,1,36,170,2,7,7,2,20,2,0
2005-09-10,SMU,CUSA,H,Texas Christian,W,21,10,11,21,101,1,52,172,2,5,10,5,52,1,0
2005-09-17,SMU,CUSA,A,Texas A&M,L,8,66,23,45,309,1,26,39,0,9,4,8,61,2,2
2005-09-24,SMU,CUSA,H,Tulane,L,10,31,8,18,64,0,31,63,0,3,6,6,54,2,0
2005-10-01,SMU,CUSA,A,Marshall,L,13,16,10,25,151,1,34,40,0,5,2,6,42,0,0
2005-10-08,SMU,CUSA,A,UAB,W,28,27,30,43,333,2,36,80,1,15,5,6,57,1,0
2005-10-15,SMU,CUSA,H,East Carolina,L,17,24,19,37,211,0,34,143,2,9,8,2,17,1,4
2005-10-22,SMU,CUSA,A,Tulsa,L,13,20,20,32,223,0,36,114,1,9,5,10,85,2,1
2005-11-05,SMU,CUSA,H,Rice,W,27,7,9,17,111,0,49,280,3,4,10,10,100,2,0
2005-11-19,SMU,CUSA,A,Houston,W,29,24,12,27,117,1,36,124,1,7,9,8,69,1,1
2005-11-26,SMU,CUSA,H,UTEP,W,40,27,18,32,211,3,46,229,1,10,10,13,112,0,0
2005-09-03,Virginia,ACC,H,Western Michigan,W,31,19,17,25,252,1,41,188,3,8,10,6,50,1,2
2005-09-17,Virginia,ACC,A,Syracuse,W,27,24,16,26,145,1,44,271,2,6,11,6,60,0,3
2005-09-24,Virginia,ACC,H,Duke,W,38,7,15,25,214,4,35,110,1,9,8,6,50,1,0
2005-10-01,Virginia,ACC,A,Maryland,L,33,45,17,35,270,0,35,136,2,10,9,2,30,0,0
2005-10-08,Virginia,ACC,A,Boston College,L,17,28,21,35,195,2,39,145,0,12,5,11,88,1,1
2005-10-15,Virginia,ACC,H,Florida State,W,26,21,27,39,306,2,28,20,0,14,2,9,56,0,0
2005-10-22,Virginia,ACC,A,North Carolina,L,5,7,14,28,109,0,37,90,0,7,6,1,5,0,1
2005-11-05,Virginia,ACC,H,Temple,W,51,3,17,29,187,0,45,262,6,8,15,7,80,0,2
2005-11-12,Virginia,ACC,H,Georgia Tech,W,27,17,21,29,205,1,45,161,2,12,9,5,39,0,1
2005-11-19,Virginia,ACC,H,Virginia Tech,L,14,52,17,30,140,0,30,114,2,6,9,1,7,1,2
2005-11-26,Virginia,ACC,A,Miami (FL),L,17,25,16,29,296,2,41,111,0,8,9,8,72,0,0
2005-12-30,Virginia,ACC,N,Minnesota,W,34,31,26,33,365,2,30,103,2,14,5,4,30,1,1
2005-09-04,Virginia Tech,ACC,A,North Carolina State,W,20,16,10,21,108,1,41,124,1,4,8,6,40,0,0
2005-09-10,Virginia Tech,ACC,A,Duke,W,45,0,13,22,182,3,44,180,2,10,9,5,50,0,1
2005-09-17,Virginia Tech,ACC,H,Ohio,W,45,0,14,19,257,3,53,218,3,11,12,3,20,0,0
2005-09-24,Virginia Tech,ACC,H,Georgia Tech,W,51,7,13,22,223,1,44,97,2,9,6,5,35,0,0
2005-10-01,Virginia Tech,ACC,A,West Virginia,W,34,17,15,17,177,2,53,214,2,10,13,2,10,0,0
2005-10-08,Virginia Tech,ACC,H,Marshall,W,41,14,12,18,176,1,42,233,3,8,16,2,10,0,1
2005-10-20,Virginia Tech,ACC,A,Maryland,W,28,9,14,23,211,0,48,286,4,8,15,7,71,1,3
2005-10-27,Virginia Tech,ACC,H,Boston College,W,30,10,22,28,280,1,53,212,1,15,11,6,46,1,0
2005-11-05,Virginia Tech,ACC,H,Miami (FL),L,7,27,8,22,90,0,34,77,1,5,6,8,56,4,2
2005-11-19,Virginia Tech,ACC,A,Virginia,W,52,14,15,21,170,2,55,333,5,8,18,4,49,0,1
2005-11-26,Virginia Tech,ACC,H,North Carolina,W,30,3,8,15,61,1,53,277,3,2,19,9,74,1,1
2005-12-03,Virginia Tech,ACC,N,Florida State,L,22,27,26,52,335,1,31,41,2,16,3,17,143,1,1
2006-01-02,Virginia Tech,ACC,N,Louisville,W,35,24,11,21,203,2,48,187,1,7,12,7,93,0,0
2005-09-03,Clemson,ACC,H,Texas A&M,W,25,24,16,24,213,0,51,183,0,10,12,5,35,0,0
2005-09-10,Clemson,ACC,A,Maryland,W,28,24,18,22,178,2,40,114,2,7,7,4,37,0,0
2005-09-17,Clemson,ACC,H,Miami (FL),L,30,36,31,55,288,2,22,90,1,13,5,2,15,0,1
2005-09-24,Clemson,ACC,H,Boston College,L,13,16,19,28,149,0,29,102,1,5,5,2,31,0,0
2005-10-01,Clemson,ACC,A,Wake Forest,L,27,31,28,42,304,0,38,150,3,16,12,4,28,0,2
2005-10-13,Clemson,ACC,A,North Carolina State,W,31,10,22,31,246,2,41,243,2,11,11,9,80,0,1
2005-10-22,Clemson,ACC,H,Temple,W,37,7,22,33,359,3,34,155,1,14,9,6,55,0,1
2005-10-29,Clemson,ACC,A,Georgia Tech,L,9,10,19,30,180,0,35,145,0,8,8,8,58,3,1
2005-11-05,Clemson,ACC,H,Duke,W,49,20,14,24,216,2,41,234,5,9,15,6,43,0,0
2005-11-12,Clemson,ACC,H,Florida State,W,35,14,21,33,269,3,41,85,2,10,7,2,20,0,1
2005-11-19,Clemson,ACC,A,South Carolina,W,13,9,17,26,172,0,40,175,1,8,10,3,35,2,2
2005-12-27,Clemson,ACC,N,Colorado,W,19,10,21,29,205,0,38,160,2,8,9,6,49,0,1
2005-09-01,South Carolina,SEC,H,UCF,W,24,15,18,23,330,3,28,32,0,13,3,5,25,3,0
2005-09-10,South Carolina,SEC,A,Georgia,L,15,17,22,34,236,1,23,43,0,8,3,7,43,0,2
2005-09-17,South Carolina,SEC,H,Alabama,L,14,37,21,39,185,1,19,71,1,7,5,4,25,1,1
2005-09-24,South Carolina,SEC,H,Troy,W,45,20,17,23,268,3,41,116,2,13,8,6,50,0,0
2005-10-01,South Carolina,SEC,A,Auburn,L,7,48,16,24,129,1,28,70,0,5,2,9,62,1,0
2005-10-08,South Carolina,SEC,H,Kentucky,W,44,16,24,35,278,2,34,139,3,14,8,9,97,1,1
2005-10-22,South Carolina,SEC,H,Vanderbilt,W,35,28,18,31,267,4,30,132,1,13,7,5,60,0,1
2005-10-29,South Carolina,SEC,A,Tennessee,W,16,15,22,37,242,2,28,65,0,13,3,10,54,2,1
2005-11-05,South Carolina,SEC,A,Arkansas,W,14,10,12,25,142,2,33,45,0,7,5,2,10,1,0
2005-11-12,South Carolina,SEC,H,Florida,W,30,22,7,17,126,0,36,120,4,5,7,3,20,0,0
2005-11-19,South Carolina,SEC,H,Clemson,L,9,13,16,29,180,0,33,167,0,8,9,7,60,1,3
2005-12-30,South Carolina,SEC,N,Missouri,L,31,38,20,38,266,2,32,142,2,13,8,5,52,0,3
2005-09-03,Ball State,MAC,A,Iowa,L,0,56,11,23,93,0,34,51,0,3,4,7,33,1,0
2005-09-10,Ball State,MAC,H,Bowling Green State,L,31,40,25,34,306,4,32,159,0,8,6,7,79,0,2
2005-09-17,Ball State,MAC,A,Auburn,L,3,63,14,26,127,0,29,93,0,6,8,2,12,0,1
2005-10-01,Ball State,MAC,A,Boston College,L,0,38,18,24,113,0,32,46,0,7,3,4,39,0,0
2005-10-08,Ball State,MAC,A,Western Michigan,W,60,57,23,41,306,4,57,240,4,16,12,9,79,0,1
2005-10-15,Ball State,MAC,H,Toledo,L,14,34,11,19,76,1,40,114,0,3,10,11,64,1,2
2005-10-22,Ball State,MAC,A,Ohio,L,21,38,24,37,242,1,28,98,1,11,5,5,45,2,0
2005-10-29,Ball State,MAC,A,Northern Illinois,W,31,17,23,34,186,3,52,196,1,16,10,7,113,1,1
2005-11-05,Ball State,MAC,H,Akron,W,23,17,18,29,145,1,43,106,0,5,9,6,53,0,0
2005-11-12,Ball State,MAC,A,Eastern Michigan,W,26,25,17,33,204,3,22,33,0,8,4,8,72,2,0
2005-11-19,Ball State,MAC,H,Central Michigan,L,24,31,23,38,281,1,43,74,2,12,7,7,60,0,1
2005-09-10,San Jose State,WAC,A,Illinois,L,19,40,19,30,216,0,25,15,1,7,1,5,46,0,1
2005-09-24,San Jose State,WAC,A,San Diego State,L,21,52,12,40,101,1,30,132,2,4,6,7,66,0,2
