Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1910-10-15,North Carolina,Ind,A.E. Brides,N,Davidson,Ind,F.M. Simmons,L,0,6
1910-10-22,North Carolina,Ind,A.E. Brides,H,Wake Forest,Ind,Reddy Rowe,W,37,0
1910-10-29,North Carolina,Ind,A.E. Brides,A,Georgetown,Ind,Fred Neilson,L,0,12
1910-11-05,North Carolina,Ind,A.E. Brides,A,Virginia Tech,Ind,Branch Bocock,L,0,20
1910-11-12,North Carolina,Ind,A.E. Brides,N,Washington & Lee,Ind,T.M. Pfeiffer,L,0,5
1910-11-19,North Carolina,Ind,A.E. Brides,H,South Carolina,Ind,John Neff,W,27,6
1910-11-24,North Carolina,Ind,A.E. Brides,A,Virginia,Ind,Charles Crawford,L,0,7
1910-09-28,Dickinson,Ind,Thomas Crooks,A,Pennsylvania,Ind,,L,0,18
1910-10-05,Dickinson,Ind,Thomas Crooks,N,Carlisle,Ind,Pop Warner,L,0,24
1910-10-15,Dickinson,Ind,Thomas Crooks,H,Bucknell,Ind,By Dickson,W,9,6
1910-11-24,Dickinson,Ind,Thomas Crooks,A,Lafayette,Ind,,L,0,41
1910-10-08,Indiana,Western,James Sheldon,A,Chicago,Western,Amos Alonzo Stagg,W,6,0
1910-10-22,Indiana,Western,James Sheldon,H,Wisconsin,Western,Tom Barry,W,12,3
1910-11-05,Indiana,Western,James Sheldon,H,Illinois,Western,Arthur Hall,L,0,3
1910-11-19,Indiana,Western,James Sheldon,A,Purdue,Western,M.H. Horr,W,15,0
1910-10-08,Wyoming,RMC,H.I. Dean,A,Denver,RMC,John Koehler,L,3,17
1910-10-15,Wyoming,RMC,H.I. Dean,A,Colorado College,RMC,C.J. Rothget,L,0,23
1910-10-22,Wyoming,RMC,H.I. Dean,A,Colorado,RMC,Fred Folsom,L,3,16
1910-11-12,Wyoming,RMC,H.I. Dean,A,Colorado Mines,RMC, Stuart,L,8,9
1910-11-24,Wyoming,RMC,H.I. Dean,H,Colorado State,RMC,George Cassidy,W,10,0
1910-10-01,Yale,Ind,,H,Syracuse,Ind,Tad Jones,W,12,6
1910-10-15,Yale,Ind,,A,Army,Ind,Harry Nelly,L,3,9
1910-10-22,Yale,Ind,,H,Vanderbilt,Ind,Dan McGugin,T,0,0
1910-10-29,Yale,Ind,,H,Colgate,Ind,Laurence Bankart,W,19,0
1910-11-05,Yale,Ind,,H,Brown,Ind,Edward Robinson,L,0,21
1910-11-12,Yale,Ind,,A,Princeton,Ind,,W,5,3
1910-11-19,Yale,Ind,,H,Harvard,Ind,Percy Haughton,T,0,0
1910-10-08,Iowa State,MVIAA,,A,Minnesota,Western,Henry Williams,L,0,49
1910-10-22,Iowa State,MVIAA,,A,Missouri,MVIAA,Bill Hollenback,W,6,5
