Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1998-09-05,North Carolina,ACC,Carl Torbush,H,Miami (OH),MAC,Randy Walker,L,10,13
1998-09-19,North Carolina,ACC,Carl Torbush,A,Stanford,Pac-10,Tyrone Willingham,L,34,37
1998-09-26,North Carolina,ACC,Carl Torbush,H,Georgia Tech,ACC,George O'Leary,L,21,43
1998-10-03,North Carolina,ACC,Carl Torbush,H,Clemson,ACC,Tommy West,W,21,14
1998-10-10,North Carolina,ACC,Carl Torbush,H,Pitt,Big East,Walt Harris,W,29,10
1998-10-24,North Carolina,ACC,Carl Torbush,A,Wake Forest,ACC,Jim Caldwell,W,38,31
1998-10-31,North Carolina,ACC,Carl Torbush,A,Florida State,ACC,Bobby Bowden,L,13,39
1998-11-07,North Carolina,ACC,Carl Torbush,H,Maryland,ACC,Ron Vanderlinden,W,24,13
1998-11-14,North Carolina,ACC,Carl Torbush,A,Virginia,ACC,George Welsh,L,13,30
1998-11-21,North Carolina,ACC,Carl Torbush,A,Duke,ACC,Fred Goldsmith,W,28,6
1998-11-28,North Carolina,ACC,Carl Torbush,N,North Carolina State,ACC,Mike O'Cain,W,37,34
1998-12-19,North Carolina,ACC,Carl Torbush,N,San Diego State,WAC,Ted Tollner,W,20,13
1998-09-05,Miami (OH),MAC,Randy Walker,A,North Carolina,ACC,Carl Torbush,W,13,10
1998-09-12,Miami (OH),MAC,Randy Walker,A,Army,CUSA,Bob Sutton,W,14,13
1998-09-26,Miami (OH),MAC,Randy Walker,H,Toledo,MAC,Gary Pinkel,W,28,14
1998-10-03,Miami (OH),MAC,Randy Walker,A,Marshall,MAC,Bob Pruett,L,17,31
1998-10-10,Miami (OH),MAC,Randy Walker,H,Bowling Green State,MAC,Gary Blackney,W,24,12
1998-10-17,Miami (OH),MAC,Randy Walker,A,Ball State,MAC,Bill Lynch,W,28,17
1998-10-24,Miami (OH),MAC,Randy Walker,A,Cincinnati,CUSA,Rick Minter,W,41,0
1998-10-31,Miami (OH),MAC,Randy Walker,H,Ohio,MAC,Jim Grobe,W,35,21
1998-11-07,Miami (OH),MAC,Randy Walker,A,Northern Illinois,MAC,Joe Novak,W,41,10
1998-11-14,Miami (OH),MAC,Randy Walker,H,Kent State,MAC,Dean Pees,W,56,0
1998-11-21,Miami (OH),MAC,Randy Walker,A,Akron,MAC,Lee Owens,W,20,14
1998-09-12,Indiana,Big Ten,Cam Cameron,H,Western Michigan,MAC,Gary Darnell,W,45,30
1998-09-19,Indiana,Big Ten,Cam Cameron,A,Kentucky,SEC,Hal Mumme,L,27,31
1998-09-26,Indiana,Big Ten,Cam Cameron,A,Cincinnati,CUSA,Rick Minter,W,48,14
1998-10-03,Indiana,Big Ten,Cam Cameron,H,Wisconsin,Big Ten,Barry Alvarez,L,20,24
1998-10-10,Indiana,Big Ten,Cam Cameron,A,Michigan State,Big Ten,Nick Saban,L,31,38
1998-10-17,Indiana,Big Ten,Cam Cameron,H,Iowa,Big Ten,Hayden Fry,W,14,7
1998-10-24,Indiana,Big Ten,Cam Cameron,A,Michigan,Big Ten,Lloyd Carr,L,10,21
1998-10-31,Indiana,Big Ten,Cam Cameron,H,Ohio State,Big Ten,John Cooper,L,7,38
1998-11-07,Indiana,Big Ten,Cam Cameron,A,Illinois,Big Ten,Ron Turner,L,16,31
1998-11-14,Indiana,Big Ten,Cam Cameron,H,Minnesota,Big Ten,Glen Mason,W,20,19
1998-11-21,Indiana,Big Ten,Cam Cameron,A,Purdue,Big Ten,Joe Tiller,L,7,52
1998-08-31,Florida State,ACC,Bobby Bowden,N,Texas A&M,Big 12,R.C. Slocum,W,23,14
1998-09-12,Florida State,ACC,Bobby Bowden,A,North Carolina State,ACC,Mike O'Cain,L,7,24
1998-09-19,Florida State,ACC,Bobby Bowden,H,Duke,ACC,Fred Goldsmith,W,62,13
1998-09-26,Florida State,ACC,Bobby Bowden,H,USC,Pac-10,Paul Hackett,W,30,10
1998-10-03,Florida State,ACC,Bobby Bowden,A,Maryland,ACC,Ron Vanderlinden,W,24,10
1998-10-10,Florida State,ACC,Bobby Bowden,A,Miami (FL),Big East,Butch Davis,W,26,14
1998-10-17,Florida State,ACC,Bobby Bowden,H,Clemson,ACC,Tommy West,W,48,0
1998-10-24,Florida State,ACC,Bobby Bowden,A,Georgia Tech,ACC,George O'Leary,W,34,7
1998-10-31,Florida State,ACC,Bobby Bowden,H,North Carolina,ACC,Carl Torbush,W,39,13
1998-11-07,Florida State,ACC,Bobby Bowden,H,Virginia,ACC,George Welsh,W,45,14
1998-11-14,Florida State,ACC,Bobby Bowden,A,Wake Forest,ACC,Jim Caldwell,W,24,7
1998-11-21,Florida State,ACC,Bobby Bowden,H,Florida,SEC,Steve Spurrier,W,23,12
1999-01-04,Florida State,ACC,Bobby Bowden,N,Tennessee,SEC,Phillip Fulmer,L,16,23
1998-09-05,Iowa State,Big 12,Dan McCarney,H,Texas Christian,WAC,Dennis Franchione,L,21,31
1998-09-12,Iowa State,Big 12,Dan McCarney,A,Iowa,Big Ten,Hayden Fry,W,27,9
1998-09-19,Iowa State,Big 12,Dan McCarney,H,Ball State,MAC,Bill Lynch,W,38,0
1998-09-26,Iowa State,Big 12,Dan McCarney,H,Texas Tech,Big 12,Spike Dykes,L,24,31
1998-10-03,Iowa State,Big 12,Dan McCarney,A,Texas,Big 12,Mack Brown,L,33,54
1998-10-10,Iowa State,Big 12,Dan McCarney,H,Missouri,Big 12,Larry Smith,L,19,35
1998-10-24,Iowa State,Big 12,Dan McCarney,A,Kansas State,Big 12,Bill Snyder,L,7,52
1998-10-31,Iowa State,Big 12,Dan McCarney,A,Oklahoma,Big 12,John Blake,L,14,17
1998-11-07,Iowa State,Big 12,Dan McCarney,H,Nebraska,Big 12,Frank Solich,L,7,42
1998-11-14,Iowa State,Big 12,Dan McCarney,A,Colorado,Big 12,Rick Neuheisel,L,8,37
1998-11-21,Iowa State,Big 12,Dan McCarney,H,Kansas,Big 12,Terry Allen,W,23,20
1998-09-05,Cincinnati,CUSA,Rick Minter,H,Tulane,CUSA,Chris Scelfo,L,34,52
1998-09-12,Cincinnati,CUSA,Rick Minter,H,Miami (FL),Big East,Butch Davis,L,12,38
1998-09-19,Cincinnati,CUSA,Rick Minter,A,Army,CUSA,Bob Sutton,L,20,37
1998-09-26,Cincinnati,CUSA,Rick Minter,H,Indiana,Big Ten,Cam Cameron,L,14,48
1998-10-03,Cincinnati,CUSA,Rick Minter,A,Louisville,CUSA,John Smith,L,19,62
1998-10-10,Cincinnati,CUSA,Rick Minter,A,Syracuse,Big East,Paul Pasqualoni,L,21,63
1998-10-17,Cincinnati,CUSA,Rick Minter,A,Memphis,CUSA,Rip Scherer,L,23,41
1998-10-24,Cincinnati,CUSA,Rick Minter,H,Miami (OH),MAC,Randy Walker,L,0,41
1998-11-05,Cincinnati,CUSA,Rick Minter,H,East Carolina,CUSA,Steve Logan,L,21,24
