Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1890-10-01,Trinity (CT),Ind,,H,Amherst,Ind,,L,11,12
1890-10-04,Trinity (CT),Ind,,A,Wesleyan (CT),Ind,,L,5,12
1890-10-08,Trinity (CT),Ind,,A,Amherst,Ind,,T,0,0
1890-10-15,Trinity (CT),Ind,,A,Yale,Ind,Walter Camp,L,0,40
1890-10-18,Trinity (CT),Ind,,H,Cornell,Ind,,L,0,26
1890-10-25,Trinity (CT),Ind,,H,Williams,Ind,,L,0,28
1890-10-01,Dickinson,Ind,,A,Lafayette,Ind,,L,0,52
1890-10-17,Dickinson,Ind,,H,Bucknell,Ind,,L,0,12
1890-11-01,Dickinson,Ind,,H,Franklin & Marshall,Ind,W.D. Irvine,L,9,10
1890-11-10,Dickinson,Ind,,N,Virginia,Ind,,L,10,14
1890-10-01,Yale,Ind,Walter Camp,H,Wesleyan (CT),Ind,,W,8,0
1890-10-08,Yale,Ind,Walter Camp,A,Wesleyan (CT),Ind,,W,34,0
1890-10-11,Yale,Ind,Walter Camp,H,Lehigh,Ind,,W,26,0
1890-10-15,Yale,Ind,Walter Camp,H,Trinity (CT),Ind,,W,40,0
1890-10-22,Yale,Ind,Walter Camp,H,Williams,Ind,,W,36,0
1890-10-25,Yale,Ind,Walter Camp,A,Amherst,Ind,,W,12,0
1890-11-01,Yale,Ind,Walter Camp,H,Wesleyan (CT),Ind,,W,76,0
1890-11-08,Yale,Ind,Walter Camp,H,Rutgers,Ind,,W,70,0
1890-11-15,Yale,Ind,Walter Camp,H,Pennsylvania,Ind,E.O. Wagenhurst,W,60,0
1890-11-22,Yale,Ind,Walter Camp,N,Harvard,Ind,George Stewart,L,6,12
1890-11-27,Yale,Ind,Walter Camp,N,Princeton,Ind,,W,32,0
1890-10-01,Franklin & Marshall,Ind,W.D. Irvine,A,Princeton,Ind,,L,16,33
1890-10-11,Franklin & Marshall,Ind,W.D. Irvine,H,Lafayette,Ind,,W,18,10
1890-10-21,Franklin & Marshall,Ind,W.D. Irvine,A,Bucknell,Ind,,W,22,6
1890-10-25,Franklin & Marshall,Ind,W.D. Irvine,A,Pennsylvania,Ind,E.O. Wagenhurst,L,0,28
1890-11-01,Franklin & Marshall,Ind,W.D. Irvine,A,Dickinson,Ind,,W,10,9
1890-11-22,Franklin & Marshall,Ind,W.D. Irvine,H,Bucknell,Ind,,W,12,10
1890-10-11,Lehigh,Ind,,A,Yale,Ind,Walter Camp,L,0,26
1890-10-18,Lehigh,Ind,,A,Pennsylvania,Ind,E.O. Wagenhurst,L,0,8
1890-10-25,Lehigh,Ind,,A,Princeton,Ind,,L,0,50
1890-11-01,Lehigh,Ind,,A,Lafayette,Ind,,W,30,0
1890-11-04,Lehigh,Ind,,A,Rutgers,Ind,,W,4,2
1890-11-15,Lehigh,Ind,,H,Lafayette,Ind,,W,66,6
1890-11-22,Lehigh,Ind,,H,Pennsylvania,Ind,E.O. Wagenhurst,L,14,17
1890-10-08,Harvard,Ind,George Stewart,H,Dartmouth,Ind,,W,43,0
1890-10-11,Harvard,Ind,George Stewart,H,Amherst,Ind,,W,74,6
1890-10-13,Harvard,Ind,George Stewart,H,Williams,Ind,,W,38,0
1890-10-18,Harvard,Ind,George Stewart,H,Dartmouth,Ind,,W,64,0
1890-10-25,Harvard,Ind,George Stewart,H,Wesleyan (CT),Ind,,W,55,0
1890-11-01,Harvard,Ind,George Stewart,H,Cornell,Ind,,W,77,0
