Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1954-09-25,North Carolina,ACC,George Barclay,H,North Carolina State,ACC,Earle Edwards,W,20,6
1954-10-02,North Carolina,ACC,George Barclay,A,Tulane,SEC,Andy Pilney,T,7,7
1954-10-09,North Carolina,ACC,George Barclay,H,Georgia,SEC,Wallace Butts,L,7,21
1954-10-16,North Carolina,ACC,George Barclay,A,Maryland,ACC,Jim Tatum,L,0,33
1954-10-23,North Carolina,ACC,George Barclay,H,Wake Forest,ACC,Tom Rogers,W,14,7
1954-10-30,North Carolina,ACC,George Barclay,A,Tennessee,SEC,Harvey Robinson,L,20,26
1954-11-06,North Carolina,ACC,George Barclay,H,South Carolina,ACC,Rex Enright,W,21,19
1954-11-13,North Carolina,ACC,George Barclay,A,Notre Dame,Ind,Terry Brennan,L,13,42
1954-11-20,North Carolina,ACC,George Barclay,A,Virginia,ACC,Ned McDonald,W,26,14
1954-11-27,North Carolina,ACC,George Barclay,H,Duke,ACC,Bill Murray,L,12,47
1954-09-25,Indiana,Big Ten,Bernie Crimmins,A,Ohio State,Big Ten,Woody Hayes,L,0,28
1954-10-02,Indiana,Big Ten,Bernie Crimmins,H,Pacific,Ind,Moose Myers,W,34,6
1954-10-09,Indiana,Big Ten,Bernie Crimmins,H,Michigan State,Big Ten,Duffy Daugherty,L,14,21
1954-10-16,Indiana,Big Ten,Bernie Crimmins,A,Missouri,Big 7,Don Faurot,L,14,20
1954-10-23,Indiana,Big Ten,Bernie Crimmins,H,Iowa,Big Ten,Forest Evashevski,L,14,27
1954-10-30,Indiana,Big Ten,Bernie Crimmins,A,Michigan,Big Ten,Bennie Oosterbaan,W,13,9
1954-11-13,Indiana,Big Ten,Bernie Crimmins,A,Northwestern,Big Ten,Robert Voigts,W,14,13
1954-11-20,Indiana,Big Ten,Bernie Crimmins,A,Purdue,Big Ten,Stuart Holcomb,L,7,13
1954-09-18,Florida State,Ind,Thomas Nugent,H,Georgia,SEC,Wallace Butts,L,0,14
1954-10-09,Florida State,Ind,Thomas Nugent,H,Villanova,Ind,Francis Reagan,W,52,13
1954-10-16,Florida State,Ind,Thomas Nugent,A,North Carolina State,ACC,Earle Edwards,W,13,7
1954-10-23,Florida State,Ind,Thomas Nugent,A,Auburn,SEC,Ralph Jordan,L,0,33
1954-10-30,Florida State,Ind,Thomas Nugent,A,Virginia Military Institute,Southern,John McKenna,W,33,19
1954-11-13,Florida State,Ind,Thomas Nugent,H,Furman,Southern,,W,33,14
1955-01-01,Florida State,Ind,Thomas Nugent,A,UTEP,BIAA,Mike Brumbelow,L,20,47
1954-09-25,Iowa State,Big 7,Vince Di Francesca,A,Northwestern,Big Ten,Robert Voigts,L,14,27
1954-10-02,Iowa State,Big 7,Vince Di Francesca,A,Nebraska,Big 7,William Glassford,L,14,39
1954-10-09,Iowa State,Big 7,Vince Di Francesca,H,Kansas,Big 7,Chuck Mather,W,33,6
1954-10-16,Iowa State,Big 7,Vince Di Francesca,H,Colorado,Big 7,Dallas Ward,L,0,20
1954-10-23,Iowa State,Big 7,Vince Di Francesca,A,Missouri,Big 7,Don Faurot,L,14,32
1954-10-30,Iowa State,Big 7,Vince Di Francesca,H,Drake,Ind,Warren Gaer,W,35,0
1954-11-06,Iowa State,Big 7,Vince Di Francesca,H,Oklahoma,Big 7,Bud Wilkinson,L,0,40
1954-11-13,Iowa State,Big 7,Vince Di Francesca,A,Kansas State,Big 7,Bill Meek,L,7,12
1954-09-18,Cincinnati,Ind,Sid Gillman,A,Detroit Mercy,MVC,Wally Fromhart,W,21,13
1954-10-02,Cincinnati,Ind,Sid Gillman,H,Tulsa,MVC,Bernie Witucki,W,40,7
1954-10-09,Cincinnati,Ind,Sid Gillman,A,Marquette,Ind,Frosty Ferzacca,W,30,13
1954-10-16,Cincinnati,Ind,Sid Gillman,H,Hardin-Simmons,BIAA,Murray Evans,W,27,13
1954-10-30,Cincinnati,Ind,Sid Gillman,H,Pacific,Ind,Moose Myers,W,13,7
1954-11-06,Cincinnati,Ind,Sid Gillman,A,Arizona State,BIAA,Clyde Smith,W,34,7
1954-11-13,Cincinnati,Ind,Sid Gillman,H,Wichita State,MVC,Jack Mitchell,L,0,13
1954-10-02,Fordham,Ind,Edward Danowski,A,Rutgers,Ind,Harvey Harman,W,13,7
1954-10-09,Fordham,Ind,Edward Danowski,A,Boston University,Ind,Aldo Donelli,L,20,55
1954-10-16,Fordham,Ind,Edward Danowski,H,Boston College,Ind,Mike Holovak,L,7,21
1954-10-23,Fordham,Ind,Edward Danowski,A,Marquette,Ind,Frosty Ferzacca,T,14,14
1954-10-29,Fordham,Ind,Edward Danowski,A,Miami (FL),Ind,Andy Gustafson,L,7,75
1954-11-06,Fordham,Ind,Edward Danowski,A,West Virginia,Southern,Art Lewis,L,9,39
1954-11-13,Fordham,Ind,Edward Danowski,H,Holy Cross,Ind,Edward Anderson,L,19,20
1954-11-20,Fordham,Ind,Edward Danowski,H,Syracuse,Ind,Ben Schwartzwalder,L,7,20
1954-11-27,Fordham,Ind,Edward Danowski,H,Villanova,Ind,Francis Reagan,L,0,41
1954-09-24,Arizona State,BIAA,Clyde Smith,A,BYU,Skyline,Charles Atkinson,W,28,19
1954-10-02,Arizona State,BIAA,Clyde Smith,H,UTEP,BIAA,Mike Brumbelow,W,34,27
1954-10-09,Arizona State,BIAA,Clyde Smith,H,San Jose State,Ind,Robert Bronzan,L,12,19
1954-10-23,Arizona State,BIAA,Clyde Smith,H,West Texas A&M,BIAA,Frank Kimbrough,W,21,14
1954-10-30,Arizona State,BIAA,Clyde Smith,A,Hardin-Simmons,BIAA,Murray Evans,W,14,13
1954-11-06,Arizona State,BIAA,Clyde Smith,H,Cincinnati,Ind,Sid Gillman,L,7,34
1954-11-13,Arizona State,BIAA,Clyde Smith,H,North Texas,Ind,Odus Mitchell,L,13,20
1954-11-20,Arizona State,BIAA,Clyde Smith,A,Arizona,BIAA,Warren Woodson,L,14,54
1954-09-24,Furman,Southern,,A,Miami (FL),Ind,Andy Gustafson,L,13,51
1954-10-09,Furman,Southern,,H,South Carolina,ACC,Rex Enright,L,7,27
1954-10-16,Furman,Southern,,H,Citadel,Southern,Johnnie McMillan,W,31,20
1954-10-22,Furman,Southern,,N,Davidson,Southern,,W,19,7
1954-10-30,Furman,Southern,,A,North Carolina State,ACC,Earle Edwards,W,7,6
1954-11-06,Furman,Southern,,A,Clemson,ACC,Frank Howard,L,6,27
1954-11-13,Furman,Southern,,A,Florida State,Ind,Thomas Nugent,L,14,33
1954-09-18,Utah,Skyline,Jack Curtice,A,Washington,PCC,John Cherberg,L,6,7
1954-09-25,Utah,Skyline,Jack Curtice,H,Arizona,BIAA,Warren Woodson,L,20,54
