Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints,PassCompletions,PassAttempts,PassYards,PassTDs,RushAttempts,RushYards,RushTDs,FirstDownPass,FirstDownRush,Penalties,PenaltyYards,Fumbles,Interceptions
2004-09-29,Miami (OH),MAC,Terry Hoeppner,A,Marshall,MAC,Bob Pruett,L,25,33,14,24,144,1,42,119,2,5,8,8,80,3,2
2004-10-09,Miami (OH),MAC,Terry Hoeppner,H,Kent State,MAC,Doug Martin,W,47,27,19,29,308,3,38,116,2,14,7,9,85,0,0
2004-10-16,Miami (OH),MAC,Terry Hoeppner,A,Buffalo,MAC,Jim Hofher,W,25,7,25,36,306,2,45,116,1,15,8,11,95,1,1
2004-10-23,Miami (OH),MAC,Terry Hoeppner,H,UCF,MAC,George O'Leary,W,43,7,24,40,288,1,38,206,4,13,11,6,46,1,2
2004-11-02,Miami (OH),MAC,Terry Hoeppner,H,Toledo,MAC,Tom Amstutz,W,23,16,24,41,295,0,40,76,2,14,10,5,50,1,0
2004-11-13,Miami (OH),MAC,Terry Hoeppner,A,Western Michigan,MAC,Gary Darnell,W,42,21,23,33,349,2,37,203,4,14,11,8,65,0,1
2004-11-20,Miami (OH),MAC,Terry Hoeppner,A,Akron,MAC,J.D. Brookhart,W,37,27,18,28,208,2,36,229,2,11,11,6,49,1,0
2004-12-02,Miami (OH),MAC,Terry Hoeppner,N,Toledo,MAC,Tom Amstutz,L,27,35,20,33,304,3,28,58,1,15,3,3,15,0,2
2004-12-28,Miami (OH),MAC,Terry Hoeppner,N,Iowa State,Big 12,Dan McCarney,L,13,17,20,44,240,1,25,60,1,10,5,7,48,0,1
2004-09-04,Indiana,Big Ten,Gerry DiNardo,H,Central Michigan,MAC,Brian Kelly,W,41,10,11,17,131,1,51,203,4,9,9,4,35,2,0
2004-09-11,Indiana,Big Ten,Gerry DiNardo,A,Oregon,Pac-10,Mike Bellotti,W,30,24,6,18,71,1,53,127,1,3,7,7,40,1,1
2004-09-18,Indiana,Big Ten,Gerry DiNardo,A,Kentucky,SEC,Rich Brooks,L,32,51,12,26,236,2,39,176,1,6,10,7,55,1,1
2004-09-25,Indiana,Big Ten,Gerry DiNardo,H,Michigan State,Big Ten,John Smith,L,20,30,12,22,153,1,37,105,0,6,6,7,44,0,2
2004-10-02,Indiana,Big Ten,Gerry DiNardo,H,Michigan,Big Ten,Lloyd Carr,L,14,35,14,22,153,1,38,61,1,6,6,4,35,0,0
2004-10-09,Indiana,Big Ten,Gerry DiNardo,A,Northwestern,Big Ten,Randy Walker,L,24,31,27,50,329,3,40,100,0,13,8,8,62,1,1
2004-10-23,Indiana,Big Ten,Gerry DiNardo,A,Ohio State,Big Ten,Jim Tressel,L,7,30,17,28,189,0,36,53,1,9,5,10,55,0,1
2004-10-30,Indiana,Big Ten,Gerry DiNardo,H,Minnesota,Big Ten,Glen Mason,W,30,21,13,26,161,2,51,238,1,8,12,7,50,0,0
2004-11-06,Indiana,Big Ten,Gerry DiNardo,A,Illinois,Big Ten,Ron Turner,L,22,26,18,28,250,1,41,156,2,5,12,7,50,0,2
2004-11-13,Indiana,Big Ten,Gerry DiNardo,H,Penn State,Big Ten,Joe Paterno,L,18,22,11,22,137,0,46,138,1,6,10,8,63,0,1
2004-11-20,Indiana,Big Ten,Gerry DiNardo,A,Purdue,Big Ten,Joe Tiller,L,24,63,21,34,239,1,39,119,1,12,6,5,61,1,0
2004-09-10,Florida State,ACC,Bobby Bowden,A,Miami (FL),ACC,Larry Coker,L,10,16,12,28,108,0,35,57,0,5,5,6,45,2,2
2004-09-18,Florida State,ACC,Bobby Bowden,H,UAB,CUSA,Watson Brown,W,34,7,24,38,238,0,47,251,4,9,16,15,145,0,1
2004-09-25,Florida State,ACC,Bobby Bowden,H,Clemson,ACC,Tommy Bowden,W,41,22,20,34,184,1,51,186,3,6,14,7,61,0,0
2004-10-02,Florida State,ACC,Bobby Bowden,H,North Carolina,ACC,John Bunting,W,38,16,20,31,193,3,37,249,2,9,11,10,84,0,1
2004-10-09,Florida State,ACC,Bobby Bowden,A,Syracuse,Big East,Paul Pasqualoni,W,17,13,15,26,169,0,43,258,2,8,13,10,77,2,1
2004-10-16,Florida State,ACC,Bobby Bowden,H,Virginia,ACC,Al Groh,W,36,3,21,27,278,1,39,192,3,9,12,10,85,0,0
2004-10-23,Florida State,ACC,Bobby Bowden,A,Wake Forest,ACC,Jim Grobe,W,20,17,17,39,194,2,38,138,0,6,9,11,81,1,2
2004-10-30,Florida State,ACC,Bobby Bowden,A,Maryland,ACC,Ralph Friedgen,L,17,20,22,51,304,1,23,50,0,14,3,7,56,0,2
2004-11-06,Florida State,ACC,Bobby Bowden,H,Duke,ACC,Ted Roof,W,29,7,20,30,314,1,31,180,1,9,9,7,80,0,1
2004-11-11,Florida State,ACC,Bobby Bowden,A,North Carolina State,ACC,Chuck Amato,W,17,10,5,18,73,0,50,48,2,3,4,6,62,1,1
2004-11-20,Florida State,ACC,Bobby Bowden,H,Florida,SEC,Charlie Strong,L,13,20,23,49,314,1,24,34,0,13,3,10,84,0,2
2005-01-01,Florida State,ACC,Bobby Bowden,N,West Virginia,Big East,Rich Rodriguez,W,30,18,16,31,157,1,42,301,2,8,10,17,174,1,2
2004-09-11,Iowa State,Big 12,Dan McCarney,A,Iowa,Big Ten,Kirk Ferentz,L,10,17,15,30,170,1,34,66,0,8,3,5,40,0,0
2004-09-18,Iowa State,Big 12,Dan McCarney,H,Northern Illinois,MAC,Joe Novak,W,48,41,14,28,225,3,39,117,1,10,5,7,63,0,2
2004-10-02,Iowa State,Big 12,Dan McCarney,A,Oklahoma State,Big 12,Les Miles,L,7,36,13,24,160,1,37,59,0,8,5,6,41,4,0
2004-10-09,Iowa State,Big 12,Dan McCarney,H,Texas A&M,Big 12,Dennis Franchione,L,3,34,18,43,161,0,42,142,0,9,12,3,35,0,2
2004-10-16,Iowa State,Big 12,Dan McCarney,A,Colorado,Big 12,Gary Barnett,L,14,19,16,33,239,1,47,164,0,13,8,8,47,3,1
2004-10-23,Iowa State,Big 12,Dan McCarney,A,Baylor,Big 12,Guy Morriss,W,26,25,12,20,148,1,39,109,2,7,7,9,75,0,0
2004-10-30,Iowa State,Big 12,Dan McCarney,H,Kansas,Big 12,Mark Mangino,W,13,7,9,19,51,0,54,141,0,4,8,3,25,0,1
2004-11-06,Iowa State,Big 12,Dan McCarney,H,Nebraska,Big 12,Bill Callahan,W,34,27,18,39,364,3,36,102,1,14,6,7,70,0,1
2004-11-20,Iowa State,Big 12,Dan McCarney,A,Kansas State,Big 12,Bill Snyder,W,37,23,16,30,234,1,43,161,2,11,8,7,41,0,0
2004-11-27,Iowa State,Big 12,Dan McCarney,H,Missouri,Big 12,Gary Pinkel,L,14,17,16,29,206,0,50,143,2,9,10,4,30,0,1
2004-12-28,Iowa State,Big 12,Dan McCarney,N,Miami (OH),MAC,Terry Hoeppner,W,17,13,10,28,114,0,59,295,2,7,15,7,71,0,0
2004-09-04,Cincinnati,CUSA,Mark Dantonio,A,Ohio State,Big Ten,Jim Tressel,L,6,27,17,37,162,0,26,76,0,8,3,7,48,0,0
2004-09-11,Cincinnati,CUSA,Mark Dantonio,H,Miami (OH),MAC,Terry Hoeppner,W,45,26,12,23,258,2,43,341,4,6,12,9,66,1,1
2004-09-18,Cincinnati,CUSA,Mark Dantonio,A,Syracuse,Big East,Paul Pasqualoni,L,7,19,14,26,155,1,36,138,0,5,9,4,50,2,4
2004-09-25,Cincinnati,CUSA,Mark Dantonio,A,East Carolina,CUSA,John Thompson,W,24,19,14,25,155,2,57,217,1,9,14,8,48,1,1
2004-10-02,Cincinnati,CUSA,Mark Dantonio,H,UAB,CUSA,Watson Brown,L,27,30,29,52,300,3,30,103,0,13,7,7,70,1,1
2004-10-09,Cincinnati,CUSA,Mark Dantonio,A,Army,CUSA,Bobby Ross,L,29,48,25,39,350,4,40,186,0,16,9,7,32,4,1
2004-10-23,Cincinnati,CUSA,Mark Dantonio,H,Memphis,CUSA,Tommy West,W,49,10,13,18,182,3,59,242,4,10,15,4,35,0,0
2004-10-30,Cincinnati,CUSA,Mark Dantonio,H,Texas Christian,CUSA,Gary Patterson,W,21,10,13,26,155,1,48,255,2,7,9,8,63,0,0
2004-11-06,Cincinnati,CUSA,Mark Dantonio,A,Southern Mississippi,CUSA,Jeff Bower,W,52,24,19,27,308,5,45,122,2,10,6,6,45,0,0
2004-11-20,Cincinnati,CUSA,Mark Dantonio,H,South Florida,CUSA,Jim Leavitt,W,45,23,30,37,377,3,39,200,3,19,8,6,59,1,0
2004-11-27,Cincinnati,CUSA,Mark Dantonio,A,Louisville,CUSA,Bobby Petrino,L,7,70,8,27,33,0,57,153,1,3,12,5,26,2,2
2004-12-23,Cincinnati,CUSA,Mark Dantonio,N,Marshall,MAC,Bob Pruett,W,32,14,24,39,231,2,45,168,0,13,11,6,60,0,2
2004-09-02,Arizona State,Pac-10,Dirk Koetter,H,UTEP,WAC,Mike Price,W,41,9,23,44,356,4,42,131,0,16,8,6,75,0,1
2004-09-11,Arizona State,Pac-10,Dirk Koetter,A,Northwestern,Big Ten,Randy Walker,W,30,21,19,36,292,3,41,139,0,14,8,6,60,0,0
2004-09-18,Arizona State,Pac-10,Dirk Koetter,H,Iowa,Big Ten,Kirk Ferentz,W,44,7,33,46,435,5,34,76,0,15,6,7,70,0,1
2004-09-25,Arizona State,Pac-10,Dirk Koetter,H,Oregon State,Pac-10,Mike Riley,W,27,14,16,40,124,1,35,125,2,8,7,7,70,0,0
2004-10-02,Arizona State,Pac-10,Dirk Koetter,A,Oregon,Pac-10,Mike Bellotti,W,28,13,14,23,164,3,33,119,1,8,4,6,73,0,0
2004-10-16,Arizona State,Pac-10,Dirk Koetter,A,USC,Pac-10,Pete Carroll,L,7,45,23,39,219,0,30,24,1,12,1,10,50,0,2
2004-10-23,Arizona State,Pac-10,Dirk Koetter,H,UCLA,Pac-10,Karl Dorrell,W,48,42,25,51,415,6,37,121,0,17,8,7,88,0,3
2004-10-30,Arizona State,Pac-10,Dirk Koetter,A,California,Pac-10,Jeff Tedford,L,0,27,25,41,238,0,25,125,0,12,3,5,36,4,1
2004-11-06,Arizona State,Pac-10,Dirk Koetter,H,Stanford,Pac-10,Buddy Teevens,W,34,31,28,43,415,4,46,168,0,16,11,9,77,3,1
2004-11-13,Arizona State,Pac-10,Dirk Koetter,H,Washington State,Pac-10,Bill Doba,W,45,28,27,43,366,5,43,141,1,16,6,9,89,1,0
2004-11-26,Arizona State,Pac-10,Dirk Koetter,A,Arizona,Pac-10,Mike Stoops,L,27,34,31,51,414,1,29,90,1,15,6,8,69,4,1
2004-12-31,Arizona State,Pac-10,Dirk Koetter,N,Purdue,Big Ten,Joe Tiller,W,27,23,25,45,370,3,40,158,0,15,10,9,66,1,0
2004-09-02,Utah,MWC,Urban Meyer,H,Texas A&M,Big 12,Dennis Franchione,W,41,21,22,31,370,3,45,212,3,12,10,8,75,0,0
2004-09-11,Utah,MWC,Urban Meyer,A,Arizona,Pac-10,Mike Stoops,W,23,6,12,22,170,2,38,156,1,8,10,8,82,0,0
2004-09-18,Utah,MWC,Urban Meyer,A,Utah State,Sun Belt,Mick Dennehy,W,48,6,15,21,220,2,42,221,4,7,13,9,98,0,1
2004-09-25,Utah,MWC,Urban Meyer,H,Air Force,MWC,Fisher DeBerry,W,49,35,14,24,260,2,45,245,5,11,13,4,20,2,0
2004-10-01,Utah,MWC,Urban Meyer,A,New Mexico,MWC,Rocky Long,W,28,7,15,29,188,0,53,278,4,9,13,3,17,2,1
2004-10-16,Utah,MWC,Urban Meyer,H,North Carolina,ACC,John Bunting,W,46,16,31,40,381,4,46,288,2,16,19,12,86,1,1
2004-10-23,Utah,MWC,Urban Meyer,H,Nevada-Las Vegas,MWC,John Robinson,W,63,28,12,22,152,3,46,281,3,7,11,4,25,1,0
2004-10-30,Utah,MWC,Urban Meyer,A,San Diego State,MWC,Tom Craft,W,51,28,25,36,375,5,44,173,1,16,8,6,53,1,0
2004-11-06,Utah,MWC,Urban Meyer,H,Colorado State,MWC,Sonny Lubick,W,63,31,23,29,292,4,45,242,4,14,11,13,130,0,0
2004-11-13,Utah,MWC,Urban Meyer,A,Wyoming,MWC,Joe Glenn,W,45,28,17,27,244,3,42,244,3,12,14,6,35,1,0
2004-11-20,Utah,MWC,Urban Meyer,H,BYU,MWC,Gary Crowton,W,52,21,17,26,184,1,48,354,5,8,15,8,93,0,2
2005-01-01,Utah,MWC,Urban Meyer,N,Pitt,Big East,Walt Harris,W,35,7,29,37,328,4,31,139,1,16,8,7,51,1,0
2004-09-05,Syracuse,Big East,Paul Pasqualoni,A,Purdue,Big Ten,Joe Tiller,L,0,51,15,26,157,0,32,40,0,6,4,8,55,1,2
2004-09-11,Syracuse,Big East,Paul Pasqualoni,A,Buffalo,MAC,Jim Hofher,W,37,17,9,24,84,0,48,191,2,5,7,9,100,2,1
2004-09-18,Syracuse,Big East,Paul Pasqualoni,H,Cincinnati,CUSA,Mark Dantonio,W,19,7,11,18,161,1,44,192,1,7,8,8,80,1,2
2004-09-25,Syracuse,Big East,Paul Pasqualoni,A,Virginia,ACC,Al Groh,L,10,31,15,23,141,0,38,113,1,10,9,5,44,0,0
2004-10-02,Syracuse,Big East,Paul Pasqualoni,H,Rutgers,Big East,Greg Schiano,W,41,31,11,25,131,1,40,370,4,6,11,15,120,2,2
2004-10-09,Syracuse,Big East,Paul Pasqualoni,H,Florida State,ACC,Bobby Bowden,L,13,17,19,28,207,1,31,58,0,8,3,5,50,1,1
2004-10-21,Syracuse,Big East,Paul Pasqualoni,A,West Virginia,Big East,Rich Rodriguez,L,6,27,23,37,249,0,36,66,1,14,4,7,55,1,0
2004-10-30,Syracuse,Big East,Paul Pasqualoni,H,Connecticut,Big East,Randy Edsall,W,42,30,11,19,125,2,37,281,3,4,11,8,75,0,0
2004-11-06,Syracuse,Big East,Paul Pasqualoni,H,Pitt,Big East,Walt Harris,W,38,31,16,29,230,2,52,239,3,5,14,8,67,1,1
2004-11-13,Syracuse,Big East,Paul Pasqualoni,A,Temple,Big East,Bobby Wallace,L,24,34,20,35,240,0,36,235,3,14,11,2,25,2,1
2004-11-27,Syracuse,Big East,Paul Pasqualoni,A,Boston College,Big East,Tom O'Brien,W,43,17,9,16,88,0,52,309,4,5,11,6,48,0,2
2004-12-21,Syracuse,Big East,Paul Pasqualoni,N,Georgia Tech,ACC,Chan Gailey,L,14,51,22,39,230,1,31,51,1,13,7,7,45,1,2
2004-09-11,Arizona,Pac-10,Mike Stoops,H,Utah,MWC,Urban Meyer,L,6,23,19,25,198,0,33,114,0,8,8,3,25,3,1
2004-09-18,Arizona,Pac-10,Mike Stoops,H,Wisconsin,Big Ten,Barry Alvarez,L,7,9,9,15,103,1,33,96,0,4,6,5,50,0,0
2004-09-25,Arizona,Pac-10,Mike Stoops,H,Washington State,Pac-10,Bill Doba,L,19,20,15,31,183,2,41,80,0,5,7,2,12,2,0
2004-10-09,Arizona,Pac-10,Mike Stoops,A,UCLA,Pac-10,Karl Dorrell,L,17,37,13,25,93,0,39,258,2,4,15,9,83,0,1
2004-10-16,Arizona,Pac-10,Mike Stoops,A,Oregon,Pac-10,Mike Bellotti,L,14,28,14,34,156,1,33,110,1,8,6,4,25,0,3
2004-10-23,Arizona,Pac-10,Mike Stoops,H,California,Pac-10,Jeff Tedford,L,0,38,13,32,159,0,29,86,0,5,7,6,62,1,1
2004-10-30,Arizona,Pac-10,Mike Stoops,H,Oregon State,Pac-10,Mike Riley,L,14,28,19,38,235,1,34,96,1,10,6,8,57,2,2
2004-11-06,Arizona,Pac-10,Mike Stoops,A,Washington,Pac-10,Keith Gilbertson,W,23,13,11,25,164,0,38,87,2,7,6,4,36,3,0
2004-11-13,Arizona,Pac-10,Mike Stoops,A,USC,Pac-10,Pete Carroll,L,9,49,15,32,165,1,25,90,0,8,6,3,20,0,2
2004-11-26,Arizona,Pac-10,Mike Stoops,H,Arizona State,Pac-10,Dirk Koetter,W,34,27,18,32,249,3,39,149,1,9,6,6,53,1,1
2004-09-04,Penn State,Big Ten,Joe Paterno,H,Akron,MAC,J.D. Brookhart,W,48,10,16,23,193,3,41,352,4,9,16,8,74,0,0
2004-09-11,Penn State,Big Ten,Joe Paterno,A,Boston College,Big East,Tom O'Brien,L,7,21,23,41,254,1,21,73,0,13,6,8,87,1,4
2004-09-18,Penn State,Big Ten,Joe Paterno,H,UCF,MAC,George O'Leary,W,37,13,22,34,277,1,41,247,4,13,10,6,50,4,2
2004-09-25,Penn State,Big Ten,Joe Paterno,A,Wisconsin,Big Ten,Barry Alvarez,L,3,16,8,28,87,0,26,70,0,3,5,4,25,1,2
2004-10-02,Penn State,Big Ten,Joe Paterno,A,Minnesota,Big Ten,Glen Mason,L,7,16,24,48,250,1,22,21,0,13,3,5,40,1,1
2004-10-09,Penn State,Big Ten,Joe Paterno,H,Purdue,Big Ten,Joe Tiller,L,13,20,29,51,293,1,17,18,0,13,1,7,56,0,0
2004-10-23,Penn State,Big Ten,Joe Paterno,H,Iowa,Big Ten,Kirk Ferentz,L,4,6,9,28,96,0,29,51,0,5,1,6,28,1,4
2004-10-30,Penn State,Big Ten,Joe Paterno,A,Ohio State,Big Ten,Jim Tressel,L,10,21,7,22,69,0,50,177,1,5,12,3,18,0,2
2004-11-06,Penn State,Big Ten,Joe Paterno,H,Northwestern,Big Ten,Randy Walker,L,7,14,21,35,183,1,30,97,0,7,6,6,53,0,1
2004-11-13,Penn State,Big Ten,Joe Paterno,A,Indiana,Big Ten,Gerry DiNardo,W,22,18,12,24,182,1,40,131,2,9,7,6,46,0,2
2004-11-20,Penn State,Big Ten,Joe Paterno,H,Michigan State,Big Ten,John Smith,W,37,13,11,19,105,1,50,192,3,6,12,3,30,0,1
2004-09-04,Vanderbilt,SEC,Bobby Johnson,H,South Carolina,SEC,Lou Holtz,L,6,31,24,38,270,0,22,36,1,13,3,4,40,2,2
2004-09-18,Vanderbilt,SEC,Bobby Johnson,A,Ole Miss,SEC,David Cutcliffe,L,23,26,9,17,131,1,47,183,2,7,9,7,65,1,1
2004-09-25,Vanderbilt,SEC,Bobby Johnson,A,Navy,Ind,Paul Johnson,L,26,29,15,23,176,2,46,153,1,8,11,3,30,2,0
2004-10-02,Vanderbilt,SEC,Bobby Johnson,H,Mississippi State,SEC,Sylvester Croom,W,31,13,12,22,102,1,49,228,3,4,14,7,72,1,0
2004-10-09,Vanderbilt,SEC,Bobby Johnson,H,Rutgers,Big East,Greg Schiano,L,34,37,14,21,260,1,40,136,2,12,6,6,49,1,0
2004-10-16,Vanderbilt,SEC,Bobby Johnson,A,Georgia,SEC,Mark Richt,L,3,33,13,23,134,0,30,53,0,6,5,4,13,0,0
2004-10-30,Vanderbilt,SEC,Bobby Johnson,A,LSU,SEC,Nick Saban,L,7,24,17,29,186,0,39,103,1,11,3,8,60,2,0
2004-11-06,Vanderbilt,SEC,Bobby Johnson,H,Florida,SEC,Charlie Strong,L,17,34,12,26,118,0,52,254,1,6,17,6,50,0,0
2004-11-13,Vanderbilt,SEC,Bobby Johnson,A,Kentucky,SEC,Rich Brooks,L,13,14,16,32,202,1,43,172,1,10,10,4,35,1,0
2004-11-20,Vanderbilt,SEC,Bobby Johnson,H,Tennessee,SEC,Phillip Fulmer,L,33,38,22,33,314,3,33,106,2,11,10,4,30,2,2
2004-09-05,Kentucky,SEC,Rich Brooks,A,Louisville,CUSA,Bobby Petrino,L,0,28,14,34,172,0,26,66,0,6,5,7,62,1,2
2004-09-18,Kentucky,SEC,Rich Brooks,H,Indiana,Big Ten,Gerry DiNardo,W,51,32,21,30,205,2,43,355,4,12,14,9,65,1,0
2004-09-25,Kentucky,SEC,Rich Brooks,A,Florida,SEC,Charlie Strong,L,3,20,17,35,134,0,27,73,0,8,2,6,54,1,1
2004-10-02,Kentucky,SEC,Rich Brooks,H,Ohio,MAC,Brian Knorr,L,16,28,18,36,190,1,38,90,1,8,11,5,25,2,3
2004-10-09,Kentucky,SEC,Rich Brooks,H,Alabama,SEC,Mike Shula,L,17,45,7,18,100,1,28,77,1,4,7,6,51,3,0
2004-10-16,Kentucky,SEC,Rich Brooks,H,South Carolina,SEC,Lou Holtz,L,7,12,22,35,171,0,35,80,1,7,10,4,33,3,1
2004-10-23,Kentucky,SEC,Rich Brooks,A,Auburn,SEC,Tommy Tuberville,L,10,42,14,26,73,0,36,37,1,1,7,10,57,2,0
2004-10-30,Kentucky,SEC,Rich Brooks,A,Mississippi State,SEC,Sylvester Croom,L,7,22,17,33,167,0,35,84,1,7,6,6,50,0,1
2004-11-06,Kentucky,SEC,Rich Brooks,H,Georgia,SEC,Mark Richt,L,17,62,25,44,290,1,23,54,1,9,6,10,84,1,2
2004-11-13,Kentucky,SEC,Rich Brooks,H,Vanderbilt,SEC,Bobby Johnson,W,14,13,18,30,125,2,35,164,0,5,9,6,45,0,0
2004-11-27,Kentucky,SEC,Rich Brooks,A,Tennessee,SEC,Phillip Fulmer,L,31,37,20,32,218,2,29,105,1,11,7,11,88,0,1
2004-09-04,California,Pac-10,Jeff Tedford,A,Air Force,MWC,Fisher DeBerry,W,56,14,12,18,231,1,44,342,7,8,15,4,29,0,0
2004-09-11,California,Pac-10,Jeff Tedford,H,New Mexico State,Sun Belt,Tony Samuel,W,41,14,21,28,275,2,41,336,4,11,17,6,45,2,0
2004-10-02,California,Pac-10,Jeff Tedford,A,Oregon State,Pac-10,Mike Riley,W,49,7,14,18,277,5,39,156,2,7,10,7,87,1,2
2004-10-09,California,Pac-10,Jeff Tedford,A,USC,Pac-10,Pete Carroll,L,17,23,29,35,267,1,44,157,1,16,11,6,46,3,0
2004-10-16,California,Pac-10,Jeff Tedford,H,UCLA,Pac-10,Karl Dorrell,W,45,28,19,30,260,4,43,290,2,10,14,5,55,1,0
2004-10-23,California,Pac-10,Jeff Tedford,A,Arizona,Pac-10,Mike Stoops,W,38,0,22,30,267,3,41,192,2,12,13,1,10,0,2
2004-10-30,California,Pac-10,Jeff Tedford,H,Arizona State,Pac-10,Dirk Koetter,W,27,0,15,29,165,1,43,234,1,9,10,5,45,0,0
2004-11-06,California,Pac-10,Jeff Tedford,H,Oregon,Pac-10,Mike Bellotti,W,28,27,21,32,275,3,36,219,1,14,7,5,45,2,0
2004-11-13,California,Pac-10,Jeff Tedford,A,Washington,Pac-10,Keith Gilbertson,W,42,12,13,24,175,2,44,304,3,10,12,6,55,0,2
2004-11-20,California,Pac-10,Jeff Tedford,H,Stanford,Pac-10,Buddy Teevens,W,41,6,14,17,167,2,51,307,3,6,13,12,102,1,0
2004-12-04,California,Pac-10,Jeff Tedford,A,Southern Mississippi,CUSA,Jeff Bower,W,26,16,15,28,223,2,44,323,1,8,13,9,95,0,1
2004-12-30,California,Pac-10,Jeff Tedford,N,Texas Tech,Big 12,Mike Leach,L,31,45,24,42,246,1,39,221,3,15,11,5,59,0,1
2004-09-11,Florida,SEC,Charlie Strong,H,Eastern Michigan,MAC,Jeff Genyk,W,49,10,17,28,250,3,38,159,4,10,8,5,29,1,0
2004-09-18,Florida,SEC,Charlie Strong,A,Tennessee,SEC,Phillip Fulmer,L,28,30,22,31,286,3,35,135,1,12,8,8,77,0,1
2004-09-25,Florida,SEC,Charlie Strong,H,Kentucky,SEC,Rich Brooks,W,20,3,25,43,261,1,40,262,1,13,11,11,91,0,3
2004-10-02,Florida,SEC,Charlie Strong,H,Arkansas,SEC,Houston Nutt,W,45,30,23,38,322,3,33,118,3,15,5,5,32,0,0
2004-10-09,Florida,SEC,Charlie Strong,H,LSU,SEC,Nick Saban,L,21,24,15,33,142,2,26,94,1,5,6,7,60,0,0
2004-10-16,Florida,SEC,Charlie Strong,H,Middle Tennessee State,Sun Belt,Andy McCollum,W,52,16,20,25,360,3,32,141,4,15,8,6,60,1,1
2004-10-23,Florida,SEC,Charlie Strong,A,Mississippi State,SEC,Sylvester Croom,L,31,38,20,35,260,2,30,181,2,10,9,10,65,2,1
2004-10-30,Florida,SEC,Charlie Strong,N,Georgia,SEC,Mark Richt,L,24,31,22,35,247,2,35,211,1,10,11,10,77,0,0
2004-11-06,Florida,SEC,Charlie Strong,A,Vanderbilt,SEC,Bobby Johnson,W,34,17,22,29,307,2,38,193,2,15,12,12,108,3,1
2004-11-13,Florida,SEC,Charlie Strong,H,South Carolina,SEC,Lou Holtz,W,48,14,18,31,319,6,28,92,0,11,3,11,70,0,2
2004-11-20,Florida,SEC,Charlie Strong,A,Florida State,ACC,Bobby Bowden,W,20,13,20,40,237,1,40,140,1,10,10,13,101,1,1
2004-12-31,Florida,SEC,Charlie Strong,N,Miami (FL),ACC,Larry Coker,L,10,27,19,39,262,1,40,144,0,12,10,8,74,0,2
2004-09-04,Troy,Sun Belt,Larry Blakeney,A,Marshall,MAC,Bob Pruett,W,17,15,13,27,196,0,42,65,2,8,5,5,25,0,2
2004-09-09,Troy,Sun Belt,Larry Blakeney,H,Missouri,Big 12,Gary Pinkel,W,24,14,8,21,121,2,41,172,1,6,8,5,38,0,3
2004-09-18,Troy,Sun Belt,Larry Blakeney,A,New Mexico State,Sun Belt,Tony Samuel,L,18,22,13,23,183,1,35,164,1,6,9,8,66,1,0
