Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1987-09-05,North Carolina,ACC,Dick Crum,H,Illinois,Big Ten,Mike White,W,34,14
1987-09-12,North Carolina,ACC,Dick Crum,A,Oklahoma,Big 8,Barry Switzer,L,0,28
1987-09-19,North Carolina,ACC,Dick Crum,A,Georgia Tech,ACC,Bobby Ross,W,30,23
1987-09-26,North Carolina,ACC,Dick Crum,A,Navy,Ind,Elliot Uzelac,W,45,14
1987-10-03,North Carolina,ACC,Dick Crum,H,Auburn,SEC,Pat Dye,L,10,20
1987-10-10,North Carolina,ACC,Dick Crum,H,Wake Forest,ACC,Bill Dooley,L,14,22
1987-10-17,North Carolina,ACC,Dick Crum,A,North Carolina State,ACC,Dick Sheridan,W,17,14
1987-10-31,North Carolina,ACC,Dick Crum,A,Maryland,ACC,Joe Krivak,W,27,14
1987-11-07,North Carolina,ACC,Dick Crum,H,Clemson,ACC,Danny Ford,L,10,13
1987-11-14,North Carolina,ACC,Dick Crum,A,Virginia,ACC,George Welsh,L,17,20
1987-11-21,North Carolina,ACC,Dick Crum,H,Duke,ACC,Steve Spurrier,L,10,25
1987-09-05,Miami (OH),MAC,Tim Rose,A,Central Michigan,MAC,Herb Deromedi,W,15,6
1987-09-12,Miami (OH),MAC,Tim Rose,H,Eastern Michigan,MAC,Jim Harkema,L,17,33
1987-09-19,Miami (OH),MAC,Tim Rose,A,Syracuse,Ind,Dick MacPherson,L,10,24
1987-09-26,Miami (OH),MAC,Tim Rose,A,Cincinnati,Ind,Dave Currey,L,26,31
1987-10-03,Miami (OH),MAC,Tim Rose,H,Ball State,MAC,Paul Schudel,W,30,20
1987-10-10,Miami (OH),MAC,Tim Rose,A,Western Michigan,MAC,Al Molde,W,17,0
1987-10-17,Miami (OH),MAC,Tim Rose,H,Ohio,MAC,Cleve Bryant,W,10,9
1987-10-24,Miami (OH),MAC,Tim Rose,A,Toledo,MAC,Dan Simrell,L,25,37
1987-10-31,Miami (OH),MAC,Tim Rose,H,Bowling Green State,MAC,Moe Ankney,W,17,7
1987-11-07,Miami (OH),MAC,Tim Rose,A,Miami (FL),Ind,Jimmy Johnson,L,3,54
1987-11-14,Miami (OH),MAC,Tim Rose,A,Kent State,MAC,Glen Mason,L,10,14
1987-09-12,Indiana,Big Ten,Bill Mallory,H,Rice,SWC,Jerry Berndt,W,35,13
1987-09-19,Indiana,Big Ten,Bill Mallory,A,Kentucky,SEC,Jerry Claiborne,L,15,34
1987-09-26,Indiana,Big Ten,Bill Mallory,H,Missouri,Big 8,Woody Widenhofer,W,20,17
1987-10-03,Indiana,Big Ten,Bill Mallory,H,Northwestern,Big Ten,Francis Peay,W,35,18
1987-10-10,Indiana,Big Ten,Bill Mallory,A,Ohio State,Big Ten,Earle Bruce,W,31,10
1987-10-16,Indiana,Big Ten,Bill Mallory,A,Minnesota,Big Ten,John Gutekunst,W,18,17
1987-10-24,Indiana,Big Ten,Bill Mallory,H,Michigan,Big Ten,Bo Schembechler,W,14,10
1987-10-31,Indiana,Big Ten,Bill Mallory,A,Iowa,Big Ten,Hayden Fry,L,21,29
1987-11-07,Indiana,Big Ten,Bill Mallory,H,Illinois,Big Ten,Mike White,W,34,22
1987-11-14,Indiana,Big Ten,Bill Mallory,A,Michigan State,Big Ten,George Perles,L,3,27
1987-11-21,Indiana,Big Ten,Bill Mallory,H,Purdue,Big Ten,Fred Akers,W,35,14
1988-01-02,Indiana,Big Ten,Bill Mallory,N,Tennessee,SEC,Johnny Majors,L,22,27
1987-09-05,Florida State,Ind,Bobby Bowden,H,Texas Tech,SWC,Spike Dykes,W,40,16
1987-09-12,Florida State,Ind,Bobby Bowden,A,East Carolina,Ind,Art Baker,W,44,3
1987-09-19,Florida State,Ind,Bobby Bowden,H,Memphis,Ind,Charlie Bailey,W,41,24
1987-09-26,Florida State,Ind,Bobby Bowden,A,Michigan State,Big Ten,George Perles,W,31,3
1987-10-03,Florida State,Ind,Bobby Bowden,H,Miami (FL),Ind,Jimmy Johnson,L,25,26
1987-10-10,Florida State,Ind,Bobby Bowden,A,Southern Mississippi,Ind,Jim Carmody,W,61,10
1987-10-17,Florida State,Ind,Bobby Bowden,H,Louisville,Ind,Howard Schnellenberger,W,32,9
1987-10-31,Florida State,Ind,Bobby Bowden,H,Tulane,Ind,Mack Brown,W,73,14
1987-11-07,Florida State,Ind,Bobby Bowden,A,Auburn,SEC,Pat Dye,W,34,6
1987-11-28,Florida State,Ind,Bobby Bowden,A,Florida,SEC,Galen Hall,W,28,14
1988-01-01,Florida State,Ind,Bobby Bowden,N,Nebraska,Big 8,Tom Osborne,W,31,28
1987-09-12,Iowa State,Big 8,Jim Walden,A,Tulane,Ind,Mack Brown,L,12,25
1987-09-19,Iowa State,Big 8,Jim Walden,H,Iowa,Big Ten,Hayden Fry,L,9,48
1987-09-26,Iowa State,Big 8,Jim Walden,A,Wyoming,WAC,Paul Roach,L,17,34
1987-10-03,Iowa State,Big 8,Jim Walden,H,Oklahoma,Big 8,Barry Switzer,L,3,56
1987-10-17,Iowa State,Big 8,Jim Walden,H,Missouri,Big 8,Woody Widenhofer,L,17,42
1987-10-24,Iowa State,Big 8,Jim Walden,A,Kansas,Big 8,Bob Valesente,W,42,28
1987-10-31,Iowa State,Big 8,Jim Walden,H,Colorado,Big 8,Bill McCartney,L,10,42
1987-11-07,Iowa State,Big 8,Jim Walden,A,Nebraska,Big 8,Tom Osborne,L,3,42
1987-11-14,Iowa State,Big 8,Jim Walden,H,Kansas State,Big 8,Stan Parrish,W,16,14
1987-11-21,Iowa State,Big 8,Jim Walden,A,Oklahoma State,Big 8,Pat Jones,L,27,48
1987-09-05,Cincinnati,Ind,Dave Currey,H,Rutgers,Ind,Dick Anderson,L,7,10
1987-09-12,Cincinnati,Ind,Dave Currey,A,Louisville,Ind,Howard Schnellenberger,W,25,0
1987-09-19,Cincinnati,Ind,Dave Currey,A,Penn State,Ind,Joe Paterno,L,0,41
1987-09-26,Cincinnati,Ind,Dave Currey,H,Miami (OH),MAC,Tim Rose,W,31,26
1987-10-10,Cincinnati,Ind,Dave Currey,A,East Carolina,Ind,Art Baker,L,28,56
1987-10-17,Cincinnati,Ind,Dave Currey,A,West Virginia,Ind,Don Nehlen,L,17,45
1987-10-24,Cincinnati,Ind,Dave Currey,H,Miami (FL),Ind,Jimmy Johnson,L,10,48
1987-11-21,Cincinnati,Ind,Dave Currey,A,Virginia Tech,Ind,Frank Beamer,L,20,21
1987-09-12,Arizona State,Pac-10,John Cooper,A,Illinois,Big Ten,Mike White,W,21,7
1987-09-19,Arizona State,Pac-10,John Cooper,H,Pacific,PCAA,Bob Cope,W,31,12
1987-09-26,Arizona State,Pac-10,John Cooper,H,Nebraska,Big 8,Tom Osborne,L,28,35
1987-10-03,Arizona State,Pac-10,John Cooper,H,UTEP,WAC,Bob Stull,W,35,16
1987-10-10,Arizona State,Pac-10,John Cooper,A,Washington,Pac-10,Don James,L,14,27
1987-10-17,Arizona State,Pac-10,John Cooper,H,Washington State,Pac-10,Dennis Erickson,W,38,7
1987-10-24,Arizona State,Pac-10,John Cooper,A,Oregon State,Pac-10,Dave Kragthorpe,W,30,21
1987-10-31,Arizona State,Pac-10,John Cooper,H,UCLA,Pac-10,Terry Donahue,L,23,31
1987-11-07,Arizona State,Pac-10,John Cooper,H,Oregon,Pac-10,Rich Brooks,W,37,17
1987-11-14,Arizona State,Pac-10,John Cooper,A,California,Pac-10,Bruce Snyder,L,20,38
1987-11-28,Arizona State,Pac-10,John Cooper,H,Arizona,Pac-10,Dick Tomey,T,24,24
1987-12-30,Arizona State,Pac-10,John Cooper,N,Air Force,WAC,Fisher DeBerry,W,33,28
1987-09-05,Utah,WAC,Jim Fassel,H,New Mexico,WAC,Mike Sheppard,W,24,20
1987-09-12,Utah,WAC,Jim Fassel,A,San Diego State,WAC,Dennis Stolz,L,34,52
1987-09-19,Utah,WAC,Jim Fassel,A,Wisconsin,Big Ten,Don Morton,W,31,28
1987-10-03,Utah,WAC,Jim Fassel,A,Air Force,WAC,Fisher DeBerry,L,27,48
1987-10-10,Utah,WAC,Jim Fassel,A,Colorado State,WAC,Leon Fuller,W,24,23
1987-10-17,Utah,WAC,Jim Fassel,A,Hawaii,WAC,Bob Wagner,L,14,25
1987-10-24,Utah,WAC,Jim Fassel,H,Utah State,PCAA,Chuck Shelton,L,36,41
1987-11-07,Utah,WAC,Jim Fassel,H,UTEP,WAC,Bob Stull,L,24,30
1987-11-14,Utah,WAC,Jim Fassel,H,Wyoming,WAC,Paul Roach,L,7,31
1987-11-21,Utah,WAC,Jim Fassel,A,BYU,WAC,LaVell Edwards,L,18,21
1987-09-05,Cal State Fullerton,PCAA,Gene Murphy,A,Hawaii,WAC,Bob Wagner,L,0,44
1987-09-12,Cal State Fullerton,PCAA,Gene Murphy,A,LSU,SEC,Mike Archer,L,12,56
1987-09-19,Cal State Fullerton,PCAA,Gene Murphy,H,Long Beach State,PCAA,Larry Reisbig,W,31,12
1987-09-26,Cal State Fullerton,PCAA,Gene Murphy,A,Utah State,PCAA,Chuck Shelton,W,30,11
1987-10-03,Cal State Fullerton,PCAA,Gene Murphy,A,San Jose State,PCAA,Claude Gilbert,L,19,46
1987-10-10,Cal State Fullerton,PCAA,Gene Murphy,A,Florida,SEC,Galen Hall,L,0,65
1987-10-17,Cal State Fullerton,PCAA,Gene Murphy,A,Nevada-Las Vegas,PCAA,Wayne Nunnely,W,28,14
1987-10-24,Cal State Fullerton,PCAA,Gene Murphy,A,Northern Illinois,Ind,Jerry Pettibone,W,21,20
1987-10-31,Cal State Fullerton,PCAA,Gene Murphy,H,New Mexico State,PCAA,Mike Knoll,W,48,14
1987-11-07,Cal State Fullerton,PCAA,Gene Murphy,A,Fresno State,PCAA,Jim Sweeney,L,17,21
1987-11-14,Cal State Fullerton,PCAA,Gene Murphy,H,Pacific,PCAA,Bob Cope,L,14,22
1987-09-05,Syracuse,Ind,Dick MacPherson,H,Maryland,ACC,Joe Krivak,W,25,11
1987-09-12,Syracuse,Ind,Dick MacPherson,A,Rutgers,Ind,Dick Anderson,W,20,3
1987-09-19,Syracuse,Ind,Dick MacPherson,H,Miami (OH),MAC,Tim Rose,W,24,10
1987-09-26,Syracuse,Ind,Dick MacPherson,A,Virginia Tech,Ind,Frank Beamer,W,35,21
1987-10-03,Syracuse,Ind,Dick MacPherson,A,Missouri,Big 8,Woody Widenhofer,W,24,13
1987-10-17,Syracuse,Ind,Dick MacPherson,H,Penn State,Ind,Joe Paterno,W,48,21
