Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1940-09-28,North Carolina,Southern,Raymond Wolf,H,Wake Forest,Southern,D.C. Walker,L,0,12
1940-10-05,North Carolina,Southern,Raymond Wolf,N,Davidson,Southern,Gene McEver,W,27,7
1940-10-12,North Carolina,Southern,Raymond Wolf,H,Texas Christian,SWC,Dutch Meyer,W,21,14
1940-10-19,North Carolina,Southern,Raymond Wolf,A,North Carolina State,Southern,Doc Newton,W,13,7
1940-10-26,North Carolina,Southern,Raymond Wolf,H,Tulane,SEC,Red Dawson,L,13,14
1940-11-02,North Carolina,Southern,Raymond Wolf,A,Fordham,Ind,Jimmy Crowley,L,0,14
1940-11-09,North Carolina,Southern,Raymond Wolf,A,Richmond,Southern,Glenn Thistlethwaite,L,13,14
1940-11-16,North Carolina,Southern,Raymond Wolf,H,Duke,Southern,Wallace Wade,W,6,3
1940-11-23,North Carolina,Southern,Raymond Wolf,A,Virginia,Ind,Frank Murray,W,10,7
1940-10-05,Indiana,Western,Bo McMillin,H,Texas,SWC,Dana Bible,L,6,13
1940-10-12,Indiana,Western,Bo McMillin,A,Nebraska,Big 6,Biff Jones,L,7,13
1940-10-19,Indiana,Western,Bo McMillin,H,Iowa,Western,Edward Anderson,W,10,6
1940-10-26,Indiana,Western,Bo McMillin,A,Northwestern,Western,Pappy Waldorf,L,7,20
1940-11-02,Indiana,Western,Bo McMillin,A,Ohio State,Western,Francis Schmidt,L,6,21
1940-11-09,Indiana,Western,Bo McMillin,H,Michigan State,Ind,Charlie Bachman,W,20,0
1940-11-16,Indiana,Western,Bo McMillin,A,Wisconsin,Western,Harry Stuhldreher,L,10,27
1940-11-23,Indiana,Western,Bo McMillin,A,Purdue,Western,Mal Elward,W,3,0
1940-09-27,Iowa State,Big 6,Jim Yeager,A,Denver,MSAC,Cac Hubbard,L,7,14
1940-10-05,Iowa State,Big 6,Jim Yeager,H,Kansas,Big 6,Gwinn Henry,W,7,0
1940-10-11,Iowa State,Big 6,Jim Yeager,A,Marquette,Ind,Paddy Driscoll,L,25,41
1940-10-19,Iowa State,Big 6,Jim Yeager,A,Missouri,Big 6,Don Faurot,L,14,30
1940-10-26,Iowa State,Big 6,Jim Yeager,H,Oklahoma,Big 6,Tom Stidham,L,7,20
1940-11-09,Iowa State,Big 6,Jim Yeager,H,Drake,MVC,Vee Green,W,7,6
1940-11-16,Iowa State,Big 6,Jim Yeager,A,Kansas State,Big 6,Hobbs Adams,W,12,0
1940-11-23,Iowa State,Big 6,Jim Yeager,A,Nebraska,Big 6,Biff Jones,L,12,21
1940-10-05,Fordham,Ind,Jimmy Crowley,H,West Virginia,Ind,Bill Kern,W,20,7
1940-10-12,Fordham,Ind,Jimmy Crowley,H,Tulane,SEC,Red Dawson,W,20,7
1940-10-19,Fordham,Ind,Jimmy Crowley,A,Pitt,Ind,Charles Bowser,W,24,12
