Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1929-09-28,North Carolina,Southern,Chuck Collins,H,Wake Forest,Ind,F.S. Miller,W,48,0
1929-10-05,North Carolina,Southern,Chuck Collins,A,Maryland,Southern,Curley Byrd,W,43,0
1929-10-12,North Carolina,Southern,Chuck Collins,A,Georgia Tech,Southern,William Alexander,W,18,7
1929-10-19,North Carolina,Southern,Chuck Collins,H,Georgia,Southern,Harry Mehre,L,12,19
1929-10-26,North Carolina,Southern,Chuck Collins,H,Virginia Tech,Southern,Andy Gustafson,W,38,13
1929-11-02,North Carolina,Southern,Chuck Collins,H,North Carolina State,Southern,Gus Tebell,W,32,0
1929-11-09,North Carolina,Southern,Chuck Collins,A,South Carolina,Southern,Billy Laval,W,40,0
1929-11-16,North Carolina,Southern,Chuck Collins,N,Davidson,Ind,Monk Younger,W,26,7
1929-11-28,North Carolina,Southern,Chuck Collins,H,Virginia,Southern,Earl Abell,W,41,7
1929-12-07,North Carolina,Southern,Chuck Collins,A,Duke,Southern,Jimmy DeHart,W,48,7
1929-10-05,Indiana,Western,Pat Page,H,Notre Dame,Ind,Knute Rockne,L,0,14
1929-10-12,Indiana,Western,Pat Page,A,Chicago,Western,Amos Alonzo Stagg,L,7,13
1929-10-19,Indiana,Western,Pat Page,H,Colgate,Ind,Andrew Kerr,L,6,21
1929-10-26,Indiana,Western,Pat Page,A,Ohio State,Western,Sam Willaman,T,0,0
1929-11-02,Indiana,Western,Pat Page,A,Minnesota,Western,Clarence Spears,L,7,19
1929-11-16,Indiana,Western,Pat Page,A,Northwestern,Western,Dick Hanley,W,19,14
1929-11-23,Indiana,Western,Pat Page,H,Purdue,Western,James Phelan,L,0,32
1929-10-05,Iowa State,Big 6,C. Noel Workman,H,Grinnell,MVC,Lester Watt,W,27,7
1929-10-12,Iowa State,Big 6,C. Noel Workman,H,Missouri,Big 6,Gwinn Henry,L,0,19
1929-10-18,Iowa State,Big 6,C. Noel Workman,A,Marquette,Ind,Frank Murray,L,6,14
1929-10-26,Iowa State,Big 6,C. Noel Workman,H,Kansas,Big 6,Bill Hargiss,L,0,33
1929-11-02,Iowa State,Big 6,C. Noel Workman,A,Oklahoma,Big 6,Adrian Lindsey,L,7,21
1929-11-09,Iowa State,Big 6,C. Noel Workman,A,Kansas State,Big 6,Bo McMillin,L,2,3
1929-11-16,Iowa State,Big 6,C. Noel Workman,H,Drake,MVC,Ossie Solem,L,0,7
1929-11-28,Iowa State,Big 6,C. Noel Workman,A,Nebraska,Big 6,Dana Bible,L,12,31
1929-10-12,Fordham,Ind,Frank Cavanaugh,N,New York University,Ind,,W,26,0
1929-11-05,Fordham,Ind,Frank Cavanaugh,H,West Virginia,Ind,Rat Rogers,T,0,0
1929-10-19,Utah,RMC,Ike Armstrong,H,Colorado,RMC,Myron Witham,W,40,0
1929-10-26,Utah,RMC,Ike Armstrong,A,Colorado State,RMC,Harry Hughes,W,21,0
