Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1979-09-08,North Carolina,ACC,Dick Crum,H,South Carolina,Ind,Jim Carlen,W,28,0
1979-09-22,North Carolina,ACC,Dick Crum,H,Pitt,Ind,Jackie Sherrill,W,17,7
1979-09-29,North Carolina,ACC,Dick Crum,A,Army,Ind,Lou Saban,W,41,3
1979-10-06,North Carolina,ACC,Dick Crum,H,Cincinnati,Ind,Ralph Staub,W,35,14
1979-10-13,North Carolina,ACC,Dick Crum,H,Wake Forest,ACC,John Mackovic,L,19,24
1979-10-20,North Carolina,ACC,Dick Crum,A,North Carolina State,ACC,Bo Rein,W,35,21
1979-10-27,North Carolina,ACC,Dick Crum,H,East Carolina,Ind,Pat Dye,T,24,24
1979-11-03,North Carolina,ACC,Dick Crum,A,Maryland,ACC,Jerry Claiborne,L,14,17
1979-11-10,North Carolina,ACC,Dick Crum,H,Clemson,ACC,Danny Ford,L,10,19
1979-11-17,North Carolina,ACC,Dick Crum,A,Virginia,ACC,Dick Bestwick,W,13,7
1979-11-24,North Carolina,ACC,Dick Crum,A,Duke,ACC,Red Wilson,W,37,16
1979-12-28,North Carolina,ACC,Dick Crum,N,Michigan,Big Ten,Bo Schembechler,W,17,15
1979-09-08,Miami (OH),MAC,Tom Reed,H,Ball State,MAC,Dwight Wallace,W,27,3
1979-09-15,Miami (OH),MAC,Tom Reed,A,Kentucky,SEC,Fran Curci,W,15,14
1979-09-22,Miami (OH),MAC,Tom Reed,A,Michigan State,Big Ten,Darryl Rogers,L,21,24
1979-09-29,Miami (OH),MAC,Tom Reed,A,Central Michigan,MAC,Herb Deromedi,L,18,19
1979-10-06,Miami (OH),MAC,Tom Reed,A,Marshall,Southern,Sonny Randle,W,28,0
1979-10-13,Miami (OH),MAC,Tom Reed,H,Ohio,MAC,Brian Burke,L,7,9
1979-10-20,Miami (OH),MAC,Tom Reed,A,Bowling Green State,MAC,Dennis Stolz,W,21,3
1979-10-27,Miami (OH),MAC,Tom Reed,H,Toledo,MAC,Chuck Stobart,L,21,24
1979-11-03,Miami (OH),MAC,Tom Reed,A,Western Michigan,MAC,Elliot Uzelac,L,3,24
1979-11-10,Miami (OH),MAC,Tom Reed,A,Kent State,MAC,Ron Blackledge,W,35,8
1979-11-17,Miami (OH),MAC,Tom Reed,H,Cincinnati,Ind,Ralph Staub,W,27,14
1979-09-08,Indiana,Big Ten,Lee Corso,A,Iowa,Big Ten,Hayden Fry,W,30,26
