Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1951-09-22,North Carolina,Southern,Carl Snavely,H,North Carolina State,Southern,Beattie Feathers,W,21,0
1951-09-29,North Carolina,Southern,Carl Snavely,H,Georgia,SEC,Wallace Butts,L,16,28
1951-10-06,North Carolina,Southern,Carl Snavely,A,Texas,SWC,Edwin Price,L,20,45
1951-10-13,North Carolina,Southern,Carl Snavely,H,South Carolina,Southern,Rex Enright,W,21,6
1951-10-20,North Carolina,Southern,Carl Snavely,A,Maryland,Southern,Jim Tatum,L,7,14
1951-10-27,North Carolina,Southern,Carl Snavely,A,Wake Forest,Southern,Tom Rogers,L,7,39
1951-11-03,North Carolina,Southern,Carl Snavely,H,Tennessee,SEC,Bob Neyland,L,0,27
1951-11-10,North Carolina,Southern,Carl Snavely,A,Virginia,Ind,Arthur Guepe,L,14,34
1951-11-17,North Carolina,Southern,Carl Snavely,H,Notre Dame,Ind,Frank Leahy,L,7,12
1951-11-24,North Carolina,Southern,Carl Snavely,A,Duke,Southern,Bill Murray,L,7,19
1951-09-29,Indiana,Western,Clyde Smith,A,Notre Dame,Ind,Frank Leahy,L,6,48
1951-10-06,Indiana,Western,Clyde Smith,H,Pitt,Ind,Thomas Hamilton,W,13,6
1951-10-13,Indiana,Western,Clyde Smith,A,Michigan,Western,Bennie Oosterbaan,L,14,33
1951-10-20,Indiana,Western,Clyde Smith,A,Ohio State,Western,Woody Hayes,W,32,10
1951-10-27,Indiana,Western,Clyde Smith,H,Illinois,Western,Ray Eliot,L,0,21
1951-11-03,Indiana,Western,Clyde Smith,A,Wisconsin,Western,Ivy Williamson,L,0,6
1951-11-10,Indiana,Western,Clyde Smith,A,Minnesota,Western,Wesley Fesler,L,14,16
1951-11-17,Indiana,Western,Clyde Smith,H,Michigan State,Ind,Biggie Munn,L,26,30
1951-11-24,Indiana,Western,Clyde Smith,H,Purdue,Western,Stuart Holcomb,L,13,21
1951-09-29,Iowa State,Big 7,Abe Stuber,A,Kansas,Big 7,Jules Sikes,L,33,53
1951-10-06,Iowa State,Big 7,Abe Stuber,A,Marquette,Ind,Liz Blackbourn,T,6,6
1951-10-13,Iowa State,Big 7,Abe Stuber,H,Kansas State,Big 7,Bill Meek,W,32,6
1951-10-20,Iowa State,Big 7,Abe Stuber,H,Missouri,Big 7,Don Faurot,W,21,14
1951-10-27,Iowa State,Big 7,Abe Stuber,A,Drake,MVC,Warren Gaer,W,13,0
1951-11-03,Iowa State,Big 7,Abe Stuber,A,Colorado,Big 7,Dallas Ward,L,20,47
1951-11-10,Iowa State,Big 7,Abe Stuber,H,Nebraska,Big 7,William Glassford,L,27,34
1951-11-17,Iowa State,Big 7,Abe Stuber,A,Oklahoma,Big 7,Bud Wilkinson,L,6,35
1951-09-22,Fordham,Ind,Edward Danowski,A,Missouri,Big 7,Don Faurot,W,34,20
1951-09-29,Fordham,Ind,Edward Danowski,A,Dartmouth,Ind,DeOrmond McLaughry,W,14,6
1951-10-06,Fordham,Ind,Edward Danowski,A,Holy Cross,Ind,Edward Anderson,L,20,54
1951-10-12,Fordham,Ind,Edward Danowski,A,Boston College,Ind,Mike Holovak,W,35,19
1951-10-20,Fordham,Ind,Edward Danowski,H,San Francisco,Ind,Joe Kuharich,L,26,32
1951-10-27,Fordham,Ind,Edward Danowski,A,Syracuse,Ind,Ben Schwartzwalder,L,20,33
1951-11-03,Fordham,Ind,Edward Danowski,A,Rutgers,Ind,Harvey Harman,L,7,13
1951-11-17,Fordham,Ind,Edward Danowski,A,Temple,Ind,Al Kawal,W,35,6
1951-11-24,Fordham,Ind,Edward Danowski,N,New York University,Ind,Hugh Devore,W,41,0
1951-09-22,Arizona State,BIAA,Larry Siemering,A,Utah State,Skyline,John Roning,W,33,27
1951-09-29,Arizona State,BIAA,Larry Siemering,A,Arkansas,SWC,Otis Douglas,L,13,30
1951-10-13,Arizona State,BIAA,Larry Siemering,H,Hardin-Simmons,BIAA,Warren Woodson,L,14,39
1951-10-27,Arizona State,BIAA,Larry Siemering,H,New Mexico State,BIAA,Joe Coleman,W,46,0
1951-11-03,Arizona State,BIAA,Larry Siemering,H,West Texas A&M,BIAA,Frank Kimbrough,W,34,0
1951-11-10,Arizona State,BIAA,Larry Siemering,H,Arizona,BIAA,Robert Winslow,W,61,14
1951-11-17,Arizona State,BIAA,Larry Siemering,A,UTEP,BIAA,Mike Brumbelow,W,23,13
1951-11-24,Arizona State,BIAA,Larry Siemering,H,Wyoming,Skyline,Bowden Wyatt,L,7,20
1951-09-22,Furman,Southern,William Young,H,Washington & Lee,Southern,George Barclay,L,7,25
1951-09-28,Furman,Southern,William Young,H,West Virginia,Southern,Art Lewis,L,7,18
1951-10-06,Furman,Southern,William Young,A,South Carolina,Southern,Rex Enright,L,6,21
