Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1912-10-05,North Carolina,Ind,William Martin,N,Davidson,Ind,W.T. Cook,W,13,0
1912-10-12,North Carolina,Ind,William Martin,H,Wake Forest,Ind,Frank Thompson,W,9,2
1912-10-26,North Carolina,Ind,William Martin,H,Virginia Tech,Ind,Branch Bocock,L,0,26
1912-11-02,North Carolina,Ind,William Martin,N,Georgetown,Ind,Frank Gargan,L,10,37
1912-11-09,North Carolina,Ind,William Martin,H,South Carolina,Ind,N.B. Edgerton,T,6,6
1912-11-16,North Carolina,Ind,William Martin,H,Washington & Lee,Ind,J. Reilly,L,0,31
1912-11-26,North Carolina,Ind,William Martin,A,Virginia,Ind,Speed Elliott,L,0,66
1912-10-05,Indiana,Western,James Sheldon,A,Chicago,Western,Amos Alonzo Stagg,L,0,13
1912-10-19,Indiana,Western,James Sheldon,A,Illinois,Western,Arthur Hall,L,7,13
1912-10-26,Indiana,Western,James Sheldon,H,Northwestern,Western,Charles Hammett,L,7,20
1912-11-09,Indiana,Western,James Sheldon,H,Iowa,Western,Jesse Hawley,L,6,13
1912-11-24,Indiana,Western,James Sheldon,A,Purdue,Western,M.H. Horr,L,7,34
1912-10-05,Wyoming,RMC,Leon Excelby,A,Utah,RMC,Fred Bennion,L,0,9
1912-10-12,Wyoming,RMC,Leon Excelby,A,Colorado College,RMC,C.J. Rothget,L,0,35
1912-10-19,Wyoming,RMC,Leon Excelby,A,Colorado Mines,RMC,William Johnston,L,0,42
1912-10-26,Wyoming,RMC,Leon Excelby,A,Colorado,RMC,Fred Folsom,L,0,75
1912-11-02,Wyoming,RMC,Leon Excelby,A,Utah State,Ind,,L,0,53
1912-11-28,Wyoming,RMC,Leon Excelby,H,Colorado State,RMC,Harry Hughes,L,0,33
1912-10-05,Yale,Ind,,H,Syracuse,Ind,,W,21,0
1912-10-12,Yale,Ind,,H,Lafayette,Ind,George McCaa,W,16,0
1912-10-19,Yale,Ind,,A,Army,Ind,Ernest Graves,W,6,0
1912-10-26,Yale,Ind,,H,Washington & Jefferson,Ind,Bob Folwell,W,13,3
1912-11-09,Yale,Ind,,H,Brown,Ind,Edward Robinson,W,10,0
1912-11-16,Yale,Ind,,A,Princeton,Ind,Logan Cunningham,T,6,6
