Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1974-09-14,North Carolina,ACC,Bill Dooley,H,Ohio,MAC,Bill Hess,W,42,7
1974-09-21,North Carolina,ACC,Bill Dooley,A,Wake Forest,ACC,Chuck Mills,W,31,0
1974-09-28,North Carolina,ACC,Bill Dooley,A,Maryland,ACC,Jerry Claiborne,L,12,24
1974-10-05,North Carolina,ACC,Bill Dooley,H,Pitt,Ind,Johnny Majors,W,45,29
1974-10-12,North Carolina,ACC,Bill Dooley,A,Georgia Tech,Ind,Pepper Rodgers,L,28,29
1974-10-19,North Carolina,ACC,Bill Dooley,H,North Carolina State,ACC,Lou Holtz,W,33,14
1974-10-26,North Carolina,ACC,Bill Dooley,A,South Carolina,Ind,Paul Dietzel,L,23,31
1974-11-02,North Carolina,ACC,Bill Dooley,H,Virginia,ACC,Sonny Randle,W,24,10
1974-11-09,North Carolina,ACC,Bill Dooley,A,Clemson,ACC,Red Parker,L,32,54
1974-11-16,North Carolina,ACC,Bill Dooley,H,Army,Ind,Homer Smith,W,56,42
1974-11-23,North Carolina,ACC,Bill Dooley,H,Duke,ACC,Mike McGee,W,14,13
1974-12-28,North Carolina,ACC,Bill Dooley,N,Mississippi State,SEC,Bob Tyler,L,24,26
1974-09-21,Miami (OH),MAC,Dick Crum,A,Purdue,Big Ten,Alex Agase,T,7,7
1974-09-28,Miami (OH),MAC,Dick Crum,A,Marshall,Ind,Jack Lengyel,W,42,0
1974-10-05,Miami (OH),MAC,Dick Crum,A,Kentucky,SEC,Fran Curci,W,14,10
1974-10-12,Miami (OH),MAC,Dick Crum,A,Ohio,MAC,Bill Hess,W,31,3
1974-10-19,Miami (OH),MAC,Dick Crum,H,Bowling Green State,MAC,Don Nehlen,W,34,10
1974-10-26,Miami (OH),MAC,Dick Crum,A,Toledo,MAC,Jack Murphy,W,38,22
1974-11-02,Miami (OH),MAC,Dick Crum,H,Western Michigan,MAC,Bill Doolittle,W,31,0
1974-11-09,Miami (OH),MAC,Dick Crum,H,Kent State,MAC,Don James,W,19,17
1974-11-16,Miami (OH),MAC,Dick Crum,A,Cincinnati,Ind,Tony Mason,W,27,7
1974-12-21,Miami (OH),MAC,Dick Crum,N,Georgia,SEC,Vince Dooley,W,21,10
1974-09-14,Indiana,Big Ten,Lee Corso,A,Illinois,Big Ten,Bob Blackman,L,0,16
1974-09-21,Indiana,Big Ten,Lee Corso,H,Arizona,WAC,Jim Young,L,20,35
1974-09-28,Indiana,Big Ten,Lee Corso,A,Kentucky,SEC,Fran Curci,L,22,28
1974-10-05,Indiana,Big Ten,Lee Corso,H,West Virginia,Ind,Bobby Bowden,L,0,24
1974-10-12,Indiana,Big Ten,Lee Corso,H,Minnesota,Big Ten,Cal Stoll,W,34,3
1974-10-19,Indiana,Big Ten,Lee Corso,A,Ohio State,Big Ten,Woody Hayes,L,9,49
1974-10-26,Indiana,Big Ten,Lee Corso,H,Wisconsin,Big Ten,John Jardine,L,25,35
1974-11-02,Indiana,Big Ten,Lee Corso,H,Michigan,Big Ten,Bo Schembechler,L,7,21
1974-11-09,Indiana,Big Ten,Lee Corso,A,Northwestern,Big Ten,John Pont,L,22,24
1974-11-16,Indiana,Big Ten,Lee Corso,H,Michigan State,Big Ten,Dennis Stolz,L,10,19
1974-11-23,Indiana,Big Ten,Lee Corso,A,Purdue,Big Ten,Alex Agase,L,17,38
1974-09-14,Florida State,Ind,Darrell Mudra,H,Pitt,Ind,Johnny Majors,L,6,9
1974-09-21,Florida State,Ind,Darrell Mudra,H,Colorado State,WAC,Sarkis Arslanian,L,7,14
1974-09-28,Florida State,Ind,Darrell Mudra,A,Kansas,Big 8,Don Fambrough,L,9,40
1974-10-05,Florida State,Ind,Darrell Mudra,H,Baylor,SWC,Grant Teaff,L,17,21
1974-10-12,Florida State,Ind,Darrell Mudra,A,Alabama,SEC,Bear Bryant,L,7,8
1974-10-19,Florida State,Ind,Darrell Mudra,H,Florida,SEC,Doug Dickey,L,14,24
1974-10-26,Florida State,Ind,Darrell Mudra,A,Auburn,SEC,Ralph Jordan,L,6,38
1974-11-02,Florida State,Ind,Darrell Mudra,A,Memphis,Ind,Fred Pancoast,L,14,42
1974-11-08,Florida State,Ind,Darrell Mudra,A,Miami (FL),Ind,Pete Elliott,W,21,14
1974-11-16,Florida State,Ind,Darrell Mudra,H,Virginia Tech,Ind,Jimmy Sharpe,L,21,56
1974-11-23,Florida State,Ind,Darrell Mudra,H,Houston,Ind,Bill Yeoman,L,8,23
1974-09-14,Iowa State,Big 8,Earle Bruce,A,Texas Tech,SWC,Jim Carlen,L,3,24
1974-09-21,Iowa State,Big 8,Earle Bruce,A,Washington,Pac-8,Jim Owens,L,28,31
1974-09-28,Iowa State,Big 8,Earle Bruce,H,BYU,WAC,LaVell Edwards,W,34,7
1974-10-05,Iowa State,Big 8,Earle Bruce,H,New Mexico,WAC,Bill Mondt,W,27,3
1974-10-12,Iowa State,Big 8,Earle Bruce,A,Colorado,Big 8,Bill Mallory,L,7,34
1974-10-19,Iowa State,Big 8,Earle Bruce,H,Kansas State,Big 8,Vince Gibson,W,23,18
1974-10-26,Iowa State,Big 8,Earle Bruce,A,Kansas,Big 8,Don Fambrough,W,22,6
1974-11-02,Iowa State,Big 8,Earle Bruce,H,Oklahoma,Big 8,Barry Switzer,L,10,28
1974-11-09,Iowa State,Big 8,Earle Bruce,H,Nebraska,Big 8,Tom Osborne,L,13,23
1974-11-16,Iowa State,Big 8,Earle Bruce,A,Missouri,Big 8,Al Onofrio,L,7,10
1974-11-23,Iowa State,Big 8,Earle Bruce,A,Oklahoma State,Big 8,Jim Stanley,L,12,14
1974-09-14,Cincinnati,Ind,Tony Mason,A,Washington,Pac-8,Jim Owens,L,17,21
1974-09-21,Cincinnati,Ind,Tony Mason,A,Rice,SWC,Al Conover,W,28,21
1974-09-28,Cincinnati,Ind,Tony Mason,H,Louisville,MVC,Tom Alley,W,7,6
1974-10-12,Cincinnati,Ind,Tony Mason,A,Memphis,Ind,Fred Pancoast,L,7,13
