Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1944-09-23,North Carolina,Southern,Gene McEver,H,Wake Forest,Southern,D.C. Walker,L,0,7
1944-09-30,North Carolina,Southern,Gene McEver,A,Army,Ind,Red Blaik,L,0,46
1944-10-07,North Carolina,Southern,Gene McEver,A,Georgia Tech,SEC,William Alexander,L,0,28
1944-11-04,North Carolina,Southern,Gene McEver,H,South Carolina,Southern,Doc Newton,L,0,6
1944-11-11,North Carolina,Southern,Gene McEver,H,William & Mary,Southern,Rube McCray,T,0,0
1944-11-18,North Carolina,Southern,Gene McEver,A,Yale,Ind,Howard Odell,L,6,13
1944-11-25,North Carolina,Southern,Gene McEver,H,Duke,Southern,,L,0,33
1944-12-02,North Carolina,Southern,Gene McEver,N,Virginia,Ind,Frank Murray,L,7,26
1944-09-23,Fort Warren,Ind,,A,Colorado,MSAC,Frank Potts,W,7,6
1944-10-07,Fort Warren,Ind,,A,Colorado College,Ind,Harold White,W,33,13
1944-10-15,Fort Warren,Ind,,H,Idaho State,Ind,John Vesser,W,66,0
1944-10-22,Fort Warren,Ind,,A,Iowa Pre-Flight,Ind,Jack Meagher,L,0,30
1944-11-25,Fort Warren,Ind,,A,Great Lakes Navy,Ind,,L,7,28
1944-09-23,Indiana,Western,Bo McMillin,A,Illinois,Western,Ray Eliot,L,18,26
1944-09-30,Indiana,Western,Bo McMillin,A,Michigan,Western,Fritz Crisler,W,20,0
1944-10-14,Indiana,Western,Bo McMillin,H,Nebraska,Big 6,Adolph Lewandowski,W,54,0
1944-10-21,Indiana,Western,Bo McMillin,A,Northwestern,Western,Pappy Waldorf,W,14,7
1944-10-28,Indiana,Western,Bo McMillin,H,Iowa,Western,Slip Madigan,W,32,0
1944-11-04,Indiana,Western,Bo McMillin,A,Ohio State,Western,Carroll Widdoes,L,7,21
1944-11-11,Indiana,Western,Bo McMillin,A,Minnesota,Western,George Hauser,L,14,19
1944-11-18,Indiana,Western,Bo McMillin,H,Pitt,Ind,Clark Shaughnessy,W,47,0
1944-11-25,Indiana,Western,Bo McMillin,A,Purdue,Western,Cecil Isbell,W,14,6
1944-09-30,Norman Naval Air Station,Ind,,A,Oklahoma,Big 6,Snorter Luster,W,28,14
1944-10-14,Norman Naval Air Station,Ind,,A,Arkansas,SWC,Glen Rose,W,27,7
1944-10-21,Norman Naval Air Station,Ind,,A,Amarillo Field,Ind,,W,19,13
1944-11-04,Norman Naval Air Station,Ind,,A,Oklahoma State,MVC,Jim Lookabaugh,W,15,0
1944-11-11,Norman Naval Air Station,Ind,,A,Lubbock Field,Ind,,W,42,0
