Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1948-09-25,North Carolina,Southern,Carl Snavely,H,Texas,SWC,Blair Cherry,W,34,7
1948-10-02,North Carolina,Southern,Carl Snavely,A,Georgia,SEC,Wallace Butts,W,21,14
1948-10-09,North Carolina,Southern,Carl Snavely,A,Wake Forest,Southern,D.C. Walker,W,28,6
1948-10-16,North Carolina,Southern,Carl Snavely,H,North Carolina State,Southern,Beattie Feathers,W,14,0
1948-10-23,North Carolina,Southern,Carl Snavely,H,LSU,SEC,Gaynell Tinsley,W,34,7
1948-10-30,North Carolina,Southern,Carl Snavely,A,Tennessee,SEC,Bob Neyland,W,14,7
1948-11-06,North Carolina,Southern,Carl Snavely,H,William & Mary,Southern,Rube McCray,T,7,7
1948-11-13,North Carolina,Southern,Carl Snavely,A,Maryland,Southern,Jim Tatum,W,49,20
1948-11-20,North Carolina,Southern,Carl Snavely,H,Duke,Southern,Wallace Wade,W,20,0
1948-11-27,North Carolina,Southern,Carl Snavely,A,Virginia,Ind,Arthur Guepe,W,34,12
1949-01-01,North Carolina,Southern,Carl Snavely,N,Oklahoma,Big 7,Bud Wilkinson,L,6,14
1948-09-25,Indiana,Western,Clyde Smith,A,Wisconsin,Western,Harry Stuhldreher,W,35,7
1948-10-02,Indiana,Western,Clyde Smith,H,Iowa,Western,Edward Anderson,W,7,0
1948-10-09,Indiana,Western,Clyde Smith,H,Texas Christian,SWC,Dutch Meyer,L,6,7
1948-10-16,Indiana,Western,Clyde Smith,H,Ohio State,Western,Wesley Fesler,L,0,17
1948-10-23,Indiana,Western,Clyde Smith,A,Pitt,Ind,Walter Milligan,L,14,21
1948-10-30,Indiana,Western,Clyde Smith,A,Minnesota,Western,Bernie Bierman,L,7,30
1948-11-06,Indiana,Western,Clyde Smith,H,Notre Dame,Ind,Frank Leahy,L,6,42
1948-11-13,Indiana,Western,Clyde Smith,A,Michigan,Western,Bennie Oosterbaan,L,0,54
1948-11-20,Indiana,Western,Clyde Smith,A,Purdue,Western,Stuart Holcomb,L,0,39
1948-09-25,Iowa State,Big 7,Abe Stuber,A,Nebraska,Big 7,Potsy Clark,L,15,19
1948-10-02,Iowa State,Big 7,Abe Stuber,A,Kansas State,Big 7,Ralph Graham,W,20,0
1948-10-09,Iowa State,Big 7,Abe Stuber,H,Kansas,Big 7,Jules Sikes,L,7,20
1948-10-16,Iowa State,Big 7,Abe Stuber,H,Colorado,Big 7,Dallas Ward,W,18,7
1948-10-23,Iowa State,Big 7,Abe Stuber,A,Missouri,Big 7,Don Faurot,L,7,49
1948-10-30,Iowa State,Big 7,Abe Stuber,H,Oklahoma,Big 7,Bud Wilkinson,L,6,33
1948-11-06,Iowa State,Big 7,Abe Stuber,H,Drake,MVC,Al Kawal,W,2,0
1948-11-13,Iowa State,Big 7,Abe Stuber,H,Michigan State,Ind,Biggie Munn,L,7,48
1948-11-20,Iowa State,Big 7,Abe Stuber,A,Arizona,BIAA,Miles Casteel,L,7,14
1948-10-22,Fordham,Ind,Edward Danowski,A,Georgetown,Ind,Jack Hagerty,L,0,35
1948-11-06,Fordham,Ind,Edward Danowski,H,Boston University,Ind,Aldo Donelli,L,7,33
1948-11-13,Fordham,Ind,Edward Danowski,A,Holy Cross,Ind,William Osmanski,L,6,13
1948-11-20,Fordham,Ind,Edward Danowski,A,Rutgers,Ind,Harvey Harman,L,19,28
