Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1956-09-22,North Carolina,ACC,Jim Tatum,H,North Carolina State,ACC,Earle Edwards,L,6,26
1956-09-29,North Carolina,ACC,Jim Tatum,A,Oklahoma,Big 7,Bud Wilkinson,L,0,36
1956-10-06,North Carolina,ACC,Jim Tatum,A,South Carolina,ACC,Warren Giese,L,0,14
1956-10-13,North Carolina,ACC,Jim Tatum,H,Georgia,SEC,Wallace Butts,L,12,26
1956-10-20,North Carolina,ACC,Jim Tatum,H,Maryland,ACC,Tommy Mont,W,34,6
1956-10-27,North Carolina,ACC,Jim Tatum,H,Wake Forest,ACC,Paul Amen,T,6,6
1956-11-03,North Carolina,ACC,Jim Tatum,A,Tennessee,SEC,Bowden Wyatt,L,0,20
1956-11-10,North Carolina,ACC,Jim Tatum,A,Virginia,ACC,Ben Martin,W,21,7
1956-11-17,North Carolina,ACC,Jim Tatum,A,Notre Dame,Ind,Terry Brennan,L,14,21
1956-11-24,North Carolina,ACC,Jim Tatum,H,Duke,ACC,Bill Murray,L,6,21
1956-09-29,Indiana,Big Ten,Bernie Crimmins,H,Iowa,Big Ten,Forest Evashevski,L,0,27
1956-10-06,Indiana,Big Ten,Bernie Crimmins,A,Notre Dame,Ind,Terry Brennan,L,6,20
1956-10-13,Indiana,Big Ten,Bernie Crimmins,A,Michigan State,Big Ten,Duffy Daugherty,L,6,53
1956-10-20,Indiana,Big Ten,Bernie Crimmins,A,Nebraska,Big 7,Pete Elliott,W,19,14
1956-10-27,Indiana,Big Ten,Bernie Crimmins,H,Northwestern,Big Ten,Ara Parseghian,W,19,13
1956-11-03,Indiana,Big Ten,Bernie Crimmins,H,Marquette,Ind,Johnny Druze,W,19,13
1956-11-10,Indiana,Big Ten,Bernie Crimmins,A,Ohio State,Big Ten,Woody Hayes,L,14,35
1956-11-17,Indiana,Big Ten,Bernie Crimmins,A,Michigan,Big Ten,Bennie Oosterbaan,L,26,49
1956-11-24,Indiana,Big Ten,Bernie Crimmins,A,Purdue,Big Ten,Jack Mollenkopf,L,20,39
1956-09-29,Florida State,Ind,Thomas Nugent,A,Georgia,SEC,Wallace Butts,L,0,3
1956-10-06,Florida State,Ind,Thomas Nugent,H,Virginia Tech,Southern,Frank Moseley,L,7,20
1956-10-13,Florida State,Ind,Thomas Nugent,A,North Carolina State,ACC,Earle Edwards,W,14,0
1956-10-20,Florida State,Ind,Thomas Nugent,H,Wake Forest,ACC,Paul Amen,T,14,14
1956-10-27,Florida State,Ind,Thomas Nugent,A,Villanova,Ind,Francis Reagan,W,20,13
1956-11-02,Florida State,Ind,Thomas Nugent,A,Miami (FL),Ind,Andy Gustafson,L,7,20
1956-11-10,Florida State,Ind,Thomas Nugent,H,Furman,Southern,Homer Hobbs,W,42,7
1956-11-24,Florida State,Ind,Thomas Nugent,A,Auburn,SEC,Ralph Jordan,L,7,13
1956-09-15,Iowa State,Big 7,Vince Di Francesca,A,Denver,Skyline,John Roning,W,13,10
1956-09-29,Iowa State,Big 7,Vince Di Francesca,A,Northwestern,Big Ten,Ara Parseghian,L,13,14
1956-10-06,Iowa State,Big 7,Vince Di Francesca,A,Nebraska,Big 7,Pete Elliott,L,7,9
1956-10-13,Iowa State,Big 7,Vince Di Francesca,H,Kansas,Big 7,Chuck Mather,L,14,25
1956-10-20,Iowa State,Big 7,Vince Di Francesca,H,Colorado,Big 7,Dallas Ward,L,0,52
1956-10-27,Iowa State,Big 7,Vince Di Francesca,A,Missouri,Big 7,Don Faurot,L,0,34
1956-11-03,Iowa State,Big 7,Vince Di Francesca,H,Drake,Ind,Warren Gaer,W,39,14
1956-11-10,Iowa State,Big 7,Vince Di Francesca,H,Oklahoma,Big 7,Bud Wilkinson,L,0,44
1956-11-17,Iowa State,Big 7,Vince Di Francesca,A,Kansas State,Big 7,Bernard Mertes,L,6,32
1956-11-24,Iowa State,Big 7,Vince Di Francesca,A,Villanova,Ind,Francis Reagan,L,0,26
1956-09-22,Cincinnati,Ind,George Blackburn,H,Dayton,Ind,William Kerr,L,13,19
1956-09-29,Cincinnati,Ind,George Blackburn,H,Tulsa,MVC,Robert Dobbs,W,7,6
1956-10-06,Cincinnati,Ind,George Blackburn,A,Pacific,Ind,Moose Myers,L,15,21
1956-10-20,Cincinnati,Ind,George Blackburn,A,Navy,Ind,Eddie Erdelatz,L,7,13
1956-10-27,Cincinnati,Ind,George Blackburn,A,Marquette,Ind,Johnny Druze,W,33,13
1956-11-03,Cincinnati,Ind,George Blackburn,H,Detroit Mercy,MVC,Wally Fromhart,W,33,7
