Date,Team,Conference,Location,Opponent,Result,Points,OppponentPoints,PassCompletions,PassAttempts,PassYards,PassTDs,RushAttempts,RushYards,RushTDs,FirstDownPass,FirstDownRush,Penalties,PenaltyYards,Fumbles,Interceptions
2016-11-12,Appalachian State,Sun Belt,A,Troy,L,24,28,14,28,167,0,38,167,2,9,9,6,61,1,1
2016-11-19,Appalachian State,Sun Belt,H,Louisiana-Monroe,W,42,17,14,22,208,2,46,431,4,10,17,6,65,0,0
2016-11-26,Appalachian State,Sun Belt,A,New Mexico State,W,37,7,20,28,220,1,48,384,3,10,12,6,53,1,0
2016-12-17,Appalachian State,Sun Belt,N,Toledo,W,31,28,14,33,119,1,47,304,2,9,14,2,21,0,0
2016-09-01,Oregon State,Pac-12,A,Minnesota,L,23,30,25,40,228,3,34,89,0,11,4,4,55,2,0
2016-09-24,Oregon State,Pac-12,H,Boise State,L,24,38,22,34,191,0,35,96,2,8,7,7,50,1,0
2016-10-01,Oregon State,Pac-12,A,Colorado,L,6,47,13,32,100,0,34,126,0,6,7,5,31,0,2
2016-10-08,Oregon State,Pac-12,H,California,W,47,44,13,24,85,0,50,474,6,6,19,10,81,0,2
2016-10-15,Oregon State,Pac-12,H,Utah,L,14,19,9,30,100,1,35,197,1,4,10,9,65,1,1
2016-10-22,Oregon State,Pac-12,A,Washington,L,17,41,12,27,148,0,30,177,2,8,6,6,40,0,2
2016-10-29,Oregon State,Pac-12,H,Washington State,L,31,35,23,39,327,2,28,171,2,12,6,13,110,0,0
2016-11-05,Oregon State,Pac-12,A,Stanford,L,15,26,10,24,137,1,22,129,1,3,3,9,102,0,2
2016-11-12,Oregon State,Pac-12,A,UCLA,L,24,38,22,34,232,0,34,75,2,9,5,12,119,2,1
2016-11-19,Oregon State,Pac-12,H,Arizona,W,42,17,16,19,265,5,46,210,1,11,14,5,49,1,0
2016-11-26,Oregon State,Pac-12,H,Oregon,W,34,24,13,20,101,1,51,316,4,5,20,7,65,1,0
2016-09-03,Alabama,SEC,N,USC,W,52,6,12,18,223,3,45,242,3,6,9,4,29,1,1
2016-09-10,Alabama,SEC,H,Western Kentucky,W,38,10,25,42,351,2,39,124,2,13,9,12,84,1,0
2016-09-17,Alabama,SEC,A,Ole Miss,W,48,43,19,31,158,0,48,334,3,7,14,9,75,1,0
2016-09-24,Alabama,SEC,H,Kent State,W,48,0,22,34,217,2,46,285,3,10,16,2,20,0,0
2016-10-01,Alabama,SEC,H,Kentucky,W,34,6,25,38,315,2,37,173,1,14,11,4,20,1,0
2016-10-08,Alabama,SEC,A,Arkansas,W,49,30,13,17,253,2,34,264,3,8,8,7,86,2,1
2016-10-15,Alabama,SEC,A,Tennessee,W,49,10,18,28,185,1,48,409,4,8,20,5,38,1,1
2016-10-22,Alabama,SEC,H,Texas A&M,W,33,14,15,25,164,2,57,287,1,7,19,7,44,0,2
2016-11-05,Alabama,SEC,A,LSU,W,10,0,10,19,107,0,51,216,1,3,12,6,29,1,1
2016-11-12,Alabama,SEC,H,Mississippi State,W,51,3,31,41,397,5,31,218,1,17,7,3,35,1,1
2016-11-26,Alabama,SEC,H,Auburn,W,30,12,28,37,298,2,44,203,1,13,12,4,28,0,2
2016-12-03,Alabama,SEC,N,Florida,W,54,16,11,20,138,1,38,234,4,3,12,2,14,0,0
2016-12-31,Alabama,SEC,N,Washington,W,24,7,7,14,57,0,50,269,2,3,13,11,66,0,0
2017-01-09,Alabama,SEC,N,Clemson,L,31,35,14,32,155,1,34,221,3,5,10,9,82,0,0
2016-09-10,Purdue,Big Ten,H,Cincinnati,L,20,38,32,57,401,2,25,103,1,20,7,2,24,0,5
2016-09-24,Purdue,Big Ten,H,Nevada,W,24,14,21,31,300,2,44,166,1,14,11,4,50,3,1
2016-10-01,Purdue,Big Ten,A,Maryland,L,7,50,22,53,195,1,27,10,0,10,3,8,69,0,1
2016-10-08,Purdue,Big Ten,A,Illinois,W,34,31,23,37,228,1,41,231,3,8,14,5,45,0,2
2016-10-15,Purdue,Big Ten,H,Iowa,L,35,49,30,59,458,5,21,47,0,17,3,6,38,0,1
2016-10-22,Purdue,Big Ten,A,Nebraska,L,14,27,25,45,309,2,21,26,0,9,4,4,32,0,2
2016-10-29,Purdue,Big Ten,H,Penn State,L,24,62,36,55,295,2,26,46,1,12,4,8,76,2,2
2016-11-05,Purdue,Big Ten,A,Minnesota,L,31,44,29,49,391,4,28,23,0,13,4,2,10,2,1
2016-11-12,Purdue,Big Ten,H,Northwestern,L,17,45,29,51,264,1,32,130,1,13,9,2,15,0,4
2016-11-19,Purdue,Big Ten,H,Wisconsin,L,20,49,15,31,222,2,22,71,0,8,5,4,20,0,3
2016-11-26,Purdue,Big Ten,A,Indiana,L,24,26,24,45,225,2,34,42,1,13,5,5,51,1,2
2016-09-03,Nebraska,Big Ten,H,Fresno State,W,43,10,6,13,114,1,51,292,5,4,15,7,80,0,0
2016-09-10,Nebraska,Big Ten,H,Wyoming,W,52,17,21,35,412,4,43,138,2,17,5,7,93,0,1
2016-09-17,Nebraska,Big Ten,H,Oregon,W,35,32,17,35,200,3,47,228,2,10,12,7,55,1,0
2016-09-24,Nebraska,Big Ten,A,Northwestern,W,24,13,18,29,246,1,47,310,2,12,12,4,60,2,0
2016-10-01,Nebraska,Big Ten,H,Illinois,W,31,16,16,23,220,1,49,203,3,12,9,3,35,1,1
2016-10-15,Nebraska,Big Ten,A,Indiana,W,27,22,10,26,208,1,45,152,1,8,9,9,53,0,2
2016-10-22,Nebraska,Big Ten,H,Purdue,W,27,14,17,31,252,1,36,158,2,11,10,7,67,0,1
2016-10-29,Nebraska,Big Ten,A,Wisconsin,L,17,23,12,31,153,0,44,152,2,9,7,2,10,0,2
2016-11-05,Nebraska,Big Ten,A,Ohio State,L,3,62,9,33,126,0,24,78,0,6,2,4,43,0,2
2016-11-12,Nebraska,Big Ten,H,Minnesota,W,24,17,19,28,217,2,32,157,1,10,9,8,81,0,0
2016-11-19,Nebraska,Big Ten,H,Maryland,W,28,7,23,37,220,1,45,181,3,13,11,2,20,0,0
2016-11-25,Nebraska,Big Ten,A,Iowa,L,10,40,14,37,127,1,31,90,0,8,6,8,57,0,0
2016-12-30,Nebraska,Big Ten,N,Tennessee,L,24,38,19,42,257,2,28,61,1,12,5,7,41,1,0
2016-09-03,West Virginia,Big 12,H,Missouri,W,26,11,23,37,253,0,48,241,2,13,9,4,45,1,2
2016-09-24,West Virginia,Big 12,N,Brigham Young,W,35,32,31,40,332,1,35,149,3,17,7,4,38,1,1
2016-10-01,West Virginia,Big 12,H,Kansas State,W,17,16,24,41,298,1,35,124,1,15,6,6,60,1,1
2016-10-15,West Virginia,Big 12,A,Texas Tech,W,48,17,21,31,318,1,46,332,5,12,15,9,95,0,0
2016-10-22,West Virginia,Big 12,H,Texas Christian,W,34,10,16,23,231,4,48,158,0,12,11,7,45,0,0
2016-10-29,West Virginia,Big 12,A,Oklahoma State,L,20,37,24,39,212,1,41,209,1,14,12,6,46,1,2
2016-11-05,West Virginia,Big 12,H,Kansas,W,48,21,17,28,264,3,47,341,3,11,13,6,59,1,0
2016-11-12,West Virginia,Big 12,A,Texas,W,24,20,21,35,269,1,38,114,2,15,7,5,55,1,3
2016-11-19,West Virginia,Big 12,H,Oklahoma,L,28,56,12,27,191,2,38,388,2,6,14,7,91,3,1
2016-11-26,West Virginia,Big 12,A,Iowa State,W,49,19,13,23,341,5,51,272,2,10,13,8,70,0,0
2016-12-03,West Virginia,Big 12,H,Baylor,W,24,21,10,26,111,2,62,311,1,5,14,6,62,0,0
2016-12-28,West Virginia,Big 12,N,Miami (FL),L,14,31,17,26,134,0,39,95,2,6,3,11,108,1,0
2016-09-10,Oklahoma State,Big 12,H,Central Michigan,L,27,30,28,44,288,3,26,50,0,17,3,4,40,0,1
2016-09-17,Oklahoma State,Big 12,H,Pitt,W,45,38,26,46,540,2,32,100,4,17,5,8,55,2,0
2016-09-24,Oklahoma State,Big 12,A,Baylor,L,24,35,27,46,279,0,55,213,3,15,12,4,32,3,1
2016-10-01,Oklahoma State,Big 12,H,Texas,W,49,31,19,28,392,3,43,163,3,13,8,7,70,0,0
2016-10-08,Oklahoma State,Big 12,H,Iowa State,W,38,31,26,44,351,4,33,108,1,13,7,5,63,0,0
2016-10-22,Oklahoma State,Big 12,A,Kansas,W,44,20,18,27,252,1,46,230,4,8,15,5,45,1,0
2016-10-29,Oklahoma State,Big 12,H,West Virginia,W,37,20,26,36,273,3,31,85,1,13,2,3,30,0,0
2016-11-05,Oklahoma State,Big 12,A,Kansas State,W,43,37,29,38,457,5,26,180,1,20,8,7,67,1,2
2016-11-12,Oklahoma State,Big 12,H,Texas Tech,W,45,44,20,28,395,2,38,210,4,16,11,7,80,1,0
2016-11-19,Oklahoma State,Big 12,A,Texas Christian,W,31,6,17,35,207,1,45,334,3,7,18,6,42,1,0
2016-12-03,Oklahoma State,Big 12,A,Oklahoma,L,20,38,11,25,186,0,37,217,2,6,10,3,22,0,0
2016-12-29,Oklahoma State,Big 12,N,Colorado,W,38,8,23,33,338,3,41,189,2,15,8,5,42,0,0
2016-09-02,Colorado,Pac-12,N,Colorado State,W,44,7,23,33,318,1,56,260,3,12,15,4,35,2,0
2016-09-17,Colorado,Pac-12,A,Michigan,L,28,45,18,34,261,3,33,64,0,8,5,7,46,0,0
2016-09-24,Colorado,Pac-12,A,Oregon,W,41,38,23,32,333,3,52,260,2,15,14,5,47,0,2
2016-10-01,Colorado,Pac-12,H,Oregon State,W,47,6,21,30,316,3,54,247,2,13,13,5,55,0,0
2016-10-08,Colorado,Pac-12,A,USC,L,17,21,28,44,275,2,29,96,0,15,4,5,26,0,1
2016-10-15,Colorado,Pac-12,H,Arizona State,W,40,16,23,32,265,0,52,315,5,9,18,3,20,2,0
2016-10-22,Colorado,Pac-12,A,Stanford,W,10,5,12,25,135,1,44,241,0,7,15,6,60,0,0
2016-11-03,Colorado,Pac-12,H,UCLA,W,20,10,20,33,160,0,52,144,1,10,8,12,128,1,3
2016-11-12,Colorado,Pac-12,A,Arizona,W,49,24,19,27,213,3,46,175,4,8,11,7,62,0,1
2016-11-19,Colorado,Pac-12,H,Washington State,W,38,24,27,41,345,0,59,258,5,15,15,9,75,1,0
2016-11-26,Colorado,Pac-12,H,Utah,W,27,22,23,44,270,1,38,108,1,10,6,0,0,2,0
2016-12-02,Colorado,Pac-12,N,Washington,L,10,41,8,25,81,0,29,82,1,3,4,3,35,0,3
2016-12-29,Colorado,Pac-12,N,Oklahoma State,L,8,38,22,38,256,0,29,62,1,11,6,5,35,0,1
2016-09-01,Rice,CUSA,A,Western Kentucky,L,14,46,23,38,186,0,33,105,2,10,7,10,62,0,2
2016-09-10,Rice,CUSA,A,Army,L,14,31,16,30,197,1,21,92,1,8,4,6,55,1,1
2016-09-16,Rice,CUSA,H,Baylor,L,10,38,9,27,31,0,42,234,1,3,8,3,21,1,0
2016-09-24,Rice,CUSA,H,North Texas,L,35,42,24,40,236,1,60,255,3,8,16,8,65,2,1
2016-10-01,Rice,CUSA,A,Southern Mississippi,L,28,44,16,20,166,2,45,180,2,7,12,8,81,0,0
2016-10-15,Rice,CUSA,H,UTSA,L,13,14,23,37,237,1,32,114,1,11,9,3,20,1,0
2016-10-29,Rice,CUSA,A,Louisiana Tech,L,16,61,15,27,152,0,43,153,2,7,10,1,6,1,1
2016-11-05,Rice,CUSA,H,Florida Atlantic,L,25,42,20,33,281,1,45,159,2,10,10,6,61,1,2
2016-11-12,Rice,CUSA,A,Charlotte,W,22,21,36,52,292,1,42,141,2,18,9,6,57,0,2
2016-11-19,Rice,CUSA,H,UTEP,W,44,24,21,28,246,3,44,236,2,10,15,3,17,1,1
2016-11-26,Rice,CUSA,A,Stanford,L,17,41,15,48,124,0,39,167,2,6,14,5,35,0,0
2016-09-03,Texas A&M,SEC,H,UCLA,W,31,24,22,42,239,1,41,203,3,11,10,6,67,1,1
2016-09-17,Texas A&M,SEC,A,Auburn,W,29,16,20,40,247,1,37,231,1,9,9,9,70,0,0
2016-09-24,Texas A&M,SEC,N,Arkansas,W,45,24,12,22,225,2,37,366,4,7,13,7,55,2,0
2016-10-01,Texas A&M,SEC,A,South Carolina,W,24,13,23,40,206,0,39,216,3,11,11,5,40,1,1
2016-10-08,Texas A&M,SEC,H,Tennessee,W,45,38,17,34,239,2,50,353,4,9,10,7,45,1,2
2016-10-22,Texas A&M,SEC,A,Alabama,L,14,33,14,31,164,2,38,114,0,7,9,9,81,1,1
2016-10-29,Texas A&M,SEC,H,New Mexico State,W,52,10,22,34,282,3,39,233,2,15,13,5,53,1,0
2016-11-05,Texas A&M,SEC,A,Mississippi State,L,28,35,16,31,265,2,32,117,1,11,3,5,27,1,1
2016-11-12,Texas A&M,SEC,H,Ole Miss,L,28,29,16,28,213,2,34,129,2,8,4,8,67,0,1
2016-11-19,Texas A&M,SEC,H,UTSA,W,23,10,19,32,248,1,38,183,1,13,8,2,15,1,0
2016-11-24,Texas A&M,SEC,H,LSU,L,39,54,17,38,284,3,33,188,2,11,8,6,55,1,0
2016-12-28,Texas A&M,SEC,N,Kansas State,L,28,33,30,48,310,3,28,144,1,16,7,8,75,1,1
2016-09-03,New Mexico State,Sun Belt,A,UTEP,L,22,38,17,41,206,0,30,139,2,8,9,7,40,0,0
2016-09-10,New Mexico State,Sun Belt,H,New Mexico,W,32,31,21,35,205,2,35,102,1,10,8,7,75,0,0
2016-09-17,New Mexico State,Sun Belt,A,Kentucky,L,42,62,17,34,277,3,45,223,3,12,12,5,33,0,2
2016-09-24,New Mexico State,Sun Belt,A,Troy,L,6,52,29,54,445,1,33,94,0,18,6,5,45,0,5
2016-10-01,New Mexico State,Sun Belt,H,Louisiana,W,37,31,31,49,354,2,42,145,1,16,12,9,43,0,2
2016-10-15,New Mexico State,Sun Belt,A,Idaho,L,23,55,23,36,366,3,29,62,0,10,7,6,64,2,0
2016-10-22,New Mexico State,Sun Belt,H,Georgia Southern,L,19,22,22,39,250,2,40,168,0,11,11,6,57,2,1
2016-10-29,New Mexico State,Sun Belt,A,Texas A&M,L,10,52,21,38,147,1,39,169,0,6,8,5,30,0,0
2016-11-12,New Mexico State,Sun Belt,A,Arkansas State,L,22,41,26,45,256,1,40,182,1,11,13,9,86,1,1
2016-11-19,New Mexico State,Sun Belt,H,Texas State,W,50,10,23,38,231,5,44,252,1,8,15,10,121,1,0
2016-11-26,New Mexico State,Sun Belt,H,Appalachian State,L,7,37,12,27,92,1,27,143,0,3,6,2,15,0,2
2016-12-03,New Mexico State,Sun Belt,A,South Alabama,L,28,35,11,25,110,1,48,353,3,7,12,5,57,1,2
2016-09-03,Louisiana Tech,CUSA,A,Arkansas,L,20,21,19,31,212,0,23,79,2,10,5,3,20,0,1
2016-09-17,Louisiana Tech,CUSA,A,Texas Tech,L,45,59,20,32,311,3,36,261,3,10,16,8,89,0,0
2016-09-24,Louisiana Tech,CUSA,A,Middle Tennessee State,L,34,38,36,59,504,3,37,118,1,24,8,3,28,1,0
2016-10-01,Louisiana Tech,CUSA,H,UTEP,W,28,7,19,28,191,2,22,196,2,8,11,2,12,0,0
2016-10-06,Louisiana Tech,CUSA,H,Western Kentucky,W,55,52,33,45,454,5,27,107,2,15,7,5,64,0,0
2016-10-15,Louisiana Tech,CUSA,A,Massachusetts,W,56,28,27,34,491,5,35,199,2,21,7,5,41,3,1
2016-10-22,Louisiana Tech,CUSA,A,Florida International,W,44,24,22,30,269,2,25,145,2,10,8,8,60,0,0
2016-10-29,Louisiana Tech,CUSA,H,Rice,W,61,16,24,31,434,3,39,301,5,15,13,3,25,1,0
2016-11-05,Louisiana Tech,CUSA,A,North Texas,W,45,24,18,30,253,4,40,226,2,11,12,3,30,0,1
2016-11-12,Louisiana Tech,CUSA,H,UTSA,W,63,35,17,27,293,4,30,180,3,11,8,6,80,0,0
2016-11-25,Louisiana Tech,CUSA,A,Southern Mississippi,L,24,39,22,39,246,0,16,8,2,12,2,7,50,0,3
2016-12-03,Louisiana Tech,CUSA,A,Western Kentucky,L,44,58,35,57,502,3,22,5,1,20,5,8,64,0,1
2016-12-23,Louisiana Tech,CUSA,N,Navy,W,48,45,29,40,409,4,33,88,2,19,7,4,50,1,0
2016-09-01,Minnesota,Big Ten,H,Oregon State,W,30,23,13,27,130,0,47,150,4,8,11,8,70,1,0
2016-09-24,Minnesota,Big Ten,H,Colorado State,W,31,24,16,20,174,0,45,243,4,10,10,9,68,0,1
2016-10-01,Minnesota,Big Ten,A,Penn State,L,26,29,24,41,241,1,48,228,1,14,13,8,83,0,1
2016-10-08,Minnesota,Big Ten,H,Iowa,L,7,14,13,33,166,0,29,102,1,8,5,8,58,1,2
2016-10-15,Minnesota,Big Ten,A,Maryland,W,31,10,7,15,82,1,48,229,2,5,9,7,50,0,0
2016-10-22,Minnesota,Big Ten,H,Rutgers,W,34,32,11,19,156,0,53,243,3,6,13,6,55,1,1
2016-10-29,Minnesota,Big Ten,A,Illinois,W,40,17,10,19,112,0,48,171,5,4,10,6,56,0,0
2016-11-05,Minnesota,Big Ten,H,Purdue,W,44,31,14,23,231,0,43,235,5,6,12,5,65,0,1
2016-11-12,Minnesota,Big Ten,A,Nebraska,L,17,24,18,28,180,0,34,85,2,8,4,2,15,0,1
2016-11-19,Minnesota,Big Ten,H,Northwestern,W,29,12,14,25,197,1,40,131,2,7,8,6,50,1,1
2016-11-26,Minnesota,Big Ten,A,Wisconsin,L,17,31,9,26,158,1,38,128,1,7,9,3,26,0,4
2016-12-27,Minnesota,Big Ten,N,Washington State,W,17,12,11,20,129,1,41,150,1,8,8,10,65,1,0
2016-09-10,Georgia Southern,Sun Belt,A,South Alabama,W,24,9,7,10,137,0,63,304,3,6,15,10,65,1,0
2016-09-17,Georgia Southern,Sun Belt,H,Louisiana-Monroe,W,23,21,5,17,71,0,71,345,2,5,18,14,136,1,0
2016-09-24,Georgia Southern,Sun Belt,A,Western Michigan,L,31,49,9,16,168,3,50,202,1,6,12,5,39,2,2
2016-10-05,Georgia Southern,Sun Belt,A,Arkansas State,L,26,27,14,23,203,1,45,162,1,10,6,7,52,0,0
2016-10-15,Georgia Southern,Sun Belt,A,Georgia Tech,L,24,35,18,33,168,1,50,167,2,8,14,7,66,0,0
2016-10-22,Georgia Southern,Sun Belt,A,New Mexico State,W,22,19,11,20,157,2,53,254,0,8,11,8,79,1,2
2016-10-27,Georgia Southern,Sun Belt,H,Appalachian State,L,10,34,12,29,94,0,26,65,0,5,3,4,45,0,3
2016-11-05,Georgia Southern,Sun Belt,A,Ole Miss,L,27,37,7,17,134,1,59,267,2,4,12,6,54,0,1
2016-11-10,Georgia Southern,Sun Belt,H,Louisiana,L,26,33,22,37,254,1,28,52,2,14,1,6,61,0,0
2016-11-19,Georgia Southern,Sun Belt,A,Georgia State,L,24,30,14,26,122,0,46,241,3,7,11,11,78,2,0
2016-12-03,Georgia Southern,Sun Belt,H,Troy,W,28,24,16,21,175,2,42,218,2,6,13,5,45,1,0
2016-09-10,Middle Tennessee State,CUSA,A,Vanderbilt,L,24,47,38,65,399,3,21,96,0,19,6,9,92,1,1
2016-09-17,Middle Tennessee State,CUSA,A,Bowling Green State,W,41,21,18,30,278,3,37,158,3,8,8,3,36,1,1
2016-09-24,Middle Tennessee State,CUSA,H,Louisiana Tech,W,38,34,27,46,356,2,33,197,3,15,9,4,35,0,0
2016-10-01,Middle Tennessee State,CUSA,A,North Texas,W,30,13,24,45,295,2,32,182,1,13,7,9,79,0,1
2016-10-15,Middle Tennessee State,CUSA,H,Western Kentucky,L,43,44,42,54,434,3,32,171,2,22,7,4,30,0,1
2016-10-22,Middle Tennessee State,CUSA,A,Missouri,W,51,45,24,42,284,4,39,316,2,11,11,9,65,0,0
2016-10-29,Middle Tennessee State,CUSA,A,Florida International,W,42,35,22,35,332,4,19,134,1,13,10,2,30,0,0
2016-11-05,Middle Tennessee State,CUSA,H,UTSA,L,25,45,22,38,259,2,28,110,1,9,9,4,32,1,3
2016-11-12,Middle Tennessee State,CUSA,A,Marshall,L,17,42,25,37,220,1,25,63,1,11,3,5,42,2,2
2016-11-19,Middle Tennessee State,CUSA,A,Charlotte,W,38,31,26,44,250,4,30,221,1,12,8,8,90,0,2
2016-11-26,Middle Tennessee State,CUSA,H,Florida Atlantic,W,77,56,11,16,262,1,57,495,9,10,18,3,22,0,0
2016-12-24,Middle Tennessee State,CUSA,N,Hawaii,L,35,52,30,51,432,4,23,110,1,18,6,9,90,1,2
2016-09-03,Northern Illinois,MAC,A,Wyoming,L,34,40,24,39,329,3,37,133,2,12,6,12,106,1,0
2016-09-10,Northern Illinois,MAC,A,South Florida,L,17,48,22,35,161,1,41,157,1,8,9,4,50,0,0
2016-09-17,Northern Illinois,MAC,H,San Diego State,L,28,42,17,35,213,3,39,155,1,6,10,8,103,0,2
2016-10-01,Northern Illinois,MAC,A,Ball State,W,31,24,26,41,298,2,46,355,2,16,13,6,60,2,1
2016-10-08,Northern Illinois,MAC,A,Western Michigan,L,30,45,15,31,233,1,42,251,2,9,13,6,64,0,2
2016-10-15,Northern Illinois,MAC,H,Central Michigan,L,28,34,18,30,165,3,37,174,1,8,7,3,26,0,2
2016-10-22,Northern Illinois,MAC,H,Buffalo,W,44,7,16,30,199,1,51,312,4,11,15,3,22,0,1
2016-11-01,Northern Illinois,MAC,H,Bowling Green State,W,45,20,21,31,193,0,49,286,6,9,21,11,91,0,1
2016-11-09,Northern Illinois,MAC,N,Toledo,L,24,31,24,43,227,3,43,214,0,13,9,8,85,0,1
2016-11-16,Northern Illinois,MAC,A,Eastern Michigan,W,31,24,11,25,161,1,52,324,3,8,11,9,95,0,1
2016-11-25,Northern Illinois,MAC,A,Kent State,W,31,21,13,23,258,0,71,215,4,12,12,4,45,1,1
2016-09-03,Ohio State,Big Ten,H,Bowling Green State,W,77,10,27,39,417,7,55,359,3,14,25,9,66,0,1
2016-09-10,Ohio State,Big Ten,H,Tulsa,W,48,3,14,22,149,0,48,268,4,7,12,9,67,1,0
2016-09-17,Ohio State,Big Ten,A,Oklahoma,W,45,24,14,20,152,4,48,291,1,7,14,11,75,0,0
2016-10-01,Ohio State,Big Ten,H,Rutgers,W,58,0,25,36,259,4,53,410,4,10,21,6,64,0,1
2016-10-08,Ohio State,Big Ten,H,Indiana,W,38,17,9,21,93,1,50,290,4,3,15,9,83,1,1
2016-10-15,Ohio State,Big Ten,A,Wisconsin,W,30,23,17,29,226,1,45,185,2,10,12,4,40,0,1
2016-10-22,Ohio State,Big Ten,A,Penn State,L,21,24,28,43,245,1,40,168,1,9,9,8,45,0,0
2016-10-29,Ohio State,Big Ten,H,Northwestern,W,24,20,21,32,223,0,41,208,3,10,13,2,10,0,0
2016-11-05,Ohio State,Big Ten,H,Nebraska,W,62,3,32,44,352,4,42,238,2,17,15,4,35,1,0
2016-11-12,Ohio State,Big Ten,A,Maryland,W,62,3,24,36,328,3,43,253,5,15,13,6,55,0,0
2016-11-19,Ohio State,Big Ten,A,Michigan State,W,17,16,10,22,86,1,45,224,1,3,11,4,40,1,0
2016-11-26,Ohio State,Big Ten,H,Michigan,W,30,27,15,32,124,0,50,206,3,7,13,2,6,0,1
2016-12-31,Ohio State,Big Ten,N,Clemson,L,0,31,19,33,127,0,23,88,0,4,3,8,72,1,2
2016-09-03,Ohio,MAC,H,Texas State,L,54,56,28,46,393,4,51,237,2,12,11,13,141,2,0
2016-09-10,Ohio,MAC,A,Kansas,W,37,21,19,36,167,1,57,329,2,8,17,6,57,0,1
2016-09-17,Ohio,MAC,A,Tennessee,L,19,28,23,46,230,1,30,88,0,10,3,5,30,0,0
2016-10-01,Ohio,MAC,A,Miami (OH),W,17,7,7,18,56,0,49,141,1,3,10,3,29,0,1
2016-10-08,Ohio,MAC,H,Bowling Green State,W,30,24,21,29,203,1,37,183,3,13,7,9,108,0,1
2016-10-15,Ohio,MAC,H,Eastern Michigan,L,20,27,26,43,291,1,30,124,1,16,8,4,40,1,1
2016-10-22,Ohio,MAC,A,Kent State,W,14,10,11,19,127,0,36,208,2,3,10,8,83,2,1
2016-10-27,Ohio,MAC,A,Toledo,W,31,26,11,22,243,3,48,269,1,9,12,5,55,1,0
2016-11-03,Ohio,MAC,H,Buffalo,W,34,10,12,22,216,2,39,156,2,7,10,5,59,0,0
2016-11-15,Ohio,MAC,A,Central Michigan,L,20,27,16,36,208,1,36,149,1,8,7,2,20,3,1
2016-11-22,Ohio,MAC,H,Akron,W,9,3,14,25,169,0,35,132,0,7,8,8,66,1,0
2016-12-02,Ohio,MAC,N,Western Michigan,L,23,29,14,31,214,3,22,37,0,9,3,2,16,2,1
2016-12-23,Ohio,MAC,N,Troy,L,23,28,23,47,315,2,30,78,0,12,6,5,33,1,4
2016-09-03,North Carolina,ACC,N,Georgia,L,24,33,24,40,156,0,19,159,2,10,6,13,101,0,0
2016-09-10,North Carolina,ACC,A,Illinois,W,48,23,19,25,265,2,37,197,4,12,6,6,46,1,0
2016-09-24,North Carolina,ACC,H,Pitt,W,37,36,35,46,453,5,22,18,0,18,3,5,41,1,0
2016-10-01,North Carolina,ACC,A,Florida State,W,37,35,31,38,405,3,32,133,2,18,8,6,49,1,0
2016-10-08,North Carolina,ACC,H,Virginia Tech,L,3,34,13,33,58,0,29,73,0,4,3,8,49,2,2
2016-10-15,North Carolina,ACC,A,Miami (FL),W,20,13,33,46,299,2,43,162,0,11,12,11,70,0,0
2016-10-22,North Carolina,ACC,A,Virginia,W,35,14,24,31,310,3,36,178,2,15,9,7,60,2,0
2016-11-05,North Carolina,ACC,H,Georgia Tech,W,48,20,23,35,353,1,35,283,5,16,10,6,45,0,0
2016-11-10,North Carolina,ACC,A,Duke,L,27,28,24,33,297,3,27,106,0,13,8,7,65,0,2
2016-11-25,North Carolina,ACC,H,North Carolina State,L,21,28,23,39,280,3,26,133,0,12,6,7,50,1,0
2016-12-30,North Carolina,ACC,N,Stanford,L,23,25,23,39,280,2,37,118,1,15,8,7,50,1,2
2016-09-03,Miami (OH),MAC,A,Iowa,L,21,45,19,29,266,2,41,158,1,11,13,5,22,3,0
2016-09-17,Miami (OH),MAC,H,Western Kentucky,L,24,31,20,41,339,2,38,85,1,13,5,11,87,1,0
2016-09-24,Miami (OH),MAC,A,Cincinnati,L,20,27,13,24,248,2,29,67,0,8,5,12,107,1,1
2016-10-01,Miami (OH),MAC,H,Ohio,L,7,17,18,34,205,1,32,33,0,12,4,10,99,2,2
2016-10-08,Miami (OH),MAC,A,Akron,L,13,35,14,28,153,1,34,107,0,9,6,6,50,1,2
2016-10-15,Miami (OH),MAC,H,Kent State,W,18,14,10,21,181,2,37,79,0,7,6,4,28,1,0
2016-10-22,Miami (OH),MAC,A,Bowling Green State,W,40,26,22,35,215,3,44,218,2,12,9,10,106,1,0
2016-10-29,Miami (OH),MAC,A,Eastern Michigan,W,28,15,15,23,175,1,43,230,3,9,12,2,15,1,0
2016-11-04,Miami (OH),MAC,H,Central Michigan,W,37,17,13,21,218,4,41,218,1,10,10,3,25,0,0
2016-11-12,Miami (OH),MAC,A,Buffalo,W,35,24,7,14,105,2,39,204,1,3,7,6,42,1,0
2016-11-22,Miami (OH),MAC,H,Ball State,W,21,20,26,35,380,3,25,62,0,14,5,4,25,0,0
2016-12-26,Miami (OH),MAC,N,Mississippi State,L,16,17,22,31,263,2,35,170,0,11,12,3,30,1,1
2016-09-10,UTSA,CUSA,A,Colorado State,L,14,23,20,30,236,2,34,-1,0,12,0,9,56,0,1
2016-09-16,UTSA,CUSA,H,Arizona State,L,28,32,19,37,229,3,30,93,1,11,5,5,21,0,0
2016-09-24,UTSA,CUSA,A,Old Dominion,L,19,33,15,30,211,1,39,131,1,10,9,8,69,1,1
