Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1911-10-07,North Carolina,Ind,Branch Bocock,H,Wake Forest,Ind,Frank Thompson,W,12,3
1911-10-21,North Carolina,Ind,Branch Bocock,N,Davidson,Ind,E.W. Holladay,W,5,0
1911-11-04,North Carolina,Ind,Branch Bocock,A,Virginia Tech,Ind,L.W. Reiss,T,0,0
1911-11-11,North Carolina,Ind,Branch Bocock,H,South Carolina,Ind,John Neff,W,21,0
1911-11-18,North Carolina,Ind,Branch Bocock,N,Washington & Lee,Ind,J.W.H. Pollard,W,4,0
1911-11-30,North Carolina,Ind,Branch Bocock,A,Virginia,Ind,Kemper Yancey,L,0,28
1911-10-07,Indiana,Western,James Sheldon,A,Chicago,Western,Amos Alonzo Stagg,L,6,23
1911-10-21,Indiana,Western,James Sheldon,A,Northwestern,Western,Charles Hammett,L,0,5
1911-10-28,Indiana,Western,James Sheldon,H,Washington (MO),MVIAA,Francis Cayou,W,12,0
1911-11-11,Indiana,Western,James Sheldon,H,Illinois,Western,Arthur Hall,T,0,0
1911-11-25,Indiana,Western,James Sheldon,H,Purdue,Western,M.H. Horr,L,5,12
1911-10-07,Wyoming,RMC,H.I. Dean,A,Colorado College,RMC,C.J. Rothget,L,9,29
1911-10-21,Wyoming,RMC,H.I. Dean,H,Colorado Mines,RMC, Stuart,W,5,0
1911-10-28,Wyoming,RMC,H.I. Dean,A,Colorado,RMC,Fred Folsom,L,3,18
1911-11-18,Wyoming,RMC,H.I. Dean,H,Denver,RMC,Tom Berry,L,0,6
1911-11-30,Wyoming,RMC,H.I. Dean,A,Colorado State,RMC,Harry Hughes,W,27,0
1911-10-07,Yale,Ind,John Field,H,Syracuse,Ind,,W,12,0
1911-10-14,Yale,Ind,John Field,H,Virginia Tech,Ind,L.W. Reiss,W,33,0
1911-10-21,Yale,Ind,John Field,A,Army,Ind,Joseph Beacham,L,0,6
1911-10-28,Yale,Ind,John Field,H,Colgate,Ind,Jack Ingersoll,W,23,0
1911-11-11,Yale,Ind,John Field,H,Brown,Ind,Edward Robinson,W,15,0
1911-11-18,Yale,Ind,John Field,H,Princeton,Ind,,L,3,6
1911-11-25,Yale,Ind,John Field,A,Harvard,Ind,Percy Haughton,T,0,0
1911-09-30,Iowa State,MVIAA,,A,Minnesota,Western,Henry Williams,L,0,5
1911-10-21,Iowa State,MVIAA,,H,Missouri,MVIAA,,W,6,3
1911-11-04,Iowa State,MVIAA,,H,Nebraska,MVIAA,Jumbo Stiehm,T,6,6
1911-11-18,Iowa State,MVIAA,,A,Iowa,Western,Jesse Hawley,W,9,0
1911-11-25,Iowa State,MVIAA,,A,Drake,MVIAA,John Griffith,W,6,0
1911-10-14,Carlisle,Ind,Pop Warner,A,Georgetown,Ind,Fred Neilson,W,28,5
1911-10-21,Carlisle,Ind,Pop Warner,A,Pitt,Ind,Joseph Thompson,W,17,0
1911-10-28,Carlisle,Ind,Pop Warner,A,Lafayette,Ind,Samuel Newton,W,19,0
1911-11-04,Carlisle,Ind,Pop Warner,A,Pennsylvania,Ind,,W,16,0
1911-11-11,Carlisle,Ind,Pop Warner,A,Harvard,Ind,Percy Haughton,W,18,15
1911-11-18,Carlisle,Ind,Pop Warner,A,Syracuse,Ind,,L,11,12
1911-11-30,Carlisle,Ind,Pop Warner,A,Brown,Ind,Edward Robinson,W,12,6
1911-10-07,Utah,RMC,Fred Bennion,H,Colorado State,RMC,Harry Hughes,W,51,0
1911-10-14,Utah,RMC,Fred Bennion,A,Denver,RMC,Tom Berry,T,0,0
1911-11-04,Utah,RMC,Fred Bennion,H,Colorado Mines,RMC, Stuart,W,15,0
1911-11-11,Utah,RMC,Fred Bennion,A,Colorado College,RMC,C.J. Rothget,W,18,6
1911-11-18,Utah,RMC,Fred Bennion,H,Colorado,RMC,Fred Folsom,L,0,9
1911-10-07,Georgia Tech,Ind,John Heisman,A,Samford,Ind,John Longwell,W,28,0
1911-10-14,Georgia Tech,Ind,John Heisman,H,Tennessee,Ind,Zora Clevenger,W,24,0
1911-10-21,Georgia Tech,Ind,John Heisman,H,Mercer,Ind,,W,17,0
1911-10-29,Georgia Tech,Ind,John Heisman,H,Alabama,Ind,Tubby Graves,T,0,0
1911-11-04,Georgia Tech,Ind,John Heisman,H,Auburn,Ind,Mike Donahue,L,6,11
1911-11-11,Georgia Tech,Ind,John Heisman,H,Sewanee,Ind,Harris Cope,W,23,0
