Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1950-09-30,Wichita State,MVC,Jim Trimble,H,Utah State,Skyline,George Melinkovich,W,49,20
1950-10-06,Wichita State,MVC,Jim Trimble,A,Detroit Mercy,MVC,Chuck Baer,W,21,13
1950-10-14,Wichita State,MVC,Jim Trimble,H,Bradley,MVC,,W,34,6
1950-10-21,Wichita State,MVC,Jim Trimble,A,Drake,MVC,Warren Gaer,W,17,14
1950-10-28,Wichita State,MVC,Jim Trimble,H,Houston,Ind,Clyde Lee,L,6,46
1950-11-11,Wichita State,MVC,Jim Trimble,H,Oklahoma State,MVC,Jennings Whitworth,L,20,32
1950-11-18,Wichita State,MVC,Jim Trimble,A,Tulsa,MVC,John Brothers,L,0,48
1950-11-23,Wichita State,MVC,Jim Trimble,H,Nevada,Ind,Joseph Sheeketski,W,37,19
1950-12-02,Wichita State,MVC,Jim Trimble,H,Kansas State,Big 7,Ralph Graham,T,6,6
1950-09-23,Villanova,Ind,Jim Leonard,H,Duquesne,Ind,Louis Skender,W,39,28
1950-10-06,Villanova,Ind,Jim Leonard,A,Miami (FL),Ind,Andy Gustafson,L,12,18
1950-10-14,Villanova,Ind,Jim Leonard,A,Tulsa,MVC,John Brothers,L,7,27
1950-10-21,Villanova,Ind,Jim Leonard,H,Kentucky,SEC,Bear Bryant,L,7,34
1950-10-28,Villanova,Ind,Jim Leonard,A,Georgetown,Ind,Bob Margarita,W,20,14
1950-11-03,Villanova,Ind,Jim Leonard,A,Detroit Mercy,MVC,Chuck Baer,L,7,18
1950-11-18,Villanova,Ind,Jim Leonard,A,Boston College,Ind,Denny Myers,W,29,7
1950-11-24,Villanova,Ind,Jim Leonard,A,LSU,SEC,Gaynell Tinsley,L,7,13
1950-12-02,Villanova,Ind,Jim Leonard,A,Saint Mary's (CA),Ind,Joe Ruetz,W,13,7
1950-09-23,Washington & Lee,Southern,George Barclay,H,Furman,Southern,William Young,W,27,6
1950-09-30,Washington & Lee,Southern,George Barclay,H,West Virginia,Southern,Art Lewis,W,26,7
1950-10-07,Washington & Lee,Southern,George Barclay,A,Citadel,Southern,Quinn Decker,W,20,0
1950-10-14,Washington & Lee,Southern,George Barclay,N,Virginia,Ind,Arthur Guepe,L,21,26
1950-10-21,Washington & Lee,Southern,George Barclay,A,Davidson,Southern,Crowell Little,W,47,12
1950-10-28,Washington & Lee,Southern,George Barclay,A,Tennessee,SEC,Bob Neyland,L,20,27
1950-11-04,Washington & Lee,Southern,George Barclay,H,Virginia Tech,Southern,Robert McNeish,W,25,7
1950-11-23,Washington & Lee,Southern,George Barclay,A,Richmond,Southern,Karl Esleeck,W,67,7
1951-01-01,Washington & Lee,Southern,George Barclay,N,Wyoming,Skyline,Bowden Wyatt,L,7,20
1950-09-23,Syracuse,Ind,Ben Schwartzwalder,H,Rutgers,Ind,Harvey Harman,W,42,12
1950-09-29,Syracuse,Ind,Ben Schwartzwalder,A,Temple,Ind,Al Kawal,L,6,7
1950-10-07,Syracuse,Ind,Ben Schwartzwalder,H,Cornell,Ind,George James,L,7,26
1950-10-14,Syracuse,Ind,Ben Schwartzwalder,H,Penn State,Ind,Rip Engle,W,27,7
1950-10-21,Syracuse,Ind,Ben Schwartzwalder,A,Holy Cross,Ind,Edward Anderson,W,34,27
1950-10-28,Syracuse,Ind,Ben Schwartzwalder,A,Boston University,Ind,Aldo Donelli,W,13,7
1950-11-18,Syracuse,Ind,Ben Schwartzwalder,H,Colgate,Ind,Paul Bixler,L,14,19
1950-12-02,Syracuse,Ind,Ben Schwartzwalder,A,Fordham,Ind,Edward Danowski,L,6,13
1950-09-23,Arizona,BIAA,Robert Winslow,H,West Texas A&M,BIAA,Frank Kimbrough,L,26,34
1950-09-30,Arizona,BIAA,Robert Winslow,A,Utah,Skyline,Jack Curtice,L,14,27
1950-10-07,Arizona,BIAA,Robert Winslow,H,Hardin-Simmons,BIAA,Warren Woodson,W,32,28
1950-10-14,Arizona,BIAA,Robert Winslow,A,UTEP,BIAA,Mike Brumbelow,L,13,14
1950-10-21,Arizona,BIAA,Robert Winslow,A,Colorado,Big 7,Dallas Ward,L,25,28
1950-10-28,Arizona,BIAA,Robert Winslow,H,Denver,Skyline,John Baker,W,19,14
1950-11-04,Arizona,BIAA,Robert Winslow,A,New Mexico,BIAA,Dudley DeGroot,W,38,0
1950-11-11,Arizona,BIAA,Robert Winslow,H,Arizona State,BIAA,Edward Doherty,L,13,47
1950-11-18,Arizona,BIAA,Robert Winslow,H,Texas Tech,BIAA,Dell Morgan,L,7,39
1950-11-25,Arizona,BIAA,Robert Winslow,H,Iowa State,Big 7,Abe Stuber,W,27,26
1950-09-30,Georgetown,Ind,Bob Margarita,A,Penn State,Ind,Rip Engle,L,14,34
1950-10-07,Georgetown,Ind,Bob Margarita,H,Tulsa,MVC,John Brothers,L,7,21
1950-10-14,Georgetown,Ind,Bob Margarita,H,Maryland,Southern,Jim Tatum,L,14,25
1950-10-20,Georgetown,Ind,Bob Margarita,A,Boston College,Ind,Denny Myers,W,20,10
1950-10-28,Georgetown,Ind,Bob Margarita,H,Villanova,Ind,Jim Leonard,L,14,20
1950-11-03,Georgetown,Ind,Bob Margarita,A,Miami (FL),Ind,Andy Gustafson,L,7,42
1950-11-11,Georgetown,Ind,Bob Margarita,A,Fordham,Ind,Edward Danowski,L,13,14
1950-11-18,Georgetown,Ind,Bob Margarita,A,Holy Cross,Ind,Edward Anderson,W,21,14
1950-11-25,Georgetown,Ind,Bob Margarita,A,George Washington,Southern,Bo Rowland,L,6,7
1950-09-30,Montana,Ind,Ted Shipkey,A,Idaho,PCC,Dixie Howell,W,28,27
1950-10-07,Montana,Ind,Ted Shipkey,A,Oregon,PCC,Jim Aiken,L,13,21
1950-10-14,Montana,Ind,Ted Shipkey,H,Washington State,PCC,Forest Evashevski,L,7,14
1950-10-28,Montana,Ind,Ted Shipkey,A,Oregon State,PCC,Kip Taylor,L,0,20
1950-11-11,Montana,Ind,Ted Shipkey,A,Nevada,Ind,Joseph Sheeketski,L,14,19
1950-11-18,Montana,Ind,Ted Shipkey,H,Utah State,Skyline,George Melinkovich,W,38,7
1950-11-24,Montana,Ind,Ted Shipkey,N,San Jose State,Ind,Robert Bronzan,L,7,32
1950-09-30,Penn State,Ind,Rip Engle,H,Georgetown,Ind,Bob Margarita,W,34,14
1950-10-07,Penn State,Ind,Rip Engle,A,Army,Ind,Red Blaik,L,7,41
1950-10-14,Penn State,Ind,Rip Engle,A,Syracuse,Ind,Ben Schwartzwalder,L,7,27
1950-10-21,Penn State,Ind,Rip Engle,A,Nebraska,Big 7,William Glassford,L,0,19
1950-10-28,Penn State,Ind,Rip Engle,H,Temple,Ind,Al Kawal,T,7,7
1950-11-04,Penn State,Ind,Rip Engle,A,Boston College,Ind,Denny Myers,W,20,13
1950-11-11,Penn State,Ind,Rip Engle,H,West Virginia,Southern,Art Lewis,W,27,0
1950-11-18,Penn State,Ind,Rip Engle,H,Rutgers,Ind,Harvey Harman,W,18,14
1950-11-25,Penn State,Ind,Rip Engle,A,Pitt,Ind,Len Casanova,W,21,20
1950-10-07,Princeton,Ind,Charles Caldwell,H,Rutgers,Ind,Harvey Harman,W,34,28
1950-10-14,Princeton,Ind,Charles Caldwell,H,Navy,Ind,Eddie Erdelatz,W,20,14
1950-10-21,Princeton,Ind,Charles Caldwell,A,Brown,Ind,G.G. Zitrides,W,34,0
1950-10-28,Princeton,Ind,Charles Caldwell,H,Cornell,Ind,George James,W,27,0
1950-11-04,Princeton,Ind,Charles Caldwell,H,Colgate,Ind,Paul Bixler,W,45,7
1950-11-11,Princeton,Ind,Charles Caldwell,H,Harvard,Ind,Lloyd Jordan,W,63,26
1950-11-18,Princeton,Ind,Charles Caldwell,A,Yale,Ind,Herman Hickman,W,47,12
1950-11-25,Princeton,Ind,Charles Caldwell,H,Dartmouth,Ind,DeOrmond McLaughry,W,13,7
1950-09-30,Vanderbilt,SEC,Bill Edwards,H,Auburn,SEC,Earl Brown,W,41,0
1950-10-07,Vanderbilt,SEC,Bill Edwards,A,Alabama,SEC,Red Drew,W,27,22
1950-10-14,Vanderbilt,SEC,Bill Edwards,H,Ole Miss,SEC,John Vaught,W,20,14
1950-10-21,Vanderbilt,SEC,Bill Edwards,H,Florida,SEC,Bob Woodruff,L,27,31
1950-10-28,Vanderbilt,SEC,Bill Edwards,A,Arkansas,SWC,Otis Douglas,W,14,13
1950-11-11,Vanderbilt,SEC,Bill Edwards,H,LSU,SEC,Gaynell Tinsley,L,7,33
1950-11-25,Vanderbilt,SEC,Bill Edwards,A,Tulane,SEC,Henry Frnka,L,6,35
1950-12-02,Vanderbilt,SEC,Bill Edwards,H,Tennessee,SEC,Bob Neyland,L,0,43
1950-09-23,Kentucky,SEC,Bear Bryant,H,LSU,SEC,Gaynell Tinsley,W,14,0
1950-09-30,Kentucky,SEC,Bear Bryant,H,Ole Miss,SEC,John Vaught,W,27,0
1950-10-21,Kentucky,SEC,Bear Bryant,A,Villanova,Ind,Jim Leonard,W,34,7
1950-10-28,Kentucky,SEC,Bear Bryant,A,Georgia Tech,SEC,Bobby Dodd,W,28,14
1950-11-04,Kentucky,SEC,Bear Bryant,H,Florida,SEC,Bob Woodruff,W,40,6
1950-11-11,Kentucky,SEC,Bear Bryant,A,Mississippi State,SEC,Slick Morton,W,48,21
1950-11-25,Kentucky,SEC,Bear Bryant,A,Tennessee,SEC,Bob Neyland,L,0,7
1951-01-01,Kentucky,SEC,Bear Bryant,N,Oklahoma,Big 7,Bud Wilkinson,W,13,7
1950-09-23,California,PCC,Pappy Waldorf,H,Santa Clara,Ind,Richard Gallagher,W,27,9
1950-09-30,California,PCC,Pappy Waldorf,A,Oregon,PCC,Jim Aiken,W,28,7
1950-10-07,California,PCC,Pappy Waldorf,H,Pennsylvania,Ind,George Munger,W,14,7
1950-10-14,California,PCC,Pappy Waldorf,A,USC,PCC,Jeff Cravath,W,13,7
1950-10-21,California,PCC,Pappy Waldorf,A,Oregon State,PCC,Kip Taylor,W,27,0
1950-10-28,California,PCC,Pappy Waldorf,H,Saint Mary's (CA),Ind,Joe Ruetz,W,40,25
1950-11-04,California,PCC,Pappy Waldorf,A,Washington,PCC,Howard Odell,W,14,7
1950-11-11,California,PCC,Pappy Waldorf,H,UCLA,PCC,Red Sanders,W,35,0
1950-11-18,California,PCC,Pappy Waldorf,H,San Francisco,Ind,Joe Kuharich,W,13,7
1950-11-25,California,PCC,Pappy Waldorf,H,Stanford,PCC,Marchy Schwartz,T,7,7
1951-01-01,California,PCC,Pappy Waldorf,N,Michigan,Western,Bennie Oosterbaan,L,6,14
1950-09-23,Florida,SEC,Bob Woodruff,H,Citadel,Southern,Quinn Decker,W,7,3
1950-09-30,Florida,SEC,Bob Woodruff,H,Duquesne,Ind,Louis Skender,W,27,14
1950-10-07,Florida,SEC,Bob Woodruff,A,Georgia Tech,SEC,Bobby Dodd,L,13,16
1950-10-14,Florida,SEC,Bob Woodruff,H,Auburn,SEC,Earl Brown,W,27,7
1950-10-21,Florida,SEC,Bob Woodruff,A,Vanderbilt,SEC,Bill Edwards,W,31,27
1950-10-28,Florida,SEC,Bob Woodruff,H,Furman,Southern,William Young,W,19,7
1950-11-04,Florida,SEC,Bob Woodruff,A,Kentucky,SEC,Bear Bryant,L,6,40
1950-11-11,Florida,SEC,Bob Woodruff,N,Georgia,SEC,Wallace Butts,L,0,6
1950-11-18,Florida,SEC,Bob Woodruff,H,Miami (FL),Ind,Andy Gustafson,L,14,20
1950-11-25,Florida,SEC,Bob Woodruff,H,Alabama,SEC,Red Drew,L,13,41
1950-10-07,Boston University,Ind,Aldo Donelli,A,Duquesne,Ind,Louis Skender,W,21,7
1950-10-20,Boston University,Ind,Aldo Donelli,A,Miami (FL),Ind,Andy Gustafson,L,7,34
1950-10-28,Boston University,Ind,Aldo Donelli,H,Syracuse,Ind,Ben Schwartzwalder,L,7,13
1950-11-04,Boston University,Ind,Aldo Donelli,H,William & Mary,Southern,Rube McCray,W,16,14
1950-11-11,Boston University,Ind,Aldo Donelli,H,New York University,Ind,Hugh Devore,W,41,13
1950-11-18,Boston University,Ind,Aldo Donelli,H,Idaho,PCC,Dixie Howell,L,19,26
1950-11-24,Boston University,Ind,Aldo Donelli,A,Pacific,Ind,Larry Siemering,L,7,55
1950-09-23,Stanford,PCC,Marchy Schwartz,H,San Jose State,Ind,Robert Bronzan,W,33,16
1950-09-30,Stanford,PCC,Marchy Schwartz,H,San Francisco,Ind,Joe Kuharich,W,55,7
1950-10-07,Stanford,PCC,Marchy Schwartz,A,Oregon State,PCC,Kip Taylor,W,21,7
1950-10-14,Stanford,PCC,Marchy Schwartz,H,Santa Clara,Ind,Richard Gallagher,W,23,13
1950-10-21,Stanford,PCC,Marchy Schwartz,A,UCLA,PCC,Red Sanders,L,7,21
1950-10-28,Stanford,PCC,Marchy Schwartz,H,Washington,PCC,Howard Odell,L,7,21
1950-11-04,Stanford,PCC,Marchy Schwartz,H,USC,PCC,Jeff Cravath,T,7,7
1950-11-11,Stanford,PCC,Marchy Schwartz,H,Washington State,PCC,Forest Evashevski,W,28,18
1950-11-18,Stanford,PCC,Marchy Schwartz,H,Army,Ind,Red Blaik,L,0,7
1950-11-25,Stanford,PCC,Marchy Schwartz,A,California,PCC,Pappy Waldorf,T,7,7
1950-09-23,Washington State,PCC,Forest Evashevski,A,Utah State,Skyline,George Melinkovich,W,46,6
1950-09-30,Washington State,PCC,Forest Evashevski,A,UCLA,PCC,Red Sanders,L,0,42
1950-10-07,Washington State,PCC,Forest Evashevski,H,USC,PCC,Jeff Cravath,T,20,20
1950-10-14,Washington State,PCC,Forest Evashevski,A,Montana,Ind,Ted Shipkey,W,14,7
1950-10-28,Washington State,PCC,Forest Evashevski,H,Idaho,PCC,Dixie Howell,T,7,7
1950-11-04,Washington State,PCC,Forest Evashevski,A,Oregon,PCC,Jim Aiken,W,21,13
1950-11-11,Washington State,PCC,Forest Evashevski,A,Stanford,PCC,Marchy Schwartz,L,18,28
1950-11-18,Washington State,PCC,Forest Evashevski,H,Oregon State,PCC,Kip Taylor,W,21,7
1950-11-25,Washington State,PCC,Forest Evashevski,H,Washington,PCC,Howard Odell,L,21,52
1950-10-07,Illinois,Western,Ray Eliot,H,Wisconsin,Western,Ivy Williamson,L,6,7
1950-10-13,Illinois,Western,Ray Eliot,A,UCLA,PCC,Red Sanders,W,14,6
1950-10-21,Illinois,Western,Ray Eliot,H,Washington,PCC,Howard Odell,W,20,13
1950-10-28,Illinois,Western,Ray Eliot,H,Indiana,Western,Clyde Smith,W,20,0
1950-11-04,Illinois,Western,Ray Eliot,A,Michigan,Western,Bennie Oosterbaan,W,7,0
1950-11-11,Illinois,Western,Ray Eliot,A,Iowa,Western,Leonard Raffensperger,W,21,7
1950-11-18,Illinois,Western,Ray Eliot,H,Ohio State,Western,Wesley Fesler,W,14,7
1950-11-25,Illinois,Western,Ray Eliot,A,Northwestern,Western,Robert Voigts,L,7,14
1950-09-23,Baylor,SWC,George Sauer,A,Wyoming,Skyline,Bowden Wyatt,L,0,7
1950-09-30,Baylor,SWC,George Sauer,H,Houston,Ind,Clyde Lee,W,34,7
1950-10-07,Baylor,SWC,George Sauer,N,Mississippi State,SEC,Slick Morton,W,14,7
1950-10-14,Baylor,SWC,George Sauer,A,Arkansas,SWC,Otis Douglas,L,6,27
1950-10-21,Baylor,SWC,George Sauer,H,Texas Tech,BIAA,Dell Morgan,W,26,12
1950-10-28,Baylor,SWC,George Sauer,H,Texas A&M,SWC,Harry Stiteler,W,27,20
1950-11-04,Baylor,SWC,George Sauer,A,Texas Christian,SWC,Dutch Meyer,W,20,14
1950-11-11,Baylor,SWC,George Sauer,H,Texas,SWC,Blair Cherry,L,20,27
1950-11-25,Baylor,SWC,George Sauer,A,SMU,SWC,H.N. Russell,W,3,0
1950-12-02,Baylor,SWC,George Sauer,H,Rice,SWC,Jess Neely,W,33,7
1950-09-23,SMU,SWC,H.N. Russell,H,Georgia Tech,SEC,Bobby Dodd,W,33,13
1950-09-30,SMU,SWC,H.N. Russell,A,Ohio State,Western,Wesley Fesler,W,32,27
1950-10-07,SMU,SWC,H.N. Russell,A,Missouri,Big 7,Don Faurot,W,21,0
1950-10-14,SMU,SWC,H.N. Russell,H,Oklahoma State,MVC,Jennings Whitworth,W,56,0
1950-10-21,SMU,SWC,H.N. Russell,A,Rice,SWC,Jess Neely,W,42,21
1950-11-04,SMU,SWC,H.N. Russell,A,Texas,SWC,Blair Cherry,L,20,23
1950-11-11,SMU,SWC,H.N. Russell,H,Texas A&M,SWC,Harry Stiteler,L,20,25
1950-11-18,SMU,SWC,H.N. Russell,A,Arkansas,SWC,Otis Douglas,W,14,7
1950-11-25,SMU,SWC,H.N. Russell,H,Baylor,SWC,George Sauer,L,0,3
1950-12-02,SMU,SWC,H.N. Russell,H,Texas Christian,SWC,Dutch Meyer,L,13,27
1950-09-23,Georgia,SEC,Wallace Butts,H,Maryland,Southern,Jim Tatum,W,27,7
1950-09-29,Georgia,SEC,Wallace Butts,A,Saint Mary's (CA),Ind,Joe Ruetz,T,7,7
1950-10-07,Georgia,SEC,Wallace Butts,H,North Carolina,Southern,Carl Snavely,T,0,0
1950-10-14,Georgia,SEC,Wallace Butts,H,Mississippi State,SEC,Slick Morton,W,27,0
1950-10-21,Georgia,SEC,Wallace Butts,A,LSU,SEC,Gaynell Tinsley,T,13,13
1950-10-27,Georgia,SEC,Wallace Butts,A,Boston College,Ind,Denny Myers,W,19,7
1950-11-04,Georgia,SEC,Wallace Butts,A,Alabama,SEC,Red Drew,L,7,14
1950-11-11,Georgia,SEC,Wallace Butts,N,Florida,SEC,Bob Woodruff,W,6,0
1950-11-18,Georgia,SEC,Wallace Butts,N,Auburn,SEC,Earl Brown,W,12,10
1950-11-25,Georgia,SEC,Wallace Butts,H,Furman,Southern,William Young,W,40,0
1950-12-02,Georgia,SEC,Wallace Butts,H,Georgia Tech,SEC,Bobby Dodd,L,0,7
1950-12-09,Georgia,SEC,Wallace Butts,N,Texas A&M,SWC,Harry Stiteler,L,20,40
1950-09-23,Maryland,Southern,Jim Tatum,A,Georgia,SEC,Wallace Butts,L,7,27
1950-09-30,Maryland,Southern,Jim Tatum,H,Navy,Ind,Eddie Erdelatz,W,35,21
1950-10-07,Maryland,Southern,Jim Tatum,A,Michigan State,Ind,Biggie Munn,W,34,7
1950-10-14,Maryland,Southern,Jim Tatum,A,Georgetown,Ind,Bob Margarita,W,25,14
1950-10-21,Maryland,Southern,Jim Tatum,H,North Carolina State,Southern,Beattie Feathers,L,13,16
1950-10-28,Maryland,Southern,Jim Tatum,A,Duke,Southern,Wallace Wade,W,26,14
1950-11-04,Maryland,Southern,Jim Tatum,H,George Washington,Southern,Bo Rowland,W,23,7
1950-11-11,Maryland,Southern,Jim Tatum,A,North Carolina,Southern,Carl Snavely,T,7,7
1950-11-18,Maryland,Southern,Jim Tatum,A,West Virginia,Southern,Art Lewis,W,41,0
1950-12-02,Maryland,Southern,Jim Tatum,H,Virginia Tech,Southern,Robert McNeish,W,63,7
1950-09-23,Virginia,Ind,Arthur Guepe,H,George Washington,Southern,Bo Rowland,W,19,0
1950-09-30,Virginia,Ind,Arthur Guepe,A,Pennsylvania,Ind,George Munger,L,7,21
1950-10-07,Virginia,Ind,Arthur Guepe,N,Virginia Tech,Southern,Robert McNeish,W,45,6
1950-10-14,Virginia,Ind,Arthur Guepe,N,Washington & Lee,Southern,George Barclay,W,26,21
1950-10-21,Virginia,Ind,Arthur Guepe,H,Virginia Military Institute,Southern,Thomas Nugent,W,26,13
1950-10-28,Virginia,Ind,Arthur Guepe,A,West Virginia,Southern,Art Lewis,W,28,21
1950-11-04,Virginia,Ind,Arthur Guepe,A,Citadel,Southern,Quinn Decker,W,34,14
1950-11-11,Virginia,Ind,Arthur Guepe,H,William & Mary,Southern,Rube McCray,W,13,0
1950-11-18,Virginia,Ind,Arthur Guepe,A,Tulane,SEC,Henry Frnka,L,18,42
1950-12-02,Virginia,Ind,Arthur Guepe,H,North Carolina,Southern,Carl Snavely,W,44,13
1950-09-23,Idaho,PCC,Dixie Howell,H,Utah,Skyline,Jack Curtice,W,26,19
1950-09-30,Idaho,PCC,Dixie Howell,H,Montana,Ind,Ted Shipkey,L,27,28
1950-10-07,Idaho,PCC,Dixie Howell,A,UTEP,BIAA,Mike Brumbelow,L,33,43
1950-10-14,Idaho,PCC,Dixie Howell,H,Oregon,PCC,Jim Aiken,W,14,0
1950-10-28,Idaho,PCC,Dixie Howell,A,Washington State,PCC,Forest Evashevski,T,7,7
1950-11-04,Idaho,PCC,Dixie Howell,H,Wyoming,Skyline,Bowden Wyatt,L,7,14
1950-11-11,Idaho,PCC,Dixie Howell,A,Oregon State,PCC,Kip Taylor,L,19,34
1950-11-18,Idaho,PCC,Dixie Howell,A,Boston University,Ind,Aldo Donelli,W,26,19
1950-11-25,Idaho,PCC,Dixie Howell,A,Arizona State,BIAA,Edward Doherty,L,21,48
1950-09-16,Northern Arizona,BIAA,,A,West Texas A&M,BIAA,Frank Kimbrough,L,12,52
1950-09-23,Northern Arizona,BIAA,,A,New Mexico,BIAA,Dudley DeGroot,L,0,78
1950-10-07,Northern Arizona,BIAA,,A,Arizona State,BIAA,Edward Doherty,L,0,63
