Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1981-09-12,North Carolina,ACC,Dick Crum,H,East Carolina,Ind,Ed Emory,W,56,0
1981-09-19,North Carolina,ACC,Dick Crum,H,Miami (OH),MAC,Tom Reed,W,49,7
1981-09-26,North Carolina,ACC,Dick Crum,H,Boston College,Ind,Jack Bicknell,W,56,14
1981-10-03,North Carolina,ACC,Dick Crum,A,Georgia Tech,Ind,Bill Curry,W,28,7
1981-10-10,North Carolina,ACC,Dick Crum,H,Wake Forest,ACC,Al Groh,W,48,10
1981-10-17,North Carolina,ACC,Dick Crum,A,North Carolina State,ACC,Monte Kiffin,W,21,10
1981-10-24,North Carolina,ACC,Dick Crum,H,South Carolina,Ind,Jim Carlen,L,13,31
1981-10-31,North Carolina,ACC,Dick Crum,A,Maryland,ACC,Jerry Claiborne,W,17,10
1981-11-07,North Carolina,ACC,Dick Crum,H,Clemson,ACC,Danny Ford,L,8,10
1981-11-14,North Carolina,ACC,Dick Crum,A,Virginia,ACC,Dick Bestwick,W,17,14
1981-11-21,North Carolina,ACC,Dick Crum,A,Duke,ACC,Red Wilson,W,31,10
1981-12-28,North Carolina,ACC,Dick Crum,N,Arkansas,SWC,Lou Holtz,W,31,27
1981-09-12,Miami (OH),MAC,Tom Reed,A,William & Mary,Ind,Jimmye Laycock,W,33,14
1981-09-19,Miami (OH),MAC,Tom Reed,A,North Carolina,ACC,Dick Crum,L,7,49
1981-09-26,Miami (OH),MAC,Tom Reed,A,Eastern Michigan,MAC,Mike Stock,W,18,12
1981-10-03,Miami (OH),MAC,Tom Reed,H,Kent State,MAC,Ed Chlebek,W,20,13
1981-10-10,Miami (OH),MAC,Tom Reed,A,Bowling Green State,MAC,Dennis Stolz,T,7,7
1981-10-17,Miami (OH),MAC,Tom Reed,H,Western Michigan,MAC,Elliot Uzelac,W,20,19
1981-10-24,Miami (OH),MAC,Tom Reed,H,Ohio,MAC,Brian Burke,W,40,14
1981-10-31,Miami (OH),MAC,Tom Reed,A,Toledo,MAC,Chuck Stobart,L,10,17
1981-11-07,Miami (OH),MAC,Tom Reed,A,Central Michigan,MAC,Herb Deromedi,W,7,3
1981-11-14,Miami (OH),MAC,Tom Reed,H,Northern Illinois,MAC,Bill Mallory,W,30,3
1981-11-21,Miami (OH),MAC,Tom Reed,H,Cincinnati,Ind,Mike Gottfried,W,7,3
1981-09-12,Indiana,Big Ten,Lee Corso,A,Northwestern,Big Ten,Dennis Green,W,21,20
1981-09-19,Indiana,Big Ten,Lee Corso,H,USC,Pac-10,John Robinson,L,0,21
1981-09-26,Indiana,Big Ten,Lee Corso,A,Syracuse,Ind,Dick MacPherson,L,7,21
1981-10-03,Indiana,Big Ten,Lee Corso,H,Michigan,Big Ten,Bo Schembechler,L,17,38
1981-10-10,Indiana,Big Ten,Lee Corso,A,Iowa,Big Ten,Hayden Fry,L,28,42
1981-10-17,Indiana,Big Ten,Lee Corso,H,Minnesota,Big Ten,Joe Salem,W,17,16
1981-10-24,Indiana,Big Ten,Lee Corso,A,Ohio State,Big Ten,Earle Bruce,L,10,29
1981-10-31,Indiana,Big Ten,Lee Corso,A,Michigan State,Big Ten,Frank Waters,L,3,26
1981-11-07,Indiana,Big Ten,Lee Corso,H,Wisconsin,Big Ten,Dave McClain,L,7,28
1981-11-14,Indiana,Big Ten,Lee Corso,A,Illinois,Big Ten,Mike White,L,14,35
1981-11-21,Indiana,Big Ten,Lee Corso,H,Purdue,Big Ten,Jim Young,W,20,17
1981-09-05,Florida State,Ind,Bobby Bowden,H,Louisville,Ind,Bob Weber,W,17,0
1981-09-12,Florida State,Ind,Bobby Bowden,H,Memphis,Ind,Rex Dockery,W,10,5
1981-09-19,Florida State,Ind,Bobby Bowden,A,Nebraska,Big 8,Tom Osborne,L,14,34
1981-10-03,Florida State,Ind,Bobby Bowden,A,Ohio State,Big Ten,Earle Bruce,W,36,27
1981-10-10,Florida State,Ind,Bobby Bowden,A,Notre Dame,Ind,Gerry Faust,W,19,13
1981-10-17,Florida State,Ind,Bobby Bowden,A,Pitt,Ind,Jackie Sherrill,L,14,42
1981-10-24,Florida State,Ind,Bobby Bowden,A,LSU,SEC,Jerry Stovall,W,38,14
