Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1941-09-27,North Carolina,Southern,Raymond Wolf,H,South Carolina,Southern,Rex Enright,L,7,13
1941-10-04,North Carolina,Southern,Raymond Wolf,A,Davidson,Southern,Gene McEver,W,20,0
1941-10-11,North Carolina,Southern,Raymond Wolf,H,Fordham,Ind,Jimmy Crowley,L,14,27
1941-10-18,North Carolina,Southern,Raymond Wolf,A,Tulane,SEC,Red Dawson,L,6,52
1941-10-25,North Carolina,Southern,Raymond Wolf,A,Wake Forest,Southern,D.C. Walker,L,0,13
1941-11-01,North Carolina,Southern,Raymond Wolf,H,North Carolina State,Southern,,L,7,13
1941-11-08,North Carolina,Southern,Raymond Wolf,A,Richmond,Southern,Glenn Thistlethwaite,W,27,0
1941-11-15,North Carolina,Southern,Raymond Wolf,A,Duke,Southern,Wallace Wade,L,0,20
1941-11-20,North Carolina,Southern,Raymond Wolf,H,Virginia,Ind,Frank Murray,L,7,28
1941-09-27,Indiana,Western,Bo McMillin,H,Detroit Mercy,Ind,Gus Dorais,L,7,14
1941-10-04,Indiana,Western,Bo McMillin,A,Notre Dame,Ind,Frank Leahy,L,6,19
1941-10-11,Indiana,Western,Bo McMillin,H,Texas Christian,SWC,Dutch Meyer,L,14,20
1941-10-18,Indiana,Western,Bo McMillin,A,Nebraska,Big 6,Biff Jones,W,21,13
1941-10-25,Indiana,Western,Bo McMillin,A,Wisconsin,Western,Harry Stuhldreher,L,25,27
1941-11-01,Indiana,Western,Bo McMillin,A,Iowa,Western,Edward Anderson,L,7,13
1941-11-08,Indiana,Western,Bo McMillin,A,Northwestern,Western,Pappy Waldorf,L,14,20
1941-11-22,Indiana,Western,Bo McMillin,H,Purdue,Western,Mal Elward,W,7,0
1941-09-26,Iowa State,Big 6,Ray Donels,A,Denver,MSAC,Cac Hubbard,W,7,6
1941-10-04,Iowa State,Big 6,Ray Donels,H,Nebraska,Big 6,Biff Jones,L,0,14
1941-10-18,Iowa State,Big 6,Ray Donels,H,Missouri,Big 6,Don Faurot,L,13,39
1941-10-25,Iowa State,Big 6,Ray Donels,A,Kansas,Big 6,Gwinn Henry,L,0,13
1941-11-08,Iowa State,Big 6,Ray Donels,A,Oklahoma,Big 6,Snorter Luster,L,0,55
1941-11-15,Iowa State,Big 6,Ray Donels,A,Drake,MVC,Vee Green,L,13,14
1941-11-22,Iowa State,Big 6,Ray Donels,H,Kansas State,Big 6,Hobbs Adams,T,12,12
1941-11-29,Iowa State,Big 6,Ray Donels,A,Marquette,Ind,Tom Stidham,L,13,20
1941-10-04,Fordham,Ind,Jimmy Crowley,H,SMU,SWC,Madison Bell,W,16,10
1941-10-11,Fordham,Ind,Jimmy Crowley,A,North Carolina,Southern,Raymond Wolf,W,27,14
1941-10-18,Fordham,Ind,Jimmy Crowley,H,West Virginia,Ind,,W,27,0
1941-10-25,Fordham,Ind,Jimmy Crowley,H,Texas Christian,SWC,Dutch Meyer,W,28,14
1941-11-01,Fordham,Ind,Jimmy Crowley,H,Purdue,Western,Mal Elward,W,17,0
1941-11-08,Fordham,Ind,Jimmy Crowley,A,Pitt,Ind,Charles Bowser,L,0,13
1941-11-22,Fordham,Ind,Jimmy Crowley,H,Saint Mary's (CA),Ind,Red Strader,W,35,7
1941-11-29,Fordham,Ind,Jimmy Crowley,N,New York University,Ind,Mal Stevens,W,30,9
1942-01-01,Fordham,Ind,Jimmy Crowley,N,Missouri,Big 6,Don Faurot,W,2,0
1941-09-20,Arizona State,BIAA,Dixie Howell,A,Gonzaga,Ind,Puggy Hunton,W,6,0
1941-10-04,Arizona State,BIAA,Dixie Howell,H,West Texas A&M,BIAA,Jack Curtice,L,7,13
1941-10-11,Arizona State,BIAA,Dixie Howell,H,New Mexico,BIAA,Ted Shipkey,T,0,0
1941-10-18,Arizona State,BIAA,Dixie Howell,A,New Mexico State,BIAA,Julius Johnston,W,19,14
1941-10-25,Arizona State,BIAA,Dixie Howell,H,Arizona,BIAA,Miles Casteel,L,7,20
1941-11-08,Arizona State,BIAA,Dixie Howell,H,UTEP,BIAA,Mack Saxon,L,0,28
1941-11-15,Arizona State,BIAA,Dixie Howell,H,Northern Arizona,BIAA,Maurice Moulder,W,33,0
1941-12-06,Arizona State,BIAA,Dixie Howell,H,Hardin-Simmons,BIAA,Warren Woodson,L,0,20
1941-09-20,Furman,Southern,,A,Tennessee,SEC,John Barnhill,L,6,32
1941-10-04,Furman,Southern,,H,Wake Forest,Southern,D.C. Walker,L,13,52
1941-10-11,Furman,Southern,,H,North Carolina State,Southern,,T,0,0
1941-10-18,Furman,Southern,,A,Citadel,Southern,Bo Rowland,T,13,13
1941-10-25,Furman,Southern,,N,Davidson,Southern,Gene McEver,W,31,13
1941-11-08,Furman,Southern,,H,George Washington,Southern,Bill Reinhard,W,13,6
1941-11-15,Furman,Southern,,A,South Carolina,Southern,Rex Enright,L,7,26
1941-11-22,Furman,Southern,,H,Clemson,Southern,Frank Howard,L,6,34
1941-09-27,Utah,MSAC,Ike Armstrong,A,Idaho,PCC,Francis Schmidt,W,26,7
1941-10-11,Utah,MSAC,Ike Armstrong,H,Wyoming,MSAC,Bunny Oakes,W,60,6
1941-10-18,Utah,MSAC,Ike Armstrong,H,Brigham Young,MSAC,Edwin Kimball,T,6,6
1941-10-25,Utah,MSAC,Ike Armstrong,A,Denver,MSAC,Cac Hubbard,T,0,0
1941-11-01,Utah,MSAC,Ike Armstrong,H,Colorado,MSAC,Jim Yeager,W,46,6
1941-11-15,Utah,MSAC,Ike Armstrong,A,Colorado State,MSAC,Harry Hughes,W,26,13
1941-11-26,Utah,MSAC,Ike Armstrong,H,Utah State,MSAC,E. Lowell Romney,W,33,21
1941-12-06,Utah,MSAC,Ike Armstrong,A,Arizona,BIAA,Miles Casteel,W,12,6
1941-10-11,Villanova,Ind,,A,Florida,SEC,Tom Lieb,W,6,0
1941-10-18,Villanova,Ind,,H,Baylor,SWC,Frank Kimbrough,W,14,6
1941-10-25,Villanova,Ind,,A,Manhattan,Ind,Herb Kopf,L,6,9
1941-11-01,Villanova,Ind,,A,Duquesne,Ind,,L,0,7
1941-11-08,Villanova,Ind,,A,Temple,Ind,Ray Morrison,L,13,14
1941-11-16,Villanova,Ind,,H,Detroit Mercy,Ind,Gus Dorais,W,7,6
1941-11-22,Villanova,Ind,,H,Auburn,SEC,Jack Meagher,L,0,13
1941-09-26,Washington & Lee,Southern,Riley Smith,H,Sewanee,Ind,Jenks Gillem,L,19,20
1941-10-04,Washington & Lee,Southern,Riley Smith,H,Kentucky,SEC,A.D. Kirwan,L,0,7
1941-10-10,Washington & Lee,Southern,Riley Smith,A,George Washington,Southern,Bill Reinhard,T,0,0
