Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints,PassCompletions,PassAttempts,PassYards,PassTDs,RushAttempts,RushYards,RushTDs,FirstDownPass,FirstDownRush,Penalties,PenaltyYards,Fumbles,Interceptions
2012-09-01,Miami (OH),MAC,Don Treadwell,A,Ohio State,Big Ten,Urban Meyer,L,10,56,32,54,313,1,20,-1,0,10,1,6,33,1,2
2012-09-15,Miami (OH),MAC,Don Treadwell,A,Boise State,MWC,Chris Petersen,L,12,39,21,28,178,1,23,49,0,7,2,1,5,0,0
2012-09-22,Miami (OH),MAC,Don Treadwell,H,Massachusetts,MAC,Charley Molnar,W,27,16,12,22,192,3,42,216,1,7,14,7,55,0,1
2012-09-29,Miami (OH),MAC,Don Treadwell,A,Akron,MAC,Terry Bowden,W,56,49,34,49,516,6,39,189,1,25,12,3,20,0,0
2012-10-06,Miami (OH),MAC,Don Treadwell,A,Cincinnati,Big East,Steve Stripling,L,14,52,27,53,320,2,19,59,0,15,4,8,57,1,3
2012-10-13,Miami (OH),MAC,Don Treadwell,A,Bowling Green State,MAC,Dave Clawson,L,12,37,21,39,253,1,20,3,0,11,2,5,35,1,2
2012-10-27,Miami (OH),MAC,Don Treadwell,H,Ohio,MAC,Frank Solich,W,23,20,21,36,311,1,33,113,1,12,6,1,5,0,1
2012-11-03,Miami (OH),MAC,Don Treadwell,A,Buffalo,MAC,Jeff Quinn,L,24,27,25,44,242,3,33,98,0,13,6,8,77,1,0
2012-11-10,Miami (OH),MAC,Don Treadwell,H,Kent State,MAC,Darrell Hazell,L,32,48,37,50,455,4,16,26,0,20,2,6,51,0,2
2012-11-17,Miami (OH),MAC,Don Treadwell,A,Central Michigan,MAC,Dan Enos,L,16,30,27,44,360,1,36,74,1,14,6,5,53,1,1
2012-11-23,Miami (OH),MAC,Don Treadwell,H,Ball State,MAC,Pete Lembo,L,24,31,26,40,218,2,25,103,1,11,7,2,17,1,0
2012-09-08,Indiana,Big Ten,Kevin Wilson,A,Massachusetts,MAC,Charley Molnar,W,45,6,26,40,275,2,53,331,4,13,16,6,81,0,1
2012-09-15,Indiana,Big Ten,Kevin Wilson,H,Ball State,MAC,Pete Lembo,L,39,41,37,55,423,4,32,135,1,18,6,12,127,0,0
2012-09-29,Indiana,Big Ten,Kevin Wilson,A,Northwestern,Big Ten,Pat Fitzgerald,L,29,44,22,39,266,1,28,159,2,8,8,4,28,0,1
2012-10-06,Indiana,Big Ten,Kevin Wilson,H,Michigan State,Big Ten,Mark Dantonio,L,27,31,33,48,282,3,19,35,0,11,3,4,36,0,0
2012-10-13,Indiana,Big Ten,Kevin Wilson,H,Ohio State,Big Ten,Urban Meyer,L,49,52,28,54,352,3,24,129,3,16,6,4,50,0,0
2012-10-20,Indiana,Big Ten,Kevin Wilson,A,Navy,Ind,Ken Niumatalolo,L,30,31,25,38,244,0,40,173,3,15,11,5,44,0,2
2012-10-27,Indiana,Big Ten,Kevin Wilson,A,Illinois,Big Ten,Tim Beckman,W,31,17,14,22,171,2,42,121,2,5,5,3,25,0,1
2012-11-03,Indiana,Big Ten,Kevin Wilson,H,Iowa,Big Ten,Kirk Ferentz,W,24,21,31,49,406,3,30,67,0,16,6,7,50,1,1
2012-11-10,Indiana,Big Ten,Kevin Wilson,H,Wisconsin,Big Ten,Barry Alvarez,L,14,62,25,47,233,2,23,61,0,13,2,3,30,1,2
2012-11-17,Indiana,Big Ten,Kevin Wilson,A,Penn State,Big Ten,Bill O'Brien,L,22,45,33,59,454,2,26,24,0,20,3,3,11,0,2
2012-11-24,Indiana,Big Ten,Kevin Wilson,A,Purdue,Big Ten,Patrick Higgins,L,35,56,31,53,348,1,35,164,4,13,9,9,44,1,3
2012-09-15,Florida State,ACC,Jimbo Fisher,H,Wake Forest,ACC,Jim Grobe,W,52,0,19,28,227,2,45,385,4,14,13,5,48,1,0
2012-09-22,Florida State,ACC,Jimbo Fisher,H,Clemson,ACC,Dabo Swinney,W,49,37,27,35,380,2,40,287,5,15,11,11,81,2,0
2012-09-29,Florida State,ACC,Jimbo Fisher,A,South Florida,Big East,Skip Holtz,W,30,17,19,26,242,1,41,182,1,10,7,6,50,0,0
2012-10-06,Florida State,ACC,Jimbo Fisher,A,North Carolina State,ACC,Dana Bible,L,16,17,17,30,218,1,36,125,0,8,8,5,59,0,1
2012-10-13,Florida State,ACC,Jimbo Fisher,H,Boston College,ACC,Frank Spaziani,W,51,7,29,38,448,4,33,201,2,17,13,9,96,0,2
2012-10-20,Florida State,ACC,Jimbo Fisher,A,Miami (FL),ACC,Al Golden,W,33,20,21,31,229,0,41,218,3,11,12,12,121,2,0
2012-10-27,Florida State,ACC,Jimbo Fisher,H,Duke,ACC,David Cutcliffe,W,48,7,9,21,299,2,47,261,3,7,15,7,63,4,0
2012-11-08,Florida State,ACC,Jimbo Fisher,A,Virginia Tech,ACC,Frank Beamer,W,28,22,25,42,326,3,25,-15,0,14,5,5,26,1,1
2012-11-17,Florida State,ACC,Jimbo Fisher,A,Maryland,ACC,Randy Edsall,W,41,14,19,26,160,2,41,237,3,8,12,7,55,1,1
2012-11-24,Florida State,ACC,Jimbo Fisher,H,Florida,SEC,Will Muschamp,L,26,37,19,36,193,1,25,117,2,11,7,3,20,2,3
2012-12-01,Florida State,ACC,Jimbo Fisher,N,Georgia Tech,ACC,Paul Johnson,W,21,15,16,21,134,0,37,194,3,9,12,6,39,2,1
2013-01-01,Florida State,ACC,Jimbo Fisher,N,Northern Illinois,MAC,Rod Carey,W,31,10,26,38,291,1,37,243,3,13,9,8,96,1,0
2012-09-01,Iowa State,Big 12,Paul Rhoads,H,Tulsa,CUSA,Bill Blankenship,W,38,23,32,45,281,2,45,160,3,10,15,4,23,0,1
2012-09-08,Iowa State,Big 12,Paul Rhoads,A,Iowa,Big Ten,Kirk Ferentz,W,9,6,24,36,241,1,41,101,0,11,6,3,35,2,2
2012-09-29,Iowa State,Big 12,Paul Rhoads,H,Texas Tech,Big 12,Chris Thomsen,L,13,24,10,20,73,1,38,116,0,3,9,3,32,1,3
2012-10-06,Iowa State,Big 12,Paul Rhoads,A,Texas Christian,Big 12,Gary Patterson,W,37,23,13,22,198,4,35,152,0,6,6,5,43,0,1
2012-10-13,Iowa State,Big 12,Paul Rhoads,H,Kansas State,Big 12,Bill Snyder,L,21,27,16,36,166,2,24,65,1,9,2,8,52,0,1
2012-10-20,Iowa State,Big 12,Paul Rhoads,A,Oklahoma State,Big 12,Mike Gundy,L,10,31,23,48,240,1,22,101,0,10,6,6,45,1,1
2012-10-27,Iowa State,Big 12,Paul Rhoads,H,Baylor,Big 12,Art Briles,W,35,21,36,54,381,5,48,176,0,20,11,3,20,1,1
2012-11-03,Iowa State,Big 12,Paul Rhoads,H,Oklahoma,Big 12,Bob Stoops,L,20,35,20,40,191,0,24,99,2,9,5,2,10,0,1
2012-11-10,Iowa State,Big 12,Paul Rhoads,A,Texas,Big 12,Mack Brown,L,7,33,15,29,133,1,31,144,0,5,10,3,40,0,2
2012-11-17,Iowa State,Big 12,Paul Rhoads,A,Kansas,Big 12,Charlie Weis,W,51,23,27,34,307,4,42,241,2,15,12,5,50,1,0
2012-11-23,Iowa State,Big 12,Paul Rhoads,H,West Virginia,Big 12,Dana Holgorsen,L,24,31,13,31,162,3,46,234,0,7,13,5,43,1,0
2012-12-31,Iowa State,Big 12,Paul Rhoads,N,Tulsa,CUSA,Bill Blankenship,L,17,31,14,28,170,1,28,98,0,5,4,9,84,1,2
2012-09-06,Cincinnati,Big East,Steve Stripling,H,Pitt,Big East,Paul Chryst,W,34,10,14,28,205,2,31,259,2,10,8,7,52,0,0
2012-09-29,Cincinnati,Big East,Steve Stripling,N,Virginia Tech,ACC,Frank Beamer,W,27,24,20,43,392,3,32,103,0,12,7,8,50,1,1
2012-10-06,Cincinnati,Big East,Steve Stripling,H,Miami (OH),MAC,Don Treadwell,W,52,14,13,23,157,2,50,272,4,9,13,9,84,0,0
2012-10-20,Cincinnati,Big East,Steve Stripling,A,Toledo,MAC,Matt Campbell,L,23,29,15,37,227,1,35,251,1,11,11,4,45,0,2
2012-10-26,Cincinnati,Big East,Steve Stripling,A,Louisville,Big East,Charlie Strong,L,31,34,13,28,157,1,41,196,3,7,9,6,59,0,3
2012-11-03,Cincinnati,Big East,Steve Stripling,H,Syracuse,Big East,Doug Marrone,W,35,24,16,27,207,2,53,263,3,8,14,8,90,2,1
2012-11-10,Cincinnati,Big East,Steve Stripling,A,Temple,Big East,Steve Addazio,W,34,10,13,21,244,2,40,228,2,8,9,2,15,0,0
2012-11-17,Cincinnati,Big East,Steve Stripling,H,Rutgers,Big East,Kyle Flood,L,3,10,17,31,251,0,28,90,0,11,5,4,40,0,2
2012-11-23,Cincinnati,Big East,Steve Stripling,H,South Florida,Big East,Skip Holtz,W,27,10,17,27,178,1,40,194,3,6,12,4,50,0,0
2012-12-01,Cincinnati,Big East,Steve Stripling,A,Connecticut,Big East,Paul Pasqualoni,W,34,17,20,30,284,3,32,72,1,11,4,7,56,1,0
2012-12-27,Cincinnati,Big East,Steve Stripling,N,Duke,ACC,David Cutcliffe,W,48,34,17,25,332,4,28,222,1,9,8,6,59,0,0
2012-09-01,UTSA,WAC,Larry Coker,A,South Alabama,Sun Belt,Joey Jones,W,33,31,18,30,215,3,31,183,0,7,7,11,114,0,1
2012-09-29,UTSA,WAC,Larry Coker,A,New Mexico State,WAC,DeWayne Walker,W,35,14,19,32,269,3,32,129,2,12,8,2,30,0,0
2012-10-13,UTSA,WAC,Larry Coker,A,Rice,CUSA,David Bailiff,L,14,34,13,29,144,1,26,95,0,7,4,4,35,0,0
2012-10-20,UTSA,WAC,Larry Coker,H,San Jose State,WAC,Kent Baer,L,24,52,20,32,302,2,38,110,0,8,7,7,65,5,1
2012-10-27,UTSA,WAC,Larry Coker,H,Utah State,WAC,Gary Andersen,L,17,48,21,36,248,1,28,51,1,11,1,8,59,0,2
2012-11-03,UTSA,WAC,Larry Coker,A,Louisiana Tech,WAC,Sonny Dykes,L,27,51,23,41,314,4,33,124,0,13,9,14,142,0,0
2012-11-17,UTSA,WAC,Larry Coker,A,Idaho,WAC,Jason Gesser,W,34,27,23,36,232,0,37,192,4,9,10,5,50,1,0
2012-11-24,UTSA,WAC,Larry Coker,H,Texas State,WAC,Dennis Franchione,W,38,31,15,31,200,3,40,299,1,9,16,13,142,0,3
2012-09-08,Arizona State,Pac-12,Todd Graham,H,Illinois,Big Ten,Tim Beckman,W,45,14,23,29,318,3,38,192,3,14,12,1,5,2,0
2012-09-15,Arizona State,Pac-12,Todd Graham,A,Missouri,SEC,Gary Pinkel,L,20,24,16,27,183,1,37,113,2,9,6,7,54,2,2
2012-09-22,Arizona State,Pac-12,Todd Graham,H,Utah,Pac-12,Kyle Whittingham,W,37,7,23,31,372,3,43,140,1,15,6,8,51,0,0
2012-09-29,Arizona State,Pac-12,Todd Graham,A,California,Pac-12,Jeff Tedford,W,27,17,27,46,293,3,48,116,0,16,8,1,15,0,0
2012-10-11,Arizona State,Pac-12,Todd Graham,A,Colorado,Pac-12,Jon Embree,W,51,17,23,33,332,5,44,261,1,15,14,5,33,2,0
2012-10-18,Arizona State,Pac-12,Todd Graham,H,Oregon,Pac-12,Chip Kelly,L,21,43,20,37,216,2,47,192,0,11,10,2,10,0,4
2012-10-27,Arizona State,Pac-12,Todd Graham,H,UCLA,Pac-12,Jim Mora,L,43,45,25,35,315,4,59,220,1,14,13,4,36,0,1
2012-11-03,Arizona State,Pac-12,Todd Graham,A,Oregon State,Pac-12,Mike Riley,L,26,36,22,41,153,1,32,150,1,8,9,3,30,0,1
2012-11-10,Arizona State,Pac-12,Todd Graham,A,USC,Pac-12,Lane Kiffin,L,17,38,20,33,179,1,35,71,0,7,8,7,49,1,3
2012-11-17,Arizona State,Pac-12,Todd Graham,H,Washington State,Pac-12,Mike Leach,W,46,7,27,32,301,5,61,260,1,17,15,4,30,1,1
2012-11-23,Arizona State,Pac-12,Todd Graham,A,Arizona,Pac-12,Rich Rodriguez,W,41,34,16,29,191,0,55,269,5,11,12,7,86,2,0
2012-12-29,Arizona State,Pac-12,Todd Graham,N,Navy,Ind,Ken Niumatalolo,W,62,28,17,20,267,4,48,381,5,12,21,2,25,1,0
2012-09-07,Utah,Pac-12,Kyle Whittingham,A,Utah State,WAC,Gary Andersen,L,20,27,19,39,229,2,42,96,0,9,7,10,87,1,0
2012-09-15,Utah,Pac-12,Kyle Whittingham,H,Brigham Young,Ind,Bronco Mendenhall,W,24,21,18,27,196,2,35,49,0,10,3,10,112,0,0
2012-09-22,Utah,Pac-12,Kyle Whittingham,A,Arizona State,Pac-12,Todd Graham,L,7,37,11,16,117,1,38,92,0,4,5,6,53,2,1
2012-10-04,Utah,Pac-12,Kyle Whittingham,H,USC,Pac-12,Lane Kiffin,L,28,38,23,38,209,2,22,95,1,9,5,13,122,1,1
2012-10-13,Utah,Pac-12,Kyle Whittingham,A,UCLA,Pac-12,Jim Mora,L,14,21,25,35,244,1,27,75,0,10,5,4,30,0,1
2012-10-20,Utah,Pac-12,Kyle Whittingham,A,Oregon State,Pac-12,Mike Riley,L,7,21,15,28,172,1,45,135,0,7,9,7,69,2,2
2012-10-27,Utah,Pac-12,Kyle Whittingham,H,California,Pac-12,Jeff Tedford,W,49,27,16,24,156,0,45,188,4,7,13,8,80,0,1
2012-11-03,Utah,Pac-12,Kyle Whittingham,H,Washington State,Pac-12,Mike Leach,W,49,6,22,26,248,2,43,205,3,12,10,8,61,0,1
2012-11-10,Utah,Pac-12,Kyle Whittingham,A,Washington,Pac-12,Steve Sarkisian,L,15,34,8,23,55,0,30,133,2,3,5,6,36,1,1
2012-11-17,Utah,Pac-12,Kyle Whittingham,H,Arizona,Pac-12,Rich Rodriguez,L,24,34,29,41,313,2,36,136,1,11,10,3,27,1,0
2012-11-23,Utah,Pac-12,Kyle Whittingham,A,Colorado,Pac-12,Jon Embree,W,42,35,13,25,128,1,36,208,3,7,11,5,43,1,0
2012-09-01,Syracuse,Big East,Doug Marrone,H,Northwestern,Big Ten,Pat Fitzgerald,L,41,42,45,66,482,4,29,114,1,23,6,12,72,2,1
2012-09-08,Syracuse,Big East,Doug Marrone,H,USC,Pac-12,Lane Kiffin,L,29,42,30,46,322,2,41,133,2,16,8,5,40,0,2
2012-09-22,Syracuse,Big East,Doug Marrone,A,Minnesota,Big Ten,Jerry Kill,L,10,17,21,31,228,1,33,122,0,13,5,10,79,2,2
2012-10-05,Syracuse,Big East,Doug Marrone,H,Pitt,Big East,Paul Chryst,W,14,13,19,31,185,0,33,120,1,9,9,3,45,0,1
2012-10-13,Syracuse,Big East,Doug Marrone,A,Rutgers,Big East,Kyle Flood,L,15,23,25,42,356,1,32,62,1,17,4,7,44,2,2
2012-10-19,Syracuse,Big East,Doug Marrone,H,Connecticut,Big East,Paul Pasqualoni,W,40,10,14,20,251,2,53,251,2,8,11,8,73,0,0
2012-10-27,Syracuse,Big East,Doug Marrone,A,South Florida,Big East,Skip Holtz,W,37,36,27,40,328,4,46,192,1,16,15,10,89,0,0
2012-11-03,Syracuse,Big East,Doug Marrone,A,Cincinnati,Big East,Steve Stripling,L,24,35,23,47,286,1,41,193,2,13,10,12,104,2,0
2012-11-10,Syracuse,Big East,Doug Marrone,H,Louisville,Big East,Charlie Strong,W,45,26,15,23,246,3,52,278,3,8,14,7,55,0,0
2012-11-17,Syracuse,Big East,Doug Marrone,A,Missouri,SEC,Gary Pinkel,W,31,27,26,40,385,2,36,123,2,20,4,5,60,0,1
2012-11-23,Syracuse,Big East,Doug Marrone,A,Temple,Big East,Steve Addazio,W,38,20,16,28,215,1,49,260,3,8,16,10,89,2,0
2012-12-29,Syracuse,Big East,Doug Marrone,N,West Virginia,Big 12,Dana Holgorsen,W,38,14,12,24,138,2,65,369,2,7,18,5,57,1,1
2012-09-01,Arizona,Pac-12,Rich Rodriguez,H,Toledo,MAC,Matt Campbell,W,24,17,30,47,387,2,41,237,1,16,13,7,56,2,1
2012-09-08,Arizona,Pac-12,Rich Rodriguez,H,Oklahoma State,Big 12,Mike Gundy,W,59,38,28,41,320,2,49,181,4,15,11,4,27,0,0
2012-09-22,Arizona,Pac-12,Rich Rodriguez,A,Oregon,Pac-12,Chip Kelly,L,0,49,27,52,243,0,32,89,0,8,8,5,51,1,4
2012-09-29,Arizona,Pac-12,Rich Rodriguez,H,Oregon State,Pac-12,Mike Riley,L,35,38,31,53,403,3,23,142,2,16,9,6,59,0,2
2012-10-06,Arizona,Pac-12,Rich Rodriguez,A,Stanford,Pac-12,David Shaw,L,48,54,45,69,491,3,34,126,3,25,12,8,53,0,1
2012-10-20,Arizona,Pac-12,Rich Rodriguez,H,Washington,Pac-12,Steve Sarkisian,W,52,17,14,22,256,4,49,277,2,11,12,8,75,1,1
2012-10-27,Arizona,Pac-12,Rich Rodriguez,H,USC,Pac-12,Lane Kiffin,W,39,36,27,51,369,3,43,219,2,13,13,14,129,0,1
2012-11-03,Arizona,Pac-12,Rich Rodriguez,A,UCLA,Pac-12,Jim Mora,L,10,66,17,30,136,0,40,121,1,5,7,15,124,3,0
2012-11-10,Arizona,Pac-12,Rich Rodriguez,H,Colorado,Pac-12,Jon Embree,W,56,31,12,14,136,2,38,438,6,5,16,4,40,1,0
2012-11-17,Arizona,Pac-12,Rich Rodriguez,A,Utah,Pac-12,Kyle Whittingham,W,34,24,12,27,160,1,46,320,3,10,15,3,30,2,0
2012-11-23,Arizona,Pac-12,Rich Rodriguez,H,Arizona State,Pac-12,Todd Graham,L,34,41,19,39,230,3,57,292,1,10,20,1,15,1,3
2012-12-15,Arizona,Pac-12,Rich Rodriguez,N,Nevada,MWC,Chris Ault,W,49,48,28,47,382,3,36,196,4,19,10,4,23,1,2
2012-09-08,Western Kentucky,Sun Belt,Lance Guidry,A,Alabama,SEC,Nick Saban,L,0,35,20,31,178,0,28,46,0,12,2,5,33,3,1
2012-09-15,Western Kentucky,Sun Belt,Lance Guidry,A,Kentucky,SEC,Joker Phillips,W,32,31,16,22,160,1,51,163,3,8,10,7,82,1,1
2012-09-22,Western Kentucky,Sun Belt,Lance Guidry,H,Southern Mississippi,CUSA,Ellis Johnson,W,42,17,15,23,191,3,48,369,3,9,15,8,95,0,1
2012-09-29,Western Kentucky,Sun Belt,Lance Guidry,A,Arkansas State,Sun Belt,John Thompson,W,26,13,11,19,122,2,41,243,1,6,11,5,40,0,0
2012-10-11,Western Kentucky,Sun Belt,Lance Guidry,A,Troy,Sun Belt,Larry Blakeney,W,31,26,21,31,255,3,35,112,1,13,7,6,48,2,0
2012-10-20,Western Kentucky,Sun Belt,Lance Guidry,H,Louisiana-Monroe,Sun Belt,Todd Berry,L,42,43,25,32,308,4,45,141,2,14,9,9,75,1,1
2012-10-27,Western Kentucky,Sun Belt,Lance Guidry,A,Florida International,Sun Belt,Mario Cristobal,W,14,6,14,21,128,0,39,161,2,7,7,7,74,0,1
2012-11-01,Western Kentucky,Sun Belt,Lance Guidry,H,Middle Tennessee State,Sun Belt,Rick Stockstill,L,29,34,19,31,283,3,32,155,0,14,10,4,30,1,1
2012-11-10,Western Kentucky,Sun Belt,Lance Guidry,H,Florida Atlantic,Sun Belt,Carl Pelini,L,28,37,14,26,169,2,34,119,1,8,5,4,34,1,3
2012-11-17,Western Kentucky,Sun Belt,Lance Guidry,A,Louisiana,Sun Belt,Mark Hudspeth,L,27,31,10,19,149,0,51,266,3,9,16,5,50,0,1
2012-11-24,Western Kentucky,Sun Belt,Lance Guidry,H,North Texas,Sun Belt,Dan McCarney,W,25,24,14,29,173,1,31,215,1,7,8,5,55,2,1
2012-12-26,Western Kentucky,Sun Belt,Lance Guidry,N,Central Michigan,MAC,Dan Enos,L,21,24,14,24,199,1,32,128,2,8,5,7,60,0,0
2012-09-01,Penn State,Big Ten,Bill O'Brien,H,Ohio,MAC,Frank Solich,L,14,24,27,48,260,2,22,87,0,16,3,3,25,2,1
2012-09-08,Penn State,Big Ten,Bill O'Brien,A,Virginia,ACC,Mike London,L,16,17,21,43,209,2,42,121,0,11,7,3,24,0,0
2012-09-15,Penn State,Big Ten,Bill O'Brien,H,Navy,Ind,Ken Niumatalolo,W,34,7,13,21,231,4,28,110,0,9,7,5,46,0,0
2012-09-22,Penn State,Big Ten,Bill O'Brien,H,Temple,Big East,Steve Addazio,W,24,13,24,36,318,1,42,178,2,15,10,9,100,0,1
2012-09-29,Penn State,Big Ten,Bill O'Brien,A,Illinois,Big Ten,Tim Beckman,W,35,7,18,30,211,1,52,173,4,9,12,2,17,0,0
2012-10-06,Penn State,Big Ten,Bill O'Brien,H,Northwestern,Big Ten,Pat Fitzgerald,W,39,28,35,51,282,2,48,161,3,16,12,3,30,1,0
2012-10-20,Penn State,Big Ten,Bill O'Brien,A,Iowa,Big Ten,Kirk Ferentz,W,38,14,26,38,289,2,52,215,3,17,8,7,72,2,0
2012-10-27,Penn State,Big Ten,Bill O'Brien,H,Ohio State,Big Ten,Urban Meyer,L,23,35,27,46,327,2,28,32,0,13,2,9,85,0,1
2012-11-03,Penn State,Big Ten,Bill O'Brien,A,Purdue,Big Ten,Patrick Higgins,W,34,9,22,37,321,2,38,185,2,11,10,8,75,0,0
2012-11-10,Penn State,Big Ten,Bill O'Brien,A,Nebraska,Big Ten,Bo Pelini,L,23,32,18,37,240,1,34,151,1,12,4,8,60,2,1
2012-11-17,Penn State,Big Ten,Bill O'Brien,H,Indiana,Big Ten,Kevin Wilson,W,45,22,22,32,395,4,44,151,2,17,7,4,25,1,1
2012-11-24,Penn State,Big Ten,Bill O'Brien,H,Wisconsin,Big Ten,Barry Alvarez,W,24,21,19,37,200,1,45,163,1,10,8,2,25,0,0
2012-08-30,Vanderbilt,SEC,James Franklin,H,South Carolina,SEC,Steve Spurrier,L,13,17,13,23,214,1,36,62,0,5,6,5,35,0,1
2012-09-08,Vanderbilt,SEC,James Franklin,A,Northwestern,Big Ten,Pat Fitzgerald,L,13,23,17,33,217,1,34,101,0,11,6,4,40,2,0
2012-09-22,Vanderbilt,SEC,James Franklin,A,Georgia,SEC,Mark Richt,L,3,48,14,25,231,0,36,106,0,8,6,11,68,1,0
2012-10-06,Vanderbilt,SEC,James Franklin,A,Missouri,SEC,Gary Pinkel,W,19,15,15,26,206,0,43,89,2,8,6,5,40,0,1
2012-10-13,Vanderbilt,SEC,James Franklin,H,Florida,SEC,Will Muschamp,L,17,31,17,31,237,1,47,126,1,11,9,4,33,1,0
2012-10-20,Vanderbilt,SEC,James Franklin,H,Auburn,SEC,Gene Chizik,W,17,13,15,26,173,0,45,209,2,7,10,5,35,3,0
2012-10-27,Vanderbilt,SEC,James Franklin,H,Massachusetts,MAC,Charley Molnar,W,49,7,17,22,217,2,37,226,3,10,10,11,80,2,0
2012-11-03,Vanderbilt,SEC,James Franklin,A,Kentucky,SEC,Joker Phillips,W,40,0,18,30,220,2,50,227,3,11,13,5,28,1,1
2012-11-10,Vanderbilt,SEC,James Franklin,A,Ole Miss,SEC,Hugh Freeze,W,27,26,21,36,279,2,35,92,1,10,7,3,20,1,0
2012-11-17,Vanderbilt,SEC,James Franklin,H,Tennessee,SEC,Jim Chaney,W,41,18,14,28,248,3,40,194,2,5,9,12,90,0,1
2012-11-24,Vanderbilt,SEC,James Franklin,A,Wake Forest,ACC,Jim Grobe,W,55,21,17,23,229,2,34,203,3,10,8,6,60,2,1
2012-12-31,Vanderbilt,SEC,James Franklin,H,North Carolina State,ACC,Dana Bible,W,38,24,16,27,108,2,41,117,3,4,9,2,10,0,0
2012-09-02,Kentucky,SEC,Joker Phillips,A,Louisville,Big East,Charlie Strong,L,14,32,35,51,280,2,19,93,0,16,6,3,17,2,0
2012-09-08,Kentucky,SEC,Joker Phillips,H,Kent State,MAC,Darrell Hazell,W,47,14,30,39,354,4,30,185,2,17,6,4,50,0,0
2012-09-15,Kentucky,SEC,Joker Phillips,H,Western Kentucky,Sun Belt,Lance Guidry,L,31,32,37,61,332,2,19,41,2,20,4,5,35,0,4
2012-09-22,Kentucky,SEC,Joker Phillips,A,Florida,SEC,Will Muschamp,L,0,38,8,27,60,0,32,159,0,4,7,7,45,0,3
2012-09-29,Kentucky,SEC,Joker Phillips,H,South Carolina,SEC,Steve Spurrier,L,17,38,13,24,123,0,39,120,2,6,8,4,38,0,2
2012-10-06,Kentucky,SEC,Joker Phillips,H,Mississippi State,SEC,Dan Mullen,L,14,27,15,27,144,1,34,84,1,6,6,3,40,0,0
2012-10-13,Kentucky,SEC,Joker Phillips,A,Arkansas,SEC,John Smith,L,7,49,4,15,104,1,25,66,0,3,3,5,35,0,0
2012-10-20,Kentucky,SEC,Joker Phillips,H,Georgia,SEC,Mark Richt,L,24,29,11,20,123,1,43,206,2,5,13,3,16,0,0
2012-10-27,Kentucky,SEC,Joker Phillips,A,Missouri,SEC,Gary Pinkel,L,10,33,10,22,78,0,34,101,1,2,7,5,40,3,0
2012-11-03,Kentucky,SEC,Joker Phillips,H,Vanderbilt,SEC,James Franklin,L,0,40,13,35,159,0,31,101,0,6,7,7,100,0,0
2012-11-24,Kentucky,SEC,Joker Phillips,A,Tennessee,SEC,Jim Chaney,L,17,37,30,47,245,1,37,167,1,13,6,3,25,0,0
2012-09-01,California,Pac-12,Jeff Tedford,H,Nevada,MWC,Chris Ault,L,24,31,19,39,251,2,28,113,1,15,3,7,55,2,0
2012-09-15,California,Pac-12,Jeff Tedford,A,Ohio State,Big Ten,Urban Meyer,L,28,35,27,38,288,1,41,224,3,11,9,4,40,0,1
2012-09-22,California,Pac-12,Jeff Tedford,A,USC,Pac-12,Lane Kiffin,L,9,27,18,34,173,0,36,77,0,12,8,7,54,0,2
