Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1985-09-07,North Carolina,ACC,Dick Crum,A,Navy,Ind,Gary Tranquill,W,21,19
1985-09-14,North Carolina,ACC,Dick Crum,H,LSU,SEC,Bill Arnsparger,L,13,23
1985-10-05,North Carolina,ACC,Dick Crum,A,Georgia Tech,ACC,Bill Curry,L,0,31
1985-10-12,North Carolina,ACC,Dick Crum,H,Wake Forest,ACC,Al Groh,W,34,14
1985-10-19,North Carolina,ACC,Dick Crum,A,North Carolina State,ACC,Tom Reed,W,21,14
1985-10-26,North Carolina,ACC,Dick Crum,H,Florida State,Ind,Bobby Bowden,L,10,20
1985-11-02,North Carolina,ACC,Dick Crum,A,Maryland,ACC,Bobby Ross,L,10,28
1985-11-09,North Carolina,ACC,Dick Crum,H,Clemson,ACC,Danny Ford,W,21,20
1985-11-16,North Carolina,ACC,Dick Crum,A,Virginia,ACC,George Welsh,L,22,24
1985-11-23,North Carolina,ACC,Dick Crum,H,Duke,ACC,Steve Sloan,L,21,23
1985-09-14,Miami (OH),MAC,Tim Rose,A,Ball State,MAC,Paul Schudel,W,17,13
1985-09-21,Miami (OH),MAC,Tim Rose,A,Bowling Green State,MAC,Dennis Stolz,L,24,28
1985-09-28,Miami (OH),MAC,Tim Rose,A,Oklahoma State,Big 8,Pat Jones,L,10,45
1985-10-05,Miami (OH),MAC,Tim Rose,H,Ohio,MAC,Cleve Bryant,W,29,22
1985-10-12,Miami (OH),MAC,Tim Rose,A,Toledo,MAC,Dan Simrell,W,26,14
1985-10-19,Miami (OH),MAC,Tim Rose,H,Western Michigan,MAC,Jack Harbaugh,T,10,10
1985-10-26,Miami (OH),MAC,Tim Rose,H,Northern Illinois,MAC,Jerry Pettibone,W,32,15
1985-11-02,Miami (OH),MAC,Tim Rose,A,Central Michigan,MAC,Herb Deromedi,W,19,14
1985-11-09,Miami (OH),MAC,Tim Rose,H,Kent State,MAC,Dick Scesniak,W,52,24
1985-11-16,Miami (OH),MAC,Tim Rose,A,Eastern Michigan,MAC,Jim Harkema,W,31,16
1985-11-23,Miami (OH),MAC,Tim Rose,H,Cincinnati,Ind,Dave Currey,W,16,10
1985-09-14,Indiana,Big Ten,Bill Mallory,H,Louisville,Ind,Howard Schnellenberger,W,41,28
1985-09-21,Indiana,Big Ten,Bill Mallory,H,Navy,Ind,Gary Tranquill,W,38,35
1985-09-28,Indiana,Big Ten,Bill Mallory,A,Missouri,Big 8,Woody Widenhofer,W,36,17
1985-10-05,Indiana,Big Ten,Bill Mallory,H,Northwestern,Big Ten,Dennis Green,W,26,7
1985-10-12,Indiana,Big Ten,Bill Mallory,A,Ohio State,Big Ten,Earle Bruce,L,7,48
1985-10-19,Indiana,Big Ten,Bill Mallory,H,Minnesota,Big Ten,John Gutekunst,L,7,22
1985-10-26,Indiana,Big Ten,Bill Mallory,A,Michigan,Big Ten,Bo Schembechler,L,15,42
1985-11-02,Indiana,Big Ten,Bill Mallory,A,Wisconsin,Big Ten,Dave McClain,L,20,31
1985-11-09,Indiana,Big Ten,Bill Mallory,H,Michigan State,Big Ten,George Perles,L,16,35
1985-11-16,Indiana,Big Ten,Bill Mallory,A,Illinois,Big Ten,Mike White,L,24,41
1985-11-23,Indiana,Big Ten,Bill Mallory,H,Purdue,Big Ten,Leon Burtnett,L,21,34
1985-08-31,Florida State,Ind,Bobby Bowden,A,Tulane,Ind,Mack Brown,W,38,12
1985-09-07,Florida State,Ind,Bobby Bowden,A,Nebraska,Big 8,Tom Osborne,W,17,13
1985-09-21,Florida State,Ind,Bobby Bowden,H,Memphis,Ind,Rey Dempsey,W,19,10
1985-09-28,Florida State,Ind,Bobby Bowden,H,Kansas,Big 8,Mike Gottfried,W,24,20
1985-10-12,Florida State,Ind,Bobby Bowden,A,Auburn,SEC,Pat Dye,L,27,59
1985-10-19,Florida State,Ind,Bobby Bowden,H,Tulsa,MVC,Don Morton,W,76,14
1985-10-26,Florida State,Ind,Bobby Bowden,A,North Carolina,ACC,Dick Crum,W,20,10
1985-11-02,Florida State,Ind,Bobby Bowden,H,Miami (FL),Ind,Jimmy Johnson,L,27,35
1985-11-09,Florida State,Ind,Bobby Bowden,H,South Carolina,Ind,Joe Morrison,W,56,14
1985-11-30,Florida State,Ind,Bobby Bowden,A,Florida,SEC,Galen Hall,L,14,38
1985-12-30,Florida State,Ind,Bobby Bowden,N,Oklahoma State,Big 8,Pat Jones,W,34,23
1985-09-14,Iowa State,Big 8,Jim Criner,H,Utah State,PCAA,Chris Pella,W,10,3
1985-09-21,Iowa State,Big 8,Jim Criner,H,Vanderbilt,SEC,George MacIntyre,W,20,17
1985-09-28,Iowa State,Big 8,Jim Criner,H,Iowa,Big Ten,Hayden Fry,L,3,57
1985-10-05,Iowa State,Big 8,Jim Criner,H,Drake,MVC,,L,17,20
1985-10-12,Iowa State,Big 8,Jim Criner,H,Kansas,Big 8,Mike Gottfried,W,22,21
1985-10-19,Iowa State,Big 8,Jim Criner,H,Colorado,Big 8,Bill McCartney,L,6,40
1985-10-26,Iowa State,Big 8,Jim Criner,A,Oklahoma,Big 8,Barry Switzer,L,14,59
1985-11-02,Iowa State,Big 8,Jim Criner,H,Missouri,Big 8,Woody Widenhofer,L,27,28
1985-11-09,Iowa State,Big 8,Jim Criner,A,Nebraska,Big 8,Tom Osborne,L,0,49
1985-11-16,Iowa State,Big 8,Jim Criner,A,Kansas State,Big 8,Lee Moon,W,21,14
1985-11-23,Iowa State,Big 8,Jim Criner,H,Oklahoma State,Big 8,Pat Jones,W,15,10
1985-08-31,Cincinnati,Ind,Dave Currey,H,Virginia Tech,Ind,Bill Dooley,W,31,14
1985-09-21,Cincinnati,Ind,Dave Currey,A,Alabama,SEC,Ray Perkins,L,10,45
1985-09-28,Cincinnati,Ind,Dave Currey,A,Kentucky,SEC,Jerry Claiborne,L,7,27
1985-10-05,Cincinnati,Ind,Dave Currey,H,Temple,Ind,Bruce Arians,L,16,28
1985-10-12,Cincinnati,Ind,Dave Currey,A,Miami (FL),Ind,Jimmy Johnson,L,0,38
1985-10-19,Cincinnati,Ind,Dave Currey,A,Louisville,Ind,Howard Schnellenberger,W,31,9
1985-10-26,Cincinnati,Ind,Dave Currey,H,Boston College,Ind,Jack Bicknell,W,24,17
1985-11-09,Cincinnati,Ind,Dave Currey,H,Penn State,Ind,Joe Paterno,L,10,31
1985-11-23,Cincinnati,Ind,Dave Currey,A,Miami (OH),MAC,Tim Rose,L,10,16
1985-09-14,Arizona State,Pac-10,John Cooper,A,Michigan State,Big Ten,George Perles,L,3,12
1985-09-21,Arizona State,Pac-10,John Cooper,H,Pacific,PCAA,Bob Cope,W,27,0
1985-09-28,Arizona State,Pac-10,John Cooper,H,USC,Pac-10,Ted Tollner,W,24,0
1985-10-05,Arizona State,Pac-10,John Cooper,A,UCLA,Pac-10,Terry Donahue,L,17,40
1985-10-12,Arizona State,Pac-10,John Cooper,H,Utah,WAC,Jim Fassel,W,34,27
1985-10-19,Arizona State,Pac-10,John Cooper,H,Utah State,PCAA,Chris Pella,W,42,10
1985-10-26,Arizona State,Pac-10,John Cooper,A,Washington State,Pac-10,Jim Walden,W,21,16
1985-11-02,Arizona State,Pac-10,John Cooper,A,California,Pac-10,Joe Kapp,W,30,8
1985-11-09,Arizona State,Pac-10,John Cooper,H,Washington,Pac-10,Don James,W,36,7
1985-11-16,Arizona State,Pac-10,John Cooper,H,Stanford,Pac-10,Jack Elway,W,21,14
1985-11-23,Arizona State,Pac-10,John Cooper,H,Arizona,Pac-10,Larry Smith,L,13,16
1985-12-22,Arizona State,Pac-10,John Cooper,N,Arkansas,SWC,Ken Hatfield,L,17,18
1985-09-14,Utah,WAC,Jim Fassel,A,Hawaii,WAC,Dick Tomey,W,29,27
1985-09-21,Utah,WAC,Jim Fassel,H,Washington State,Pac-10,Jim Walden,W,44,37
1985-09-28,Utah,WAC,Jim Fassel,H,UTEP,WAC,Bill Yung,W,55,19
1985-10-04,Utah,WAC,Jim Fassel,H,Wyoming,WAC,Al Kincaid,W,37,20
