Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1939-09-23,North Carolina,Southern,Raymond Wolf,H,Citadel,Southern,Tatum Gressette,W,50,0
1939-09-30,North Carolina,Southern,Raymond Wolf,H,Wake Forest,Southern,D.C. Walker,W,36,6
1939-10-07,North Carolina,Southern,Raymond Wolf,N,Virginia Tech,Southern,Henry Redd,W,13,6
1939-10-14,North Carolina,Southern,Raymond Wolf,H,New York University,Ind,Mal Stevens,W,14,7
1939-10-21,North Carolina,Southern,Raymond Wolf,A,Tulane,SEC,Red Dawson,T,14,14
1939-10-28,North Carolina,Southern,Raymond Wolf,A,Pennsylvania,Ind,George Munger,W,30,6
1939-11-04,North Carolina,Southern,Raymond Wolf,H,North Carolina State,Southern,,W,17,0
1939-11-11,North Carolina,Southern,Raymond Wolf,N,Davidson,Southern,Gene McEver,W,32,0
1939-11-18,North Carolina,Southern,Raymond Wolf,A,Duke,Southern,Wallace Wade,L,3,13
1939-11-30,North Carolina,Southern,Raymond Wolf,H,Virginia,Ind,Frank Murray,W,19,0
1939-09-30,Indiana,Western,Bo McMillin,H,Nebraska,Big 6,Biff Jones,T,7,7
1939-10-07,Indiana,Western,Bo McMillin,A,Iowa,Western,Edward Anderson,L,29,32
1939-10-14,Indiana,Western,Bo McMillin,A,Wisconsin,Western,Harry Stuhldreher,W,14,0
1939-10-21,Indiana,Western,Bo McMillin,A,Illinois,Western,Robert Zuppke,W,7,6
1939-11-04,Indiana,Western,Bo McMillin,A,Ohio State,Western,Francis Schmidt,L,0,24
1939-11-11,Indiana,Western,Bo McMillin,A,Fordham,Ind,Jimmy Crowley,L,0,13
1939-11-18,Indiana,Western,Bo McMillin,A,Michigan State,Ind,Charlie Bachman,T,7,7
1939-11-25,Indiana,Western,Bo McMillin,H,Purdue,Western,Mal Elward,L,6,7
1939-09-29,Iowa State,Big 6,Jim Yeager,A,Denver,MSAC,Cac Hubbard,L,0,6
1939-10-07,Iowa State,Big 6,Jim Yeager,A,Kansas,Big 6,Gwinn Henry,L,0,14
1939-10-14,Iowa State,Big 6,Jim Yeager,H,Nebraska,Big 6,Biff Jones,L,7,10
1939-10-21,Iowa State,Big 6,Jim Yeager,A,Drake,MVC,Vee Green,L,0,7
1939-10-28,Iowa State,Big 6,Jim Yeager,H,Missouri,Big 6,Don Faurot,L,6,21
1939-11-04,Iowa State,Big 6,Jim Yeager,A,Oklahoma,Big 6,Tom Stidham,L,6,38
1939-11-11,Iowa State,Big 6,Jim Yeager,A,Marquette,Ind,Paddy Driscoll,L,2,21
1939-11-18,Iowa State,Big 6,Jim Yeager,H,Kansas State,Big 6,Wesley Fry,W,10,0
