Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1992-09-05,North Carolina,ACC,Mack Brown,A,Wake Forest,ACC,Bill Dooley,W,35,17
1992-09-19,North Carolina,ACC,Mack Brown,H,Army,Ind,Bob Sutton,W,22,9
1992-09-26,North Carolina,ACC,Mack Brown,H,North Carolina State,ACC,Dick Sheridan,L,20,27
1992-10-03,North Carolina,ACC,Mack Brown,H,Navy,Ind,George Chaump,W,28,14
1992-10-10,North Carolina,ACC,Mack Brown,A,Florida State,ACC,Bobby Bowden,L,13,36
1992-10-17,North Carolina,ACC,Mack Brown,H,Virginia,ACC,George Welsh,W,27,7
1992-10-24,North Carolina,ACC,Mack Brown,H,Georgia Tech,ACC,Bill Lewis,W,26,14
1992-10-31,North Carolina,ACC,Mack Brown,A,Maryland,ACC,Mark Duffner,W,31,24
1992-11-07,North Carolina,ACC,Mack Brown,A,Clemson,ACC,Ken Hatfield,L,7,40
1992-11-21,North Carolina,ACC,Mack Brown,A,Duke,ACC,Barry Wilson,W,31,28
1993-01-02,North Carolina,ACC,Mack Brown,N,Mississippi State,SEC,Jackie Sherrill,W,21,17
1992-09-05,Miami (OH),MAC,Randy Walker,A,West Virginia,Big East,Don Nehlen,T,29,29
1992-09-12,Miami (OH),MAC,Randy Walker,A,Indiana,Big Ten,Bill Mallory,L,0,16
1992-09-19,Miami (OH),MAC,Randy Walker,H,Cincinnati,Ind,Tim Murphy,W,17,14
1992-09-26,Miami (OH),MAC,Randy Walker,A,Ball State,MAC,Paul Schudel,L,9,19
1992-10-03,Miami (OH),MAC,Randy Walker,A,Eastern Michigan,MAC,Jan Quarless,W,24,7
1992-10-10,Miami (OH),MAC,Randy Walker,H,Central Michigan,MAC,Herb Deromedi,W,16,13
1992-10-17,Miami (OH),MAC,Randy Walker,A,Ohio,MAC,Tom Lichtenberg,W,23,21
1992-10-24,Miami (OH),MAC,Randy Walker,H,Toledo,MAC,Gary Pinkel,L,17,20
1992-10-31,Miami (OH),MAC,Randy Walker,A,Bowling Green State,MAC,Gary Blackney,L,24,44
1992-11-07,Miami (OH),MAC,Randy Walker,H,Western Michigan,MAC,Al Molde,W,20,7
1992-11-14,Miami (OH),MAC,Randy Walker,H,Kent State,MAC,Pete Cordelli,W,31,14
1992-09-12,Indiana,Big Ten,Bill Mallory,H,Miami (OH),MAC,Randy Walker,W,16,0
1992-09-19,Indiana,Big Ten,Bill Mallory,A,Kentucky,SEC,Bill Curry,L,25,37
1992-09-26,Indiana,Big Ten,Bill Mallory,H,Missouri,Big 8,Bob Stull,W,20,10
1992-10-03,Indiana,Big Ten,Bill Mallory,A,Michigan State,Big Ten,George Perles,L,31,42
1992-10-10,Indiana,Big Ten,Bill Mallory,A,Northwestern,Big Ten,Gary Barnett,W,28,3
1992-10-17,Indiana,Big Ten,Bill Mallory,H,Michigan,Big Ten,Gary Moeller,L,3,31
