Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1921-10-01,North Carolina,Southern,William Fetzer,H,Wake Forest,Ind,J.L. White,W,21,0
1921-10-08,North Carolina,Southern,William Fetzer,A,Yale,Ind,Tad Jones,L,0,34
1921-10-15,North Carolina,Southern,William Fetzer,A,South Carolina,Ind,Sol Metzger,T,7,7
1921-10-20,North Carolina,Southern,William Fetzer,A,North Carolina State,Southern,Harry Hartsell,L,0,7
1921-10-29,North Carolina,Southern,William Fetzer,A,Maryland,Southern,Curley Byrd,W,16,7
1921-11-05,North Carolina,Southern,William Fetzer,A,Virginia Military Institute,Ind,,W,20,7
1921-11-12,North Carolina,Southern,William Fetzer,N,Davidson,Ind,Wooly Grey,T,0,0
1921-11-24,North Carolina,Southern,William Fetzer,H,Virginia,Southern,W. Warren,W,7,3
1921-12-03,North Carolina,Southern,William Fetzer,A,Florida,Ind,William Kline,W,14,10
1921-10-08,Indiana,Western,Jumbo Stiehm,A,Harvard,Ind,Robert Fisher,L,0,19
1921-10-22,Indiana,Western,Jumbo Stiehm,A,Minnesota,Western,Henry Williams,L,0,6
1921-10-29,Indiana,Western,Jumbo Stiehm,N,Notre Dame,Ind,Knute Rockne,L,7,28
1921-11-12,Indiana,Western,Jumbo Stiehm,A,Iowa,Western,Howard Jones,L,0,41
1921-11-19,Indiana,Western,Jumbo Stiehm,H,Purdue,Western,William Dietz,W,3,0
1921-10-08,Iowa State,MVIAA,Maury Kent,H,Grinnell,MVIAA,William Saunders,W,21,3
1921-10-15,Iowa State,MVIAA,Maury Kent,A,Missouri,MVIAA,James Phelan,L,14,17
1921-10-22,Iowa State,MVIAA,Maury Kent,H,Kansas,MVIAA,Potsy Clark,L,7,14
1921-10-29,Iowa State,MVIAA,Maury Kent,A,Washington (MO),MVIAA,George Rider,L,0,2
1921-11-05,Iowa State,MVIAA,Maury Kent,A,Drake,MVIAA,Ossie Solem,W,7,0
1921-11-11,Iowa State,MVIAA,Maury Kent,H,Kansas State,MVIAA,Charlie Bachman,W,7,0
1921-11-19,Iowa State,MVIAA,Maury Kent,H,Nebraska,MVIAA,Fred Dawson,L,3,35
1921-09-24,Furman,Ind,,H,Erskine,Ind,,W,42,7
1921-10-01,Furman,Ind,,H,Newberry,Ind,Dutch McLean,W,63,0
1921-10-08,Furman,Ind,,A,Georgia,Southern,Herman Stegeman,L,7,27
1921-10-15,Furman,Ind,,A,Georgia Tech,Southern,William Alexander,L,0,69
1921-10-21,Furman,Ind,,H,Clemson,Southern,Edward Stewart,T,0,0
1921-10-29,Furman,Ind,,H,Citadel,Ind,Harry O'Brien,W,42,0
1921-11-05,Furman,Ind,,H,Mercer,Ind,,W,37,0
1921-11-12,Furman,Ind,,H,South Carolina,Ind,Sol Metzger,W,7,0
1921-11-19,Furman,Ind,,H,Wofford,Ind,John Gilroy,W,62,0
1921-11-24,Furman,Ind,,H,Davidson,Ind,Wooly Grey,W,28,0
1921-10-15,Utah,RMC,Thomas Fitzpatrick,H,Wyoming,RMC,John Corbett,W,14,3
1921-10-22,Utah,RMC,Thomas Fitzpatrick,A,Colorado College,RMC,Poss Parsons,W,14,3
1921-10-29,Utah,RMC,Thomas Fitzpatrick,H,Idaho,Ind,Thomas Kelley,W,17,7
1921-11-12,Utah,RMC,Thomas Fitzpatrick,H,Colorado,RMC,Myron Witham,T,0,0
1921-11-24,Utah,RMC,Thomas Fitzpatrick,H,Utah State,RMC,,L,3,14
1921-10-15,Washington & Lee,Southern,Bill Raftery,A,Rutgers,Ind,George Sanford,L,13,14
1921-10-29,Washington & Lee,Southern,Bill Raftery,N,Virginia Tech,Southern,B.C. Cubbage,W,3,0
1921-11-05,Washington & Lee,Southern,Bill Raftery,N,West Virginia,Ind,,L,7,28
1921-11-19,Washington & Lee,Southern,Bill Raftery,A,Centre,Ind,Charley Moran,L,0,25
1921-10-08,Syracuse,Ind,Chick Meehan,H,Maryland,Southern,Curley Byrd,W,42,0
1921-10-15,Syracuse,Ind,Chick Meehan,H,Brown,Ind,Edward Robinson,W,28,0
1921-10-22,Syracuse,Ind,Chick Meehan,A,Pitt,Ind,Pop Warner,L,0,35
1921-10-29,Syracuse,Ind,Chick Meehan,H,Washington & Jefferson,Ind,Greasy Neale,L,10,17
1921-11-12,Syracuse,Ind,Chick Meehan,H,Colgate,Ind,Ellery Huntington,W,14,0
1921-11-19,Syracuse,Ind,Chick Meehan,N,Dartmouth,Ind,Jack Cannell,W,14,7
1921-10-08,Penn State,Ind,Hugo Bezdek,H,North Carolina State,Southern,Harry Hartsell,W,35,0
1921-10-15,Penn State,Ind,Hugo Bezdek,H,Lehigh,Ind,Frank Glick,W,28,7
1921-10-22,Penn State,Ind,Hugo Bezdek,A,Harvard,Ind,Robert Fisher,T,21,21
1921-10-29,Penn State,Ind,Hugo Bezdek,N,Georgia Tech,Southern,William Alexander,W,28,7
1921-11-12,Penn State,Ind,Hugo Bezdek,N,Navy,Ind,,W,13,7
1921-11-24,Penn State,Ind,Hugo Bezdek,A,Pitt,Ind,Pop Warner,T,0,0
1921-12-03,Penn State,Ind,Hugo Bezdek,A,Washington,PCC,Enoch Bagshaw,W,21,7
1921-10-08,Princeton,Ind,,H,Colgate,Ind,Ellery Huntington,W,19,0
1921-10-15,Princeton,Ind,,A,Navy,Ind,,L,0,13
1921-10-22,Princeton,Ind,,H,Chicago,Western,Amos Alonzo Stagg,L,0,9
1921-10-29,Princeton,Ind,,H,Virginia,Southern,W. Warren,W,34,0
1921-11-05,Princeton,Ind,,H,Harvard,Ind,Robert Fisher,W,10,3
1921-11-12,Princeton,Ind,,A,Yale,Ind,Tad Jones,L,7,13
1921-10-08,Vanderbilt,Ind,Dan McGugin,H,Mercer,Ind,,W,42,0
1921-10-15,Vanderbilt,Ind,Dan McGugin,A,Kentucky,Southern,William Juneau,W,21,14
1921-10-21,Vanderbilt,Ind,Dan McGugin,A,Texas,SWC,Berry Whitaker,W,20,0
1921-10-29,Vanderbilt,Ind,Dan McGugin,H,Tennessee,Southern,Mark Banks,W,14,0
1921-11-05,Vanderbilt,Ind,Dan McGugin,A,Alabama,Southern,Xen Scott,W,14,0
1921-11-13,Vanderbilt,Ind,Dan McGugin,H,Georgia,Southern,Herman Stegeman,T,7,7
1921-11-19,Vanderbilt,Ind,Dan McGugin,H,Sewanee,Ind,John Nicholson,W,9,0
1921-10-08,Colorado College,RMC,Poss Parsons,A,Wyoming,RMC,John Corbett,W,10,0
1921-10-22,Colorado College,RMC,Poss Parsons,H,Utah,RMC,Thomas Fitzpatrick,L,3,14
1921-10-29,Colorado College,RMC,Poss Parsons,H,Colorado State,RMC,Harry Hughes,L,0,24
1921-11-05,Colorado College,RMC,Poss Parsons,A,Colorado,RMC,Myron Witham,L,14,35
1921-11-12,Colorado College,RMC,Poss Parsons,N,Colorado Mines,RMC,,L,0,7
