Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1920-10-02,North Carolina,Ind,Myron Fuller,H,Wake Forest,Ind,J.L. White,W,6,0
1920-10-09,North Carolina,Ind,Myron Fuller,A,Yale,Ind,Tad Jones,L,0,21
1920-10-16,North Carolina,Ind,Myron Fuller,H,South Carolina,Ind,Sol Metzger,W,7,0
1920-10-21,North Carolina,Ind,Myron Fuller,A,North Carolina State,Ind,William Fetzer,L,3,13
1920-10-30,North Carolina,Ind,Myron Fuller,H,Maryland,Ind,Curley Byrd,L,0,13
1920-11-06,North Carolina,Ind,Myron Fuller,H,Virginia Military Institute,Ind,,L,0,23
1920-11-13,North Carolina,Ind,Myron Fuller,N,Davidson,Ind,Wooly Grey,L,0,7
1920-11-25,North Carolina,Ind,Myron Fuller,A,Virginia,Ind,W. Warren,L,0,14
1920-10-02,Indiana,Western,Jumbo Stiehm,H,Iowa,Western,Howard Jones,L,7,14
1920-10-09,Indiana,Western,Jumbo Stiehm,H,Mississippi State,Ind,Fred Holtkamp,W,24,0
1920-10-23,Indiana,Western,Jumbo Stiehm,A,Minnesota,Western,Henry Williams,W,21,7
1920-10-30,Indiana,Western,Jumbo Stiehm,H,Northwestern,Western,Elmer McDevitt,W,10,7
1920-11-13,Indiana,Western,Jumbo Stiehm,N,Notre Dame,Ind,Knute Rockne,L,10,13
1920-11-20,Indiana,Western,Jumbo Stiehm,A,Purdue,Western,Butch Scanlon,W,10,7
1920-10-09,Iowa State,MVIAA,Norman Paine,A,Grinnell,MVIAA,William Saunders,W,28,0
1920-10-16,Iowa State,MVIAA,Norman Paine,H,Missouri,MVIAA,James Phelan,L,2,14
1920-10-23,Iowa State,MVIAA,Norman Paine,A,Kansas,MVIAA,Phog Allen,L,0,7
1920-10-30,Iowa State,MVIAA,Norman Paine,H,Washington (MO),MVIAA,George Rider,W,24,7
1920-11-13,Iowa State,MVIAA,Norman Paine,A,Kansas State,MVIAA,Charlie Bachman,W,17,0
1920-11-20,Iowa State,MVIAA,Norman Paine,H,Iowa,Western,Howard Jones,L,10,14
1920-10-09,Furman,Ind,,A,Citadel,Ind,Harry O'Brien,W,21,6
1920-10-13,Furman,Ind,,H,Georgia,Ind,Herman Stegeman,L,0,7
1920-10-23,Furman,Ind,,H,Wake Forest,Ind,J.L. White,W,17,0
1920-10-29,Furman,Ind,,A,Newberry,Ind,L.C. Sullivan,W,42,0
1920-11-06,Furman,Ind,,H,Oglethorpe,Ind,Frank Anderson,W,42,3
1920-11-13,Furman,Ind,,A,Wofford,Ind,John Gorsuch,W,69,0
1920-11-20,Furman,Ind,,H,Clemson,Ind,Edward Donahue,W,14,0
1920-11-25,Furman,Ind,,H,Davidson,Ind,Wooly Grey,W,7,0
1920-10-16,Utah,RMC,Thomas Fitzpatrick,A,Colorado College,RMC,Poss Parsons,L,2,20
1920-10-23,Utah,RMC,Thomas Fitzpatrick,A,California,PCC,Andy Smith,L,0,63
1920-11-06,Utah,RMC,Thomas Fitzpatrick,A,Colorado,RMC,Myron Witham,W,7,0
