Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1919-10-04,North Carolina,Ind,Thomas Campbell,A,Rutgers,Ind,George Sanford,L,9,19
1919-10-11,North Carolina,Ind,Thomas Campbell,A,Yale,Ind,,L,7,34
1919-10-18,North Carolina,Ind,Thomas Campbell,H,Wake Forest,Ind,Harry Rabenhorst,W,6,0
1919-10-23,North Carolina,Ind,Thomas Campbell,A,North Carolina State,Ind,William Fetzer,W,13,12
1919-11-01,North Carolina,Ind,Thomas Campbell,A,Tennessee,Ind,John Bender,T,0,0
1919-11-08,North Carolina,Ind,Thomas Campbell,H,Virginia Military Institute,Ind,Red Fleming,L,7,29
1919-11-15,North Carolina,Ind,Thomas Campbell,N,Davidson,Ind,Pete Crayton,W,10,0
1919-11-27,North Carolina,Ind,Thomas Campbell,H,Virginia,Ind,Harris Coleman,W,6,0
1919-10-04,Indiana,Western,Jumbo Stiehm,H,Centre,Ind,Charley Moran,L,3,12
1919-10-11,Indiana,Western,Jumbo Stiehm,A,Kentucky,Ind,Andrew Gill,W,24,0
1919-10-18,Indiana,Western,Jumbo Stiehm,H,Minnesota,Western,Henry Williams,L,6,20
1919-11-01,Indiana,Western,Jumbo Stiehm,N,Notre Dame,Ind,Knute Rockne,L,3,16
1919-11-15,Indiana,Western,Jumbo Stiehm,A,Northwestern,Western,Charlie Bachman,L,2,3
1919-11-22,Indiana,Western,Jumbo Stiehm,H,Syracuse,Ind,,W,12,6
1919-10-11,Iowa State,MVIAA,,H,Grinnell,MVIAA,Russell Tollefson,W,7,0
1919-10-18,Iowa State,MVIAA,,A,Missouri,MVIAA,John Miller,L,0,10
1919-10-25,Iowa State,MVIAA,,H,Kansas,MVIAA,Leon McCarty,T,0,0
1919-11-01,Iowa State,MVIAA,,A,Nebraska,Ind,Henry Schulte,W,3,0
1919-11-15,Iowa State,MVIAA,,H,Kansas State,MVIAA,Zora Clevenger,W,46,0
1919-11-22,Iowa State,MVIAA,,A,Iowa,Western,Howard Jones,L,0,10
1919-11-27,Iowa State,MVIAA,,A,Drake,MVIAA,Mark Banks,W,14,0
1919-09-27,Furman,Ind,,A,Georgia Tech,Ind,John Heisman,L,0,74
1919-10-04,Furman,Ind,,H,Oglethorpe,Ind,Frank Anderson,W,13,0
1919-10-11,Furman,Ind,,H,Wofford,Ind,Rip Major,W,7,6
1919-10-18,Furman,Ind,,H,Presbyterian,Ind,Walter Johnson,W,6,0
1919-10-25,Furman,Ind,,H,Wake Forest,Ind,Harry Rabenhorst,W,39,7
1919-11-01,Furman,Ind,,H,Citadel,Ind,George Rogers,W,21,6
