Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1971-09-11,North Carolina,ACC,Bill Dooley,A,Richmond,Southern,Frank Jones,W,28,0
1971-09-18,North Carolina,ACC,Bill Dooley,A,Illinois,Big Ten,Bob Blackman,W,27,0
1971-09-25,North Carolina,ACC,Bill Dooley,H,Maryland,ACC,Roy Lester,W,35,14
1971-10-02,North Carolina,ACC,Bill Dooley,A,North Carolina State,ACC,Al Michaels,W,27,7
1971-10-09,North Carolina,ACC,Bill Dooley,H,Tulane,Ind,Bennie Ellender,L,29,37
1971-10-16,North Carolina,ACC,Bill Dooley,A,Notre Dame,Ind,Ara Parseghian,L,0,16
1971-10-23,North Carolina,ACC,Bill Dooley,H,Wake Forest,ACC,Cal Stoll,W,7,3
1971-10-30,North Carolina,ACC,Bill Dooley,H,William & Mary,Southern,Lou Holtz,W,36,35
1971-11-06,North Carolina,ACC,Bill Dooley,H,Clemson,ACC,Cecil Ingram,W,26,13
1971-11-13,North Carolina,ACC,Bill Dooley,A,Virginia,ACC,Don Lawrence,W,32,20
1971-11-20,North Carolina,ACC,Bill Dooley,A,Duke,ACC,Mike McGee,W,38,0
1971-12-31,North Carolina,ACC,Bill Dooley,N,Georgia,SEC,Vince Dooley,L,3,7
1971-09-11,Miami (OH),MAC,Bill Mallory,A,Pacific,PCAA,Homer Smith,W,17,10
1971-09-18,Miami (OH),MAC,Bill Mallory,A,Xavier,Ind,Richard Selcer,W,17,7
1971-09-25,Miami (OH),MAC,Bill Mallory,A,Dayton,Ind,John McVay,W,14,0
1971-10-02,Miami (OH),MAC,Bill Mallory,H,Marshall,Ind,Jack Lengyel,W,66,6
1971-10-16,Miami (OH),MAC,Bill Mallory,H,Ohio,MAC,Bill Hess,L,0,3
1971-10-23,Miami (OH),MAC,Bill Mallory,A,Bowling Green State,MAC,Don Nehlen,L,7,33
1971-10-30,Miami (OH),MAC,Bill Mallory,H,Toledo,MAC,Jack Murphy,L,6,45
1971-11-06,Miami (OH),MAC,Bill Mallory,A,Western Michigan,MAC,Bill Doolittle,W,7,6
1971-11-13,Miami (OH),MAC,Bill Mallory,A,Kent State,MAC,Don James,W,30,0
1971-11-20,Miami (OH),MAC,Bill Mallory,H,Cincinnati,Ind,Ray Callahan,W,43,7
1971-09-11,Indiana,Big Ten,John Pont,A,Minnesota,Big Ten,Murray Warmath,L,0,28
1971-09-18,Indiana,Big Ten,John Pont,H,Kentucky,SEC,John Ray,W,26,8
1971-09-25,Indiana,Big Ten,John Pont,A,Baylor,SWC,Bill Beall,L,0,10
1971-10-02,Indiana,Big Ten,John Pont,H,Syracuse,Ind,Ben Schwartzwalder,L,0,7
1971-10-09,Indiana,Big Ten,John Pont,A,Wisconsin,Big Ten,John Jardine,L,29,35
1971-10-16,Indiana,Big Ten,John Pont,H,Ohio State,Big Ten,Woody Hayes,L,7,27
1971-10-23,Indiana,Big Ten,John Pont,H,Northwestern,Big Ten,Alex Agase,L,10,24
1971-10-30,Indiana,Big Ten,John Pont,A,Michigan,Big Ten,Bo Schembechler,L,7,61
1971-11-06,Indiana,Big Ten,John Pont,H,Illinois,Big Ten,Bob Blackman,L,21,22
1971-11-13,Indiana,Big Ten,John Pont,A,Iowa,Big Ten,Frank Lauterbur,W,14,7
1971-11-20,Indiana,Big Ten,John Pont,H,Purdue,Big Ten,Bob DeMoss,W,38,31
1971-09-11,Florida State,Ind,Larry Jones,N,Southern Mississippi,Ind,P.W. Underwood,W,24,9
1971-09-18,Florida State,Ind,Larry Jones,A,Miami (FL),Ind,Fran Curci,W,20,17
1971-09-25,Florida State,Ind,Larry Jones,H,Kansas,Big 8,Don Fambrough,W,30,7
1971-10-02,Florida State,Ind,Larry Jones,A,Virginia Tech,Ind,Charles Coffey,W,17,3
1971-10-09,Florida State,Ind,Larry Jones,H,Mississippi State,SEC,Charles Shira,W,27,9
1971-10-16,Florida State,Ind,Larry Jones,A,Florida,SEC,Doug Dickey,L,15,17
1971-10-23,Florida State,Ind,Larry Jones,H,South Carolina,Ind,Paul Dietzel,W,49,18
1971-10-30,Florida State,Ind,Larry Jones,A,Houston,Ind,Bill Yeoman,L,7,14
1971-11-13,Florida State,Ind,Larry Jones,A,Georgia Tech,Ind,Bud Carson,L,6,12
1971-11-20,Florida State,Ind,Larry Jones,H,Tulsa,MVC,Claude Gibson,W,45,10
1971-11-27,Florida State,Ind,Larry Jones,H,Pitt,Ind,Carl DePasqua,W,31,13
1971-12-27,Florida State,Ind,Larry Jones,A,Arizona State,WAC,Frank Kush,L,38,45
1971-09-18,Iowa State,Big 8,Johnny Majors,H,Idaho,Ind,Don Robbins,W,24,7
1971-09-25,Iowa State,Big 8,Johnny Majors,A,New Mexico,WAC,Rudy Feldman,W,44,20
1971-10-02,Iowa State,Big 8,Johnny Majors,A,Kent State,MAC,Don James,W,17,14
1971-10-09,Iowa State,Big 8,Johnny Majors,H,Colorado,Big 8,Eddie Crowder,L,14,24
1971-10-16,Iowa State,Big 8,Johnny Majors,A,Kansas State,Big 8,Vince Gibson,W,24,0
1971-10-23,Iowa State,Big 8,Johnny Majors,H,Kansas,Big 8,Don Fambrough,W,40,24
1971-10-30,Iowa State,Big 8,Johnny Majors,A,Oklahoma,Big 8,Chuck Fairbanks,L,12,43
1971-11-06,Iowa State,Big 8,Johnny Majors,A,Nebraska,Big 8,Bob Devaney,L,0,37
1971-11-13,Iowa State,Big 8,Johnny Majors,H,Missouri,Big 8,Al Onofrio,W,45,17
1971-11-20,Iowa State,Big 8,Johnny Majors,H,Oklahoma State,Big 8,Floyd Gass,W,54,0
1971-11-27,Iowa State,Big 8,Johnny Majors,A,San Diego State,PCAA,Don Coryell,W,48,31
1971-12-18,Iowa State,Big 8,Johnny Majors,N,LSU,SEC,Charles McClendon,L,15,33
1971-09-11,Cincinnati,Ind,Ray Callahan,A,Dayton,Ind,John McVay,L,3,16
1971-09-18,Cincinnati,Ind,Ray Callahan,H,Kent State,MAC,Don James,W,42,20
1971-09-25,Cincinnati,Ind,Ray Callahan,H,Houston,Ind,Bill Yeoman,L,3,12
1971-10-02,Cincinnati,Ind,Ray Callahan,A,Texas A&M,SWC,Gene Stallings,W,17,0
1971-10-09,Cincinnati,Ind,Ray Callahan,H,Xavier,Ind,Richard Selcer,W,30,7
1971-10-16,Cincinnati,Ind,Ray Callahan,H,Wichita State,MVC,Bob Seaman,W,20,7
1971-10-30,Cincinnati,Ind,Ray Callahan,H,Memphis,MVC,Billy Murphy,L,21,45
1971-11-06,Cincinnati,Ind,Ray Callahan,H,North Texas,MVC,Rod Rust,W,40,7
1971-11-13,Cincinnati,Ind,Ray Callahan,A,Ohio,MAC,Bill Hess,W,23,15
1971-11-20,Cincinnati,Ind,Ray Callahan,A,Miami (OH),MAC,Bill Mallory,L,7,43
1971-11-27,Cincinnati,Ind,Ray Callahan,A,Louisville,MVC,Lee Corso,W,19,16
1971-09-18,Arizona State,WAC,Frank Kush,H,Houston,Ind,Bill Yeoman,W,18,17
1971-09-25,Arizona State,WAC,Frank Kush,A,Utah,WAC,Bill Meek,W,41,21
1971-10-02,Arizona State,WAC,Frank Kush,H,UTEP,WAC,Robert Dobbs,W,24,7
1971-10-09,Arizona State,WAC,Frank Kush,A,Colorado State,WAC,Jerry Wampfler,W,42,0
1971-10-16,Arizona State,WAC,Frank Kush,A,Oregon State,Pac-8,Dee Andros,L,18,24
1971-10-23,Arizona State,WAC,Frank Kush,A,New Mexico,WAC,Rudy Feldman,W,60,28
1971-10-30,Arizona State,WAC,Frank Kush,H,Air Force,Ind,Ben Martin,W,44,28
1971-11-06,Arizona State,WAC,Frank Kush,H,BYU,WAC,Tommy Hudspeth,W,38,13
1971-11-13,Arizona State,WAC,Frank Kush,H,Wyoming,WAC,Fritz Shurmur,W,52,19
1971-11-20,Arizona State,WAC,Frank Kush,A,San Jose State,PCAA,DeWayne King,W,49,6
1971-11-27,Arizona State,WAC,Frank Kush,H,Arizona,WAC,Bob Weber,W,31,0
1971-12-27,Arizona State,WAC,Frank Kush,H,Florida State,Ind,Larry Jones,W,45,38
1971-10-02,Furman,Southern,Robert King,H,Virginia Military Institute,Southern,Bob Thalman,W,14,0
1971-10-16,Furman,Southern,Robert King,H,Davidson,Southern,David Fagg,W,41,6
1971-10-23,Furman,Southern,Robert King,A,Richmond,Southern,Frank Jones,L,0,20
1971-10-30,Furman,Southern,Robert King,A,East Carolina,Southern,Sonny Randle,L,13,26
1971-11-13,Furman,Southern,Robert King,A,Citadel,Southern,Red Parker,L,33,35
1971-09-18,Utah,WAC,Bill Meek,A,Oregon,Pac-8,Jerry Frei,L,29,36
1971-09-25,Utah,WAC,Bill Meek,H,Arizona State,WAC,Frank Kush,L,21,41
1971-10-02,Utah,WAC,Bill Meek,H,Washington State,Pac-8,Jim Sweeney,L,12,34
1971-10-09,Utah,WAC,Bill Meek,A,UTEP,WAC,Robert Dobbs,W,32,10
1971-10-16,Utah,WAC,Bill Meek,H,Colorado State,WAC,Jerry Wampfler,W,42,16
1971-10-23,Utah,WAC,Bill Meek,A,Arizona,WAC,Bob Weber,L,3,14
