Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1901-09-28,Trinity (CT),Ind,Garish Newell,A,Yale,Ind,George Stillman,L,0,23
1901-10-05,Trinity (CT),Ind,Garish Newell,A,Dartmouth,Ind,Walter McCornack,L,0,23
1901-10-12,Trinity (CT),Ind,Garish Newell,A,Army,Ind,Leon Kromer,L,0,17
1901-10-19,Trinity (CT),Ind,Garish Newell,H,Amherst,Ind,Harry Smith,T,0,0
1901-10-30,Trinity (CT),Ind,Garish Newell,A,Tufts,Ind,J.C. Pearson,L,0,21
1901-11-16,Trinity (CT),Ind,Garish Newell,A,Wesleyan (CT),Ind,Bert Wilson,L,0,11
1901-10-05,Dickinson,Ind,Ralph Hutchinson,N,Carlisle,Ind,Pop Warner,L,11,16
1901-10-16,Dickinson,Ind,Ralph Hutchinson,A,Princeton,Ind,,L,0,23
1901-11-02,Dickinson,Ind,Ralph Hutchinson,A,Navy,Ind,,L,6,12
1901-11-23,Dickinson,Ind,Ralph Hutchinson,A,Penn State,Ind,Pop Golden,L,0,12
1901-11-28,Dickinson,Ind,Ralph Hutchinson,A,Lafayette,Ind,Samuel Newton,L,0,29
1901-10-12,Indiana,Western,James Horne,A,Michigan,Western,Fielding Yost,L,0,33
1901-10-26,Indiana,Western,James Horne,H,Purdue,Western,D.M. Balliet,W,11,6
1901-11-02,Indiana,Western,James Horne,H,Illinois,Western,Edgar Holt,L,0,18
1901-11-16,Indiana,Western,James Horne,A,Notre Dame,Ind,Patrick O'Dea,L,5,18
1901-09-28,Yale,Ind,George Stillman,H,Trinity (CT),Ind,Garish Newell,W,23,0
1901-10-02,Yale,Ind,George Stillman,H,Amherst,Ind,Harry Smith,W,6,0
1901-10-05,Yale,Ind,George Stillman,H,Tufts,Ind,J.C. Pearson,W,29,5
1901-10-09,Yale,Ind,George Stillman,H,Wesleyan (CT),Ind,Bert Wilson,W,24,0
1901-10-12,Yale,Ind,George Stillman,A,Navy,Ind,,W,24,0
1901-10-16,Yale,Ind,George Stillman,H,Bowdoin,Ind,,W,45,0
1901-10-19,Yale,Ind,George Stillman,H,Penn State,Ind,Pop Golden,W,22,0
1901-10-22,Yale,Ind,George Stillman,H,Bates,Ind,William Hoag,W,21,0
1901-10-26,Yale,Ind,George Stillman,H,Columbia,Ind,George Sanford,W,10,5
1901-11-02,Yale,Ind,George Stillman,A,Army,Ind,Leon Kromer,T,5,5
1901-11-16,Yale,Ind,George Stillman,H,Princeton,Ind,,W,12,0
1901-11-23,Yale,Ind,George Stillman,A,Harvard,Ind,William Reid,L,0,22
1901-09-28,Iowa State,Ind,,N,Grinnell,Ind,Paul Tratt,T,0,0
1901-10-18,Iowa State,Ind,,A,Iowa,Western,Alden Knipe,L,0,12
1901-10-26,Iowa State,Ind,,A,Nebraska,Ind,Walter Booth,L,0,17
1901-11-02,Iowa State,Ind,,H,Grinnell,Ind,Paul Tratt,L,0,23
1901-11-09,Iowa State,Ind,,A,Wisconsin,Western,Phil King,L,0,45
1901-11-16,Iowa State,Ind,,H,Drake,Ind,,L,5,12
1901-10-05,Carlisle,Ind,Pop Warner,N,Dickinson,Ind,Ralph Hutchinson,W,16,11
1901-10-12,Carlisle,Ind,Pop Warner,N,Bucknell,Ind,George Hoskins,W,6,5
1901-10-19,Carlisle,Ind,Pop Warner,A,Cornell,Ind,Raymond Starbuck,L,0,17
1901-10-26,Carlisle,Ind,Pop Warner,A,Harvard,Ind,William Reid,L,0,29
1901-11-02,Carlisle,Ind,Pop Warner,A,Michigan,Western,Fielding Yost,L,0,22
1901-11-09,Carlisle,Ind,Pop Warner,A,Navy,Ind,,L,5,16
1901-11-16,Carlisle,Ind,Pop Warner,A,Pennsylvania,Ind,George Woodruff,L,14,16
1901-11-28,Carlisle,Ind,Pop Warner,A,Columbia,Ind,George Sanford,L,12,40
1901-09-28,Grinnell,Ind,Paul Tratt,N,Iowa State,Ind,,T,0,0
1901-10-05,Grinnell,Ind,Paul Tratt,A,Drake,Ind,,W,6,5
1901-11-02,Grinnell,Ind,Paul Tratt,A,Iowa State,Ind,,W,23,0
1901-11-16,Grinnell,Ind,Paul Tratt,A,Iowa,Western,Alden Knipe,L,11,17
1901-11-23,Grinnell,Ind,Paul Tratt,A,Drake,Ind,,W,5,0
1901-10-05,Syracuse,Ind,,A,Brown,Ind,Edward Robinson,W,20,0
1901-10-12,Syracuse,Ind,,H,Lafayette,Ind,Samuel Newton,L,0,5
1901-10-26,Syracuse,Ind,,H,Amherst,Ind,Harry Smith,W,28,17
1901-11-09,Syracuse,Ind,,A,Columbia,Ind,George Sanford,W,11,5
1901-11-20,Syracuse,Ind,,H,Vermont,Ind,,W,38,0
1901-10-02,Bowdoin,Ind,,A,Harvard,Ind,William Reid,L,0,12
1901-10-16,Bowdoin,Ind,,A,Yale,Ind,George Stillman,L,0,45
1901-10-26,Bowdoin,Ind,,H,Dartmouth,Ind,Walter McCornack,L,6,35
1901-11-09,Bowdoin,Ind,,H,Bates,Ind,William Hoag,L,0,11
1901-11-16,Bowdoin,Ind,,H,Amherst,Ind,Harry Smith,L,6,29
1901-10-12,Army,Ind,Leon Kromer,H,Trinity (CT),Ind,Garish Newell,W,17,0
1901-10-19,Army,Ind,Leon Kromer,H,Harvard,Ind,William Reid,L,0,6
1901-10-26,Army,Ind,Leon Kromer,H,Williams,Ind,,W,15,0
1901-11-02,Army,Ind,Leon Kromer,H,Yale,Ind,George Stillman,T,5,5
1901-11-09,Army,Ind,Leon Kromer,H,Princeton,Ind,,T,6,6
1901-11-23,Army,Ind,Leon Kromer,H,Pennsylvania,Ind,George Woodruff,W,24,0
1901-11-30,Army,Ind,Leon Kromer,N,Navy,Ind,,W,11,5
1901-10-05,Penn State,Ind,Pop Golden,A,Pennsylvania,Ind,George Woodruff,L,6,23
1901-10-19,Penn State,Ind,Pop Golden,A,Yale,Ind,George Stillman,L,0,22
1901-10-26,Penn State,Ind,Pop Golden,A,Navy,Ind,,W,11,6
1901-11-16,Penn State,Ind,Pop Golden,N,Lehigh,Ind,J.W.H. Pollard,W,38,0
1901-11-23,Penn State,Ind,Pop Golden,H,Dickinson,Ind,Ralph Hutchinson,W,12,0
1901-09-28,Wesleyan (CT),Ind,Bert Wilson,A,Tufts,Ind,J.C. Pearson,L,0,5
1901-10-09,Wesleyan (CT),Ind,Bert Wilson,A,Yale,Ind,George Stillman,L,0,24
1901-10-12,Wesleyan (CT),Ind,Bert Wilson,A,Massachusetts,Ind,James Halligan,L,0,6
1901-10-16,Wesleyan (CT),Ind,Bert Wilson,A,Harvard,Ind,William Reid,L,0,16
1901-10-26,Wesleyan (CT),Ind,Bert Wilson,H,Vermont,Ind,,T,0,0
1901-11-02,Wesleyan (CT),Ind,Bert Wilson,A,Dartmouth,Ind,Walter McCornack,L,12,29
1901-11-09,Wesleyan (CT),Ind,Bert Wilson,A,Williams,Ind,,L,5,11
1901-11-16,Wesleyan (CT),Ind,Bert Wilson,H,Trinity (CT),Ind,Garish Newell,W,11,0
1901-11-23,Wesleyan (CT),Ind,Bert Wilson,A,Amherst,Ind,Harry Smith,W,15,11
1901-10-05,Dartmouth,Ind,Walter McCornack,H,Trinity (CT),Ind,Garish Newell,W,23,0
1901-10-09,Dartmouth,Ind,Walter McCornack,H,Boston College,Ind,John Dunlop,W,45,0
1901-10-12,Dartmouth,Ind,Walter McCornack,H,Tufts,Ind,J.C. Pearson,W,22,0
1901-10-19,Dartmouth,Ind,Walter McCornack,A,Williams,Ind,,W,6,2
1901-10-26,Dartmouth,Ind,Walter McCornack,A,Bowdoin,Ind,,W,35,6
1901-11-02,Dartmouth,Ind,Walter McCornack,H,Wesleyan (CT),Ind,Bert Wilson,W,29,12
1901-11-09,Dartmouth,Ind,Walter McCornack,H,Vermont,Ind,,W,22,0
1901-11-16,Dartmouth,Ind,Walter McCornack,A,Harvard,Ind,William Reid,L,12,27
1901-11-27,Dartmouth,Ind,Walter McCornack,A,Brown,Ind,Edward Robinson,W,22,0
1901-10-09,Princeton,Ind,,H,Lehigh,Ind,J.W.H. Pollard,W,35,0
1901-10-16,Princeton,Ind,,H,Dickinson,Ind,Ralph Hutchinson,W,23,0
1901-10-19,Princeton,Ind,,H,Brown,Ind,Edward Robinson,W,35,0
1901-10-26,Princeton,Ind,,H,Lafayette,Ind,Samuel Newton,W,6,0
1901-11-02,Princeton,Ind,,A,Cornell,Ind,Raymond Starbuck,W,8,6
1901-11-09,Princeton,Ind,,A,Army,Ind,Leon Kromer,T,6,6
