Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1949-09-24,North Carolina,Southern,Carl Snavely,H,North Carolina State,Southern,Beattie Feathers,W,26,6
1949-10-01,North Carolina,Southern,Carl Snavely,H,Georgia,SEC,Wallace Butts,W,21,14
1949-10-08,North Carolina,Southern,Carl Snavely,A,South Carolina,Southern,Rex Enright,W,28,13
1949-10-15,North Carolina,Southern,Carl Snavely,H,Wake Forest,Southern,D.C. Walker,W,28,14
1949-10-22,North Carolina,Southern,Carl Snavely,A,LSU,SEC,Gaynell Tinsley,L,7,13
1949-10-29,North Carolina,Southern,Carl Snavely,H,Tennessee,SEC,Bob Neyland,L,6,35
1949-11-05,North Carolina,Southern,Carl Snavely,A,William & Mary,Southern,Rube McCray,W,20,14
1949-11-12,North Carolina,Southern,Carl Snavely,N,Notre Dame,Ind,Frank Leahy,L,6,42
1949-11-19,North Carolina,Southern,Carl Snavely,A,Duke,Southern,Wallace Wade,W,21,20
1949-11-26,North Carolina,Southern,Carl Snavely,H,Virginia,Ind,Arthur Guepe,W,14,7
1950-01-02,North Carolina,Southern,Carl Snavely,N,Rice,SWC,Jess Neely,L,13,27
1949-09-24,Indiana,Western,Clyde Smith,A,Notre Dame,Ind,Frank Leahy,L,6,49
1949-10-01,Indiana,Western,Clyde Smith,A,Ohio State,Western,Wesley Fesler,L,7,46
1949-10-08,Indiana,Western,Clyde Smith,H,Texas Christian,SWC,Dutch Meyer,L,6,13
1949-10-15,Indiana,Western,Clyde Smith,A,Iowa,Western,Edward Anderson,L,9,35
1949-10-22,Indiana,Western,Clyde Smith,H,Pitt,Ind,Walter Milligan,W,48,14
1949-10-29,Indiana,Western,Clyde Smith,H,Wisconsin,Western,Ivy Williamson,L,14,30
1949-11-05,Indiana,Western,Clyde Smith,A,Illinois,Western,Ray Eliot,L,14,33
1949-11-12,Indiana,Western,Clyde Smith,A,Michigan,Western,Bennie Oosterbaan,L,7,20
1949-11-19,Indiana,Western,Clyde Smith,H,Purdue,Western,Stuart Holcomb,L,6,14
1949-09-24,Iowa State,Big 7,Abe Stuber,A,Illinois,Western,Ray Eliot,T,20,20
1949-10-01,Iowa State,Big 7,Abe Stuber,A,Kansas,Big 7,Jules Sikes,W,19,6
1949-10-08,Iowa State,Big 7,Abe Stuber,A,Colorado,Big 7,Dallas Ward,W,13,6
1949-10-15,Iowa State,Big 7,Abe Stuber,H,Kansas State,Big 7,Ralph Graham,W,25,21
1949-10-22,Iowa State,Big 7,Abe Stuber,H,Missouri,Big 7,Don Faurot,L,0,32
1949-10-29,Iowa State,Big 7,Abe Stuber,A,Oklahoma,Big 7,Bud Wilkinson,L,7,34
1949-11-05,Iowa State,Big 7,Abe Stuber,A,Drake,MVC,Warren Gaer,W,21,8
1949-11-12,Iowa State,Big 7,Abe Stuber,H,Nebraska,Big 7,William Glassford,L,0,7
1949-10-22,Fordham,Ind,Edward Danowski,H,Syracuse,Ind,Ben Schwartzwalder,W,47,21
1949-10-29,Fordham,Ind,Edward Danowski,H,Georgetown,Ind,Bob Margarita,W,42,0
1949-11-05,Fordham,Ind,Edward Danowski,A,Army,Ind,Red Blaik,L,0,35
1949-11-12,Fordham,Ind,Edward Danowski,A,Boston College,Ind,Denny Myers,L,12,20
1949-11-19,Fordham,Ind,Edward Danowski,A,Rutgers,Ind,Harvey Harman,L,14,35
1949-11-26,Fordham,Ind,Edward Danowski,N,New York University,Ind,Hook Mylin,W,34,6
1949-10-01,Arizona State,BIAA,Edward Doherty,A,Hardin-Simmons,BIAA,Warren Woodson,L,13,34
