Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1946-09-28,North Carolina,Southern,Carl Snavely,H,Virginia Tech,Southern,Jimmy Kitts,T,14,14
1946-10-04,North Carolina,Southern,Carl Snavely,A,Miami (FL),Ind,Jack Harding,W,21,0
1946-10-12,North Carolina,Southern,Carl Snavely,H,Maryland,Southern,Clark Shaughnessy,W,33,0
1946-10-19,North Carolina,Southern,Carl Snavely,A,Navy,Ind,Thomas Hamilton,W,21,14
1946-10-26,North Carolina,Southern,Carl Snavely,H,Florida,SEC,Raymond Wolf,W,40,19
1946-11-02,North Carolina,Southern,Carl Snavely,A,Tennessee,SEC,Bob Neyland,L,14,20
1946-11-09,North Carolina,Southern,Carl Snavely,N,William & Mary,Southern,Rube McCray,W,21,7
1946-11-16,North Carolina,Southern,Carl Snavely,H,Wake Forest,Southern,D.C. Walker,W,26,14
1946-11-23,North Carolina,Southern,Carl Snavely,H,Duke,Southern,Wallace Wade,W,22,7
1946-11-30,North Carolina,Southern,Carl Snavely,A,Virginia,Ind,Arthur Guepe,W,49,14
1947-01-01,North Carolina,Southern,Carl Snavely,N,Georgia,SEC,Wallace Butts,L,10,20
1946-09-28,Indiana,Western,Bo McMillin,A,Michigan,Western,Fritz Crisler,L,0,21
1946-10-05,Indiana,Western,Bo McMillin,A,Minnesota,Western,Bernie Bierman,W,21,0
1946-10-12,Indiana,Western,Bo McMillin,H,Illinois,Western,Ray Eliot,W,14,7
1946-10-19,Indiana,Western,Bo McMillin,H,Iowa,Western,Edward Anderson,L,0,13
1946-10-26,Indiana,Western,Bo McMillin,A,Nebraska,Big 6,Bernie Masterson,W,27,7
1946-11-02,Indiana,Western,Bo McMillin,H,Pitt,Ind,Wesley Fesler,W,20,6
1946-11-09,Indiana,Western,Bo McMillin,A,Northwestern,Western,Pappy Waldorf,W,7,6
1946-11-23,Indiana,Western,Bo McMillin,A,Purdue,Western,Cecil Isbell,W,34,20
1946-09-21,Iowa State,Big 6,Mike Michalske,A,Colorado,MSAC,Jim Yeager,L,7,13
1946-09-28,Iowa State,Big 6,Mike Michalske,A,Northwestern,Western,Pappy Waldorf,L,9,41
1946-10-12,Iowa State,Big 6,Mike Michalske,H,Kansas,Big 6,George Sauer,L,8,24
1946-10-19,Iowa State,Big 6,Mike Michalske,A,Missouri,Big 6,Don Faurot,L,13,33
1946-10-26,Iowa State,Big 6,Mike Michalske,H,Oklahoma,Big 6,Jim Tatum,L,0,63
1946-11-02,Iowa State,Big 6,Mike Michalske,A,Kansas State,Big 6,Hobbs Adams,W,13,7
1946-11-09,Iowa State,Big 6,Mike Michalske,H,Drake,MVC,Vee Green,T,7,7
1946-11-16,Iowa State,Big 6,Mike Michalske,A,Nebraska,Big 6,Bernie Masterson,L,0,33
1946-10-11,Fordham,Ind,Edward Danowski,A,Georgetown,Ind,Jack Hagerty,L,7,8
1946-10-19,Fordham,Ind,Edward Danowski,H,Saint Mary's (CA),Ind,James Phelan,L,2,33
1946-10-26,Fordham,Ind,Edward Danowski,A,Merchant Marine,Ind,Bill Reinhart,L,6,7
1946-11-02,Fordham,Ind,Edward Danowski,A,Penn State,Ind,Bob Higgins,L,0,68
1946-11-09,Fordham,Ind,Edward Danowski,A,West Virginia,Ind,Bill Kern,L,0,39
1946-11-16,Fordham,Ind,Edward Danowski,N,New York University,Ind,John Weinheimer,L,28,33
1946-11-22,Fordham,Ind,Edward Danowski,A,LSU,SEC,Bernie Moore,L,0,40
1946-09-28,Arizona State,BIAA,Steve Coutchie,A,Arizona,BIAA,Miles Casteel,L,0,67
1946-10-12,Arizona State,BIAA,Steve Coutchie,A,Nevada,Ind,Jim Aiken,L,2,74
1946-10-19,Arizona State,BIAA,Steve Coutchie,H,Portland,Ind,,L,0,13
1946-10-26,Arizona State,BIAA,Steve Coutchie,A,Hardin-Simmons,BIAA,Warren Woodson,L,6,46
1946-11-02,Arizona State,BIAA,Steve Coutchie,A,New Mexico State,BIAA,Raymond Curfman,W,14,7
1946-11-09,Arizona State,BIAA,Steve Coutchie,H,UTEP,BIAA,Jack Curtice,L,20,34
1946-11-16,Arizona State,BIAA,Steve Coutchie,H,Northern Arizona,BIAA,Frank Brickey,T,13,13
1946-11-23,Arizona State,BIAA,Steve Coutchie,H,West Texas A&M,BIAA,Windy Nicklaus,L,0,7
