Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1994-09-03,North Carolina,ACC,Mack Brown,H,Texas Christian,SWC,Pat Sullivan,W,27,17
1994-09-17,North Carolina,ACC,Mack Brown,H,Tulane,Ind,Buddy Teevens,W,49,0
1994-09-24,North Carolina,ACC,Mack Brown,A,Florida State,ACC,Bobby Bowden,L,18,31
1994-10-01,North Carolina,ACC,Mack Brown,A,SMU,SWC,Tom Rossley,W,28,24
1994-10-08,North Carolina,ACC,Mack Brown,H,Georgia Tech,ACC,George O'Leary,W,31,24
1994-10-15,North Carolina,ACC,Mack Brown,H,Maryland,ACC,Mark Duffner,W,41,17
1994-10-22,North Carolina,ACC,Mack Brown,A,Virginia,ACC,George Welsh,L,10,34
1994-10-29,North Carolina,ACC,Mack Brown,H,North Carolina State,ACC,Mike O'Cain,W,31,17
1994-11-05,North Carolina,ACC,Mack Brown,H,Clemson,ACC,Tommy West,L,17,28
1994-11-12,North Carolina,ACC,Mack Brown,A,Wake Forest,ACC,Jim Caldwell,W,50,0
1994-11-19,North Carolina,ACC,Mack Brown,A,Duke,ACC,Fred Goldsmith,W,41,40
1994-12-30,North Carolina,ACC,Mack Brown,N,Texas,SWC,John Mackovic,L,31,35
1994-09-03,Miami (OH),MAC,Randy Walker,H,Western Michigan,MAC,Al Molde,L,25,28
1994-09-10,Miami (OH),MAC,Randy Walker,A,Indiana,Big Ten,Bill Mallory,L,14,35
1994-09-17,Miami (OH),MAC,Randy Walker,H,Cincinnati,Ind,Rick Minter,T,17,17
1994-09-24,Miami (OH),MAC,Randy Walker,A,Michigan State,Big Ten,George Perles,L,10,45
1994-10-01,Miami (OH),MAC,Randy Walker,A,Eastern Michigan,MAC,Ron Cooper,W,21,17
1994-10-08,Miami (OH),MAC,Randy Walker,H,Akron,MAC,Gerry Faust,W,50,14
1994-10-15,Miami (OH),MAC,Randy Walker,A,Ohio,MAC,Tom Lichtenberg,W,31,10
1994-10-22,Miami (OH),MAC,Randy Walker,A,Central Michigan,MAC,Dick Flynn,L,30,32
1994-10-29,Miami (OH),MAC,Randy Walker,A,Bowling Green State,MAC,Gary Blackney,L,16,27
1994-11-05,Miami (OH),MAC,Randy Walker,H,Ball State,MAC,Paul Schudel,W,24,21
1994-11-12,Miami (OH),MAC,Randy Walker,H,Kent State,MAC,Jim Corrigall,W,24,14
1994-09-03,Indiana,Big Ten,Bill Mallory,H,Cincinnati,Ind,Rick Minter,W,28,3
1994-09-10,Indiana,Big Ten,Bill Mallory,H,Miami (OH),MAC,Randy Walker,W,35,14
1994-09-17,Indiana,Big Ten,Bill Mallory,A,Kentucky,SEC,Bill Curry,W,59,29
1994-09-24,Indiana,Big Ten,Bill Mallory,A,Wisconsin,Big Ten,Barry Alvarez,L,13,62
1994-10-01,Indiana,Big Ten,Bill Mallory,H,Minnesota,Big Ten,Jim Wacker,W,25,14
1994-10-08,Indiana,Big Ten,Bill Mallory,A,Iowa,Big Ten,Hayden Fry,W,27,20
1994-10-22,Indiana,Big Ten,Bill Mallory,H,Northwestern,Big Ten,Gary Barnett,L,7,20
1994-10-29,Indiana,Big Ten,Bill Mallory,A,Michigan State,Big Ten,George Perles,L,21,27
1994-11-05,Indiana,Big Ten,Bill Mallory,H,Penn State,Big Ten,Joe Paterno,L,29,35
1994-11-12,Indiana,Big Ten,Bill Mallory,H,Ohio State,Big Ten,John Cooper,L,17,32
1994-11-19,Indiana,Big Ten,Bill Mallory,A,Purdue,Big Ten,Jim Colletto,W,33,29
1994-09-03,Florida State,ACC,Bobby Bowden,H,Virginia,ACC,George Welsh,W,41,17
1994-09-10,Florida State,ACC,Bobby Bowden,A,Maryland,ACC,Mark Duffner,W,52,20
1994-09-17,Florida State,ACC,Bobby Bowden,A,Wake Forest,ACC,Jim Caldwell,W,56,14
1994-09-24,Florida State,ACC,Bobby Bowden,H,North Carolina,ACC,Mack Brown,W,31,18
1994-10-08,Florida State,ACC,Bobby Bowden,A,Miami (FL),Big East,Dennis Erickson,L,20,34
1994-10-22,Florida State,ACC,Bobby Bowden,H,Clemson,ACC,Tommy West,W,17,0
1994-10-29,Florida State,ACC,Bobby Bowden,H,Duke,ACC,Fred Goldsmith,W,59,20
1994-11-05,Florida State,ACC,Bobby Bowden,A,Georgia Tech,ACC,George O'Leary,W,41,10
1994-11-12,Florida State,ACC,Bobby Bowden,H,Notre Dame,Ind,Lou Holtz,W,23,16
1994-11-19,Florida State,ACC,Bobby Bowden,A,North Carolina State,ACC,Mike O'Cain,W,34,3
1994-11-26,Florida State,ACC,Bobby Bowden,H,Florida,SEC,Steve Spurrier,T,31,31
1995-01-02,Florida State,ACC,Bobby Bowden,N,Florida,SEC,Steve Spurrier,W,23,17
1994-09-10,Iowa State,Big 8,Jim Walden,A,Iowa,Big Ten,Hayden Fry,L,9,37
1994-09-17,Iowa State,Big 8,Jim Walden,H,Western Michigan,MAC,Al Molde,L,19,23
1994-09-24,Iowa State,Big 8,Jim Walden,H,Rice,SWC,Ken Hatfield,L,18,28
1994-10-01,Iowa State,Big 8,Jim Walden,A,Oklahoma,Big 8,Gary Gibbs,L,6,34
1994-10-15,Iowa State,Big 8,Jim Walden,H,Kansas,Big 8,Glen Mason,L,23,41
1994-10-22,Iowa State,Big 8,Jim Walden,A,Oklahoma State,Big 8,Pat Jones,T,31,31
1994-10-29,Iowa State,Big 8,Jim Walden,H,Missouri,Big 8,Larry Smith,L,20,34
1994-11-05,Iowa State,Big 8,Jim Walden,A,Kansas State,Big 8,Bill Snyder,L,20,38
1994-11-12,Iowa State,Big 8,Jim Walden,H,Nebraska,Big 8,Tom Osborne,L,12,28
1994-11-19,Iowa State,Big 8,Jim Walden,A,Colorado,Big 8,Bill McCartney,L,20,41
1994-09-03,Cincinnati,Ind,Rick Minter,A,Indiana,Big Ten,Bill Mallory,L,3,28
1994-09-10,Cincinnati,Ind,Rick Minter,H,Syracuse,Big East,Paul Pasqualoni,L,19,34
1994-09-17,Cincinnati,Ind,Rick Minter,A,Miami (OH),MAC,Randy Walker,T,17,17
1994-10-01,Cincinnati,Ind,Rick Minter,H,Bowling Green State,MAC,Gary Blackney,L,0,38
1994-10-08,Cincinnati,Ind,Rick Minter,H,Vanderbilt,SEC,Gerry DiNardo,L,24,34
1994-10-15,Cincinnati,Ind,Rick Minter,A,Rutgers,Big East,Doug Graber,L,9,14
1994-10-22,Cincinnati,Ind,Rick Minter,A,Memphis,Ind,Chuck Stobart,L,3,26
1994-10-29,Cincinnati,Ind,Rick Minter,A,East Carolina,Ind,Steve Logan,L,21,35
1994-11-12,Cincinnati,Ind,Rick Minter,A,Wisconsin,Big Ten,Barry Alvarez,L,7,38
1994-11-19,Cincinnati,Ind,Rick Minter,H,Tulsa,Ind,David Rader,W,28,13
1994-09-03,Arizona State,Pac-10,Bruce Snyder,H,Oregon State,Pac-10,Jerry Pettibone,W,22,16
1994-09-10,Arizona State,Pac-10,Bruce Snyder,H,Miami (FL),Big East,Dennis Erickson,L,10,47
1994-09-17,Arizona State,Pac-10,Bruce Snyder,H,Louisville,Ind,Howard Schnellenberger,L,22,25
1994-09-24,Arizona State,Pac-10,Bruce Snyder,A,California,Pac-10,Keith Gilbertson,L,21,25
1994-10-08,Arizona State,Pac-10,Bruce Snyder,H,Stanford,Pac-10,Bill Walsh,W,36,35
1994-10-15,Arizona State,Pac-10,Bruce Snyder,A,Washington,Pac-10,Jim Lambright,L,14,35
1994-10-22,Arizona State,Pac-10,Bruce Snyder,H,Washington State,Pac-10,Mike Price,L,21,28
1994-10-29,Arizona State,Pac-10,Bruce Snyder,A,BYU,WAC,LaVell Edwards,W,36,15
1994-11-05,Arizona State,Pac-10,Bruce Snyder,A,Oregon,Pac-10,Rich Brooks,L,10,34
1994-11-12,Arizona State,Pac-10,Bruce Snyder,H,UCLA,Pac-10,Terry Donahue,L,23,59
1994-11-25,Arizona State,Pac-10,Bruce Snyder,A,Arizona,Pac-10,Dick Tomey,L,27,28
1994-09-03,Utah,WAC,Ron McBride,A,Utah State,Big West,Charlie Weatherbie,W,32,17
1994-09-17,Utah,WAC,Ron McBride,A,Oregon,Pac-10,Rich Brooks,W,34,16
1994-09-24,Utah,WAC,Ron McBride,H,Wyoming,WAC,Joe Tiller,W,41,7
1994-10-08,Utah,WAC,Ron McBride,A,San Diego State,WAC,Ted Tollner,W,38,22
1994-10-15,Utah,WAC,Ron McBride,H,Hawaii,WAC,Bob Wagner,W,14,3
1994-10-22,Utah,WAC,Ron McBride,A,Colorado State,WAC,Sonny Lubick,W,45,31
1994-10-29,Utah,WAC,Ron McBride,H,UTEP,WAC,Charlie Bailey,W,52,7
1994-11-05,Utah,WAC,Ron McBride,A,New Mexico,WAC,Dennis Franchione,L,21,23
1994-11-12,Utah,WAC,Ron McBride,A,Air Force,WAC,Fisher DeBerry,L,33,40
1994-11-19,Utah,WAC,Ron McBride,H,BYU,WAC,LaVell Edwards,W,34,31
1994-12-27,Utah,WAC,Ron McBride,N,Arizona,Pac-10,Dick Tomey,W,16,13
1994-09-03,Syracuse,Big East,Paul Pasqualoni,H,Oklahoma,Big 8,Gary Gibbs,L,29,30
1994-09-10,Syracuse,Big East,Paul Pasqualoni,A,Cincinnati,Ind,Rick Minter,W,34,19
1994-09-17,Syracuse,Big East,Paul Pasqualoni,H,Rutgers,Big East,Doug Graber,W,37,36
1994-09-24,Syracuse,Big East,Paul Pasqualoni,A,East Carolina,Ind,Steve Logan,W,21,18
1994-10-01,Syracuse,Big East,Paul Pasqualoni,H,Virginia Tech,Big East,Frank Beamer,W,28,20
1994-10-08,Syracuse,Big East,Paul Pasqualoni,H,Pitt,Big East,Johnny Majors,W,31,7
1994-10-22,Syracuse,Big East,Paul Pasqualoni,A,Temple,Big East,Ron Dickerson,W,49,42
1994-11-05,Syracuse,Big East,Paul Pasqualoni,H,Miami (FL),Big East,Dennis Erickson,L,6,27
1994-11-12,Syracuse,Big East,Paul Pasqualoni,A,Boston College,Big East,Dan Henning,L,0,31
1994-11-19,Syracuse,Big East,Paul Pasqualoni,H,Maryland,ACC,Mark Duffner,W,21,16
1994-11-24,Syracuse,Big East,Paul Pasqualoni,A,West Virginia,Big East,Don Nehlen,L,0,13
1994-09-01,Arizona,Pac-10,Dick Tomey,A,Georgia Tech,ACC,George O'Leary,W,19,14
1994-09-10,Arizona,Pac-10,Dick Tomey,H,New Mexico State,Big West,Jim Hess,W,44,0
1994-09-24,Arizona,Pac-10,Dick Tomey,A,Stanford,Pac-10,Bill Walsh,W,34,10
1994-10-01,Arizona,Pac-10,Dick Tomey,H,Oregon State,Pac-10,Jerry Pettibone,W,30,10
1994-10-08,Arizona,Pac-10,Dick Tomey,H,Colorado State,WAC,Sonny Lubick,L,16,21
1994-10-15,Arizona,Pac-10,Dick Tomey,A,Washington State,Pac-10,Mike Price,W,10,7
1994-10-22,Arizona,Pac-10,Dick Tomey,H,UCLA,Pac-10,Terry Donahue,W,34,24
