Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1930-09-27,North Carolina,Southern,Chuck Collins,H,Wake Forest,Ind,F.S. Miller,W,13,7
1930-10-04,North Carolina,Southern,Chuck Collins,A,Virginia Tech,Southern,O.E. Neale,W,39,21
1930-10-11,North Carolina,Southern,Chuck Collins,H,Maryland,Southern,Curley Byrd,W,28,21
1930-10-18,North Carolina,Southern,Chuck Collins,A,Georgia,Southern,Harry Mehre,L,0,26
1930-10-25,North Carolina,Southern,Chuck Collins,A,Tennessee,Southern,Bob Neyland,L,7,9
1930-11-01,North Carolina,Southern,Chuck Collins,H,Georgia Tech,Southern,William Alexander,T,6,6
1930-11-07,North Carolina,Southern,Chuck Collins,H,North Carolina State,Southern,John Van Liew,W,13,6
1930-11-15,North Carolina,Southern,Chuck Collins,A,Davidson,Ind,Monk Younger,L,6,7
1930-11-27,North Carolina,Southern,Chuck Collins,A,Virginia,Southern,Earl Abell,W,41,0
1930-12-06,North Carolina,Southern,Chuck Collins,H,Duke,Southern,Jimmy DeHart,T,0,0
1930-10-04,Indiana,Western,Pat Page,A,Ohio State,Western,Sam Willaman,L,0,23
1930-10-11,Indiana,Western,Pat Page,H,Oklahoma State,MVC,Pappy Waldorf,T,7,7
1930-10-18,Indiana,Western,Pat Page,A,Minnesota,Western,Fritz Crisler,L,0,6
1930-10-25,Indiana,Western,Pat Page,A,SMU,SWC,Ray Morrison,L,0,27
1930-11-01,Indiana,Western,Pat Page,A,Notre Dame,Ind,Knute Rockne,L,0,27
1930-11-08,Indiana,Western,Pat Page,H,Northwestern,Western,Dick Hanley,L,0,25
1930-11-22,Indiana,Western,Pat Page,A,Purdue,Western,Noble Kizer,W,7,6
1930-10-04,Iowa State,Big 6,C. Noel Workman,A,Illinois,Western,Robert Zuppke,L,0,7
1930-10-18,Iowa State,Big 6,C. Noel Workman,H,Nebraska,Big 6,Dana Bible,L,12,14
1930-10-25,Iowa State,Big 6,C. Noel Workman,A,Kansas,Big 6,Bill Hargiss,L,6,20
1930-11-01,Iowa State,Big 6,C. Noel Workman,H,Oklahoma,Big 6,Adrian Lindsey,L,13,19
1930-11-08,Iowa State,Big 6,C. Noel Workman,A,Missouri,Big 6,Gwinn Henry,L,0,14
1930-11-15,Iowa State,Big 6,C. Noel Workman,H,Kansas State,Big 6,Bo McMillin,L,0,13
1930-11-22,Iowa State,Big 6,C. Noel Workman,A,Drake,MVC,Ossie Solem,L,19,20
1930-12-06,Iowa State,Big 6,C. Noel Workman,A,Rice,SWC,Jack Meagher,L,7,14
1930-10-25,Fordham,Ind,Frank Cavanaugh,N,New York University,Ind,,W,7,0
1930-11-01,Fordham,Ind,Frank Cavanaugh,H,West Virginia,Ind,Rat Rogers,W,18,2
1930-11-08,Fordham,Ind,Frank Cavanaugh,A,Detroit Mercy,Ind,Gus Dorais,W,13,7
1930-11-15,Fordham,Ind,Frank Cavanaugh,H,Saint Mary's (CA),Ind,Slip Madigan,L,12,20
1930-11-22,Fordham,Ind,Frank Cavanaugh,H,Bucknell,Ind,Carl Snavely,W,12,0
1930-10-04,Utah,RMC,Ike Armstrong,H,Wyoming,RMC,John Rhodes,W,72,0
1930-10-18,Utah,RMC,Ike Armstrong,H,Brigham Young,RMC,Ott Romney,W,34,7
