Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1926-09-25,North Carolina,Southern,Chuck Collins,A,Wake Forest,Ind,James Baldwin,L,0,13
1926-10-02,North Carolina,Southern,Chuck Collins,A,Tennessee,Southern,Bob Neyland,L,0,34
1926-10-09,North Carolina,Southern,Chuck Collins,H,South Carolina,Southern,Branch Bocock,W,7,0
1926-10-16,North Carolina,Southern,Chuck Collins,H,Duke,Ind,Jimmy DeHart,W,6,0
1926-10-23,North Carolina,Southern,Chuck Collins,A,Maryland,Southern,Curley Byrd,L,6,14
1926-10-30,North Carolina,Southern,Chuck Collins,H,North Carolina State,Southern,Gus Tebell,W,12,0
1926-11-06,North Carolina,Southern,Chuck Collins,H,Virginia Military Institute,Southern,,W,28,0
1926-11-13,North Carolina,Southern,Chuck Collins,A,Davidson,Ind,Monk Younger,L,0,10
1926-11-23,North Carolina,Southern,Chuck Collins,A,Virginia,Southern,Greasy Neale,L,0,3
1926-10-09,Indiana,Western,Pat Page,H,Kentucky,Southern,Fred Murphy,W,14,6
1926-10-16,Indiana,Western,Pat Page,A,Northwestern,Western,Glenn Thistlethwaite,L,0,20
1926-10-23,Indiana,Western,Pat Page,A,Wisconsin,Western,George Little,L,2,27
1926-10-30,Indiana,Western,Pat Page,H,Northwestern,Western,Glenn Thistlethwaite,L,0,21
1926-11-06,Indiana,Western,Pat Page,A,Notre Dame,Ind,Knute Rockne,L,0,26
1926-11-13,Indiana,Western,Pat Page,H,Mississippi State,Southern,Bernie Bierman,W,19,6
1926-11-20,Indiana,Western,Pat Page,A,Purdue,Western,James Phelan,L,14,24
1926-10-04,Iowa State,MVIAA,,A,Washington (MO),MVIAA,Bob Higgins,W,6,0
1926-10-09,Iowa State,MVIAA,,H,Oklahoma State,MVIAA,John Maulbetsch,L,0,13
1926-10-16,Iowa State,MVIAA,,A,Grinnell,MVIAA,Mike Hyland,T,0,0
1926-10-23,Iowa State,MVIAA,,H,Missouri,MVIAA,Gwinn Henry,L,3,7
1926-10-30,Iowa State,MVIAA,,A,Nebraska,MVIAA,Ernest Bearg,L,6,31
1926-11-13,Iowa State,MVIAA,,H,Drake,MVIAA,Ossie Solem,W,13,7
1926-11-20,Iowa State,MVIAA,,A,Kansas State,MVIAA,Charlie Bachman,W,3,2
1926-10-02,Furman,Ind,,A,North Carolina State,Southern,Gus Tebell,W,31,0
1926-10-09,Furman,Ind,,H,Wake Forest,Ind,James Baldwin,W,10,0
1926-10-16,Furman,Ind,,A,Georgia,Southern,George Woodruff,W,14,7
1926-10-23,Furman,Ind,,H,Presbyterian,Ind,Walter Johnson,W,13,7
1926-11-13,Furman,Ind,,A,South Carolina,Southern,Branch Bocock,W,10,7
1926-11-20,Furman,Ind,,A,Citadel,Ind,Carl Prause,W,7,0
1926-11-25,Furman,Ind,,H,Clemson,Southern,Bob Williams,W,30,0
1926-10-23,Utah,RMC,Ike Armstrong,A,Colorado,RMC,Myron Witham,W,37,3
1926-10-30,Utah,RMC,Ike Armstrong,H,Colorado State,RMC,Harry Hughes,W,10,6
