Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1953-09-26,North Carolina,ACC,George Barclay,H,North Carolina State,ACC,Horace Hendrickson,W,29,7
1953-10-03,North Carolina,ACC,George Barclay,H,Washington & Lee,Southern,Carl Wise,W,39,0
1953-10-10,North Carolina,ACC,George Barclay,A,Wake Forest,ACC,Tom Rogers,W,18,13
1953-10-17,North Carolina,ACC,George Barclay,H,Maryland,ACC,Jim Tatum,L,0,26
1953-10-24,North Carolina,ACC,George Barclay,A,Georgia,SEC,Wallace Butts,L,14,27
1953-10-31,North Carolina,ACC,George Barclay,H,Tennessee,SEC,Harvey Robinson,L,6,20
1953-11-07,North Carolina,ACC,George Barclay,A,South Carolina,ACC,Rex Enright,L,0,18
1953-11-14,North Carolina,ACC,George Barclay,H,Notre Dame,Ind,Frank Leahy,L,14,34
1953-11-21,North Carolina,ACC,George Barclay,A,Virginia,Ind,Ned McDonald,W,33,7
1953-11-28,North Carolina,ACC,George Barclay,A,Duke,ACC,Bill Murray,L,20,35
1953-09-26,Indiana,Big Ten,Bernie Crimmins,A,Ohio State,Big Ten,Woody Hayes,L,12,36
1953-10-02,Indiana,Big Ten,Bernie Crimmins,A,USC,PCC,Jess Hill,L,14,27
1953-10-10,Indiana,Big Ten,Bernie Crimmins,H,Marquette,Ind,Liz Blackbourn,W,21,20
1953-10-17,Indiana,Big Ten,Bernie Crimmins,A,Michigan State,Big Ten,Biggie Munn,L,18,47
1953-10-24,Indiana,Big Ten,Bernie Crimmins,A,Iowa,Big Ten,Forest Evashevski,L,13,19
1953-10-31,Indiana,Big Ten,Bernie Crimmins,H,Missouri,Big 7,Don Faurot,L,7,14
1953-11-07,Indiana,Big Ten,Bernie Crimmins,A,Minnesota,Big Ten,Wesley Fesler,L,20,28
1953-11-14,Indiana,Big Ten,Bernie Crimmins,H,Northwestern,Big Ten,Robert Voigts,W,14,6
1953-11-21,Indiana,Big Ten,Bernie Crimmins,H,Purdue,Big Ten,Stuart Holcomb,L,0,30
1953-09-26,Iowa State,Big 7,Abe Stuber,A,Northwestern,Big Ten,Robert Voigts,L,0,35
1953-10-03,Iowa State,Big 7,Abe Stuber,A,Kansas,Big 7,Jules Sikes,L,0,23
1953-10-10,Iowa State,Big 7,Abe Stuber,H,Kansas State,Big 7,Bill Meek,L,12,20
1953-10-17,Iowa State,Big 7,Abe Stuber,H,Missouri,Big 7,Don Faurot,W,13,6
1953-10-24,Iowa State,Big 7,Abe Stuber,A,Drake,Ind,Warren Gaer,L,7,12
1953-10-31,Iowa State,Big 7,Abe Stuber,A,Colorado,Big 7,Dallas Ward,L,34,41
1953-11-07,Iowa State,Big 7,Abe Stuber,H,Nebraska,Big 7,William Glassford,L,19,27
1953-11-14,Iowa State,Big 7,Abe Stuber,A,Oklahoma,Big 7,Bud Wilkinson,L,0,47
1953-10-02,Fordham,Ind,Edward Danowski,A,Detroit Mercy,MVC,Dutch Clark,W,21,7
1953-10-10,Fordham,Ind,Edward Danowski,A,Syracuse,Ind,Ben Schwartzwalder,L,13,20
1953-10-16,Fordham,Ind,Edward Danowski,H,Boston College,Ind,Mike Holovak,L,13,20
1953-10-24,Fordham,Ind,Edward Danowski,A,Rutgers,Ind,Harvey Harman,W,40,13
1953-10-31,Fordham,Ind,Edward Danowski,H,Miami (FL),Ind,Andy Gustafson,W,20,0
