Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1913-09-27,North Carolina,Ind,T.C. Trenchard,H,Wake Forest,Ind,Frank Thompson,W,7,0
1913-10-11,North Carolina,Ind,T.C. Trenchard,N,Davidson,Ind,W.T. Cook,W,7,0
1913-10-18,North Carolina,Ind,T.C. Trenchard,A,South Carolina,Ind,N.B. Edgerton,W,13,3
1913-10-25,North Carolina,Ind,T.C. Trenchard,H,Virginia Tech,Ind,Branch Bocock,L,7,14
1913-11-01,North Carolina,Ind,T.C. Trenchard,A,Georgia,Ind,W.A. Cunningham,L,6,19
1913-11-08,North Carolina,Ind,T.C. Trenchard,A,Washington & Lee,Ind,H.L. Dowd,L,0,14
1913-11-15,North Carolina,Ind,T.C. Trenchard,N,Wake Forest,Ind,Frank Thompson,W,29,0
1913-11-27,North Carolina,Ind,T.C. Trenchard,A,Virginia,Ind,W. Warren,L,7,26
1913-10-04,Indiana,Western,James Sheldon,A,Chicago,Western,Amos Alonzo Stagg,L,7,21
1913-10-25,Indiana,Western,James Sheldon,H,Illinois,Western,Robert Zuppke,L,0,10
1913-11-01,Indiana,Western,James Sheldon,A,Ohio State,Western,John Wilce,W,7,6
1913-11-08,Indiana,Western,James Sheldon,A,Iowa,Western,Jesse Hawley,L,0,60
1913-11-15,Indiana,Western,James Sheldon,A,Northwestern,Western,Dennis Grady,W,21,20
1913-11-23,Indiana,Western,James Sheldon,H,Purdue,Western,Andy Smith,L,7,42
1913-10-04,Wyoming,RMC,Ralph Thacker,H,Colorado,RMC,Fred Folsom,L,0,7
1913-10-11,Wyoming,RMC,Ralph Thacker,A,Colorado College,RMC,C.J. Rothget,L,0,49
1913-10-18,Wyoming,RMC,Ralph Thacker,H,Colorado Mines,RMC,Harry Buckingham,L,0,40
1913-11-08,Wyoming,RMC,Ralph Thacker,H,Denver,RMC,,L,0,26
1913-11-27,Wyoming,RMC,Ralph Thacker,A,Colorado State,RMC,Harry Hughes,L,0,61
1913-10-11,Yale,Ind,Howard Jones,H,Lafayette,Ind,George McCaa,W,27,0
1913-10-18,Yale,Ind,Howard Jones,H,Lehigh,Ind,Tom Keady,W,37,0
1913-10-25,Yale,Ind,Howard Jones,H,Washington & Jefferson,Ind,Bob Folwell,T,0,0
1913-11-01,Yale,Ind,Howard Jones,H,Colgate,Ind,Laurence Bankart,L,6,16
1913-11-08,Yale,Ind,Howard Jones,H,Brown,Ind,Edward Robinson,W,17,0
1913-11-15,Yale,Ind,Howard Jones,H,Princeton,Ind,W. Gresham Andrews,T,3,3
1913-11-22,Yale,Ind,Howard Jones,A,Harvard,Ind,Percy Haughton,L,5,15
1913-10-04,Iowa State,MVIAA,Homer Hubbard,A,Minnesota,Western,Henry Williams,L,0,25
1913-10-18,Iowa State,MVIAA,Homer Hubbard,A,Washington (MO),MVIAA,W.P. Edmunds,W,37,7
1913-10-25,Iowa State,MVIAA,Homer Hubbard,H,Missouri,MVIAA,,L,13,21
1913-11-01,Iowa State,MVIAA,Homer Hubbard,H,Nebraska,MVIAA,Jumbo Stiehm,L,9,18
1913-11-15,Iowa State,MVIAA,Homer Hubbard,A,Iowa,Western,Jesse Hawley,L,7,45
1913-11-22,Iowa State,MVIAA,Homer Hubbard,A,Drake,MVIAA,John Griffith,W,26,3
1913-09-27,Carlisle,Ind,Pop Warner,H,West Virginia Wesleyan,Ind, McIntyre,W,25,0
1913-10-04,Carlisle,Ind,Pop Warner,A,Lehigh,Ind,Tom Keady,W,21,7
1913-10-11,Carlisle,Ind,Pop Warner,A,Cornell,Ind,,W,7,0
1913-10-18,Carlisle,Ind,Pop Warner,A,Pitt,Ind,Joseph Duff,L,6,12
1913-10-25,Carlisle,Ind,Pop Warner,A,Pennsylvania,Ind,George Brooke,T,7,7
1913-11-01,Carlisle,Ind,Pop Warner,A,Georgetown,Ind,Frank Gargan,W,34,0
1913-11-15,Carlisle,Ind,Pop Warner,N,Dartmouth,Ind,Frank Cavanaugh,W,35,10
1913-11-22,Carlisle,Ind,Pop Warner,A,Syracuse,Ind,,W,35,27
1913-11-27,Carlisle,Ind,Pop Warner,A,Brown,Ind,Edward Robinson,W,13,0
1913-10-18,Utah,RMC,Fred Bennion,A,Colorado College,RMC,C.J. Rothget,W,7,6
1913-10-25,Utah,RMC,Fred Bennion,H,Colorado Mines,RMC,Harry Buckingham,L,0,7
1913-11-08,Utah,RMC,Fred Bennion,H,Colorado,RMC,Fred Folsom,L,12,30
1913-10-04,Georgia Tech,Ind,John Heisman,A,Citadel,Ind,George Rogers,W,47,0
1913-10-18,Georgia Tech,Ind,John Heisman,H,Mercer,Ind,,W,33,0
1913-10-25,Georgia Tech,Ind,John Heisman,N,Florida,Ind,G.E. Pyle,W,13,3
1913-11-01,Georgia Tech,Ind,John Heisman,H,Sewanee,Ind,Harris Cope,W,33,0
1913-11-08,Georgia Tech,Ind,John Heisman,H,Auburn,Ind,Mike Donahue,L,0,20
1913-11-15,Georgia Tech,Ind,John Heisman,H,Georgia,Ind,W.A. Cunningham,L,0,14
1913-11-27,Georgia Tech,Ind,John Heisman,H,Clemson,Ind,Bob Williams,W,34,0
1913-09-27,Wake Forest,Ind,Frank Thompson,A,North Carolina,Ind,T.C. Trenchard,L,0,7
1913-10-11,Wake Forest,Ind,Frank Thompson,A,South Carolina,Ind,N.B. Edgerton,L,10,27
1913-10-25,Wake Forest,Ind,Frank Thompson,H,Washington & Lee,Ind,H.L. Dowd,L,0,33
1913-11-01,Wake Forest,Ind,Frank Thompson,H,North Carolina State,Ind,,L,0,37
1913-11-15,Wake Forest,Ind,Frank Thompson,N,North Carolina,Ind,T.C. Trenchard,L,0,29
1913-11-27,Wake Forest,Ind,Frank Thompson,N,Davidson,Ind,W.T. Cook,L,0,6
1913-10-25,Mississippi State,Ind,William Chadwick,A,Auburn,Ind,Mike Donahue,L,0,34
1913-11-01,Mississippi State,Ind,William Chadwick,A,Texas A&M,Ind,Charley Moran,W,6,0
