Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints,PassCompletions,PassAttempts,PassYards,PassTDs,RushAttempts,RushYards,RushTDs,FirstDownPass,FirstDownRush,Penalties,PenaltyYards,Fumbles,Interceptions
2020-09-12,North Carolina,ACC,Mack Brown,H,Syracuse,ACC,Dino Babers,W,31,6,26,35,303,1,35,160,3,14,7,9,91,1,2
2020-10-03,North Carolina,ACC,Mack Brown,A,Boston College,ACC,Jeff Hafley,W,26,22,14,26,225,2,39,176,1,11,9,10,96,0,1
2020-10-10,North Carolina,ACC,Mack Brown,H,Virginia Tech,ACC,Justin Fuente,W,56,45,18,23,257,3,43,399,5,12,18,10,87,0,0
2020-10-17,North Carolina,ACC,Mack Brown,A,Florida State,ACC,Mike Norvell,L,28,31,20,36,374,3,45,184,1,14,9,7,50,0,1
2020-10-24,North Carolina,ACC,Mack Brown,H,North Carolina State,ACC,Dave Doeren,W,48,21,18,29,252,1,55,326,5,13,19,9,70,0,0
2020-10-31,North Carolina,ACC,Mack Brown,A,Virginia,ACC,Bronco Mendenhall,L,41,44,23,28,443,4,33,93,1,15,7,6,69,2,0
2020-11-07,North Carolina,ACC,Mack Brown,A,Duke,ACC,David Cutcliffe,W,56,24,19,28,235,3,47,338,5,13,16,6,80,0,1
2020-11-14,North Carolina,ACC,Mack Brown,H,Wake Forest,ACC,Dave Clawson,W,59,53,32,45,550,6,38,192,2,17,12,6,58,0,1
2020-11-27,North Carolina,ACC,Mack Brown,H,Notre Dame,ACC,Brian Kelly,L,17,31,17,27,211,1,30,87,1,9,4,9,90,0,0
2020-12-12,North Carolina,ACC,Mack Brown,A,Miami (FL),ACC,Manny Diaz,W,62,26,15,20,224,2,55,554,6,7,22,5,50,0,0
2021-01-02,North Carolina,ACC,Mack Brown,N,Texas A&M,SEC,Jimbo Fisher,L,27,41,18,31,234,3,34,90,0,9,6,5,38,0,1
2020-11-04,Miami (OH),MAC,Chuck Martin,H,Ball State,MAC,Mike Neu,W,38,31,21,32,288,3,42,134,2,14,7,4,35,1,0
2020-11-10,Miami (OH),MAC,Chuck Martin,A,Buffalo,MAC,Lance Leipold,L,10,42,8,26,119,1,31,139,0,5,7,5,45,0,1
2020-11-28,Miami (OH),MAC,Chuck Martin,A,Akron,MAC,Tom Arth,W,38,7,18,27,308,4,27,108,0,13,4,9,102,0,0
2020-10-24,Indiana,Big Ten,Tom Allen,H,Penn State,Big Ten,James Franklin,W,36,35,19,36,170,1,26,41,3,9,5,4,36,1,1
2020-10-31,Indiana,Big Ten,Tom Allen,A,Rutgers,Big Ten,Greg Schiano,W,37,21,17,26,238,3,34,134,1,9,7,11,119,0,0
2020-11-07,Indiana,Big Ten,Tom Allen,H,Michigan,Big Ten,Jim Harbaugh,W,38,21,30,50,342,3,38,118,2,18,7,4,50,0,0
2020-11-14,Indiana,Big Ten,Tom Allen,A,Michigan State,Big Ten,Mel Tucker,W,24,0,25,38,320,2,39,113,1,12,8,4,38,0,2
2020-11-21,Indiana,Big Ten,Tom Allen,A,Ohio State,Big Ten,Ryan Day,L,35,42,27,51,491,5,16,-1,0,17,2,2,30,3,1
2020-11-28,Indiana,Big Ten,Tom Allen,H,Maryland,Big Ten,Mike Locksley,W,27,11,11,24,115,0,48,234,3,5,9,3,20,1,0
2020-12-05,Indiana,Big Ten,Tom Allen,A,Wisconsin,Big Ten,Paul Chryst,W,14,6,13,22,130,2,31,87,0,6,6,1,15,1,0
2021-01-02,Indiana,Big Ten,Tom Allen,N,Ole Miss,SEC,Lane Kiffin,L,20,26,26,45,201,0,40,168,2,10,12,5,50,1,1
2020-09-12,Florida State,ACC,Mike Norvell,H,Georgia Tech,ACC,Geoff Collins,L,13,16,23,45,198,1,35,109,0,11,10,8,55,2,1
2020-09-26,Florida State,ACC,Mike Norvell,A,Miami (FL),ACC,Manny Diaz,L,10,52,22,37,179,1,36,151,0,11,10,12,113,0,3
2020-10-10,Florida State,ACC,Mike Norvell,A,Notre Dame,ACC,Brian Kelly,L,26,42,17,31,252,1,40,153,2,11,6,7,59,0,1
2020-10-17,Florida State,ACC,Mike Norvell,H,North Carolina,ACC,Mack Brown,W,31,28,8,19,191,1,36,241,2,5,11,12,89,0,1
2020-10-24,Florida State,ACC,Mike Norvell,A,Louisville,ACC,Scott Satterfield,L,16,48,14,41,141,1,40,265,1,12,19,11,104,0,1
2020-11-07,Florida State,ACC,Mike Norvell,H,Pitt,ACC,Pat Narduzzi,L,17,41,23,41,144,0,35,146,2,5,8,8,57,0,3
2020-11-14,Florida State,ACC,Mike Norvell,A,North Carolina State,ACC,Dave Doeren,L,22,38,18,28,200,2,34,147,1,6,8,6,66,1,1
2020-12-12,Florida State,ACC,Mike Norvell,H,Duke,ACC,David Cutcliffe,W,56,35,14,21,198,2,40,343,6,6,16,6,57,1,1
2020-09-12,Iowa State,Big 12,Matt Campbell,H,Louisiana,Sun Belt,Billy Napier,L,14,31,16,35,145,0,36,158,2,7,10,3,24,1,1
2020-09-26,Iowa State,Big 12,Matt Campbell,A,Texas Christian,Big 12,Gary Patterson,W,37,34,18,23,211,1,28,212,4,8,6,3,25,1,0
2020-10-03,Iowa State,Big 12,Matt Campbell,H,Oklahoma,Big 12,Lincoln Riley,W,37,30,13,25,282,1,31,135,3,11,8,9,90,1,0
2020-10-10,Iowa State,Big 12,Matt Campbell,H,Texas Tech,Big 12,Matt Wells,W,31,15,32,43,302,2,43,214,2,14,15,6,40,1,0
2020-10-24,Iowa State,Big 12,Matt Campbell,A,Oklahoma State,Big 12,Mike Gundy,L,21,24,19,34,162,1,33,227,2,9,8,9,70,0,1
2020-10-31,Iowa State,Big 12,Matt Campbell,A,Kansas,Big 12,Les Miles,W,52,22,25,36,294,3,35,258,4,14,12,4,45,0,1
2020-11-07,Iowa State,Big 12,Matt Campbell,H,Baylor,Big 12,Dave Aranda,W,38,31,15,24,164,3,41,198,2,12,10,1,5,1,3
2020-11-21,Iowa State,Big 12,Matt Campbell,H,Kansas State,Big 12,Chris Klieman,W,45,0,19,25,299,3,44,240,3,11,14,4,30,0,0
2020-11-27,Iowa State,Big 12,Matt Campbell,A,Texas,Big 12,Tom Herman,W,23,20,25,36,312,1,33,121,1,13,9,7,55,0,0
2020-12-05,Iowa State,Big 12,Matt Campbell,H,West Virginia,Big 12,Neal Brown,W,42,6,20,23,247,3,44,236,3,11,12,6,65,0,0
2020-12-19,Iowa State,Big 12,Matt Campbell,N,Oklahoma,Big 12,Lincoln Riley,L,21,27,27,40,322,1,31,113,2,15,3,5,42,0,3
2021-01-02,Iowa State,Big 12,Matt Campbell,N,Oregon,Pac-12,Mario Cristobal,W,34,17,20,29,156,1,56,228,3,10,14,4,20,0,0
2020-09-26,Cincinnati,American,Luke Fickell,H,Army,Ind,Jeff Monken,W,24,10,19,34,262,2,35,69,1,9,4,7,79,1,1
2020-10-03,Cincinnati,American,Luke Fickell,H,South Florida,American,Jeff Scott,W,28,7,16,26,143,2,45,189,1,9,12,7,52,1,3
2020-10-24,Cincinnati,American,Luke Fickell,A,SMU,American,Sonny Dykes,W,42,13,13,21,126,1,35,313,5,7,10,12,126,2,0
2020-10-31,Cincinnati,American,Luke Fickell,H,Memphis,American,Ryan Silverfield,W,49,10,21,26,271,3,41,242,4,15,11,5,40,0,1
2020-11-07,Cincinnati,American,Luke Fickell,H,Houston,American,Dana Holgorsen,W,38,10,20,30,168,1,39,342,4,8,15,5,35,0,1
2020-11-13,Cincinnati,American,Luke Fickell,H,East Carolina,American,Mike Houston,W,55,17,27,34,354,3,32,299,4,18,11,13,159,1,0
2020-11-21,Cincinnati,American,Luke Fickell,A,UCF,American,Josh Heupel,W,36,33,21,32,338,2,48,144,2,16,10,11,86,1,0
