Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1917-10-27,Indiana,Western,Jumbo Stiehm,A,Minnesota,Western,Henry Williams,L,9,33
1917-11-03,Indiana,Western,Jumbo Stiehm,H,Ohio State,Western,John Wilce,L,3,26
1917-11-24,Indiana,Western,Jumbo Stiehm,A,Purdue,Western,Cleo O'Donnell,W,37,0
1917-10-20,Iowa State,MVIAA,,H,Missouri,MVIAA,Henry Schulte,W,15,0
1917-10-27,Iowa State,MVIAA,,A,Kansas,MVIAA,Herman Olcott,L,0,7
1917-11-10,Iowa State,MVIAA,,H,Kansas State,MVIAA,Zora Clevenger,W,10,7
1917-11-24,Iowa State,MVIAA,,A,Iowa,Western,Howard Jones,L,3,6
1917-11-29,Iowa State,MVIAA,,A,Drake,MVIAA,Ralph Glaze,W,47,0
1917-09-28,Furman,Ind,,A,Georgia Tech,Ind,John Heisman,L,0,25
1917-10-06,Furman,Ind,,H,Wake Forest,Ind,E.T. MacDonnell,W,7,6
1917-10-13,Furman,Ind,,H,Clemson,Ind,Edward Donahue,L,0,38
1917-10-20,Furman,Ind,,H,Newberry,Ind,Robert Pfohl,W,20,7
1917-11-03,Furman,Ind,,H,Davidson,Ind,William Fetzer,L,7,28
1917-11-08,Furman,Ind,,N,South Carolina,Ind,Dixon Foster,L,0,26
1917-11-17,Furman,Ind,,H,Presbyterian,Ind,Walter Johnson,L,7,14
1917-11-29,Furman,Ind,,H,Wofford,Ind,Leslie Moser,W,18,3
1917-10-20,Utah,RMC,Nelson Norgren,H,Wyoming,RMC,John Corbett,W,14,0
1917-10-27,Utah,RMC,Nelson Norgren,A,Colorado College,RMC,C.J. Rothget,L,0,21
1917-11-03,Utah,RMC,Nelson Norgren,H,Colorado State,RMC,Harry Hughes,W,25,12
1917-11-10,Utah,RMC,Nelson Norgren,A,Colorado,RMC,Bob Evans,L,9,18
1917-11-29,Utah,RMC,Nelson Norgren,H,Utah State,RMC,Jack Watson,L,0,14
1917-10-20,Washington & Lee,Ind,Bill Raftery,A,Georgia Tech,Ind,John Heisman,L,0,63
1917-10-27,Washington & Lee,Ind,Bill Raftery,H,North Carolina State,Ind,Harry Hartsell,W,28,7
1917-11-17,Washington & Lee,Ind,Bill Raftery,H,Georgetown,Ind,,L,12,20
1917-11-29,Washington & Lee,Ind,Bill Raftery,H,Washington & Jefferson,Ind,Sol Metzger,L,0,12
1917-10-13,Syracuse,Ind,,H,Rutgers,Ind,George Sanford,W,14,10
1917-10-20,Syracuse,Ind,,A,Pitt,Ind,Pop Warner,L,0,28
1917-11-03,Syracuse,Ind,,A,Brown,Ind,Edward Robinson,W,6,0
1917-11-10,Syracuse,Ind,,H,Bucknell,Ind,George Johnson,W,42,0
1917-11-17,Syracuse,Ind,,H,Colgate,Ind,Harry McDevitt,W,27,7
1917-11-29,Syracuse,Ind,,A,Nebraska,MVIAA,Edward Stewart,W,10,9
1917-10-20,Georgetown,Ind,,A,Lehigh,Ind,Tom Keady,W,17,6
1917-10-27,Georgetown,Ind,,H,Virginia Tech,Ind,Charles Bernier,W,28,0
1917-11-10,Georgetown,Ind,,A,Navy,Ind,Gilmour Dobie,L,7,28
1917-11-17,Georgetown,Ind,,A,Washington & Lee,Ind,Bill Raftery,W,20,12
1917-10-20,Montana,Ind,Jerry Nissen,H,Utah State,RMC,Jack Watson,L,6,21
1917-11-17,Montana,Ind,Jerry Nissen,A,Washington State,PCC,William Dietz,L,0,28
1917-11-24,Montana,Ind,Jerry Nissen,A,Idaho,Ind,W.C. Bleamaster,L,3,14
1917-10-20,Penn State,Ind,Dick Harlow,A,Washington & Jefferson,Ind,Sol Metzger,L,0,7
1917-11-03,Penn State,Ind,Dick Harlow,A,Dartmouth,Ind,,L,7,10
1917-11-10,Penn State,Ind,Dick Harlow,H,Lehigh,Ind,Tom Keady,L,0,9
1917-11-17,Penn State,Ind,Dick Harlow,H,Maryland,Ind,Curley Byrd,W,57,0
1917-11-29,Penn State,Ind,Dick Harlow,A,Pitt,Ind,Pop Warner,L,6,28
1917-10-13,Vanderbilt,Ind,Dan McGugin,A,Chicago,Western,Amos Alonzo Stagg,L,0,48
1917-10-20,Vanderbilt,Ind,Dan McGugin,A,Kentucky,Ind,Daddy Boles,W,5,0
1917-11-03,Vanderbilt,Ind,Dan McGugin,A,Georgia Tech,Ind,John Heisman,L,0,83
1917-11-10,Vanderbilt,Ind,Dan McGugin,A,Alabama,Ind,Thomas Kelley,W,7,2
1917-11-17,Vanderbilt,Ind,Dan McGugin,H,Auburn,Ind,Mike Donahue,L,7,31
1917-11-29,Vanderbilt,Ind,Dan McGugin,H,Sewanee,Ind,,W,13,6
1917-10-27,Colorado College,RMC,C.J. Rothget,H,Utah,RMC,Nelson Norgren,W,21,0
1917-11-03,Colorado College,RMC,C.J. Rothget,A,Colorado,RMC,Bob Evans,L,17,18
1917-11-10,Colorado College,RMC,C.J. Rothget,N,Colorado Mines,RMC,Poss Parsons,L,7,16
1917-11-17,Colorado College,RMC,C.J. Rothget,H,Colorado State,RMC,Harry Hughes,W,7,0
1917-11-29,Colorado College,RMC,C.J. Rothget,A,Denver,RMC,John Fike,L,7,28
1917-10-20,Kentucky,Ind,Daddy Boles,H,Vanderbilt,Ind,Dan McGugin,L,0,5
1917-10-27,Kentucky,Ind,Daddy Boles,A,Sewanee,Ind,,L,0,7
1917-11-10,Kentucky,Ind,Daddy Boles,A,Mississippi State,Ind,Sid Robinson,L,0,14
1917-11-17,Kentucky,Ind,Daddy Boles,H,Alabama,Ind,Thomas Kelley,L,0,27
1917-11-29,Kentucky,Ind,Daddy Boles,H,Florida,Ind,,W,52,0
1917-09-15,California,PCC,Andy Smith,H,Mare Island Marines,Ind,,L,0,27
1917-09-29,California,PCC,Andy Smith,H,Mare Island Marines,Ind,,L,0,26
1917-10-27,California,PCC,Andy Smith,H,Oregon State,PCC,Joseph Pipal,W,14,3
1917-11-03,California,PCC,Andy Smith,H,Washington,PCC,Claude Hunt,W,27,0
1917-11-17,California,PCC,Andy Smith,A,Oregon,PCC,Hugo Bezdek,L,0,21
1917-10-13,Florida,Ind,,H,South Carolina,Ind,Dixon Foster,W,21,13
1917-10-20,Florida,Ind,,H,Tulane,Ind,Clark Shaughnessy,L,0,52
