Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1959-09-19,North Carolina,ACC,James Hickey,H,Clemson,ACC,Frank Howard,L,18,20
1959-09-26,North Carolina,ACC,James Hickey,A,Notre Dame,Ind,Joe Kuharich,L,8,28
1959-10-03,North Carolina,ACC,James Hickey,H,North Carolina State,ACC,Earle Edwards,W,20,12
1959-10-10,North Carolina,ACC,James Hickey,H,South Carolina,ACC,Warren Giese,W,19,6
1959-10-17,North Carolina,ACC,James Hickey,A,Maryland,ACC,Thomas Nugent,L,7,14
1959-10-24,North Carolina,ACC,James Hickey,A,Wake Forest,ACC,Paul Amen,W,21,19
1959-10-31,North Carolina,ACC,James Hickey,H,Tennessee,SEC,Bowden Wyatt,L,7,29
1959-11-06,North Carolina,ACC,James Hickey,A,Miami (FL),Ind,Andy Gustafson,L,7,14
1959-11-14,North Carolina,ACC,James Hickey,H,Virginia,ACC,Richard Voris,W,41,0
1959-11-26,North Carolina,ACC,James Hickey,A,Duke,ACC,Bill Murray,W,50,0
1959-09-26,Indiana,Big Ten,Phil Dickens,H,Illinois,Big Ten,Ray Eliot,W,20,0
1959-10-03,Indiana,Big Ten,Phil Dickens,A,Minnesota,Big Ten,Murray Warmath,L,14,24
1959-10-10,Indiana,Big Ten,Phil Dickens,H,Marquette,Ind,Liz Blackbourn,W,33,13
1959-10-17,Indiana,Big Ten,Phil Dickens,A,Nebraska,Big 7,William Jennings,W,23,7
1959-10-24,Indiana,Big Ten,Phil Dickens,A,Michigan State,Big Ten,Duffy Daugherty,L,6,14
1959-10-31,Indiana,Big Ten,Phil Dickens,A,Northwestern,Big Ten,Ara Parseghian,L,13,30
1959-11-07,Indiana,Big Ten,Phil Dickens,A,Ohio State,Big Ten,Woody Hayes,T,0,0
1959-11-14,Indiana,Big Ten,Phil Dickens,H,Michigan,Big Ten,Bump Elliott,W,26,7
1959-11-21,Indiana,Big Ten,Phil Dickens,H,Purdue,Big Ten,Jack Mollenkopf,L,7,10
1959-09-19,Florida State,Ind,Perry Moss,H,Wake Forest,ACC,Paul Amen,L,20,22
1959-09-26,Florida State,Ind,Perry Moss,H,Citadel,Southern,Eddie Teague,W,47,6
1959-10-03,Florida State,Ind,Perry Moss,H,Miami (FL),Ind,Andy Gustafson,L,6,7
1959-10-10,Florida State,Ind,Perry Moss,A,Virginia Tech,Southern,Frank Moseley,W,7,6
1959-10-24,Florida State,Ind,Perry Moss,H,Richmond,Southern,Edwin Merrick,W,22,6
1959-10-31,Florida State,Ind,Perry Moss,A,Georgia,SEC,Wallace Butts,L,0,42
1959-11-14,Florida State,Ind,Perry Moss,H,William & Mary,Southern,Milt Drewer,L,0,9
1959-11-21,Florida State,Ind,Perry Moss,A,Florida,SEC,Bob Woodruff,L,8,18
1959-09-25,Iowa State,Big 7,Clay Stapleton,A,Denver,Skyline,John Roning,W,28,12
1959-10-03,Iowa State,Big 7,Clay Stapleton,H,Missouri,Big 7,Dan Devine,L,0,14
1959-10-17,Iowa State,Big 7,Clay Stapleton,A,Colorado,Big 7,Everett Grandelius,W,27,0
1959-10-24,Iowa State,Big 7,Clay Stapleton,H,Kansas State,Big 7,Bernard Mertes,W,26,0
1959-10-31,Iowa State,Big 7,Clay Stapleton,A,Kansas,Big 7,Jack Mitchell,L,0,7
1959-11-07,Iowa State,Big 7,Clay Stapleton,H,Nebraska,Big 7,William Jennings,W,18,6
1959-11-14,Iowa State,Big 7,Clay Stapleton,H,San Jose State,Ind,Robert Titchenal,W,55,0
1959-11-21,Iowa State,Big 7,Clay Stapleton,A,Oklahoma,Big 7,Bud Wilkinson,L,12,35
1959-09-19,Cincinnati,MVC,George Blackburn,A,Oklahoma State,Ind,Cliff Speegle,W,22,9
1959-09-26,Cincinnati,MVC,George Blackburn,H,Dayton,Ind,William Kerr,W,21,7
1959-10-03,Cincinnati,MVC,George Blackburn,A,Houston,MVC,Hal Lahar,L,12,13
1959-10-10,Cincinnati,MVC,George Blackburn,H,North Texas,MVC,Odus Mitchell,L,6,21
1959-10-17,Cincinnati,MVC,George Blackburn,A,Wichita State,MVC,Woody Woodard,T,28,28
1959-10-24,Cincinnati,MVC,George Blackburn,H,Pacific,Ind,Moose Myers,W,21,14
1959-10-31,Cincinnati,MVC,George Blackburn,H,Xavier,Ind,Edward Doherty,W,28,0
1959-11-07,Cincinnati,MVC,George Blackburn,A,Tulsa,MVC,Robert Dobbs,L,7,14
1959-11-14,Cincinnati,MVC,George Blackburn,H,Marquette,Ind,Liz Blackbourn,L,34,35
1959-09-19,Arizona State,BIAA,Frank Kush,H,West Texas A&M,BIAA,Clark Jarnagin,W,43,22
1959-09-26,Arizona State,BIAA,Frank Kush,H,Utah State,Skyline,John Ralston,W,34,12
1959-10-17,Arizona State,BIAA,Frank Kush,A,Colorado State,Skyline,Tuffy Mullison,W,24,9
1959-10-24,Arizona State,BIAA,Frank Kush,A,San Jose State,Ind,Robert Titchenal,L,15,24
1959-10-31,Arizona State,BIAA,Frank Kush,H,New Mexico State,BIAA,Warren Woodson,W,35,31
1959-11-07,Arizona State,BIAA,Frank Kush,A,UTEP,BIAA,Ben Collins,W,20,7
1959-11-14,Arizona State,BIAA,Frank Kush,H,Brigham Young,Skyline,Tally Stevens,W,27,9
1959-11-21,Arizona State,BIAA,Frank Kush,H,Hardin-Simmons,BIAA,Sammy Baugh,W,14,8
1959-11-28,Arizona State,BIAA,Frank Kush,H,Arizona,BIAA,Jim LaRue,W,15,9
1959-09-26,Furman,Southern,Robert King,A,South Carolina,ACC,Warren Giese,L,0,30
1959-10-10,Furman,Southern,Robert King,A,William & Mary,Southern,Milt Drewer,W,8,7
1959-10-17,Furman,Southern,Robert King,H,George Washington,Southern,Bo Sherman,W,24,0
1959-10-24,Furman,Southern,Robert King,A,Citadel,Southern,Eddie Teague,L,14,18
1959-11-14,Furman,Southern,Robert King,A,Richmond,Southern,Edwin Merrick,L,14,48
1959-11-20,Furman,Southern,Robert King,H,Davidson,Southern,,W,35,7
1959-11-28,Furman,Southern,Robert King,H,Clemson,ACC,Frank Howard,L,3,56
1959-09-26,Utah,Skyline,Ray Nagel,A,Oregon,Ind,Len Casanova,L,6,21
1959-10-03,Utah,Skyline,Ray Nagel,A,Washington,AAWU,Jim Owens,L,6,51
1959-10-09,Utah,Skyline,Ray Nagel,H,Brigham Young,Skyline,Tally Stevens,W,20,8
1959-10-16,Utah,Skyline,Ray Nagel,A,Denver,Skyline,John Roning,W,26,12
1959-10-24,Utah,Skyline,Ray Nagel,H,Wyoming,Skyline,Bob Devaney,L,7,21
1959-10-31,Utah,Skyline,Ray Nagel,H,Arizona,BIAA,Jim LaRue,W,54,6
1959-11-07,Utah,Skyline,Ray Nagel,A,Idaho,Ind,Skip Stahley,W,47,13
1959-11-14,Utah,Skyline,Ray Nagel,H,Colorado State,Skyline,Tuffy Mullison,L,17,21
1959-11-21,Utah,Skyline,Ray Nagel,H,Utah State,Skyline,John Ralston,W,35,21
1959-11-28,Utah,Skyline,Ray Nagel,A,UCLA,AAWU,Bill Barnes,L,6,21
1959-09-19,Wichita State,MVC,Woody Woodard,A,Kansas State,Big 7,Bernard Mertes,W,19,0
1959-09-26,Wichita State,MVC,Woody Woodard,H,Hardin-Simmons,BIAA,Sammy Baugh,W,27,13
1959-10-09,Wichita State,MVC,Woody Woodard,A,George Washington,Southern,Bo Sherman,W,21,0
1959-10-17,Wichita State,MVC,Woody Woodard,H,Cincinnati,MVC,George Blackburn,T,28,28
1959-10-24,Wichita State,MVC,Woody Woodard,A,Oklahoma State,Ind,Cliff Speegle,L,14,34
1959-10-31,Wichita State,MVC,Woody Woodard,A,North Texas,MVC,Odus Mitchell,L,0,12
1959-11-07,Wichita State,MVC,Woody Woodard,H,Houston,MVC,Hal Lahar,L,13,28
1959-11-21,Wichita State,MVC,Woody Woodard,A,Dayton,Ind,William Kerr,L,13,18
1959-11-26,Wichita State,MVC,Woody Woodard,H,Tulsa,MVC,Robert Dobbs,W,26,21
1959-09-27,Villanova,Ind,Francis Reagan,A,Xavier,Ind,Edward Doherty,L,20,48
1959-10-03,Villanova,Ind,Francis Reagan,A,Holy Cross,Ind,Edward Anderson,L,0,20
1959-10-10,Villanova,Ind,Francis Reagan,A,Boston College,Ind,Mike Holovak,L,6,39
1959-10-24,Villanova,Ind,Francis Reagan,H,Virginia Tech,Southern,Frank Moseley,L,14,24
1959-10-31,Villanova,Ind,Francis Reagan,H,Dayton,Ind,William Kerr,W,22,13
1959-11-07,Villanova,Ind,Francis Reagan,A,Army,Ind,Dale Hall,L,0,14
1959-11-14,Villanova,Ind,Francis Reagan,A,Rutgers,Ind,John Stiegman,L,6,12
1959-11-21,Villanova,Ind,Francis Reagan,A,Detroit Mercy,Ind,Jim Miller,L,6,40
1959-09-26,Syracuse,Ind,Ben Schwartzwalder,H,Kansas,Big 7,Jack Mitchell,W,35,21
1959-10-03,Syracuse,Ind,Ben Schwartzwalder,H,Maryland,ACC,Thomas Nugent,W,29,0
1959-10-10,Syracuse,Ind,Ben Schwartzwalder,A,Navy,Ind,Wayne Hardin,W,32,6
1959-10-17,Syracuse,Ind,Ben Schwartzwalder,H,Holy Cross,Ind,Edward Anderson,W,42,6
1959-10-24,Syracuse,Ind,Ben Schwartzwalder,H,West Virginia,Southern,Art Lewis,W,44,0
1959-10-31,Syracuse,Ind,Ben Schwartzwalder,A,Pitt,Ind,John Michelosen,W,35,0
1959-11-07,Syracuse,Ind,Ben Schwartzwalder,A,Penn State,Ind,Rip Engle,W,20,18
1959-11-14,Syracuse,Ind,Ben Schwartzwalder,H,Colgate,Ind,Alva Kelley,W,71,0
1959-11-21,Syracuse,Ind,Ben Schwartzwalder,A,Boston University,Ind,Steve Sinko,W,46,0
1959-12-05,Syracuse,Ind,Ben Schwartzwalder,A,UCLA,AAWU,Bill Barnes,W,36,8
1960-01-01,Syracuse,Ind,Ben Schwartzwalder,N,Texas,SWC,Darrell Royal,W,23,14
1959-09-19,Arizona,BIAA,Jim LaRue,H,Brigham Young,Skyline,Tally Stevens,L,14,18
1959-09-26,Arizona,BIAA,Jim LaRue,A,West Texas A&M,BIAA,Clark Jarnagin,W,7,6
1959-10-03,Arizona,BIAA,Jim LaRue,H,Idaho,Ind,Skip Stahley,W,16,14
1959-10-17,Arizona,BIAA,Jim LaRue,H,New Mexico,Skyline,Marv Levy,L,7,28
1959-10-24,Arizona,BIAA,Jim LaRue,H,Colorado,Big 7,Everett Grandelius,L,0,18
1959-10-31,Arizona,BIAA,Jim LaRue,A,Utah,Skyline,Ray Nagel,L,6,54
1959-11-07,Arizona,BIAA,Jim LaRue,H,Texas Tech,Ind,DeWitt Weaver,W,30,26
1959-11-14,Arizona,BIAA,Jim LaRue,A,Air Force,Ind,Ben Martin,L,15,22
1959-11-21,Arizona,BIAA,Jim LaRue,H,UTEP,BIAA,Ben Collins,W,14,10
1959-11-28,Arizona,BIAA,Jim LaRue,A,Arizona State,BIAA,Frank Kush,L,9,15
1959-09-19,Montana,Skyline,Ray Jenkins,N,Wyoming,Skyline,Bob Devaney,L,0,58
1959-10-03,Montana,Skyline,Ray Jenkins,A,Brigham Young,Skyline,Tally Stevens,W,12,0
1959-10-10,Montana,Skyline,Ray Jenkins,H,Denver,Skyline,John Roning,L,12,27
1959-10-17,Montana,Skyline,Ray Jenkins,A,Utah State,Skyline,John Ralston,L,0,28
1959-10-24,Montana,Skyline,Ray Jenkins,H,New Mexico,Skyline,Marv Levy,L,14,55
1959-10-31,Montana,Skyline,Ray Jenkins,H,Colorado State,Skyline,Tuffy Mullison,L,16,26
1959-11-21,Montana,Skyline,Ray Jenkins,A,Idaho,Ind,Skip Stahley,L,6,9
1959-09-19,Penn State,Ind,Rip Engle,A,Missouri,Big 7,Dan Devine,W,19,8
1959-09-26,Penn State,Ind,Rip Engle,H,Virginia Military Institute,Southern,John McKenna,W,21,0
1959-10-03,Penn State,Ind,Rip Engle,H,Colgate,Ind,Alva Kelley,W,58,20
1959-10-10,Penn State,Ind,Rip Engle,A,Army,Ind,Dale Hall,W,17,11
1959-10-17,Penn State,Ind,Rip Engle,H,Boston University,Ind,Steve Sinko,W,21,12
1959-10-24,Penn State,Ind,Rip Engle,N,Illinois,Big Ten,Ray Eliot,W,20,9
1959-10-31,Penn State,Ind,Rip Engle,A,West Virginia,Southern,Art Lewis,W,28,10
1959-11-07,Penn State,Ind,Rip Engle,H,Syracuse,Ind,Ben Schwartzwalder,L,18,20
1959-11-14,Penn State,Ind,Rip Engle,H,Holy Cross,Ind,Edward Anderson,W,46,0
1959-11-21,Penn State,Ind,Rip Engle,A,Pitt,Ind,John Michelosen,L,7,22
1959-12-19,Penn State,Ind,Rip Engle,N,Alabama,SEC,Bear Bryant,W,7,0
1959-09-26,Princeton,Ivy,Richard Colman,H,Rutgers,Ind,John Stiegman,L,6,8
1959-10-03,Princeton,Ivy,Richard Colman,A,Columbia,Ivy,Aldo Donelli,W,22,0
1959-10-10,Princeton,Ivy,Richard Colman,H,Pennsylvania,Ivy,Steve Sebo,L,0,18
1959-10-17,Princeton,Ivy,Richard Colman,H,Colgate,Ind,Alva Kelley,W,42,7
1959-10-24,Princeton,Ivy,Richard Colman,H,Cornell,Ivy,George James,W,20,0
1959-10-31,Princeton,Ivy,Richard Colman,H,Brown,Ivy,John McLaughry,W,7,0
1959-11-07,Princeton,Ivy,Richard Colman,A,Harvard,Ivy,John Yovicsin,L,0,14
1959-11-14,Princeton,Ivy,Richard Colman,H,Yale,Ivy,Jordan Olivar,L,20,38
1959-11-21,Princeton,Ivy,Richard Colman,H,Dartmouth,Ivy,Bob Blackman,L,7,12
1959-09-26,Vanderbilt,SEC,Arthur Guepe,A,Georgia,SEC,Wallace Butts,L,6,21
1959-10-03,Vanderbilt,SEC,Arthur Guepe,H,Alabama,SEC,Bear Bryant,T,7,7
1959-10-10,Vanderbilt,SEC,Arthur Guepe,H,Ole Miss,SEC,John Vaught,L,0,33
1959-10-17,Vanderbilt,SEC,Arthur Guepe,H,Florida,SEC,Bob Woodruff,W,13,6
1959-10-24,Vanderbilt,SEC,Arthur Guepe,A,Virginia,ACC,Richard Voris,W,33,0
1959-10-31,Vanderbilt,SEC,Arthur Guepe,A,Minnesota,Big Ten,Murray Warmath,L,6,20
1959-11-07,Vanderbilt,SEC,Arthur Guepe,H,Kentucky,SEC,Blanton Collier,W,11,6
