Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1909-10-02,North Carolina,Ind,A.E. Brides,H,Wake Forest,Ind,A.T. Myers,W,18,0
1909-10-09,North Carolina,Ind,A.E. Brides,A,Tennessee,Ind,George Levene,W,3,0
1909-10-23,North Carolina,Ind,A.E. Brides,A,Georgetown,Ind,William Newman,W,5,0
1909-10-31,North Carolina,Ind,A.E. Brides,H,Richmond,Ind,,W,22,0
1909-11-06,North Carolina,Ind,A.E. Brides,A,Virginia Tech,Ind,Branch Bocock,L,0,15
1909-11-13,North Carolina,Ind,A.E. Brides,N,Washington & Lee,Ind,R.R. Brown,W,6,0
1909-10-02,Dickinson,Ind,Paul Smith,A,Pennsylvania,Ind,,L,0,18
1909-10-16,Dickinson,Ind,Paul Smith,A,Washington & Jefferson,Ind,D.C. Morrow,L,3,18
1909-11-13,Dickinson,Ind,Paul Smith,A,Bucknell,Ind,George Hoskins,T,6,6
1909-11-25,Dickinson,Ind,Paul Smith,A,Lafayette,Ind,,L,0,5
1909-10-09,Indiana,Western,James Sheldon,A,Chicago,Western,Amos Alonzo Stagg,L,0,21
1909-10-23,Indiana,Western,James Sheldon,A,Wisconsin,Western,Tom Barry,L,3,6
1909-11-06,Indiana,Western,James Sheldon,A,Illinois,Western,Arthur Hall,L,5,6
1909-11-20,Indiana,Western,James Sheldon,A,Purdue,Western,Frederick Speik,W,36,3
1909-10-09,Wyoming,Ind,H.I. Dean,A,Denver,Ind,John Koehler,L,0,56
1909-10-30,Wyoming,Ind,H.I. Dean,H,Colorado College,Ind,J.R. Richards,L,5,44
1909-11-20,Wyoming,Ind,H.I. Dean,H,Colorado Mines,Ind,,L,6,23
1909-10-02,Yale,Ind,Howard Jones,H,Syracuse,Ind,Tad Jones,W,15,0
1909-10-16,Yale,Ind,Howard Jones,A,Army,Ind,Harry Nelly,W,17,0
1909-10-23,Yale,Ind,Howard Jones,H,Colgate,Ind,Gus Brown,W,36,0
1909-11-06,Yale,Ind,Howard Jones,H,Brown,Ind,J.A. Gammons,W,23,0
1909-11-13,Yale,Ind,Howard Jones,H,Princeton,Ind,James McCormick,W,17,0
1909-11-20,Yale,Ind,Howard Jones,A,Harvard,Ind,Percy Haughton,W,8,0
1909-10-09,Iowa State,MVIAA,,A,Minnesota,Western,Henry Williams,L,0,18
1909-10-23,Iowa State,MVIAA,,H,Missouri,MVIAA,Bill Roper,T,6,6
1909-11-13,Iowa State,MVIAA,,A,Iowa,Western,John Griffith,L,0,16
1909-11-25,Iowa State,MVIAA,,A,Drake,MVIAA,John Griffith,L,0,11
1909-10-09,Fordham,Ind,Howard Gargan,A,Princeton,Ind,James McCormick,L,0,3
1909-10-16,Fordham,Ind,Howard Gargan,A,Cornell,Ind,George Walder,W,12,6
1909-11-02,Fordham,Ind,Howard Gargan,H,Georgetown,Ind,William Newman,T,0,0
1909-11-25,Fordham,Ind,Howard Gargan,H,Syracuse,Ind,Tad Jones,T,5,5
1909-09-25,Carlisle,Ind,Pop Warner,H,Villanova,Ind,Frederick Crolius,W,9,0
1909-10-02,Carlisle,Ind,Pop Warner,H,Bucknell,Ind,George Hoskins,W,48,6
1909-10-09,Carlisle,Ind,Pop Warner,N,Penn State,Ind,Bill Hollenback,T,8,8
1909-10-16,Carlisle,Ind,Pop Warner,N,Syracuse,Ind,Tad Jones,W,14,11
1909-10-23,Carlisle,Ind,Pop Warner,A,Pitt,Ind,Joseph Thompson,L,3,14
1909-10-30,Carlisle,Ind,Pop Warner,A,Pennsylvania,Ind,,L,6,29
1909-11-20,Carlisle,Ind,Pop Warner,N,Brown,Ind,J.A. Gammons,L,8,21
1909-10-16,Georgia Tech,Ind,John Heisman,H,South Carolina,Ind,Christie Benet,W,59,0
1909-10-23,Georgia Tech,Ind,John Heisman,H,Sewanee,Ind,Harris Cope,L,0,15
1909-10-30,Georgia Tech,Ind,John Heisman,A,Tennessee,Ind,George Levene,W,29,0
1909-11-06,Georgia Tech,Ind,John Heisman,H,Auburn,Ind,Mike Donahue,L,0,9
1909-11-13,Georgia Tech,Ind,John Heisman,A,Mercer,Ind,,W,35,0
1909-11-20,Georgia Tech,Ind,John Heisman,H,Georgia,Ind,James Coulter,W,12,6
1909-11-25,Georgia Tech,Ind,John Heisman,H,Clemson,Ind,Bob Williams,W,29,3
1909-10-02,Wake Forest,Ind,A.T. Myers,A,North Carolina,Ind,A.E. Brides,L,0,18
1909-10-16,Wake Forest,Ind,A.T. Myers,A,Washington & Lee,Ind,R.R. Brown,L,0,17
1909-10-23,Wake Forest,Ind,A.T. Myers,A,South Carolina,Ind,Christie Benet,W,8,0
1909-11-05,Wake Forest,Ind,A.T. Myers,H,Richmond,Ind,,L,0,5
1909-10-16,Mississippi State,Ind,William Chadwick,A,LSU,Ind,John Mayhew,L,0,15
1909-10-30,Mississippi State,Ind,William Chadwick,A,Tulane,Ind,Buster Brown,L,0,2
1909-11-08,Mississippi State,Ind,William Chadwick,A,Samford,Ind,John Longwell,L,0,6
1909-11-13,Mississippi State,Ind,William Chadwick,H,Chattanooga,Ind,W.A. Roddick,W,37,6
1909-11-25,Mississippi State,Ind,William Chadwick,N,Ole Miss,Ind,N.P. Stauffer,L,5,9
1909-09-25,Villanova,Ind,Frederick Crolius,A,Carlisle,Ind,Pop Warner,L,0,9
