Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1942-09-26,North Carolina,Southern,Jim Tatum,H,Wake Forest,Southern,D.C. Walker,W,6,0
1942-10-03,North Carolina,Southern,Jim Tatum,H,South Carolina,Southern,Rex Enright,W,18,6
1942-10-10,North Carolina,Southern,Jim Tatum,A,Fordham,Ind,,T,0,0
1942-10-17,North Carolina,Southern,Jim Tatum,H,Duquesne,Ind,,W,13,6
1942-10-24,North Carolina,Southern,Jim Tatum,A,Tulane,SEC,Claude Simons,L,14,29
1942-10-31,North Carolina,Southern,Jim Tatum,A,North Carolina State,Southern,,L,14,21
1942-11-07,North Carolina,Southern,Jim Tatum,N,Davidson,Southern,Gene McEver,W,43,14
1942-11-14,North Carolina,Southern,Jim Tatum,H,Duke,Southern,,T,13,13
1942-11-21,North Carolina,Southern,Jim Tatum,A,Virginia,Ind,Frank Murray,W,28,13
1942-10-03,Indiana,Western,Bo McMillin,A,Ohio State,Western,Paul Brown,L,21,32
1942-10-10,Indiana,Western,Bo McMillin,A,Nebraska,Big 6,Glenn Presnell,W,12,0
1942-10-17,Indiana,Western,Bo McMillin,A,Pitt,Ind,Charles Bowser,W,19,7
1942-10-24,Indiana,Western,Bo McMillin,H,Iowa,Western,Edward Anderson,L,13,14
1942-10-31,Indiana,Western,Bo McMillin,H,Iowa Pre-Flight,Ind,Bernie Bierman,L,6,26
1942-11-07,Indiana,Western,Bo McMillin,A,Minnesota,Western,George Hauser,W,7,0
1942-11-14,Indiana,Western,Bo McMillin,H,Kansas State,Big 6,Ward Haylett,W,54,0
1942-11-21,Indiana,Western,Bo McMillin,A,Purdue,Western,Elmer Burnham,W,20,0
1942-09-25,Iowa State,Big 6,Mike Michalske,A,Denver,MSAC,Ellison Ketchum,W,7,0
1942-10-03,Iowa State,Big 6,Mike Michalske,A,Nebraska,Big 6,Glenn Presnell,L,0,26
1942-10-10,Iowa State,Big 6,Mike Michalske,H,Marquette,Ind,Tom Stidham,L,12,34
1942-10-17,Iowa State,Big 6,Mike Michalske,H,Drake,MVC,Vee Green,W,29,6
1942-10-24,Iowa State,Big 6,Mike Michalske,A,Missouri,Big 6,Don Faurot,L,6,45
1942-10-31,Iowa State,Big 6,Mike Michalske,H,Oklahoma,Big 6,Snorter Luster,L,7,14
1942-11-06,Iowa State,Big 6,Mike Michalske,A,Villanova,Ind,,L,7,32
1942-11-14,Iowa State,Big 6,Mike Michalske,H,Kansas,Big 6,Gwinn Henry,W,20,13
1942-11-21,Iowa State,Big 6,Mike Michalske,A,Kansas State,Big 6,Ward Haylett,L,6,7
1942-09-26,Fordham,Ind,,A,Purdue,Western,Elmer Burnham,W,14,7
1942-10-03,Fordham,Ind,,A,Tennessee,SEC,John Barnhill,L,14,40
1942-10-10,Fordham,Ind,,H,North Carolina,Southern,Jim Tatum,T,0,0
1942-10-17,Fordham,Ind,,H,West Virginia,Ind,,W,23,14
1942-10-31,Fordham,Ind,,H,Saint Mary's (CA),Ind,James Phelan,W,7,0
1942-11-07,Fordham,Ind,,H,LSU,SEC,Bernie Moore,L,13,26
1942-11-14,Fordham,Ind,,A,Boston College,Ind,Denny Myers,L,6,56
1942-11-21,Fordham,Ind,,H,Missouri,Big 6,Don Faurot,W,20,12
1942-11-28,Fordham,Ind,,H,North Carolina Pre-Flight,Ind,Jimmy Crowley,W,6,0
1942-09-26,Arizona State,BIAA,Hilman Walker,A,San Francisco,Ind,Al Tassi,L,6,54
1942-10-03,Arizona State,BIAA,Hilman Walker,A,West Texas A&M,BIAA,Gus Miller,L,0,28
1942-10-10,Arizona State,BIAA,Hilman Walker,H,Arizona,BIAA,Miles Casteel,L,0,23
1942-10-17,Arizona State,BIAA,Hilman Walker,H,New Mexico State,BIAA,Julius Johnston,W,20,0
1942-10-24,Arizona State,BIAA,Hilman Walker,A,Hardin-Simmons,BIAA,Warren Woodson,L,0,21
1942-11-14,Arizona State,BIAA,Hilman Walker,A,UTEP,BIAA,,L,6,40
1942-11-28,Arizona State,BIAA,Hilman Walker,A,New Mexico,BIAA,Willis Barnes,L,7,35
1942-12-05,Arizona State,BIAA,Hilman Walker,A,Northern Arizona,BIAA,Maurice Moulder,W,14,2
1942-09-26,Furman,Southern,,H,Virginia Tech,Southern,Henry McEver,L,6,7
1942-10-03,Furman,Southern,,A,Georgia,SEC,Wallace Butts,L,7,40
1942-10-10,Furman,Southern,,H,Wake Forest,Southern,D.C. Walker,L,6,14
1942-10-16,Furman,Southern,,A,George Washington,Southern,John Baker,W,6,0
1942-10-24,Furman,Southern,,A,Tennessee,SEC,John Barnhill,L,7,52
1942-10-31,Furman,Southern,,A,Miami (FL),Ind,Jack Harding,L,13,32
1942-11-07,Furman,Southern,,H,Citadel,Southern,Bo Rowland,W,20,0
1942-11-14,Furman,Southern,,A,South Carolina,Southern,Rex Enright,W,6,0
1942-11-21,Furman,Southern,,A,Clemson,Southern,Frank Howard,L,7,12
1942-09-26,Utah,MSAC,Ike Armstrong,H,Santa Clara,Ind,Buck Shaw,L,0,12
1942-10-03,Utah,MSAC,Ike Armstrong,A,Arizona,BIAA,Miles Casteel,L,0,14
