Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints,PassCompletions,PassAttempts,PassYards,PassTDs,RushAttempts,RushYards,RushTDs,FirstDownPass,FirstDownRush,Penalties,PenaltyYards,Fumbles,Interceptions
2015-11-07,Indiana,Big Ten,Kevin Wilson,H,Iowa,Big Ten,Kirk Ferentz,L,27,35,16,37,180,1,39,227,2,13,11,3,35,0,1
2015-11-14,Indiana,Big Ten,Kevin Wilson,H,Michigan,Big Ten,Jim Harbaugh,L,41,48,20,34,220,1,55,307,2,9,20,9,79,0,0
2015-11-21,Indiana,Big Ten,Kevin Wilson,A,Maryland,Big Ten,Mike Locksley,W,47,28,23,35,385,4,45,170,1,15,6,7,55,1,0
2015-11-28,Indiana,Big Ten,Kevin Wilson,A,Purdue,Big Ten,Darrell Hazell,W,54,36,18,29,350,4,56,309,3,13,14,7,54,1,0
2015-12-26,Indiana,Big Ten,Kevin Wilson,N,Duke,ACC,David Cutcliffe,L,41,44,28,52,389,3,47,278,2,16,14,7,54,1,2
2015-09-05,Florida State,ACC,Jimbo Fisher,H,Texas State,Sun Belt,Dennis Franchione,W,59,16,25,32,370,5,41,266,3,16,14,5,35,1,0
2015-09-12,Florida State,ACC,Jimbo Fisher,H,South Florida,American,Willie Taggart,W,34,14,14,26,163,1,46,278,3,10,10,7,50,0,0
2015-09-18,Florida State,ACC,Jimbo Fisher,A,Boston College,ACC,Steve Addazio,W,14,0,15,24,119,1,33,98,0,7,5,4,26,0,0
2015-10-03,Florida State,ACC,Jimbo Fisher,A,Wake Forest,ACC,Dave Clawson,W,24,16,20,31,202,1,21,127,2,7,6,10,100,0,0
2015-10-10,Florida State,ACC,Jimbo Fisher,H,Miami (FL),ACC,Larry Scott,W,29,24,25,33,291,1,36,248,2,13,10,7,43,0,0
2015-10-17,Florida State,ACC,Jimbo Fisher,H,Louisville,ACC,Bobby Petrino,W,41,21,27,39,377,3,32,133,2,13,7,10,75,0,0
2015-10-24,Florida State,ACC,Jimbo Fisher,A,Georgia Tech,ACC,Paul Johnson,L,16,22,20,31,210,0,24,70,1,11,4,6,45,0,1
2015-10-31,Florida State,ACC,Jimbo Fisher,H,Syracuse,ACC,Scott Shafer,W,45,21,25,38,354,3,34,221,3,11,12,9,77,0,0
2015-11-07,Florida State,ACC,Jimbo Fisher,A,Clemson,ACC,Dabo Swinney,L,13,23,16,29,164,0,30,197,1,6,7,9,65,1,1
2015-11-14,Florida State,ACC,Jimbo Fisher,H,North Carolina State,ACC,Dave Doeren,W,34,17,23,37,283,2,38,196,2,15,11,6,38,2,3
2015-11-28,Florida State,ACC,Jimbo Fisher,A,Florida,SEC,Jim McElwain,W,27,2,14,28,160,1,30,144,2,5,9,7,52,0,0
2015-12-31,Florida State,ACC,Jimbo Fisher,N,Houston,American,Tom Herman,L,24,38,23,48,397,2,23,16,1,16,1,6,66,1,4
2015-09-12,Iowa State,Big 12,Paul Rhoads,H,Iowa,Big Ten,Kirk Ferentz,L,17,31,19,35,247,2,27,63,0,8,5,4,45,0,1
2015-09-19,Iowa State,Big 12,Paul Rhoads,A,Toledo,MAC,Matt Campbell,L,23,30,26,43,274,1,49,207,1,13,13,14,113,1,0
2015-10-03,Iowa State,Big 12,Paul Rhoads,H,Kansas,Big 12,David Beaty,W,38,13,27,37,269,2,37,243,3,12,11,2,10,0,2
2015-10-10,Iowa State,Big 12,Paul Rhoads,A,Texas Tech,Big 12,Kliff Kingsbury,L,31,66,15,30,180,1,45,315,3,6,13,4,45,0,3
2015-10-17,Iowa State,Big 12,Paul Rhoads,H,Texas Christian,Big 12,Gary Patterson,L,21,45,24,38,346,1,38,115,2,12,8,8,55,2,0
2015-10-24,Iowa State,Big 12,Paul Rhoads,A,Baylor,Big 12,Art Briles,L,27,45,15,29,156,3,55,232,1,7,15,4,30,2,2
2015-10-31,Iowa State,Big 12,Paul Rhoads,H,Texas,Big 12,Charlie Strong,W,24,0,19,38,188,1,54,238,2,12,13,4,45,0,0
2015-11-07,Iowa State,Big 12,Paul Rhoads,A,Oklahoma,Big 12,Bob Stoops,L,16,52,26,51,260,1,38,114,0,11,11,5,23,0,1
2015-11-14,Iowa State,Big 12,Paul Rhoads,H,Oklahoma State,Big 12,Mike Gundy,L,31,35,11,22,162,1,38,249,3,6,12,3,30,0,1
2015-11-21,Iowa State,Big 12,Paul Rhoads,A,Kansas State,Big 12,Bill Snyder,L,35,38,15,20,210,3,44,238,2,11,10,2,15,4,0
2015-11-28,Iowa State,Big 12,Paul Rhoads,A,West Virginia,Big 12,Dana Holgorsen,L,6,30,19,39,191,0,41,93,0,10,6,4,30,1,2
2015-09-12,Cincinnati,American,Tommy Tuberville,H,Temple,American,Matt Rhule,L,26,34,30,52,427,2,31,130,1,21,8,5,51,1,4
2015-09-19,Cincinnati,American,Tommy Tuberville,A,Miami (OH),MAC,Chuck Martin,W,37,33,22,40,263,1,54,282,3,15,15,7,55,2,2
2015-09-24,Cincinnati,American,Tommy Tuberville,A,Memphis,American,Justin Fuente,L,46,53,38,64,620,4,36,132,1,27,8,11,101,0,3
2015-10-01,Cincinnati,American,Tommy Tuberville,H,Miami (FL),ACC,Larry Scott,W,34,23,22,33,279,2,34,167,2,13,9,7,75,0,1
2015-10-16,Cincinnati,American,Tommy Tuberville,A,Brigham Young,Ind,Bronco Mendenhall,L,24,38,16,31,220,1,46,121,2,13,6,9,65,0,0
2015-10-24,Cincinnati,American,Tommy Tuberville,H,Connecticut,American,Bob Diaco,W,37,13,26,35,327,2,49,285,2,14,14,10,105,1,0
2015-10-31,Cincinnati,American,Tommy Tuberville,H,UCF,American,George O'Leary,W,52,7,27,32,489,6,42,237,1,17,11,7,62,0,1
2015-11-07,Cincinnati,American,Tommy Tuberville,A,Houston,American,Tom Herman,L,30,33,28,51,523,4,18,66,0,20,3,11,85,1,2
2015-11-14,Cincinnati,American,Tommy Tuberville,H,Tulsa,American,Philip Montgomery,W,49,38,29,42,386,2,41,266,5,21,11,10,68,2,1
2015-11-20,Cincinnati,American,Tommy Tuberville,A,South Florida,American,Willie Taggart,L,27,65,28,51,333,1,35,97,2,14,10,4,42,2,4
2015-11-28,Cincinnati,American,Tommy Tuberville,A,East Carolina,American,Ruffin McNeill,W,19,16,30,47,270,1,43,157,1,16,12,5,50,0,1
2015-12-24,Cincinnati,American,Tommy Tuberville,N,San Diego State,MWC,Rocky Long,L,7,42,19,31,202,0,32,77,1,9,5,10,110,0,3
2015-09-03,UTSA,CUSA,Larry Coker,A,Arizona,Pac-12,Rich Rodriguez,L,32,42,25,45,332,2,50,193,2,16,10,10,114,1,1
2015-09-12,UTSA,CUSA,Larry Coker,H,Kansas State,Big 12,Bill Snyder,L,3,30,23,37,192,0,25,37,0,9,3,12,92,0,0
2015-09-19,UTSA,CUSA,Larry Coker,A,Oklahoma State,Big 12,Mike Gundy,L,14,69,16,30,170,1,51,176,1,8,12,7,77,5,2
2015-09-26,UTSA,CUSA,Larry Coker,H,Colorado State,MWC,Mike Bobo,L,31,33,9,18,153,1,34,279,3,6,11,8,47,0,1
2015-10-03,UTSA,CUSA,Larry Coker,A,UTEP,CUSA,Sean Kugler,W,25,6,19,32,198,0,48,137,1,10,10,6,58,1,0
2015-10-10,UTSA,CUSA,Larry Coker,H,Louisiana Tech,CUSA,Skip Holtz,L,31,34,18,27,227,4,39,73,0,11,4,6,32,0,2
2015-10-17,UTSA,CUSA,Larry Coker,A,Southern Mississippi,CUSA,Todd Monken,L,10,32,6,22,66,1,41,139,0,4,7,7,78,2,0
2015-10-31,UTSA,CUSA,Larry Coker,A,North Texas,CUSA,Mike Canales,L,23,30,27,41,245,1,50,230,2,12,15,7,72,1,0
2015-11-07,UTSA,CUSA,Larry Coker,H,Old Dominion,CUSA,Bobby Wilder,L,31,36,26,38,283,2,38,141,2,17,7,3,34,1,0
2015-11-14,UTSA,CUSA,Larry Coker,A,Charlotte,CUSA,Brad Lambert,W,30,27,18,33,133,2,47,218,2,5,13,6,80,0,3
2015-11-21,UTSA,CUSA,Larry Coker,H,Rice,CUSA,David Bailiff,W,34,24,9,13,189,2,45,242,3,8,9,7,50,0,0
2015-11-28,UTSA,CUSA,Larry Coker,H,Middle Tennessee State,CUSA,Rick Stockstill,L,7,42,14,23,140,1,43,152,0,8,10,5,59,1,2
2015-09-05,Arizona State,Pac-12,Todd Graham,N,Texas A&M,SEC,Kevin Sumlin,L,17,38,25,41,199,1,41,92,1,7,9,6,45,2,0
2015-09-18,Arizona State,Pac-12,Todd Graham,H,New Mexico,MWC,Bob Davie,W,34,10,22,37,317,3,30,132,1,10,9,3,25,1,0
2015-09-26,Arizona State,Pac-12,Todd Graham,H,USC,Pac-12,Steve Sarkisian,L,14,42,23,44,272,0,35,182,2,15,8,2,25,3,1
2015-10-03,Arizona State,Pac-12,Todd Graham,A,UCLA,Pac-12,Jim Mora,W,38,23,27,44,273,2,46,192,2,14,10,4,39,0,1
2015-10-10,Arizona State,Pac-12,Todd Graham,H,Colorado,Pac-12,Mike MacIntyre,W,48,23,20,31,260,5,40,231,1,10,8,3,19,0,1
2015-10-17,Arizona State,Pac-12,Todd Graham,A,Utah,Pac-12,Kyle Whittingham,L,18,34,20,42,242,0,28,15,0,10,2,6,46,1,1
2015-10-29,Arizona State,Pac-12,Todd Graham,H,Oregon,Pac-12,Mark Helfrich,L,55,61,32,53,398,5,55,344,2,19,16,9,70,0,2
2015-11-07,Arizona State,Pac-12,Todd Graham,A,Washington State,Pac-12,Mike Leach,L,24,38,28,45,256,0,42,202,3,13,11,3,25,1,1
2015-11-14,Arizona State,Pac-12,Todd Graham,H,Washington,Pac-12,Chris Petersen,W,27,17,22,34,253,1,43,144,2,12,6,3,39,0,0
2015-11-21,Arizona State,Pac-12,Todd Graham,H,Arizona,Pac-12,Rich Rodriguez,W,52,37,21,32,315,2,48,250,3,11,10,5,50,1,1
2015-11-28,Arizona State,Pac-12,Todd Graham,A,California,Pac-12,Sonny Dykes,L,46,48,27,43,395,4,52,191,0,17,10,7,45,0,0
2016-01-02,Arizona State,Pac-12,Todd Graham,N,West Virginia,Big 12,Dana Holgorsen,L,42,43,29,52,418,4,32,102,0,17,5,6,45,0,0
2015-09-03,Utah,Pac-12,Kyle Whittingham,H,Michigan,Big Ten,Jim Harbaugh,W,24,17,24,33,208,0,37,129,2,10,9,6,55,0,1
2015-09-11,Utah,Pac-12,Kyle Whittingham,H,Utah State,MWC,Matt Wells,W,24,14,17,22,132,0,44,195,3,8,10,5,43,0,0
2015-09-19,Utah,Pac-12,Kyle Whittingham,A,Fresno State,MWC,Tim DeRuyter,W,45,24,19,26,159,1,48,221,2,9,12,1,10,2,1
2015-09-26,Utah,Pac-12,Kyle Whittingham,A,Oregon,Pac-12,Mark Helfrich,W,62,20,20,32,257,5,42,273,2,12,11,6,54,0,0
2015-10-10,Utah,Pac-12,Kyle Whittingham,H,California,Pac-12,Sonny Dykes,W,30,24,16,26,170,1,51,265,2,6,14,5,48,1,2
2015-10-17,Utah,Pac-12,Kyle Whittingham,H,Arizona State,Pac-12,Todd Graham,W,34,18,26,36,297,2,31,72,2,11,4,4,19,0,0
2015-10-24,Utah,Pac-12,Kyle Whittingham,A,USC,Pac-12,Steve Sarkisian,L,24,42,24,36,254,2,28,99,1,9,8,4,34,0,4
2015-10-31,Utah,Pac-12,Kyle Whittingham,H,Oregon State,Pac-12,Gary Andersen,W,27,12,14,17,198,1,44,174,2,9,10,5,45,0,0
2015-11-07,Utah,Pac-12,Kyle Whittingham,A,Washington,Pac-12,Chris Petersen,W,34,23,12,25,155,0,45,191,3,6,12,6,60,2,1
2015-11-14,Utah,Pac-12,Kyle Whittingham,A,Arizona,Pac-12,Rich Rodriguez,L,30,37,20,31,219,2,55,223,1,7,15,10,112,1,1
2015-11-21,Utah,Pac-12,Kyle Whittingham,H,UCLA,Pac-12,Jim Mora,L,9,17,13,26,110,0,49,197,0,5,14,4,45,2,0
2015-11-28,Utah,Pac-12,Kyle Whittingham,H,Colorado,Pac-12,Mike MacIntyre,W,20,14,10,26,108,1,50,216,1,7,9,9,92,2,1
2015-12-19,Utah,Pac-12,Kyle Whittingham,N,Brigham Young,Ind,Bronco Mendenhall,W,35,28,9,16,71,0,47,126,3,3,8,7,76,0,0
2015-09-12,Syracuse,ACC,Scott Shafer,H,Wake Forest,ACC,Dave Clawson,W,30,17,8,14,221,2,37,149,0,5,9,4,30,0,0
2015-09-19,Syracuse,ACC,Scott Shafer,H,Central Michigan,MAC,John Bonamego,W,30,27,11,17,161,2,30,165,2,6,5,6,60,0,1
2015-09-26,Syracuse,ACC,Scott Shafer,H,LSU,SEC,Les Miles,L,24,34,16,38,154,3,31,127,0,8,8,4,36,0,1
2015-10-10,Syracuse,ACC,Scott Shafer,A,South Florida,American,Willie Taggart,L,24,45,21,34,232,2,33,73,1,12,7,6,64,2,1
2015-10-17,Syracuse,ACC,Scott Shafer,A,Virginia,ACC,Mike London,L,38,44,16,22,150,2,43,184,2,8,10,4,32,2,0
2015-10-24,Syracuse,ACC,Scott Shafer,H,Pitt,ACC,Pat Narduzzi,L,20,23,22,31,217,2,23,136,0,10,5,4,39,0,2
2015-10-31,Syracuse,ACC,Scott Shafer,A,Florida State,ACC,Jimbo Fisher,L,21,45,12,25,130,0,42,173,2,3,11,5,45,1,0
2015-11-07,Syracuse,ACC,Scott Shafer,A,Louisville,ACC,Bobby Petrino,L,17,41,19,37,184,1,36,102,1,6,5,4,20,1,2
2015-11-14,Syracuse,ACC,Scott Shafer,H,Clemson,ACC,Dabo Swinney,L,27,37,8,21,80,0,34,242,3,4,10,9,83,1,0
2015-11-21,Syracuse,ACC,Scott Shafer,A,North Carolina State,ACC,Dave Doeren,L,29,42,10,21,152,2,32,140,1,6,5,9,77,1,1
2015-11-28,Syracuse,ACC,Scott Shafer,H,Boston College,ACC,Steve Addazio,W,20,17,12,27,88,1,45,155,1,5,8,6,55,1,0
2015-09-03,Arizona,Pac-12,Rich Rodriguez,H,UTSA,CUSA,Larry Coker,W,42,32,22,36,229,4,38,163,0,12,8,8,76,1,0
2015-09-12,Arizona,Pac-12,Rich Rodriguez,A,Nevada,MWC,Brian Polian,W,44,20,25,34,269,2,43,301,4,10,10,3,30,1,0
2015-09-26,Arizona,Pac-12,Rich Rodriguez,H,UCLA,Pac-12,Jim Mora,L,30,56,10,28,115,2,59,353,2,5,23,5,40,2,1
2015-10-03,Arizona,Pac-12,Rich Rodriguez,A,Stanford,Pac-12,David Shaw,L,17,55,17,33,196,1,34,118,1,9,7,7,55,0,0
2015-10-10,Arizona,Pac-12,Rich Rodriguez,H,Oregon State,Pac-12,Gary Andersen,W,44,7,17,30,276,0,58,368,5,10,15,7,56,0,0
2015-10-17,Arizona,Pac-12,Rich Rodriguez,A,Colorado,Pac-12,Mike MacIntyre,W,38,31,25,40,325,2,44,291,3,14,12,3,25,2,0
2015-10-24,Arizona,Pac-12,Rich Rodriguez,H,Washington State,Pac-12,Mike Leach,L,42,45,24,37,307,2,32,176,3,13,8,5,40,1,0
2015-10-31,Arizona,Pac-12,Rich Rodriguez,A,Washington,Pac-12,Chris Petersen,L,3,49,25,42,203,0,44,127,0,9,10,4,22,1,3
2015-11-07,Arizona,Pac-12,Rich Rodriguez,A,USC,Pac-12,Steve Sarkisian,L,30,38,31,47,352,3,32,60,0,16,5,9,80,0,1
2015-11-14,Arizona,Pac-12,Rich Rodriguez,H,Utah,Pac-12,Kyle Whittingham,W,37,30,18,32,302,3,34,158,1,11,9,8,71,0,2
2015-11-21,Arizona,Pac-12,Rich Rodriguez,A,Arizona State,Pac-12,Todd Graham,L,37,52,20,43,340,2,34,109,1,13,5,7,58,1,2
2015-12-19,Arizona,Pac-12,Rich Rodriguez,N,New Mexico,MWC,Bob Davie,W,45,37,13,24,329,2,32,174,4,10,7,4,30,1,1
2015-09-03,Western Kentucky,CUSA,Jeff Brohm,A,Vanderbilt,SEC,Derek Mason,W,14,12,19,30,209,1,23,37,1,7,4,9,70,0,0
2015-09-10,Western Kentucky,CUSA,Jeff Brohm,H,Louisiana Tech,CUSA,Skip Holtz,W,41,38,28,38,441,1,33,149,2,18,6,10,109,1,0
2015-09-19,Western Kentucky,CUSA,Jeff Brohm,A,Indiana,Big Ten,Kevin Wilson,L,35,38,35,46,484,3,26,84,2,21,5,6,65,0,2
2015-09-26,Western Kentucky,CUSA,Jeff Brohm,H,Miami (OH),MAC,Chuck Martin,W,56,14,34,42,464,6,32,105,2,20,6,6,50,0,0
2015-10-03,Western Kentucky,CUSA,Jeff Brohm,A,Rice,CUSA,David Bailiff,W,49,10,29,39,424,4,32,80,3,16,4,3,20,0,0
2015-10-10,Western Kentucky,CUSA,Jeff Brohm,H,Middle Tennessee State,CUSA,Rick Stockstill,W,58,28,29,37,428,6,40,165,1,14,8,3,35,1,1
2015-10-15,Western Kentucky,CUSA,Jeff Brohm,A,North Texas,CUSA,Mike Canales,W,55,28,31,43,400,4,40,283,3,17,17,7,55,0,1
2015-10-24,Western Kentucky,CUSA,Jeff Brohm,A,LSU,SEC,Les Miles,L,20,48,37,61,325,3,23,103,0,16,7,7,62,1,1
2015-10-31,Western Kentucky,CUSA,Jeff Brohm,A,Old Dominion,CUSA,Bobby Wilder,W,55,30,22,29,284,3,31,239,4,12,9,1,5,0,0
2015-11-07,Western Kentucky,CUSA,Jeff Brohm,H,Florida Atlantic,CUSA,Charlie Partridge,W,35,19,25,30,287,5,34,229,0,10,14,7,85,0,1
2015-11-21,Western Kentucky,CUSA,Jeff Brohm,A,Florida International,CUSA,Ron Turner,W,63,7,16,21,224,3,37,253,5,8,14,5,70,3,0
2015-11-27,Western Kentucky,CUSA,Jeff Brohm,H,Marshall,CUSA,Doc Holliday,W,49,28,27,40,370,5,43,176,1,18,10,8,102,2,0
2015-12-05,Western Kentucky,CUSA,Jeff Brohm,H,Southern Mississippi,CUSA,Todd Monken,W,45,28,34,52,410,3,36,111,3,16,7,2,15,0,1
2015-12-21,Western Kentucky,CUSA,Jeff Brohm,N,South Florida,American,Willie Taggart,W,45,35,32,46,461,3,33,151,3,17,9,9,66,0,2
2015-09-05,Penn State,Big Ten,James Franklin,A,Temple,American,Matt Rhule,L,10,27,11,25,103,0,27,77,1,4,4,6,39,0,1
2015-09-12,Penn State,Big Ten,James Franklin,H,Buffalo,MAC,Lance Leipold,W,27,14,14,27,128,1,39,200,2,5,9,7,65,0,0
2015-09-19,Penn State,Big Ten,James Franklin,H,Rutgers,Big Ten,Kyle Flood,W,28,3,10,19,141,0,41,330,4,4,13,8,80,0,1
2015-09-26,Penn State,Big Ten,James Franklin,H,San Diego State,MWC,Rocky Long,W,37,21,22,36,328,3,34,72,0,14,2,5,37,1,0
2015-10-03,Penn State,Big Ten,James Franklin,H,Army,Ind,Jeff Monken,W,20,14,10,19,156,1,34,108,1,5,7,3,20,0,0
2015-10-10,Penn State,Big Ten,James Franklin,H,Indiana,Big Ten,Kevin Wilson,W,29,7,22,40,266,2,32,154,2,14,5,3,30,1,0
2015-10-17,Penn State,Big Ten,James Franklin,A,Ohio State,Big Ten,Urban Meyer,L,10,38,7,13,120,1,40,195,0,2,8,3,22,1,0
2015-10-24,Penn State,Big Ten,James Franklin,N,Maryland,Big Ten,Mike Locksley,W,31,30,13,30,315,3,31,48,1,11,4,6,39,3,0
2015-10-31,Penn State,Big Ten,James Franklin,H,Illinois,Big Ten,Bill Cubit,W,39,0,22,33,280,3,37,120,2,12,9,3,25,2,0
2015-11-07,Penn State,Big Ten,James Franklin,A,Northwestern,Big Ten,Pat Fitzgerald,L,21,23,22,41,237,1,30,125,2,8,6,9,70,1,1
2015-11-21,Penn State,Big Ten,James Franklin,H,Michigan,Big Ten,Jim Harbaugh,L,16,28,13,32,137,1,22,70,0,4,4,3,30,1,0
2015-11-28,Penn State,Big Ten,James Franklin,A,Michigan State,Big Ten,Mark Dantonio,L,16,55,27,47,296,2,25,122,0,10,9,6,45,2,2
2016-01-02,Penn State,Big Ten,James Franklin,N,Georgia,SEC,Mark Richt,L,17,24,22,42,281,2,32,120,0,12,3,6,39,0,1
2015-09-03,Vanderbilt,SEC,Derek Mason,H,Western Kentucky,CUSA,Jeff Brohm,L,12,14,18,34,217,1,42,176,0,9,9,5,48,1,2
2015-09-12,Vanderbilt,SEC,Derek Mason,H,Georgia,SEC,Mark Richt,L,14,31,24,50,295,1,39,105,0,12,6,4,20,0,3
2015-09-26,Vanderbilt,SEC,Derek Mason,A,Ole Miss,SEC,Hugh Freeze,L,16,27,23,42,194,1,43,128,0,9,8,8,43,0,0
2015-10-03,Vanderbilt,SEC,Derek Mason,A,Middle Tennessee State,CUSA,Rick Stockstill,W,17,13,18,31,177,0,41,237,2,10,8,6,40,1,2
2015-10-17,Vanderbilt,SEC,Derek Mason,A,South Carolina,SEC,Shawn Elliott,L,10,19,21,42,177,1,35,155,0,9,10,6,53,2,3
2015-10-24,Vanderbilt,SEC,Derek Mason,H,Missouri,SEC,Gary Pinkel,W,10,3,17,28,136,0,49,168,1,8,9,5,59,1,0
2015-10-31,Vanderbilt,SEC,Derek Mason,A,Houston,American,Tom Herman,L,0,34,5,20,44,0,42,141,0,2,10,6,39,1,3
2015-11-07,Vanderbilt,SEC,Derek Mason,A,Florida,SEC,Jim McElwain,L,7,9,3,14,30,0,48,145,1,0,8,7,45,0,0
2015-11-14,Vanderbilt,SEC,Derek Mason,H,Kentucky,SEC,Mark Stoops,W,21,17,13,26,166,2,42,135,0,7,6,3,25,2,0
2015-11-21,Vanderbilt,SEC,Derek Mason,H,Texas A&M,SEC,Kevin Sumlin,L,0,25,5,16,23,0,44,125,0,0,8,7,68,0,1
2015-11-28,Vanderbilt,SEC,Derek Mason,A,Tennessee,SEC,Butch Jones,L,28,53,15,34,209,3,36,202,1,11,8,9,84,0,1
2015-09-05,Kentucky,SEC,Mark Stoops,H,Louisiana,Sun Belt,Mark Hudspeth,W,40,33,16,34,257,3,26,178,2,8,7,4,54,0,1
2015-09-12,Kentucky,SEC,Mark Stoops,A,South Carolina,SEC,Shawn Elliott,W,26,22,21,29,192,0,38,207,3,7,12,7,74,0,1
2015-09-19,Kentucky,SEC,Mark Stoops,H,Florida,SEC,Jim McElwain,L,9,14,8,24,126,0,41,115,0,5,8,5,37,0,2
2015-09-26,Kentucky,SEC,Mark Stoops,H,Missouri,SEC,Gary Pinkel,W,21,13,22,27,249,2,38,120,1,8,9,8,91,0,0
2015-10-15,Kentucky,SEC,Mark Stoops,H,Auburn,SEC,Gus Malzahn,L,27,30,27,44,359,0,33,138,3,17,6,5,37,0,1
2015-10-24,Kentucky,SEC,Mark Stoops,A,Mississippi State,SEC,Dan Mullen,L,16,42,30,52,260,0,33,163,1,14,12,3,30,0,3
