Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1936-09-26,North Carolina,Southern,Raymond Wolf,N,Wake Forest,Southern,Jim Weaver,W,14,7
1936-10-03,North Carolina,Southern,Raymond Wolf,H,Tennessee,SEC,Bob Neyland,W,14,6
1936-10-10,North Carolina,Southern,Raymond Wolf,H,Maryland,Southern,Frank Dobson,W,14,0
1936-10-17,North Carolina,Southern,Raymond Wolf,A,New York University,Ind,Mal Stevens,W,14,13
1936-10-24,North Carolina,Southern,Raymond Wolf,A,Tulane,SEC,Red Dawson,L,7,21
1936-10-31,North Carolina,Southern,Raymond Wolf,H,North Carolina State,Southern,Hunk Anderson,W,21,6
1936-11-07,North Carolina,Southern,Raymond Wolf,A,Davidson,Southern,Gene McEver,W,26,6
1936-11-14,North Carolina,Southern,Raymond Wolf,H,Duke,Southern,Wallace Wade,L,7,27
1936-11-21,North Carolina,Southern,Raymond Wolf,A,South Carolina,Southern,Don McCallister,W,14,0
1936-11-26,North Carolina,Southern,Raymond Wolf,A,Virginia,Ind,Gus Tebell,W,59,14
1936-10-10,Indiana,Western,Bo McMillin,A,Michigan,Western,Harry Kipke,W,14,3
1936-10-17,Indiana,Western,Bo McMillin,A,Nebraska,Big 6,Dana Bible,L,9,13
1936-10-24,Indiana,Western,Bo McMillin,A,Ohio State,Western,Francis Schmidt,L,0,7
1936-10-31,Indiana,Western,Bo McMillin,H,Iowa,Western,Ossie Solem,W,13,6
1936-11-07,Indiana,Western,Bo McMillin,H,Syracuse,Ind,Vic Hanson,W,9,7
1936-11-14,Indiana,Western,Bo McMillin,A,Chicago,Western,Clark Shaughnessy,W,20,7
1936-11-21,Indiana,Western,Bo McMillin,A,Purdue,Western,Noble Kizer,T,20,20
1936-10-03,Iowa State,Big 6,George Veenker,A,Nebraska,Big 6,Dana Bible,L,0,34
1936-10-10,Iowa State,Big 6,George Veenker,H,Kansas,Big 6,Adrian Lindsey,W,21,7
1936-10-24,Iowa State,Big 6,George Veenker,A,Missouri,Big 6,Don Faurot,L,0,10
1936-10-31,Iowa State,Big 6,George Veenker,H,Oklahoma,Big 6,Biff Jones,T,7,7
1936-11-14,Iowa State,Big 6,George Veenker,A,Kansas State,Big 6,Wesley Fry,L,7,47
1936-11-21,Iowa State,Big 6,George Veenker,H,Drake,MVC,Vee Green,W,21,7
1936-10-10,Fordham,Ind,Jimmy Crowley,H,SMU,SWC,Madison Bell,W,7,0
1936-10-24,Fordham,Ind,Jimmy Crowley,H,Saint Mary's (CA),Ind,Slip Madigan,W,7,6
1936-10-31,Fordham,Ind,Jimmy Crowley,H,Pitt,Ind,Jock Sutherland,T,0,0
1936-11-07,Fordham,Ind,Jimmy Crowley,H,Purdue,Western,Noble Kizer,W,15,0
1936-11-21,Fordham,Ind,Jimmy Crowley,H,Georgia,SEC,Harry Mehre,T,7,7
1936-11-26,Fordham,Ind,Jimmy Crowley,N,New York University,Ind,Mal Stevens,L,6,7
1936-10-10,Arizona State,BIAA,Rudy Lavik,H,Arizona,BIAA,Tex Oliver,L,0,18
1936-10-24,Arizona State,BIAA,Rudy Lavik,A,Northern Arizona,BIAA,Mark McIntosh,L,0,19
1936-10-31,Arizona State,BIAA,Rudy Lavik,H,New Mexico,BIAA,Gwinn Henry,W,7,6
1936-11-07,Arizona State,BIAA,Rudy Lavik,H,New Mexico State,BIAA,Gerald Hines,L,6,20
1936-11-14,Arizona State,BIAA,Rudy Lavik,A,UTEP,BIAA,Mack Saxon,W,19,0
1936-11-21,Arizona State,BIAA,Rudy Lavik,H,Northern Arizona,BIAA,Mark McIntosh,L,7,13
1936-09-26,Furman,Southern,,A,Wofford,Ind,Jules Carson,W,31,0
1936-10-03,Furman,Southern,,A,Georgia,SEC,Harry Mehre,L,0,13
1936-10-10,Furman,Southern,,H,Citadel,Southern,Tatum Gressette,W,13,7
1936-10-17,Furman,Southern,,A,North Carolina State,Southern,Hunk Anderson,L,0,27
1936-10-23,Furman,Southern,,A,Mercer,Ind,,W,20,9
1936-10-31,Furman,Southern,,H,Davidson,Southern,Gene McEver,W,14,13
1936-11-06,Furman,Southern,,A,Presbyterian,Ind,Walter Johnson,W,14,0
1936-11-14,Furman,Southern,,H,South Carolina,Southern,Don McCallister,W,23,6
1936-11-26,Furman,Southern,,A,Clemson,Southern,Jess Neely,W,12,0
1936-09-26,Utah,RMC,Ike Armstrong,H,Northern Colorado,RMC,J.W. Hancock,W,26,0
1936-10-03,Utah,RMC,Ike Armstrong,H,Arizona,BIAA,Tex Oliver,W,14,6
1936-10-10,Utah,RMC,Ike Armstrong,H,Western State,RMC,Paul Wright,W,26,0
1936-10-17,Utah,RMC,Ike Armstrong,A,Denver,RMC,William Saunders,W,31,6
1936-10-24,Utah,RMC,Ike Armstrong,A,Utah State,RMC,,L,0,12
1936-10-31,Utah,RMC,Ike Armstrong,H,BYU,RMC,Ott Romney,W,18,0
1936-11-07,Utah,RMC,Ike Armstrong,A,Colorado,RMC,Bunny Oakes,L,7,31
1936-11-14,Utah,RMC,Ike Armstrong,H,Texas A&M,SWC,Homer Norton,L,7,20
1936-11-26,Utah,RMC,Ike Armstrong,H,Colorado State,RMC,Harry Hughes,W,13,0
1936-09-26,Northern Colorado,RMC,J.W. Hancock,A,Utah,RMC,Ike Armstrong,L,0,26
1936-10-02,Northern Colorado,RMC,J.W. Hancock,H,Wyoming,RMC,Dutch Witte,W,13,7
1936-10-09,Northern Colorado,RMC,J.W. Hancock,H,BYU,RMC,Ott Romney,L,0,33
1936-10-17,Northern Colorado,RMC,J.W. Hancock,A,Montana State,RMC,Jack Croft,W,13,0
1936-10-24,Northern Colorado,RMC,J.W. Hancock,A,Western State,RMC,Paul Wright,W,12,10
1936-11-14,Northern Colorado,RMC,J.W. Hancock,H,Colorado State,RMC,Harry Hughes,L,6,12
1936-11-21,Northern Colorado,RMC,J.W. Hancock,H,Colorado Mines,RMC,Wilbur White,W,27,10
1936-10-03,Villanova,Ind,,H,Detroit Mercy,Ind,Gus Dorais,W,13,6
1936-10-10,Villanova,Ind,,A,Penn State,Ind,Bob Higgins,W,13,0
1936-10-31,Villanova,Ind,,A,Bucknell,Ind,Hook Mylin,L,0,6
1936-11-07,Villanova,Ind,,A,South Carolina,Southern,Don McCallister,W,14,0
1936-11-14,Villanova,Ind,,A,Temple,Ind,Pop Warner,L,0,6
1936-11-21,Villanova,Ind,,A,Manhattan,Ind,,W,12,0
1937-01-01,Villanova,Ind,,N,Auburn,SEC,Jack Meagher,T,7,7
1936-10-03,Washington & Lee,Southern,Tex Tilson,A,Army,Ind,Gar Davidson,L,0,28
1936-10-10,Washington & Lee,Southern,Tex Tilson,N,West Virginia,Ind,Trusty Tallman,L,7,28
1936-10-17,Washington & Lee,Southern,Tex Tilson,H,Kentucky,SEC,C.A. Wynne,L,7,39
1936-10-24,Washington & Lee,Southern,Tex Tilson,A,Virginia,Ind,Gus Tebell,W,13,0
1936-10-31,Washington & Lee,Southern,Tex Tilson,H,Duke,Southern,Wallace Wade,L,0,51
1936-11-07,Washington & Lee,Southern,Tex Tilson,H,Virginia Tech,Southern,Henry Redd,W,27,0
1936-11-14,Washington & Lee,Southern,Tex Tilson,A,William & Mary,Southern,,W,13,7
1936-11-26,Washington & Lee,Southern,Tex Tilson,A,Maryland,Southern,Frank Dobson,L,6,19
1936-10-17,Syracuse,Ind,Vic Hanson,A,Cornell,Ind,,L,7,20
1936-10-24,Syracuse,Ind,Vic Hanson,H,Maryland,Southern,Frank Dobson,L,0,20
1936-10-31,Syracuse,Ind,Vic Hanson,A,Penn State,Ind,Bob Higgins,L,0,18
1936-11-07,Syracuse,Ind,Vic Hanson,A,Indiana,Western,Bo McMillin,L,7,9
1936-11-14,Syracuse,Ind,Vic Hanson,A,Columbia,Ind,Lou Little,L,0,17
1936-11-21,Syracuse,Ind,Vic Hanson,H,Colgate,Ind,Andrew Kerr,L,0,13
1936-09-25,Arizona,BIAA,Tex Oliver,H,BYU,RMC,Ott Romney,W,32,6
1936-10-03,Arizona,BIAA,Tex Oliver,A,Utah,RMC,Ike Armstrong,L,6,14
1936-10-10,Arizona,BIAA,Tex Oliver,A,Arizona State,BIAA,Rudy Lavik,W,18,0
1936-10-17,Arizona,BIAA,Tex Oliver,H,Centenary (LA),Ind,Curtis Player,T,13,13
1936-10-24,Arizona,BIAA,Tex Oliver,H,New Mexico State,BIAA,Gerald Hines,W,28,7
1936-10-31,Arizona,BIAA,Tex Oliver,A,Kansas,Big 6,Adrian Lindsey,T,0,0
1936-11-07,Arizona,BIAA,Tex Oliver,H,New Mexico,BIAA,Gwinn Henry,W,28,0
