Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints,PassCompletions,PassAttempts,PassYards,PassTDs,RushAttempts,RushYards,RushTDs,FirstDownPass,FirstDownRush,Penalties,PenaltyYards,Fumbles,Interceptions
2002-08-31,North Carolina,ACC,John Bunting,H,Miami (OH),MAC,Terry Hoeppner,L,21,27,28,46,353,2,28,94,1,15,7,7,57,6,3
2002-09-07,North Carolina,ACC,John Bunting,A,Syracuse,Big East,Paul Pasqualoni,W,30,22,19,36,284,2,42,152,1,13,7,6,27,1,0
2002-09-14,North Carolina,ACC,John Bunting,H,Texas,Big 12,Mack Brown,L,21,52,13,29,170,1,41,173,2,7,15,7,70,1,2
2002-09-28,North Carolina,ACC,John Bunting,H,Georgia Tech,ACC,Chan Gailey,L,13,21,14,25,231,1,27,68,0,7,5,8,64,1,0
2002-10-05,North Carolina,ACC,John Bunting,A,Arizona State,Pac-10,Dirk Koetter,W,38,35,25,40,417,5,34,61,0,11,5,12,76,0,2
2002-10-12,North Carolina,ACC,John Bunting,H,North Carolina State,ACC,Chuck Amato,L,17,34,18,36,266,2,37,85,0,14,8,8,60,1,1
2002-10-19,North Carolina,ACC,John Bunting,A,Virginia,ACC,Al Groh,L,27,37,24,34,353,4,38,98,0,14,6,5,59,2,1
2002-10-26,North Carolina,ACC,John Bunting,A,Wake Forest,ACC,Jim Grobe,L,0,31,17,27,221,0,33,91,0,10,6,7,83,1,1
2002-11-02,North Carolina,ACC,John Bunting,H,Maryland,ACC,Ralph Friedgen,L,7,59,21,42,233,0,35,79,1,11,6,10,87,0,1
2002-11-09,North Carolina,ACC,John Bunting,H,Clemson,ACC,Tommy Bowden,L,12,42,18,33,179,1,32,65,0,8,7,9,69,0,1
2002-11-16,North Carolina,ACC,John Bunting,A,Florida State,ACC,Bobby Bowden,L,14,40,19,50,230,2,30,129,0,11,6,9,75,2,1
2002-11-23,North Carolina,ACC,John Bunting,A,Duke,ACC,Carl Franks,W,23,21,21,35,262,1,37,135,2,11,9,7,65,1,1
2002-08-31,Miami (OH),MAC,Terry Hoeppner,A,North Carolina,ACC,John Bunting,W,27,21,16,33,204,1,56,175,3,11,9,5,50,2,0
2002-09-07,Miami (OH),MAC,Terry Hoeppner,H,Iowa,Big Ten,Kirk Ferentz,L,24,29,33,51,343,3,17,14,0,17,3,3,30,0,1
2002-09-14,Miami (OH),MAC,Terry Hoeppner,A,LSU,SEC,Nick Saban,L,7,33,22,34,195,1,17,29,0,12,0,9,94,0,1
2002-09-21,Miami (OH),MAC,Terry Hoeppner,H,Kent State,MAC,Dean Pees,W,27,20,18,31,198,1,49,176,2,10,12,6,65,1,2
2002-09-28,Miami (OH),MAC,Terry Hoeppner,A,Akron,MAC,Lee Owens,W,48,31,16,22,240,2,40,131,3,10,8,7,65,0,0
2002-10-05,Miami (OH),MAC,Terry Hoeppner,A,Cincinnati,CUSA,Rick Minter,W,31,26,28,38,253,2,34,161,2,14,9,5,40,1,1
2002-10-12,Miami (OH),MAC,Terry Hoeppner,H,Northern Illinois,MAC,Joe Novak,L,41,48,41,61,525,4,39,47,1,23,6,3,38,0,3
2002-10-19,Miami (OH),MAC,Terry Hoeppner,A,Buffalo,MAC,Jim Hofher,W,49,0,18,30,251,3,43,236,4,11,13,6,45,1,2
2002-10-26,Miami (OH),MAC,Terry Hoeppner,A,Toledo,MAC,Tom Amstutz,W,27,13,22,31,299,0,39,164,3,12,8,8,64,0,0
2002-11-02,Miami (OH),MAC,Terry Hoeppner,H,Ohio,MAC,Brian Knorr,W,38,20,21,31,248,2,46,165,3,12,12,3,25,1,0
2002-11-12,Miami (OH),MAC,Terry Hoeppner,A,Marshall,MAC,Bob Pruett,L,34,36,16,33,247,3,36,127,1,11,7,10,79,0,1
