Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1993-08-29,North Carolina,ACC,Mack Brown,A,USC,Pac-10,John Robinson,W,31,9
1993-09-04,North Carolina,ACC,Mack Brown,H,Ohio,MAC,Tom Lichtenberg,W,44,3
1993-09-11,North Carolina,ACC,Mack Brown,H,Maryland,ACC,Mark Duffner,W,59,42
1993-09-18,North Carolina,ACC,Mack Brown,H,Florida State,ACC,Bobby Bowden,L,7,33
1993-09-25,North Carolina,ACC,Mack Brown,A,North Carolina State,ACC,Mike O'Cain,W,35,14
1993-10-02,North Carolina,ACC,Mack Brown,H,UTEP,WAC,Charlie Bailey,W,45,39
1993-10-09,North Carolina,ACC,Mack Brown,H,Wake Forest,ACC,Jim Caldwell,W,45,35
1993-10-16,North Carolina,ACC,Mack Brown,A,Georgia Tech,ACC,Bill Lewis,W,41,3
1993-10-23,North Carolina,ACC,Mack Brown,A,Virginia,ACC,George Welsh,L,10,17
1993-11-06,North Carolina,ACC,Mack Brown,H,Clemson,ACC,Tommy West,W,24,0
1993-11-13,North Carolina,ACC,Mack Brown,A,Tulane,Ind,Buddy Teevens,W,42,10
1993-11-26,North Carolina,ACC,Mack Brown,H,Duke,ACC,Barry Wilson,W,38,24
1993-12-31,North Carolina,ACC,Mack Brown,N,Alabama,SEC,Gene Stallings,L,10,24
1993-09-11,Miami (OH),MAC,Randy Walker,H,Louisiana,Big West,Nelson Stokley,W,29,28
1993-09-18,Miami (OH),MAC,Randy Walker,A,Cincinnati,Ind,Tim Murphy,L,23,30
1993-09-25,Miami (OH),MAC,Randy Walker,A,Western Michigan,MAC,Al Molde,L,0,17
1993-10-02,Miami (OH),MAC,Randy Walker,H,Eastern Michigan,MAC,Ron Cooper,L,7,15
1993-10-09,Miami (OH),MAC,Randy Walker,A,Akron,MAC,Gerry Faust,L,13,31
1993-10-16,Miami (OH),MAC,Randy Walker,A,Toledo,MAC,Gary Pinkel,W,22,19
1993-10-23,Miami (OH),MAC,Randy Walker,H,Ohio,MAC,Tom Lichtenberg,L,20,22
1993-10-30,Miami (OH),MAC,Randy Walker,H,Bowling Green State,MAC,Gary Blackney,L,25,30
1993-11-06,Miami (OH),MAC,Randy Walker,A,Ball State,MAC,Paul Schudel,L,0,21
1993-11-13,Miami (OH),MAC,Randy Walker,A,Kent State,MAC,Pete Cordelli,W,23,14
1993-11-20,Miami (OH),MAC,Randy Walker,H,Central Michigan,MAC,Herb Deromedi,W,24,21
1993-09-04,Indiana,Big Ten,Bill Mallory,H,Toledo,MAC,Gary Pinkel,W,27,0
1993-09-11,Indiana,Big Ten,Bill Mallory,H,Northern Illinois,Big West,Charlie Sadler,W,28,10
1993-09-18,Indiana,Big Ten,Bill Mallory,H,Kentucky,SEC,Bill Curry,W,24,8
1993-09-25,Indiana,Big Ten,Bill Mallory,H,Wisconsin,Big Ten,Barry Alvarez,L,15,27
1993-10-02,Indiana,Big Ten,Bill Mallory,A,Minnesota,Big Ten,Jim Wacker,W,23,19
1993-10-09,Indiana,Big Ten,Bill Mallory,H,Iowa,Big Ten,Hayden Fry,W,16,10
1993-10-23,Indiana,Big Ten,Bill Mallory,A,Northwestern,Big Ten,Gary Barnett,W,24,0
1993-10-30,Indiana,Big Ten,Bill Mallory,H,Michigan State,Big Ten,George Perles,W,10,0
1993-11-06,Indiana,Big Ten,Bill Mallory,A,Penn State,Big Ten,Joe Paterno,L,31,38
1993-11-13,Indiana,Big Ten,Bill Mallory,A,Ohio State,Big Ten,John Cooper,L,17,23
1993-11-20,Indiana,Big Ten,Bill Mallory,H,Purdue,Big Ten,Jim Colletto,W,24,17
1993-12-31,Indiana,Big Ten,Bill Mallory,N,Virginia Tech,Big East,Frank Beamer,L,20,45
1993-08-28,Florida State,ACC,Bobby Bowden,N,Kansas,Big 8,Glen Mason,W,42,0
1993-09-04,Florida State,ACC,Bobby Bowden,A,Duke,ACC,Barry Wilson,W,45,7
1993-09-11,Florida State,ACC,Bobby Bowden,H,Clemson,ACC,Tommy West,W,57,0
1993-09-18,Florida State,ACC,Bobby Bowden,A,North Carolina,ACC,Mack Brown,W,33,7
1993-10-02,Florida State,ACC,Bobby Bowden,H,Georgia Tech,ACC,Bill Lewis,W,51,0
1993-10-09,Florida State,ACC,Bobby Bowden,H,Miami (FL),Big East,Dennis Erickson,W,28,10
1993-10-16,Florida State,ACC,Bobby Bowden,H,Virginia,ACC,George Welsh,W,40,14
1993-10-30,Florida State,ACC,Bobby Bowden,H,Wake Forest,ACC,Jim Caldwell,W,54,0
1993-11-06,Florida State,ACC,Bobby Bowden,A,Maryland,ACC,Mark Duffner,W,49,20
1993-11-13,Florida State,ACC,Bobby Bowden,A,Notre Dame,Ind,Lou Holtz,L,24,31
1993-11-20,Florida State,ACC,Bobby Bowden,H,North Carolina State,ACC,Mike O'Cain,W,62,3
1993-11-27,Florida State,ACC,Bobby Bowden,A,Florida,SEC,Steve Spurrier,W,33,21
1994-01-01,Florida State,ACC,Bobby Bowden,N,Nebraska,Big 8,Tom Osborne,W,18,16
1993-09-02,Iowa State,Big 8,Jim Walden,H,Northern Illinois,Big West,Charlie Sadler,W,54,10
1993-09-11,Iowa State,Big 8,Jim Walden,H,Iowa,Big Ten,Hayden Fry,L,28,31
1993-09-18,Iowa State,Big 8,Jim Walden,A,Wisconsin,Big Ten,Barry Alvarez,L,7,28
1993-09-25,Iowa State,Big 8,Jim Walden,A,Rice,SWC,Fred Goldsmith,L,21,49
1993-10-02,Iowa State,Big 8,Jim Walden,H,Oklahoma,Big 8,Gary Gibbs,L,7,24
1993-10-16,Iowa State,Big 8,Jim Walden,A,Kansas,Big 8,Glen Mason,L,20,35
1993-10-23,Iowa State,Big 8,Jim Walden,H,Oklahoma State,Big 8,Pat Jones,W,20,17
1993-10-30,Iowa State,Big 8,Jim Walden,A,Missouri,Big 8,Bob Stull,L,34,37
