Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1915-10-02,North Carolina,Ind,T.C. Trenchard,H,Citadel,Ind,George Rogers,W,14,7
1915-10-09,North Carolina,Ind,T.C. Trenchard,H,Wake Forest,Ind,W.C. Smith,W,35,0
1915-10-16,North Carolina,Ind,T.C. Trenchard,A,Georgetown,Ind,,L,0,38
1915-10-23,North Carolina,Ind,T.C. Trenchard,H,Virginia Military Institute,Ind,Frank Gorton,T,3,3
1915-10-30,North Carolina,Ind,T.C. Trenchard,A,Georgia Tech,Ind,John Heisman,L,3,23
1915-11-06,North Carolina,Ind,T.C. Trenchard,A,Clemson,Ind,Bob Williams,W,9,7
1915-11-13,North Carolina,Ind,T.C. Trenchard,N,Davidson,Ind,William Fetzer,W,41,6
1915-11-25,North Carolina,Ind,T.C. Trenchard,A,Virginia,Ind,Harry Varner,L,0,14
1915-10-16,Indiana,Western,Clarence Childs,A,Chicago,Western,Amos Alonzo Stagg,L,7,13
1915-10-30,Indiana,Western,Clarence Childs,H,Washington & Lee,Ind,Jogger Elcock,T,7,7
1915-11-06,Indiana,Western,Clarence Childs,A,Ohio State,Western,John Wilce,L,9,10
1915-11-13,Indiana,Western,Clarence Childs,A,Northwestern,Western,Fred Murphy,W,14,6
1915-11-20,Indiana,Western,Clarence Childs,H,Purdue,Western,Andy Smith,L,0,7
1915-10-09,Iowa State,MVIAA,,A,Minnesota,Western,Henry Williams,L,6,34
1915-10-23,Iowa State,MVIAA,,H,Missouri,MVIAA,Henry Schulte,W,14,6
1915-10-30,Iowa State,MVIAA,,H,Nebraska,MVIAA,Jumbo Stiehm,L,0,21
1915-11-13,Iowa State,MVIAA,,A,Iowa,Western,Jesse Hawley,W,16,0
1915-11-25,Iowa State,MVIAA,,A,Drake,MVIAA,John Griffith,W,28,14
1915-09-25,Furman,Ind,W.B. Bible,H,Clemson,Ind,Bob Williams,L,0,99
1915-10-15,Furman,Ind,W.B. Bible,H,Presbyterian,Ind,Walter Johnson,L,12,20
1915-11-03,Furman,Ind,W.B. Bible,H,Presbyterian,Ind,Walter Johnson,W,38,7
