Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1934-09-29,North Carolina,Southern,Carl Snavely,H,Wake Forest,Ind,Jim Weaver,W,21,0
1934-10-06,North Carolina,Southern,Carl Snavely,H,Tennessee,SEC,Bob Neyland,L,7,19
1934-10-13,North Carolina,Southern,Carl Snavely,A,Georgia,SEC,Harry Mehre,W,14,0
1934-10-20,North Carolina,Southern,Carl Snavely,H,Kentucky,SEC,C.A. Wynne,W,6,0
1934-10-27,North Carolina,Southern,Carl Snavely,H,North Carolina State,Southern,Hunk Anderson,T,7,7
1934-11-03,North Carolina,Southern,Carl Snavely,A,Georgia Tech,SEC,William Alexander,W,26,0
1934-11-10,North Carolina,Southern,Carl Snavely,A,Davidson,Ind,,W,12,2
1934-11-17,North Carolina,Southern,Carl Snavely,H,Duke,Southern,Wallace Wade,W,7,0
1934-11-24,North Carolina,Southern,Carl Snavely,A,Virginia,Southern,Gus Tebell,W,25,6
1934-10-06,Indiana,Western,Bo McMillin,A,Ohio State,Western,Francis Schmidt,L,0,33
1934-10-13,Indiana,Western,Bo McMillin,A,Temple,Ind,Pop Warner,T,6,6
1934-10-20,Indiana,Western,Bo McMillin,A,Chicago,Western,Clark Shaughnessy,L,0,21
1934-11-03,Indiana,Western,Bo McMillin,H,Iowa,Western,Ossie Solem,T,0,0
1934-11-10,Indiana,Western,Bo McMillin,A,Minnesota,Western,Bernie Bierman,L,0,30
1934-11-17,Indiana,Western,Bo McMillin,A,Maryland,Southern,Curley Byrd,W,17,14
1934-11-24,Indiana,Western,Bo McMillin,A,Purdue,Western,Noble Kizer,W,17,6
1934-10-06,Iowa State,Big 6,George Veenker,H,Grinnell,MVC,Lester Watt,W,26,6
1934-10-13,Iowa State,Big 6,George Veenker,A,Missouri,Big 6,Frank Carideo,W,13,0
1934-10-20,Iowa State,Big 6,George Veenker,H,Iowa,Western,Ossie Solem,W,31,6
1934-10-27,Iowa State,Big 6,George Veenker,A,Nebraska,Big 6,Dana Bible,L,6,7
1934-11-03,Iowa State,Big 6,George Veenker,H,Kansas,Big 6,Adrian Lindsey,T,0,0
1934-11-10,Iowa State,Big 6,George Veenker,A,Oklahoma,Big 6,Lewie Hardage,L,0,12
1934-11-17,Iowa State,Big 6,George Veenker,H,Drake,MVC,Vee Green,W,33,12
1934-11-24,Iowa State,Big 6,George Veenker,A,Kansas State,Big 6,Pappy Waldorf,L,0,20
1934-10-20,Fordham,Ind,Jimmy Crowley,H,Saint Mary's (CA),Ind,Slip Madigan,L,9,14
1934-10-27,Fordham,Ind,Jimmy Crowley,H,SMU,SWC,Ray Morrison,L,14,26
1934-11-03,Fordham,Ind,Jimmy Crowley,H,Tennessee,SEC,Bob Neyland,W,13,12
1934-11-10,Fordham,Ind,Jimmy Crowley,H,West Virginia,Ind,Trusty Tallman,W,27,20
1934-11-17,Fordham,Ind,Jimmy Crowley,H,Purdue,Western,Noble Kizer,L,0,7
1934-11-29,Fordham,Ind,Jimmy Crowley,N,New York University,Ind,Mal Stevens,W,39,13
1934-10-06,Arizona State,BIAA,Rudy Lavik,A,Loyola Marymount,Ind,Tom Lieb,L,0,43
1934-10-20,Arizona State,BIAA,Rudy Lavik,H,New Mexico,BIAA,Gwinn Henry,L,12,18
1934-10-27,Arizona State,BIAA,Rudy Lavik,A,Northern Arizona,BIAA,Mark McIntosh,W,21,0
