Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1975-09-06,North Carolina,ACC,Bill Dooley,H,William & Mary,Southern,James Root,W,33,7
1975-09-20,North Carolina,ACC,Bill Dooley,H,Maryland,ACC,Jerry Claiborne,L,7,34
1975-09-27,North Carolina,ACC,Bill Dooley,A,Ohio State,Big Ten,Woody Hayes,L,7,32
1975-10-04,North Carolina,ACC,Bill Dooley,A,Virginia,ACC,Sonny Randle,W,31,28
1975-10-11,North Carolina,ACC,Bill Dooley,H,Notre Dame,Ind,Dan Devine,L,14,21
1975-10-18,North Carolina,ACC,Bill Dooley,A,North Carolina State,ACC,Lou Holtz,L,20,21
1975-10-25,North Carolina,ACC,Bill Dooley,H,East Carolina,Southern,Pat Dye,L,17,38
1975-11-01,North Carolina,ACC,Bill Dooley,H,Wake Forest,ACC,Chuck Mills,L,9,21
1975-11-08,North Carolina,ACC,Bill Dooley,H,Clemson,ACC,Red Parker,L,35,38
1975-11-15,North Carolina,ACC,Bill Dooley,A,Tulane,Ind,Bennie Ellender,W,17,15
1975-11-22,North Carolina,ACC,Bill Dooley,A,Duke,ACC,Mike McGee,T,17,17
1975-09-13,Miami (OH),MAC,Dick Crum,H,Marshall,Ind,Frank Ellwood,W,50,0
1975-09-20,Miami (OH),MAC,Dick Crum,A,Michigan State,Big Ten,Dennis Stolz,L,13,14
1975-09-27,Miami (OH),MAC,Dick Crum,H,Ball State,MAC,Dave McClain,W,35,28
1975-10-04,Miami (OH),MAC,Dick Crum,A,Purdue,Big Ten,Alex Agase,W,14,3
1975-10-11,Miami (OH),MAC,Dick Crum,H,Dayton,Ind,Ron Marciniak,W,10,0
1975-10-18,Miami (OH),MAC,Dick Crum,H,Ohio,MAC,Bill Hess,W,17,9
1975-10-25,Miami (OH),MAC,Dick Crum,A,Bowling Green State,MAC,Don Nehlen,W,20,17
1975-11-01,Miami (OH),MAC,Dick Crum,H,Toledo,MAC,Jack Murphy,W,35,21
1975-11-08,Miami (OH),MAC,Dick Crum,A,Western Michigan,MAC,Elliot Uzelac,W,44,21
1975-11-15,Miami (OH),MAC,Dick Crum,A,Kent State,MAC,Dennis Fitzgerald,W,27,8
1975-11-22,Miami (OH),MAC,Dick Crum,H,Cincinnati,Ind,Tony Mason,W,21,13
1975-12-20,Miami (OH),MAC,Dick Crum,N,South Carolina,Ind,Jim Carlen,W,20,7
1975-09-13,Indiana,Big Ten,Lee Corso,H,Minnesota,Big Ten,Cal Stoll,W,20,14
1975-09-20,Indiana,Big Ten,Lee Corso,A,Nebraska,Big 8,Tom Osborne,L,0,45
1975-09-27,Indiana,Big Ten,Lee Corso,H,Utah,WAC,Tom Lovat,W,31,7
1975-10-04,Indiana,Big Ten,Lee Corso,A,North Carolina State,ACC,Lou Holtz,L,0,27
1975-10-11,Indiana,Big Ten,Lee Corso,A,Northwestern,Big Ten,John Pont,L,0,30
1975-10-18,Indiana,Big Ten,Lee Corso,H,Iowa,Big Ten,Bob Commings,L,10,20
1975-10-25,Indiana,Big Ten,Lee Corso,A,Michigan,Big Ten,Bo Schembechler,L,7,55
1975-11-01,Indiana,Big Ten,Lee Corso,A,Ohio State,Big Ten,Woody Hayes,L,14,24
1975-11-08,Indiana,Big Ten,Lee Corso,H,Michigan State,Big Ten,Dennis Stolz,L,6,14
1975-11-15,Indiana,Big Ten,Lee Corso,A,Wisconsin,Big Ten,John Jardine,T,9,9
1975-11-22,Indiana,Big Ten,Lee Corso,H,Purdue,Big Ten,Alex Agase,L,7,9
1975-09-13,Florida State,Ind,Darrell Mudra,A,Texas Tech,SWC,Steve Sloan,L,20,31
1975-09-20,Florida State,Ind,Darrell Mudra,H,Utah State,Ind,Phil Krueger,W,17,8
1975-09-27,Florida State,Ind,Darrell Mudra,H,Iowa State,Big 8,Earle Bruce,L,6,10
1975-10-04,Florida State,Ind,Darrell Mudra,A,Georgia Tech,Ind,Pepper Rodgers,L,0,30
1975-10-11,Florida State,Ind,Darrell Mudra,A,Virginia Tech,Ind,Jimmy Sharpe,L,10,13
1975-10-18,Florida State,Ind,Darrell Mudra,A,Florida,SEC,Doug Dickey,L,8,34
1975-10-25,Florida State,Ind,Darrell Mudra,H,Auburn,SEC,Ralph Jordan,L,14,17
1975-11-01,Florida State,Ind,Darrell Mudra,A,Clemson,ACC,Red Parker,W,43,7
1975-11-08,Florida State,Ind,Darrell Mudra,H,Memphis,Ind,Richard Williamson,L,14,17
1975-11-15,Florida State,Ind,Darrell Mudra,H,Miami (FL),Ind,Carl Selmer,L,22,24
1975-11-22,Florida State,Ind,Darrell Mudra,A,Houston,Ind,Bill Yeoman,W,33,22
1975-09-13,Iowa State,Big 8,Earle Bruce,A,UCLA,Pac-8,Dick Vermeil,L,21,37
1975-09-20,Iowa State,Big 8,Earle Bruce,H,Air Force,Ind,Ben Martin,W,17,12
1975-09-27,Iowa State,Big 8,Earle Bruce,A,Florida State,Ind,Darrell Mudra,W,10,6
1975-10-04,Iowa State,Big 8,Earle Bruce,A,Utah,WAC,Tom Lovat,W,31,3
1975-10-11,Iowa State,Big 8,Earle Bruce,A,Kansas State,Big 8,Ellis Rainsberger,W,17,7
1975-10-18,Iowa State,Big 8,Earle Bruce,H,Kansas,Big 8,Bud Moore,L,10,21
1975-10-25,Iowa State,Big 8,Earle Bruce,A,Oklahoma,Big 8,Barry Switzer,L,7,39
1975-11-01,Iowa State,Big 8,Earle Bruce,H,Colorado,Big 8,Bill Mallory,L,27,28
1975-11-08,Iowa State,Big 8,Earle Bruce,H,Missouri,Big 8,Al Onofrio,L,14,44
1975-11-15,Iowa State,Big 8,Earle Bruce,A,Nebraska,Big 8,Tom Osborne,L,0,52
1975-11-22,Iowa State,Big 8,Earle Bruce,H,Oklahoma State,Big 8,Jim Stanley,L,7,14
1975-09-13,Cincinnati,Ind,Tony Mason,H,Richmond,Southern,Jim Tait,W,19,6
